District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
WELLS ISD,2022-06-26,037909,266,,,,,,,
CHILDRESS ISD,2022-06-26,038901,1026,,,,,,,
HENRIETTA ISD,2022-06-26,039902,951,,,0,1,0,0,1
PETROLIA CISD,2022-06-26,039903,462,,,,,,,
BELLEVUE ISD,2022-06-26,039904,158,,,,,,,
MIDWAY ISD,2022-06-26,039905,135,,,,,,,
MORTON ISD,2022-06-26,040901,369,,,,,,,
WHITEFACE CISD,2022-06-26,040902,313,,,,,,,
BRONTE ISD,2022-06-26,041901,243,,,,,,,
ROBERT LEE ISD,2022-06-26,041902,265,,,,,,,
COLEMAN ISD,2022-06-26,042901,816,,,,,,,
SANTA ANNA ISD,2022-06-26,042903,262,,,,,,,
PANTHER CREEK CISD,2022-06-26,042905,165,,,,,,,
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-06-26,043801,1388,,,,,,,
LONE STAR LANGUAGE ACADEMY,2022-06-26,043802,161,,,,,,,
ALLEN ISD,2022-06-26,043901,21642,,,,,,,
ANNA ISD,2022-06-26,043902,4463,,,,,,,
CELINA ISD,2022-06-26,043903,3353,,,,,,,
FARMERSVILLE ISD,2022-06-26,043904,2018,,,,,,,
FRISCO ISD,2022-06-26,043905,64027,,,,,,,
MCKINNEY ISD,2022-06-26,043907,23581,,,,,,,
MELISSA ISD,2022-06-26,043908,5039,,,,,,,
PLANO ISD,2022-06-26,043910,49896,,,,,,,
PRINCETON ISD,2022-06-26,043911,6768,,,,,,,
PROSPER ISD,2022-06-26,043912,21697,,,,,,,
WYLIE ISD,2022-06-26,043914,18311,,,,6,,,
BLUE RIDGE ISD,2022-06-26,043917,962,,,,,,,
COMMUNITY ISD,2022-06-26,043918,3320,,,,,,,
LOVEJOY ISD,2022-06-26,043919,4366,,,,,,,
WELLINGTON ISD,2022-06-26,044902,551,,,,,,,
COLUMBUS ISD,2022-06-26,045902,1597,,,,,,,
RICE CISD,2022-06-26,045903,1240,,,,,,,
WEIMAR ISD,2022-06-26,045905,685,,,,,,,
TRINITY CHARTER SCHOOL,2022-06-26,046802,336,,,,,,,
NEW BRAUNFELS ISD,2022-06-26,046901,9720,,,,,,,
COMAL ISD,2022-06-26,046902,27478,,,,,,,
COMANCHE ISD,2022-06-26,047901,1328,,,,,,,
DE LEON ISD,2022-06-26,047902,758,,,,,,,
GUSTINE ISD,2022-06-26,047903,147,,,,,,,
SIDNEY ISD,2022-06-26,047905,128,,,,,,,
EDEN CISD,2022-06-26,048901,217,,,,,,,
PAINT ROCK ISD,2022-06-26,048903,230,,,,,,,
GAINESVILLE ISD,2022-06-26,049901,3161,,,,,,,
MUENSTER ISD,2022-06-26,049902,466,,,,,,,
VALLEY VIEW ISD,2022-06-26,049903,945,,,,,,,
CALLISBURG ISD,2022-06-26,049905,1148,,,,,,,
ERA ISD,2022-06-26,049906,495,,,,,,,
LINDSAY ISD,2022-06-26,049907,488,,,,,,,
WALNUT BEND ISD,2022-06-26,049908,61,,,,,,,
SIVELLS BEND ISD,2022-06-26,049909,70,,,,,,,
EVANT ISD,2022-06-26,050901,211,,,,,,,
GATESVILLE ISD,2022-06-26,050902,2751,,,,,,,
OGLESBY ISD,2022-06-26,050904,199,,,,,,,
JONESBORO ISD,2022-06-26,050909,342,,,,,,,
COPPERAS COVE ISD,2022-06-26,050910,8132,,,,,,,
PADUCAH ISD,2022-06-26,051901,162,,,,,,,
CRANE ISD,2022-06-26,052901,1158,,,,,,,
CROCKETT COUNTY CONSOLIDATED CSD,2022-06-26,053001,733,,,,,,,
CROSBYTON CISD,2022-06-26,054901,331,,,,,,,
LORENZO ISD,2022-06-26,054902,239,,,,,,,
RALLS ISD,2022-06-26,054903,479,,,,,,,
CULBERSON COUNTY-ALLAMOORE ISD,2022-06-26,055901,375,,,,,,,
DALHART ISD,2022-06-26,056901,1732,,,,,,,
TEXLINE ISD,2022-06-26,056902,220,,,,,,,
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-06-26,057802,451,,,,,,,
UPLIFT EDUCATION,2022-06-26,057803,20316,,,,,,,
TEXANS CAN ACADEMIES,2022-06-26,057804,5381,,,,,,,
LUMIN EDUCATION,2022-06-26,057805,255,,,,,,,
ADVANTAGE ACADEMY,2022-06-26,057806,1149,,,,,,,
LIFE SCHOOL,2022-06-26,057807,5617,,,,,,,
UNIVERSAL ACADEMY,2022-06-26,057808,2164,,,,,,,
NOVA ACADEMY,2022-06-26,057809,120,,,,,,,
ACADEMY OF DALLAS,2022-06-26,057810,252,,,,,,,
TRINITY BASIN PREPARATORY,2022-06-26,057813,4298,,,,,,,
ACADEMY FOR ACADEMIC EXCELLENCE,2022-06-26,057814,323,,,,,,,
A W BROWN LEADERSHIP ACADEMY,2022-06-26,057816,1090,,,,,,,
JEAN MASSIEU ACADEMY,2022-06-26,057819,204,,,,,,,
NOVA ACADEMY SOUTHEAST,2022-06-26,057827,559,,,,,,,
WINFREE ACADEMY CHARTER SCHOOLS,2022-06-26,057828,1162,,,,,,,
A+ ACADEMY,2022-06-26,057829,1446,,,,,,,
INSPIRED VISION ACADEMY,2022-06-26,057830,1284,,,,,,,
GATEWAY CHARTER ACADEMY,2022-06-26,057831,656,,,,,,,
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-06-26,057833,518,,,,,,,
EVOLUTION ACADEMY CHARTER SCHOOL,2022-06-26,057834,614,,,,,,,
GOLDEN RULE CHARTER SCHOOL,2022-06-26,057835,1581,,,,,,,
ST ANTHONY SCHOOL,2022-06-26,057836,318,,,,,,,
LA ACADEMIA DE ESTRELLAS,2022-06-26,057839,1002,,,,,,,
RICHLAND COLLEGIATE HIGH SCHOOL,2022-06-26,057840,333,,,,,,,
CITYSCAPE SCHOOLS,2022-06-26,057841,31,,,,,,,
MANARA ACADEMY,2022-06-26,057844,552,,,,,,,
UME PREPARATORY ACADEMY,2022-06-26,057845,1379,,,,,,,
LEGACY PREPARATORY,2022-06-26,057846,1497,,,,,,,
VILLAGE TECH SCHOOLS,2022-06-26,057847,1239,,,,,,,
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-06-26,057848,20674,,,,,,,
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-06-26,057850,54,,,,,,,
BRIDGEWAY PREPARATORY ACADEMY,2022-06-26,057851,93,,,,,,,
CARROLLTON-FARMERS BRANCH ISD,2022-06-26,057903,25101,,,,,,,
CEDAR HILL ISD,2022-06-26,057904,7131,,,,,,,
DALLAS ISD,2022-06-26,057905,134360,,,,0,,,
DESOTO ISD,2022-06-26,057906,7491,,,,,,,
DUNCANVILLE ISD,2022-06-26,057907,11868,,,0,3,0,0,3
GARLAND ISD,2022-06-26,057909,54062,,,,,,,
GRAND PRAIRIE ISD,2022-06-26,057910,27630,,,,,,,
HIGHLAND PARK ISD,2022-06-26,057911,6644,,,,,,,
IRVING ISD,2022-06-26,057912,32533,,,0,4,0,0,4
LANCASTER ISD,2022-06-26,057913,7175,,,,,,,
MESQUITE ISD,2022-06-26,057914,38748,,,0,6,0,0,6
RICHARDSON ISD,2022-06-26,057916,37863,,,,,,,
SUNNYVALE ISD,2022-06-26,057919,2123,,,,,,,
COPPELL ISD,2022-06-26,057922,13275,,,,,,,
DAWSON ISD,2022-06-26,058902,157,,,,,,,
KLONDIKE ISD,2022-06-26,058905,259,,,,,,,
LAMESA ISD,2022-06-26,058906,1636,,,,,,,
SANDS CISD,2022-06-26,058909,249,,,,,,,
HEREFORD ISD,2022-06-26,059901,3962,,,,,,,
WALCOTT ISD,2022-06-26,059902,154,,,,,,,
COOPER ISD,2022-06-26,060902,851,,,,,,,
FANNINDEL ISD,2022-06-26,060914,145,,,,,,,
UNIVERSITY OF NORTH TEXAS,2022-06-26,061501,0,,,,,,,
NORTH TEXAS COLLEGIATE ACADEMY,2022-06-26,061802,704,,,,,,,
LEADERSHIP PREP SCHOOL,2022-06-26,061804,1301,,,,,,,
TRIVIUM ACADEMY,2022-06-26,061805,567,,,,,,,
DENTON ISD,2022-06-26,061901,32273,,,,,,,
LEWISVILLE ISD,2022-06-26,061902,49347,,,,,,,
PILOT POINT ISD,2022-06-26,061903,1435,,,,,,,
KRUM ISD,2022-06-26,061905,2212,,,,,,,
PONDER ISD,2022-06-26,061906,1589,,,,,,,
AUBREY ISD,2022-06-26,061907,3136,,,,,,,
SANGER ISD,2022-06-26,061908,2775,,,,,,,
ARGYLE ISD,2022-06-26,061910,4286,,,,,,,
NORTHWEST ISD,2022-06-26,061911,27119,,,,,,,
LAKE DALLAS ISD,2022-06-26,061912,4052,,,,,,,
LITTLE ELM ISD,2022-06-26,061914,8290,,,,,,,
CUERO ISD,2022-06-26,062901,1954,,,,,,,
NORDHEIM ISD,2022-06-26,062902,150,,,,,,,
YOAKUM ISD,2022-06-26,062903,1508,,,,,,,
YORKTOWN ISD,2022-06-26,062904,553,,,,,,,
WESTHOFF ISD,2022-06-26,062905,56,,,,,,,
MEYERSVILLE ISD,2022-06-26,062906,143,,,,,,,
SPUR ISD,2022-06-26,063903,217,,,,,,,
PATTON SPRINGS ISD,2022-06-26,063906,84,,,,,,,
CARRIZO SPRINGS CISD,2022-06-26,064903,1715,,,,2,,,
CLARENDON ISD,2022-06-26,065901,453,,,,,,,
HEDLEY ISD,2022-06-26,065902,125,,,,,,,
RAMIREZ CSD,2022-06-26,066005,29,,,,,,,
BENAVIDES ISD,2022-06-26,066901,226,,,,,,,
SAN DIEGO ISD,2022-06-26,066902,1421,,,,,,,
FREER ISD,2022-06-26,066903,765,,,,,,,
CISCO ISD,2022-06-26,067902,807,,,,,,,
EASTLAND ISD,2022-06-26,067903,1117,,,,,,,
GORMAN ISD,2022-06-26,067904,266,,,,,,,
RANGER ISD,2022-06-26,067907,342,,,,,,,
RISING STAR ISD,2022-06-26,067908,202,,,,,,,
COMPASS ACADEMY CHARTER SCHOOL,2022-06-26,068802,1375,,,,,,,
UTPB STEM ACADEMY,2022-06-26,068803,773,,,,,,,
ECTOR COUNTY ISD,2022-06-26,068901,32529,,,,,,,
ROCKSPRINGS ISD,2022-06-26,069901,261,,,,,,,
NUECES CANYON CISD,2022-06-26,069902,259,,,,,,,
WAXAHACHIE FAITH FAMILY ACADEMY,2022-06-26,070801,2537,,,,,,,
AVALON ISD,2022-06-26,070901,343,,,,,,,
ENNIS ISD,2022-06-26,070903,6077,,,,,,,
FERRIS ISD,2022-06-26,070905,2635,,,,,,,
ITALY ISD,2022-06-26,070907,647,,,,,,,
MIDLOTHIAN ISD,2022-06-26,070908,10390,,,,,,,
MILFORD ISD,2022-06-26,070909,240,,,,,,,
PALMER ISD,2022-06-26,070910,1279,,,,,,,
RED OAK ISD,2022-06-26,070911,6351,,,,,,,
WAXAHACHIE ISD,2022-06-26,070912,10185,,,,,,,
MAYPEARL ISD,2022-06-26,070915,1184,,,,,,,
BURNHAM WOOD CHARTER SCHOOL DISTRICT,2022-06-26,071801,1407,,,,,,,
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,2022-06-26,071803,210,,,,,,,
EL PASO ACADEMY,2022-06-26,071804,320,,,,,,,
HARMONY PUBLIC SCHOOLS - WEST TEXAS,2022-06-26,071806,4646,,,,,,,
LA FE PREPARATORY SCHOOL,2022-06-26,071807,191,,,,,,,
VISTA DEL FUTURO CHARTER SCHOOL,2022-06-26,071809,332,,,,,,,
EL PASO LEADERSHIP ACADEMY,2022-06-26,071810,271,,,,,,,
CLINT ISD,2022-06-26,071901,10613,,,,,,,
EL PASO ISD,2022-06-26,071902,51281,,,,,,,
FABENS ISD,2022-06-26,071903,2006,,,,,,,
SAN ELIZARIO ISD,2022-06-26,071904,3235,,,,,,,
YSLETA ISD,2022-06-26,071905,37665,,,5,6,0,0,11
ANTHONY ISD,2022-06-26,071906,800,,,,,,,
CANUTILLO ISD,2022-06-26,071907,6061,,,,,,,
TORNILLO ISD,2022-06-26,071908,894,,,,,,,
SOCORRO ISD,2022-06-26,071909,47787,,,,,,,
PREMIER HIGH SCHOOLS,2022-06-26,072801,6657,,,,,,,
ERATH EXCELS ACADEMY INC,2022-06-26,072802,101,,,,,,,
THREE WAY ISD,2022-06-26,072901,246,,,,,,,
DUBLIN ISD,2022-06-26,072902,1106,,,,,,,
STEPHENVILLE ISD,2022-06-26,072903,3715,,,,,,,
BLUFF DALE ISD,2022-06-26,072904,223,,,,,,,
HUCKABAY ISD,2022-06-26,072908,312,,,,,,,
LINGLEVILLE ISD,2022-06-26,072909,288,,,,,,,
MORGAN MILL ISD,2022-06-26,072910,120,,,,,,,
CHILTON ISD,2022-06-26,073901,488,,,,,,,
MARLIN ISD,2022-06-26,073903,892,,,,,,,
WESTPHALIA ISD,2022-06-26,073904,138,,,,,,,
ROSEBUD-LOTT ISD,2022-06-26,073905,734,,,,,,,
BONHAM ISD,2022-06-26,074903,1921,,,,,,,
DODD CITY ISD,2022-06-26,074904,327,,,,,,,
ECTOR ISD,2022-06-26,074905,238,,,,,,,
HONEY GROVE ISD,2022-06-26,074907,645,,,,,,,
LEONARD ISD,2022-06-26,074909,781,,,,,,,
SAVOY ISD,2022-06-26,074911,308,,,,,,,
TRENTON ISD,2022-06-26,074912,733,,,,,,,
SAM RAYBURN ISD,2022-06-26,074917,506,,,,,,,
FLATONIA ISD,2022-06-26,075901,629,,,,,,,
LA GRANGE ISD,2022-06-26,075902,1883,,,,,,,
SCHULENBURG ISD,2022-06-26,075903,705,,,,,,,
FAYETTEVILLE ISD,2022-06-26,075906,281,,,,,,,
ROUND TOP-CARMINE ISD,2022-06-26,075908,237,,,,,,,
ROBY CISD,2022-06-26,076903,330,,,,,,,
ROTAN ISD,2022-06-26,076904,260,,,,,,,
FLOYDADA COLLEGIATE ISD,2022-06-26,077901,693,,,,,,,
LOCKNEY ISD,2022-06-26,077902,433,,,,,,,
CROWELL ISD,2022-06-26,078901,199,,,,,,,
LAMAR CISD,2022-06-26,079901,39732,,,,,,,
NEEDVILLE ISD,2022-06-26,079906,3398,,,,,,,
FORT BEND ISD,2022-06-26,079907,77951,,,9,23,0,0,32
STAFFORD MSD,2022-06-26,079910,3497,,,,,,,
MOUNT VERNON ISD,2022-06-26,080901,1538,,,,,,,
FAIRFIELD ISD,2022-06-26,081902,1709,,,,,,,
TEAGUE ISD,2022-06-26,081904,1189,,,,,,,
WORTHAM ISD,2022-06-26,081905,519,,,,,,,
DEW ISD,2022-06-26,081906,127,,,,,,,
DILLEY ISD,2022-06-26,082902,919,,,,,,,
PEARSALL ISD,2022-06-26,082903,2036,,,0,1,0,0,1
SEAGRAVES ISD,2022-06-26,083901,528,,,,,,,
LOOP ISD,2022-06-26,083902,158,,,,,,,
SEMINOLE ISD,2022-06-26,083903,2998,,,,,,,
ODYSSEY ACADEMY INC,2022-06-26,084802,1500,,,,,,,
AMBASSADORS PREPARATORY ACADEMY,2022-06-26,084804,193,,,,,,,
DICKINSON ISD,2022-06-26,084901,11973,,,,,,,
GALVESTON ISD,2022-06-26,084902,6683,,,,,,,
HIGH ISLAND ISD,2022-06-26,084903,160,,,,,,,
TEXAS CITY ISD,2022-06-26,084906,7830,,,,,,,
HITCHCOCK ISD,2022-06-26,084908,1736,,,,,,,
SANTA FE ISD,2022-06-26,084909,4371,,,,,,,
CLEAR CREEK ISD,2022-06-26,084910,41065,,,,3,,,
FRIENDSWOOD ISD,2022-06-26,084911,6189,,,,,,,
