District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
JUBILEE ACADEMIES,2022-01-09,015822,5856,NA,NA,NA,NA,NA,NA,NA
LIGHTHOUSE PUBLIC SCHOOLS,2022-01-09,015825,399,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2022-01-09,015827,4020,NA,NA,NA,NA,NA,NA,NA
HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,2022-01-09,015828,4487,NA,NA,NA,0,NA,NA,NA
BROOKS ACADEMIES OF TEXAS,2022-01-09,015830,3171,NA,NA,30,4,0,33,1
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2022-01-09,015831,5334,NA,NA,NA,NA,NA,NA,NA
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2022-01-09,015833,90,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2022-01-09,015834,3166,NA,NA,18,11,0,0,29
GREAT HEARTS TEXAS,2022-01-09,015835,7268,NA,NA,NA,NA,NA,NA,NA
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2022-01-09,015836,491,NA,NA,NA,3,NA,NA,NA
COMPASS ROSE PUBLIC SCHOOLS,2022-01-09,015838,1872,NA,NA,NA,13,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2022-01-09,015839,280,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY SCHOOLS,2022-01-09,015840,206,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2022-01-09,015841,462,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2022-01-09,015842,108,NA,NA,7,2,0,9,0
PRELUDE PREPARATORY CHARTER SCHOOL,2022-01-09,015843,28,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2022-01-09,015901,4834,NA,NA,NA,31,NA,NA,NA
HARLANDALE ISD,2022-01-09,015904,12158,NA,NA,278,87,1,47,317
EDGEWOOD ISD,2022-01-09,015905,0,NA,NA,NA,102,NA,NA,NA
RANDOLPH FIELD ISD,2022-01-09,015906,1474,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2022-01-09,015907,45456,NA,NA,87,56,0,0,143
SOUTH SAN ANTONIO ISD,2022-01-09,015908,8045,NA,NA,NA,NA,NA,NA,NA
SOMERSET ISD,2022-01-09,015909,4031,NA,NA,89,19,0,0,108
NORTH EAST ISD,2022-01-09,015910,60205,NA,NA,1138,281,0,0,1419
EAST CENTRAL ISD,2022-01-09,015911,10023,NA,NA,206,65,0,0,271
SOUTHWEST ISD,2022-01-09,015912,13325,NA,NA,NA,NA,NA,NA,NA
LACKLAND ISD,2022-01-09,015913,924,NA,NA,NA,NA,NA,NA,NA
FT SAM HOUSTON ISD,2022-01-09,015914,1647,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2022-01-09,015915,103115,NA,NA,NA,15,NA,NA,NA
JUDSON ISD,2022-01-09,015916,24448,NA,NA,118,111,0,229,0
SOUTHSIDE ISD,2022-01-09,015917,5643,NA,NA,30,14,1,3,40
JOHNSON CITY ISD,2022-01-09,016901,693,NA,NA,13,10,0,0,23
BLANCO ISD,2022-01-09,016902,1072,NA,NA,12,4,0,5,11
BORDEN COUNTY ISD,2022-01-09,017901,247,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2022-01-09,018901,1023,NA,NA,NA,0,NA,NA,NA
MERIDIAN ISD,2022-01-09,018902,401,NA,NA,NA,0,NA,NA,NA
MORGAN ISD,2022-01-09,018903,142,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2022-01-09,018904,624,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2022-01-09,018905,183,NA,NA,6,1,0,3,4
IREDELL ISD,2022-01-09,018906,136,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2022-01-09,018907,185,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2022-01-09,018908,137,NA,NA,0,1,0,1,0
DEKALB ISD,2022-01-09,019901,804,NA,NA,16,0,0,15,1
HOOKS ISD,2022-01-09,019902,890,NA,NA,NA,7,NA,NA,NA
MAUD ISD,2022-01-09,019903,477,NA,NA,10,3,0,11,2
NEW BOSTON ISD,2022-01-09,019905,1209,NA,NA,NA,14,NA,NA,NA
REDWATER ISD,2022-01-09,019906,1110,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2022-01-09,019907,7294,NA,NA,NA,NA,NA,NA,NA
LIBERTY-EYLAU ISD,2022-01-09,019908,2191,NA,NA,22,14,0,2,34
SIMMS ISD,2022-01-09,019909,484,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2022-01-09,019910,212,NA,NA,NA,1,NA,NA,NA
RED LICK ISD,2022-01-09,019911,500,NA,NA,7,2,0,2,7
PLEASANT GROVE ISD,2022-01-09,019912,2320,NA,NA,NA,14,NA,NA,NA
HUBBARD ISD,2022-01-09,019913,72,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2022-01-09,019914,110,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2022-01-09,020901,28285,NA,NA,260,114,0,1,373
ANGLETON ISD,2022-01-09,020902,6829,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2022-01-09,020904,777,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2022-01-09,020905,11654,NA,NA,0,45,0,44,1
SWEENY ISD,2022-01-09,020906,1827,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2022-01-09,020907,2958,NA,NA,26,5,0,13,18
PEARLAND ISD,2022-01-09,020908,21041,NA,NA,NA,NA,NA,NA,NA
DAMON ISD,2022-01-09,020910,114,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2022-01-09,021803,335,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2022-01-09,021805,598,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2022-01-09,021901,14280,NA,NA,112,93,0,0,205
BRYAN ISD,2022-01-09,021902,16163,NA,NA,44,52,0,0,96
TERLINGUA CSD,2022-01-09,022004,107,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2022-01-09,022901,973,NA,NA,5,2,0,7,0
MARATHON ISD,2022-01-09,022902,57,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2022-01-09,022903,<10,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2022-01-09,023902,192,NA,NA,5,2,0,4,3
BROOKS COUNTY ISD,2022-01-09,024901,1358,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2022-01-09,025901,881,NA,NA,7,1,0,0,8
BROWNWOOD ISD,2022-01-09,025902,3525,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2022-01-09,025904,143,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2022-01-09,025905,223,NA,NA,NA,2,NA,NA,NA
ZEPHYR ISD,2022-01-09,025906,212,NA,NA,0,1,0,0,1
BROOKESMITH ISD,2022-01-09,025908,193,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2022-01-09,025909,1151,NA,NA,13,6,0,0,19
CALDWELL ISD,2022-01-09,026901,1836,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2022-01-09,026902,555,NA,NA,NA,9,NA,NA,NA
SNOOK ISD,2022-01-09,026903,530,NA,NA,NA,5,NA,NA,NA
BURNET CISD,2022-01-09,027903,3311,NA,NA,8,6,1,5,8
MARBLE FALLS ISD,2022-01-09,027904,4054,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2022-01-09,028902,6224,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2022-01-09,028903,1469,NA,NA,NA,14,NA,NA,NA
PRAIRIE LEA ISD,2022-01-09,028906,190,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2022-01-09,029901,3610,NA,NA,21,20,0,0,41
CROSS PLAINS ISD,2022-01-09,030901,381,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2022-01-09,030902,1445,NA,NA,23,6,0,2,27
BAIRD ISD,2022-01-09,030903,296,NA,NA,6,3,0,8,1
EULA ISD,2022-01-09,030906,469,NA,NA,NA,2,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2022-01-09,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2022-01-09,031901,38617,NA,NA,117,134,0,0,251
HARLINGEN CISD,2022-01-09,031903,17116,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2022-01-09,031905,2938,NA,NA,6,2,0,8,0
LOS FRESNOS CISD,2022-01-09,031906,10385,NA,NA,19,58,0,77,0
POINT ISABEL ISD,2022-01-09,031909,2140,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2022-01-09,031911,1632,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2022-01-09,031912,9290,NA,NA,0,16,0,16,0
SANTA MARIA ISD,2022-01-09,031913,540,NA,NA,0,1,0,0,1
SANTA ROSA ISD,2022-01-09,031914,855,NA,NA,NA,12,NA,NA,NA
SOUTH TEXAS ISD,2022-01-09,031916,4281,NA,NA,NA,5,NA,NA,NA
PITTSBURG ISD,2022-01-09,032902,2447,NA,NA,18,19,1,32,4
GROOM ISD,2022-01-09,033901,147,NA,NA,NA,0,NA,NA,NA
PANHANDLE ISD,2022-01-09,033902,664,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2022-01-09,033904,344,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2022-01-09,034901,1940,NA,NA,18,7,0,12,13
AVINGER ISD,2022-01-09,034902,140,NA,NA,NA,0,NA,NA,NA
HUGHES SPRINGS ISD,2022-01-09,034903,1153,NA,NA,10,5,0,0,15
LINDEN-KILDARE CISD,2022-01-09,034905,639,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2022-01-09,034906,418,NA,NA,NA,1,NA,NA,NA
QUEEN CITY ISD,2022-01-09,034907,942,NA,NA,16,7,0,23,0
BLOOMBURG ISD,2022-01-09,034909,246,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2022-01-09,035901,1160,NA,NA,NA,9,NA,NA,NA
HART ISD,2022-01-09,035902,210,NA,NA,6,1,0,6,1
"NAZARETH ISD",2022-01-09,035903,250,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2022-01-09,036901,1401,NA,NA,NA,0,NA,NA,NA
BARBERS HILL ISD,2022-01-09,036902,6823,NA,NA,36,10,0,46,0
EAST CHAMBERS ISD,2022-01-09,036903,1551,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2022-01-09,037901,589,NA,NA,9,6,0,8,7
JACKSONVILLE ISD,2022-01-09,037904,4764,NA,NA,19,13,0,11,21
RUSK ISD,2022-01-09,037907,2031,NA,NA,NA,2,NA,NA,NA
NEW SUMMERFIELD ISD,2022-01-09,037908,545,NA,NA,NA,4,NA,NA,NA
WELLS ISD,2022-01-09,037909,266,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2022-01-09,038901,1026,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2022-01-09,039902,951,NA,NA,NA,12,NA,NA,NA
PETROLIA CISD,2022-01-09,039903,462,NA,NA,NA,1,NA,NA,NA
BELLEVUE ISD,2022-01-09,039904,158,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2022-01-09,039905,135,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2022-01-09,040901,369,NA,NA,NA,0,NA,NA,NA
WHITEFACE CISD,2022-01-09,040902,313,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2022-01-09,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2022-01-09,041902,265,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2022-01-09,042901,816,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2022-01-09,042903,262,NA,NA,5,1,0,4,2
PANTHER CREEK CISD,2022-01-09,042905,165,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-01-09,043801,1388,NA,NA,7,10,0,0,17
LONE STAR LANGUAGE ACADEMY,2022-01-09,043802,161,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2022-01-09,043901,21642,NA,NA,NA,NA,NA,NA,NA
ANNA ISD,2022-01-09,043902,4463,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2022-01-09,043903,3353,NA,NA,NA,5,NA,NA,NA
FARMERSVILLE ISD,2022-01-09,043904,2018,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2022-01-09,043905,64027,NA,NA,731,169,19,197,684
MCKINNEY ISD,2022-01-09,043907,23581,NA,NA,65,18,0,0,83
MELISSA ISD,2022-01-09,043908,5039,NA,NA,15,5,13,7,0
PLANO ISD,2022-01-09,043910,49896,NA,NA,164,109,0,68,205
PRINCETON ISD,2022-01-09,043911,6768,NA,NA,22,18,4,6,30
PROSPER ISD,2022-01-09,043912,21697,NA,NA,55,35,0,5,85
WYLIE ISD,2022-01-09,043914,18311,NA,NA,42,32,0,37,37
BLUE RIDGE ISD,2022-01-09,043917,962,NA,NA,11,3,0,0,14
COMMUNITY ISD,2022-01-09,043918,3320,NA,NA,NA,6,NA,NA,NA
LOVEJOY ISD,2022-01-09,043919,4366,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2022-01-09,044902,551,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2022-01-09,045902,1597,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2022-01-09,045903,1240,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2022-01-09,045905,685,NA,NA,NA,8,NA,NA,NA
TRINITY CHARTER SCHOOL,2022-01-09,046802,336,NA,NA,11,0,0,1,10
NEW BRAUNFELS ISD,2022-01-09,046901,9720,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2022-01-09,046902,27478,NA,NA,302,134,16,318,102
COMANCHE ISD,2022-01-09,047901,1328,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2022-01-09,047902,758,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2022-01-09,047903,147,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2022-01-09,047905,128,NA,NA,NA,3,NA,NA,NA
EDEN CISD,2022-01-09,048901,217,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2022-01-09,048903,230,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2022-01-09,049901,3161,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2022-01-09,049902,466,NA,NA,NA,0,NA,NA,NA
VALLEY VIEW ISD,2022-01-09,049903,945,NA,NA,7,2,0,3,6
CALLISBURG ISD,2022-01-09,049905,1148,NA,NA,9,2,0,4,7
ERA ISD,2022-01-09,049906,495,NA,NA,7,0,0,0,7
LINDSAY ISD,2022-01-09,049907,488,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2022-01-09,049908,61,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2022-01-09,049909,70,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2022-01-09,050901,211,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2022-01-09,050902,2751,NA,NA,NA,21,NA,NA,NA
OGLESBY ISD,2022-01-09,050904,199,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2022-01-09,050909,342,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2022-01-09,050910,8132,NA,NA,51,28,0,62,17
PADUCAH ISD,2022-01-09,051901,162,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2022-01-09,052901,1158,NA,NA,NA,1,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2022-01-09,053001,733,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2022-01-09,054901,331,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2022-01-09,054902,239,NA,NA,5,4,0,1,8
RALLS ISD,2022-01-09,054903,479,NA,NA,NA,1,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2022-01-09,055901,375,NA,NA,0,1,0,1,0
DALHART ISD,2022-01-09,056901,1732,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2022-01-09,056902,220,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-01-09,057802,451,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2022-01-09,057803,20316,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2022-01-09,057804,5381,NA,NA,59,15,0,38,36
LUMIN EDUCATION,2022-01-09,057805,255,NA,NA,11,5,0,0,16
ADVANTAGE ACADEMY,2022-01-09,057806,1149,NA,NA,18,5,0,22,1
LIFE SCHOOL,2022-01-09,057807,5617,NA,NA,75,33,0,95,13
UNIVERSAL ACADEMY,2022-01-09,057808,2164,NA,NA,NA,2,NA,NA,NA
NOVA ACADEMY,2022-01-09,057809,120,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2022-01-09,057810,252,NA,NA,20,0,20,0,0
TRINITY BASIN PREPARATORY,2022-01-09,057813,4298,NA,NA,85,27,0,112,0
ACADEMY FOR ACADEMIC EXCELLENCE,2022-01-09,057814,323,NA,NA,10,7,10,6,1
A W BROWN LEADERSHIP ACADEMY,2022-01-09,057816,1090,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2022-01-09,057819,204,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2022-01-09,057827,559,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2022-01-09,057828,1162,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2022-01-09,057829,1446,NA,NA,13,7,0,12,8
INSPIRED VISION ACADEMY,2022-01-09,057830,1284,NA,NA,28,14,0,30,12
GATEWAY CHARTER ACADEMY,2022-01-09,057831,656,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-01-09,057833,518,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2022-01-09,057834,614,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2022-01-09,057835,1581,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2022-01-09,057836,318,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2022-01-09,057839,1002,NA,NA,24,5,0,21,8
RICHLAND COLLEGIATE HIGH SCHOOL,2022-01-09,057840,333,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2022-01-09,057841,31,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2022-01-09,057844,552,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2022-01-09,057845,1379,NA,NA,5,3,1,3,4
LEGACY PREPARATORY,2022-01-09,057846,1497,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2022-01-09,057847,1239,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-01-09,057848,20674,NA,NA,295,67,0,0,362
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-01-09,057850,54,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2022-01-09,057851,93,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2022-01-09,057903,25101,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2022-01-09,057904,7131,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2022-01-09,057905,134360,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2022-01-09,057906,7491,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2022-01-09,057907,11868,NA,NA,NA,NA,NA,NA,NA
GARLAND ISD,2022-01-09,057909,54062,NA,NA,NA,NA,NA,NA,NA
GRAND PRAIRIE ISD,2022-01-09,057910,27630,NA,NA,308,117,0,100,325
HIGHLAND PARK ISD,2022-01-09,057911,6644,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2022-01-09,057912,32533,NA,NA,0,164,0,0,164
LANCASTER ISD,2022-01-09,057913,7175,NA,NA,NA,NA,NA,NA,NA
MESQUITE ISD,2022-01-09,057914,38748,NA,NA,544,277,9,484,328
RICHARDSON ISD,2022-01-09,057916,37863,NA,NA,796,136,1,2,929
SUNNYVALE ISD,2022-01-09,057919,2123,NA,NA,NA,10,NA,NA,NA
COPPELL ISD,2022-01-09,057922,13275,NA,NA,106,32,8,92,38
DAWSON ISD,2022-01-09,058902,157,NA,NA,NA,0,NA,NA,NA
KLONDIKE ISD,2022-01-09,058905,259,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2022-01-09,058906,1636,NA,NA,NA,7,NA,NA,NA
SANDS CISD,2022-01-09,058909,249,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2022-01-09,059901,3962,NA,NA,NA,8,NA,NA,NA
WALCOTT ISD,2022-01-09,059902,154,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2022-01-09,060902,851,NA,NA,NA,3,NA,NA,NA
FANNINDEL ISD,2022-01-09,060914,145,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2022-01-09,061501,0,NA,NA,NA,NA,NA,NA,NA
NORTH TEXAS COLLEGIATE ACADEMY,2022-01-09,061802,704,NA,NA,NA,NA,NA,NA,NA
LEADERSHIP PREP SCHOOL,2022-01-09,061804,1301,NA,NA,5,2,0,1,6
TRIVIUM ACADEMY,2022-01-09,061805,567,NA,NA,6,2,0,5,3
DENTON ISD,2022-01-09,061901,32273,NA,NA,121,107,3,103,122
