District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
ORENDA CHARTER SCHOOL,2021-12-05,014804,1921,NA,NA,NA,1,NA,NA,NA
ACADEMY ISD,2021-12-05,014901,1771,NA,NA,NA,0,NA,NA,NA
BARTLETT ISD,2021-12-05,014902,390,NA,NA,NA,NA,NA,NA,NA
BELTON ISD,2021-12-05,014903,13431,NA,NA,6,2,0,4,4
HOLLAND ISD,2021-12-05,014905,646,NA,NA,NA,NA,NA,NA,NA
KILLEEN ISD,2021-12-05,014906,41565,NA,NA,15,3,0,0,18
ROGERS ISD,2021-12-05,014907,901,NA,NA,NA,NA,NA,NA,NA
SALADO ISD,2021-12-05,014908,2275,NA,NA,NA,NA,NA,NA,NA
TEMPLE ISD,2021-12-05,014909,8522,NA,NA,NA,0,NA,NA,NA
TROY ISD,2021-12-05,014910,1639,NA,NA,NA,NA,NA,NA,NA
POR VIDA ACADEMY,2021-12-05,015801,119,NA,NA,NA,NA,NA,NA,NA
GEORGE GERVIN ACADEMY,2021-12-05,015802,808,NA,NA,NA,NA,NA,NA,NA
NEW FRONTIERS PUBLIC SCHOOLS INC,2021-12-05,015805,150,NA,NA,NA,0,NA,NA,NA
SCHOOL OF EXCELLENCE IN EDUCATION,2021-12-05,015806,350,NA,NA,NA,NA,NA,NA,NA
SOUTHWEST PREPARATORY SCHOOL,2021-12-05,015807,833,NA,NA,NA,NA,NA,NA,NA
INSPIRE ACADEMIES,2021-12-05,015808,643,NA,NA,5,1,0,4,2
BEXAR COUNTY ACADEMY,2021-12-05,015809,272,NA,NA,NA,NA,NA,NA,NA
POSITIVE SOLUTIONS CHARTER SCHOOL,2021-12-05,015814,84,NA,NA,NA,NA,NA,NA,NA
HERITAGE ACADEMY,2021-12-05,015815,579,NA,NA,NA,NA,NA,NA,NA
JUBILEE ACADEMIES,2021-12-05,015822,5856,NA,NA,7,1,8,0,0
LIGHTHOUSE PUBLIC SCHOOLS,2021-12-05,015825,399,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2021-12-05,015827,4020,NA,NA,NA,NA,NA,NA,NA
HARMONY SCIENCE ACAD (SAN ANTONIO),2021-12-05,015828,4487,NA,NA,NA,0,NA,NA,NA
BROOKS ACADEMIES OF TEXAS,2021-12-05,015830,3171,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2021-12-05,015831,5334,NA,NA,NA,NA,NA,NA,NA
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-12-05,015833,90,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-12-05,015834,3166,NA,NA,NA,1,NA,NA,NA
GREAT HEARTS TEXAS,2021-12-05,015835,7268,NA,NA,17,4,0,0,21
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-12-05,015836,491,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE ACADEMY,2021-12-05,015838,1872,NA,NA,NA,0,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-12-05,015839,280,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-12-05,015840,206,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-12-05,015841,462,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2021-12-05,015842,108,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2021-12-05,015843,28,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-12-05,015901,4834,NA,NA,6,0,0,6,0
HARLANDALE ISD,2021-12-05,015904,12158,NA,NA,18,7,0,9,16
EDGEWOOD ISD,2021-12-05,015905,0,NA,NA,NA,2,NA,NA,NA
RANDOLPH FIELD ISD,2021-12-05,015906,1474,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-12-05,015907,45456,NA,NA,75,14,0,0,89
SOUTH SAN ANTONIO ISD,2021-12-05,015908,8045,NA,NA,21,3,0,0,24
SOMERSET ISD,2021-12-05,015909,4031,NA,NA,15,1,0,0,16
NORTH EAST ISD,2021-12-05,015910,60205,NA,NA,89,17,0,0,106
EAST CENTRAL ISD,2021-12-05,015911,10023,NA,NA,26,1,0,1,26
SOUTHWEST ISD,2021-12-05,015912,13325,NA,NA,25,4,0,20,9
LACKLAND ISD,2021-12-05,015913,924,NA,NA,NA,NA,NA,NA,NA
FT SAM HOUSTON ISD,2021-12-05,015914,1647,NA,NA,NA,1,NA,NA,NA
NORTHSIDE ISD,2021-12-05,015915,103115,NA,NA,136,18,0,87,67
JUDSON ISD,2021-12-05,015916,24448,NA,NA,16,8,1,23,0
SOUTHSIDE ISD,2021-12-05,015917,5643,NA,NA,NA,NA,NA,NA,NA
JOHNSON CITY ISD,2021-12-05,016901,693,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2021-12-05,016902,1072,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2021-12-05,017901,247,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-12-05,018901,1023,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2021-12-05,018902,401,NA,NA,NA,0,NA,NA,NA
MORGAN ISD,2021-12-05,018903,142,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-12-05,018904,624,NA,NA,NA,0,NA,NA,NA
WALNUT SPRINGS ISD,2021-12-05,018905,183,NA,NA,NA,0,NA,NA,NA
IREDELL ISD,2021-12-05,018906,136,NA,NA,NA,0,NA,NA,NA
KOPPERL ISD,2021-12-05,018907,185,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-12-05,018908,137,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-12-05,019901,804,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2021-12-05,019902,890,NA,NA,NA,NA,NA,NA,NA
MAUD ISD,2021-12-05,019903,477,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2021-12-05,019905,1209,NA,NA,0,1,0,0,1
REDWATER ISD,2021-12-05,019906,1110,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-12-05,019907,7294,NA,NA,NA,0,NA,NA,NA
LIBERTY-EYLAU ISD,2021-12-05,019908,2191,NA,NA,NA,NA,NA,NA,NA
SIMMS ISD,2021-12-05,019909,484,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-12-05,019910,212,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-12-05,019911,500,NA,NA,NA,NA,NA,NA,NA
PLEASANT GROVE ISD,2021-12-05,019912,2320,NA,NA,NA,NA,NA,NA,NA
HUBBARD ISD,2021-12-05,019913,72,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-12-05,019914,110,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-12-05,020901,28285,NA,NA,24,3,0,0,27
ANGLETON ISD,2021-12-05,020902,6829,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-12-05,020904,777,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-12-05,020905,11654,NA,NA,0,2,0,2,0
SWEENY ISD,2021-12-05,020906,1827,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-12-05,020907,2958,NA,NA,NA,0,NA,NA,NA
PEARLAND ISD,2021-12-05,020908,21041,NA,NA,30,7,0,7,30
DAMON ISD,2021-12-05,020910,114,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-12-05,021803,335,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-12-05,021805,598,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-12-05,021901,14280,NA,NA,8,1,0,0,9
BRYAN ISD,2021-12-05,021902,16163,NA,NA,NA,2,NA,NA,NA
TERLINGUA CSD,2021-12-05,022004,107,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-12-05,022901,973,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-12-05,022902,57,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-12-05,022903,<10,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-12-05,023902,192,NA,NA,0,1,0,0,1
BROOKS COUNTY ISD,2021-12-05,024901,1358,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-12-05,025901,881,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2021-12-05,025902,3525,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-12-05,025904,143,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-12-05,025905,223,NA,NA,NA,0,NA,NA,NA
ZEPHYR ISD,2021-12-05,025906,212,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-12-05,025908,193,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-12-05,025909,1151,NA,NA,NA,0,NA,NA,NA
CALDWELL ISD,2021-12-05,026901,1836,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2021-12-05,026902,555,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-12-05,026903,530,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2021-12-05,027903,3311,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2021-12-05,027904,4054,NA,NA,14,3,0,17,0
LOCKHART ISD,2021-12-05,028902,6224,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-12-05,028903,1469,NA,NA,NA,1,NA,NA,NA
PRAIRIE LEA ISD,2021-12-05,028906,190,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-12-05,029901,3610,NA,NA,NA,0,NA,NA,NA
CROSS PLAINS ISD,2021-12-05,030901,381,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-12-05,030902,1445,NA,NA,5,1,0,2,4
BAIRD ISD,2021-12-05,030903,296,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-12-05,030906,469,NA,NA,NA,0,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-12-05,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-12-05,031901,38617,NA,NA,6,4,0,0,10
HARLINGEN CISD,2021-12-05,031903,17116,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-12-05,031905,2938,NA,NA,NA,NA,NA,NA,NA
LOS FRESNOS CISD,2021-12-05,031906,10385,NA,NA,16,0,0,16,0
POINT ISABEL ISD,2021-12-05,031909,2140,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-12-05,031911,1632,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2021-12-05,031912,9290,NA,NA,7,2,0,2,7
SANTA MARIA ISD,2021-12-05,031913,540,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-12-05,031914,855,NA,NA,NA,NA,NA,NA,NA
SOUTH TEXAS ISD,2021-12-05,031916,4281,NA,NA,NA,NA,NA,NA,NA
PITTSBURG ISD,2021-12-05,032902,2447,NA,NA,NA,2,NA,NA,NA
GROOM ISD,2021-12-05,033901,147,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-12-05,033902,664,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-12-05,033904,344,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-12-05,034901,1940,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2021-12-05,034902,140,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-12-05,034903,1153,NA,NA,NA,0,NA,NA,NA
LINDEN-KILDARE CISD,2021-12-05,034905,639,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-12-05,034906,418,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-12-05,034907,942,NA,NA,0,1,0,1,0
BLOOMBURG ISD,2021-12-05,034909,246,NA,NA,NA,1,NA,NA,NA
DIMMITT ISD,2021-12-05,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-12-05,035902,210,NA,NA,NA,NA,NA,NA,NA
"NAZARETH ISD",2021-12-05,035903,250,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-12-05,036901,1401,NA,NA,NA,NA,NA,NA,NA
BARBERS HILL ISD,2021-12-05,036902,6823,NA,NA,NA,1,NA,NA,NA
EAST CHAMBERS ISD,2021-12-05,036903,1551,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-12-05,037901,589,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2021-12-05,037904,4764,NA,NA,NA,0,NA,NA,NA
RUSK ISD,2021-12-05,037907,2031,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-12-05,037908,545,NA,NA,NA,0,NA,NA,NA
WELLS ISD,2021-12-05,037909,266,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-12-05,038901,1026,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-12-05,039902,951,NA,NA,NA,NA,NA,NA,NA
PETROLIA CISD,2021-12-05,039903,462,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2021-12-05,039904,158,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-12-05,039905,135,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-12-05,040901,369,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-12-05,040902,313,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-12-05,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-12-05,041902,265,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-12-05,042901,816,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2021-12-05,042903,262,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-12-05,042905,165,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-12-05,043801,1388,NA,NA,NA,0,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-12-05,043802,161,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-12-05,043901,21642,NA,NA,8,11,0,0,19
ANNA ISD,2021-12-05,043902,4463,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-12-05,043903,3353,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-12-05,043904,2018,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-12-05,043905,64027,NA,NA,73,14,0,11,76
MCKINNEY ISD,2021-12-05,043907,23581,NA,NA,NA,NA,NA,NA,NA
MELISSA ISD,2021-12-05,043908,5039,NA,NA,NA,NA,NA,NA,NA
PLANO ISD,2021-12-05,043910,49896,NA,NA,104,10,0,27,87
PRINCETON ISD,2021-12-05,043911,6768,NA,NA,9,3,0,4,8
PROSPER ISD,2021-12-05,043912,21697,NA,NA,NA,2,NA,NA,NA
WYLIE ISD,2021-12-05,043914,18311,NA,NA,6,1,0,0,7
BLUE RIDGE ISD,2021-12-05,043917,962,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2021-12-05,043918,3320,NA,NA,NA,1,NA,NA,NA
LOVEJOY ISD,2021-12-05,043919,4366,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-12-05,044902,551,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-12-05,045902,1597,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-12-05,045903,1240,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2021-12-05,045905,685,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-12-05,046802,336,NA,NA,6,0,0,6,0
NEW BRAUNFELS ISD,2021-12-05,046901,9720,NA,NA,6,2,0,1,7
COMAL ISD,2021-12-05,046902,27478,NA,NA,26,13,0,31,8
COMANCHE ISD,2021-12-05,047901,1328,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2021-12-05,047902,758,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-12-05,047903,147,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-12-05,047905,128,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-12-05,048901,217,NA,NA,NA,0,NA,NA,NA
PAINT ROCK ISD,2021-12-05,048903,230,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-12-05,049901,3161,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-12-05,049902,466,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2021-12-05,049903,945,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2021-12-05,049905,1148,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2021-12-05,049906,495,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-12-05,049907,488,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-12-05,049908,61,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-12-05,049909,70,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-12-05,050901,211,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-12-05,050902,2751,NA,NA,0,1,0,1,0
OGLESBY ISD,2021-12-05,050904,199,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-12-05,050909,342,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-12-05,050910,8132,NA,NA,8,4,0,10,2
PADUCAH ISD,2021-12-05,051901,162,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-12-05,052901,1158,NA,NA,0,1,0,1,0
CROCKETT COUNTY CONSOLIDATED CSD,2021-12-05,053001,733,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-12-05,054901,331,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-12-05,054902,239,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2021-12-05,054903,479,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-12-05,055901,375,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-12-05,056901,1732,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-12-05,056902,220,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-12-05,057802,451,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-12-05,057803,20316,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2021-12-05,057804,5381,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2021-12-05,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-12-05,057806,1149,NA,NA,NA,NA,NA,NA,NA
LIFE SCHOOL,2021-12-05,057807,5617,NA,NA,6,1,0,0,7
UNIVERSAL ACADEMY,2021-12-05,057808,2164,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-12-05,057809,120,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-12-05,057810,252,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-12-05,057813,4298,NA,NA,0,2,0,2,0
ACADEMY FOR ACADEMIC EXCELLENCE,2021-12-05,057814,323,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-12-05,057816,1090,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-12-05,057819,204,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-12-05,057827,559,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-12-05,057828,1162,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2021-12-05,057829,1446,NA,NA,NA,NA,NA,NA,NA
INSPIRED VISION ACADEMY,2021-12-05,057830,1284,NA,NA,NA,NA,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-12-05,057831,656,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-12-05,057833,518,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-12-05,057834,614,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-12-05,057835,1581,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-12-05,057836,318,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-12-05,057839,1002,NA,NA,NA,0,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-12-05,057840,333,NA,NA,NA,0,NA,NA,NA
CITYSCAPE SCHOOLS,2021-12-05,057841,31,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-12-05,057844,552,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-12-05,057845,1379,NA,NA,9,1,0,1,9
LEGACY PREPARATORY,2021-12-05,057846,1497,NA,NA,NA,1,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-12-05,057847,1239,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-12-05,057848,20674,NA,NA,17,4,0,0,21
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-12-05,057850,54,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-12-05,057851,93,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-12-05,057903,25101,NA,NA,35,8,0,4,39
CEDAR HILL ISD,2021-12-05,057904,7131,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-12-05,057905,134360,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2021-12-05,057906,7491,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-12-05,057907,11868,NA,NA,13,4,0,17,0
GARLAND ISD,2021-12-05,057909,54062,NA,NA,52,9,0,61,0
GRAND PRAIRIE ISD,2021-12-05,057910,27630,NA,NA,26,4,0,2,28
HIGHLAND PARK ISD,2021-12-05,057911,6644,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-12-05,057912,32533,NA,NA,22,4,2,8,16
LANCASTER ISD,2021-12-05,057913,7175,NA,NA,NA,NA,NA,NA,NA
MESQUITE ISD,2021-12-05,057914,38748,NA,NA,43,8,0,27,24
RICHARDSON ISD,2021-12-05,057916,37863,NA,NA,47,7,0,1,53
SUNNYVALE ISD,2021-12-05,057919,2123,NA,NA,NA,0,NA,NA,NA
COPPELL ISD,2021-12-05,057922,13275,NA,NA,18,0,1,4,13
DAWSON ISD,2021-12-05,058902,157,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-12-05,058905,259,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-12-05,058906,1636,NA,NA,NA,NA,NA,NA,NA
SANDS CISD,2021-12-05,058909,249,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-12-05,059901,3962,NA,NA,20,9,0,25,4
WALCOTT ISD,2021-12-05,059902,154,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-12-05,060902,851,NA,NA,NA,NA,NA,NA,NA
