District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
ALAMO HEIGHTS ISD,2022-05-01,015901,4834,NA,NA,5,2,0,0,7
HARLANDALE ISD,2022-05-01,015904,12158,NA,NA,NA,NA,NA,NA,NA
EDGEWOOD ISD,2022-05-01,015905,0,NA,NA,NA,2,NA,NA,NA
RANDOLPH FIELD ISD,2022-05-01,015906,1474,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2022-05-01,015907,45456,NA,NA,5,11,0,0,16
SOUTH SAN ANTONIO ISD,2022-05-01,015908,8045,NA,NA,0,1,0,0,1
SOMERSET ISD,2022-05-01,015909,4031,NA,NA,NA,NA,NA,NA,NA
NORTH EAST ISD,2022-05-01,015910,60205,NA,NA,NA,1,NA,NA,NA
EAST CENTRAL ISD,2022-05-01,015911,10023,NA,NA,NA,0,NA,NA,NA
SOUTHWEST ISD,2022-05-01,015912,13325,NA,NA,NA,0,NA,NA,NA
LACKLAND ISD,2022-05-01,015913,924,NA,NA,NA,NA,NA,NA,NA
FT SAM HOUSTON ISD,2022-05-01,015914,1647,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2022-05-01,015915,103115,NA,NA,48,21,0,0,69
JUDSON ISD,2022-05-01,015916,24448,NA,NA,NA,4,NA,NA,NA
SOUTHSIDE ISD,2022-05-01,015917,5643,NA,NA,NA,NA,NA,NA,NA
JOHNSON CITY ISD,2022-05-01,016901,693,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2022-05-01,016902,1072,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2022-05-01,017901,247,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2022-05-01,018901,1023,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2022-05-01,018902,401,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2022-05-01,018903,142,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2022-05-01,018904,624,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2022-05-01,018905,183,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2022-05-01,018906,136,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2022-05-01,018907,185,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2022-05-01,018908,137,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2022-05-01,019901,804,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2022-05-01,019902,890,NA,NA,NA,NA,NA,NA,NA
MAUD ISD,2022-05-01,019903,477,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2022-05-01,019905,1209,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2022-05-01,019906,1110,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2022-05-01,019907,7294,NA,NA,NA,NA,NA,NA,NA
LIBERTY-EYLAU ISD,2022-05-01,019908,2191,NA,NA,NA,NA,NA,NA,NA
SIMMS ISD,2022-05-01,019909,484,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2022-05-01,019910,212,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2022-05-01,019911,500,NA,NA,NA,NA,NA,NA,NA
PLEASANT GROVE ISD,2022-05-01,019912,2320,NA,NA,NA,NA,NA,NA,NA
HUBBARD ISD,2022-05-01,019913,72,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2022-05-01,019914,110,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2022-05-01,020901,28285,NA,NA,10,7,0,0,17
ANGLETON ISD,2022-05-01,020902,6829,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2022-05-01,020904,777,NA,NA,0,1,0,0,1
BRAZOSPORT ISD,2022-05-01,020905,11654,NA,NA,NA,0,NA,NA,NA
SWEENY ISD,2022-05-01,020906,1827,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2022-05-01,020907,2958,NA,NA,NA,NA,NA,NA,NA
PEARLAND ISD,2022-05-01,020908,21041,NA,NA,15,5,0,0,20
DAMON ISD,2022-05-01,020910,114,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2022-05-01,021803,335,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2022-05-01,021805,598,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2022-05-01,021901,14280,NA,NA,NA,NA,NA,NA,NA
BRYAN ISD,2022-05-01,021902,16163,NA,NA,NA,2,NA,NA,NA
TERLINGUA CSD,2022-05-01,022004,107,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2022-05-01,022901,973,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2022-05-01,022902,57,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2022-05-01,022903,<10,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2022-05-01,023902,192,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2022-05-01,024901,1358,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2022-05-01,025901,881,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2022-05-01,025902,3525,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2022-05-01,025904,143,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2022-05-01,025905,223,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2022-05-01,025906,212,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2022-05-01,025908,193,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2022-05-01,025909,1151,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2022-05-01,026901,1836,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2022-05-01,026902,555,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2022-05-01,026903,530,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2022-05-01,027903,3311,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2022-05-01,027904,4054,NA,NA,0,1,0,0,1
LOCKHART ISD,2022-05-01,028902,6224,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2022-05-01,028903,1469,NA,NA,NA,NA,NA,NA,NA
PRAIRIE LEA ISD,2022-05-01,028906,190,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2022-05-01,029901,3610,NA,NA,NA,NA,NA,NA,NA
CROSS PLAINS ISD,2022-05-01,030901,381,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2022-05-01,030902,1445,NA,NA,NA,NA,NA,NA,NA
BAIRD ISD,2022-05-01,030903,296,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2022-05-01,030906,469,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2022-05-01,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2022-05-01,031901,38617,NA,NA,NA,4,NA,NA,NA
HARLINGEN CISD,2022-05-01,031903,17116,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2022-05-01,031905,2938,NA,NA,NA,0,NA,NA,NA
LOS FRESNOS CISD,2022-05-01,031906,10385,NA,NA,NA,0,NA,NA,NA
POINT ISABEL ISD,2022-05-01,031909,2140,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2022-05-01,031911,1632,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2022-05-01,031912,9290,NA,NA,NA,NA,NA,NA,NA
SANTA MARIA ISD,2022-05-01,031913,540,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2022-05-01,031914,855,NA,NA,NA,NA,NA,NA,NA
SOUTH TEXAS ISD,2022-05-01,031916,4281,NA,NA,NA,2,NA,NA,NA
PITTSBURG ISD,2022-05-01,032902,2447,NA,NA,NA,NA,NA,NA,NA
GROOM ISD,2022-05-01,033901,147,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2022-05-01,033902,664,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2022-05-01,033904,344,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2022-05-01,034901,1940,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2022-05-01,034902,140,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2022-05-01,034903,1153,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2022-05-01,034905,639,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2022-05-01,034906,418,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2022-05-01,034907,942,NA,NA,NA,NA,NA,NA,NA
BLOOMBURG ISD,2022-05-01,034909,246,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2022-05-01,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2022-05-01,035902,210,NA,NA,NA,NA,NA,NA,NA
"NAZARETH ISD",2022-05-01,035903,250,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2022-05-01,036901,1401,NA,NA,NA,NA,NA,NA,NA
BARBERS HILL ISD,2022-05-01,036902,6823,NA,NA,NA,NA,NA,NA,NA
EAST CHAMBERS ISD,2022-05-01,036903,1551,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2022-05-01,037901,589,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2022-05-01,037904,4764,NA,NA,NA,NA,NA,NA,NA
RUSK ISD,2022-05-01,037907,2031,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2022-05-01,037908,545,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2022-05-01,037909,266,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2022-05-01,038901,1026,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2022-05-01,039902,951,NA,NA,NA,NA,NA,NA,NA
PETROLIA CISD,2022-05-01,039903,462,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2022-05-01,039904,158,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2022-05-01,039905,135,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2022-05-01,040901,369,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2022-05-01,040902,313,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2022-05-01,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2022-05-01,041902,265,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2022-05-01,042901,816,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2022-05-01,042903,262,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2022-05-01,042905,165,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-05-01,043801,1388,NA,NA,NA,0,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2022-05-01,043802,161,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2022-05-01,043901,21642,NA,NA,NA,NA,NA,NA,NA
ANNA ISD,2022-05-01,043902,4463,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2022-05-01,043903,3353,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2022-05-01,043904,2018,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2022-05-01,043905,64027,NA,NA,32,2,0,0,34
MCKINNEY ISD,2022-05-01,043907,23581,NA,NA,NA,0,NA,NA,NA
MELISSA ISD,2022-05-01,043908,5039,NA,NA,NA,NA,NA,NA,NA
PLANO ISD,2022-05-01,043910,49896,NA,NA,28,9,0,0,37
PRINCETON ISD,2022-05-01,043911,6768,NA,NA,NA,0,NA,NA,NA
PROSPER ISD,2022-05-01,043912,21697,NA,NA,NA,2,NA,NA,NA
WYLIE ISD,2022-05-01,043914,18311,NA,NA,NA,0,NA,NA,NA
BLUE RIDGE ISD,2022-05-01,043917,962,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2022-05-01,043918,3320,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2022-05-01,043919,4366,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2022-05-01,044902,551,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2022-05-01,045902,1597,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2022-05-01,045903,1240,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2022-05-01,045905,685,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2022-05-01,046802,336,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2022-05-01,046901,9720,NA,NA,0,2,0,0,2
COMAL ISD,2022-05-01,046902,27478,NA,NA,8,4,0,0,12
COMANCHE ISD,2022-05-01,047901,1328,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2022-05-01,047902,758,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2022-05-01,047903,147,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2022-05-01,047905,128,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2022-05-01,048901,217,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2022-05-01,048903,230,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2022-05-01,049901,3161,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2022-05-01,049902,466,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2022-05-01,049903,945,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2022-05-01,049905,1148,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2022-05-01,049906,495,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2022-05-01,049907,488,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2022-05-01,049908,61,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2022-05-01,049909,70,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2022-05-01,050901,211,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2022-05-01,050902,2751,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2022-05-01,050904,199,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2022-05-01,050909,342,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2022-05-01,050910,8132,NA,NA,NA,0,NA,NA,NA
PADUCAH ISD,2022-05-01,051901,162,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2022-05-01,052901,1158,NA,NA,NA,NA,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2022-05-01,053001,733,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2022-05-01,054901,331,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2022-05-01,054902,239,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2022-05-01,054903,479,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2022-05-01,055901,375,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2022-05-01,056901,1732,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2022-05-01,056902,220,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-05-01,057802,451,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2022-05-01,057803,20316,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2022-05-01,057804,5381,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2022-05-01,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2022-05-01,057806,1149,NA,NA,NA,0,NA,NA,NA
LIFE SCHOOL,2022-05-01,057807,5617,NA,NA,NA,NA,NA,NA,NA
UNIVERSAL ACADEMY,2022-05-01,057808,2164,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2022-05-01,057809,120,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2022-05-01,057810,252,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2022-05-01,057813,4298,NA,NA,NA,NA,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2022-05-01,057814,323,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2022-05-01,057816,1090,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2022-05-01,057819,204,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2022-05-01,057827,559,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2022-05-01,057828,1162,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2022-05-01,057829,1446,NA,NA,NA,NA,NA,NA,NA
INSPIRED VISION ACADEMY,2022-05-01,057830,1284,NA,NA,NA,NA,NA,NA,NA
GATEWAY CHARTER ACADEMY,2022-05-01,057831,656,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-05-01,057833,518,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2022-05-01,057834,614,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2022-05-01,057835,1581,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2022-05-01,057836,318,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2022-05-01,057839,1002,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2022-05-01,057840,333,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2022-05-01,057841,31,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2022-05-01,057844,552,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2022-05-01,057845,1379,NA,NA,NA,0,NA,NA,NA
LEGACY PREPARATORY,2022-05-01,057846,1497,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2022-05-01,057847,1239,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-05-01,057848,20674,NA,NA,14,0,0,0,14
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-05-01,057850,54,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2022-05-01,057851,93,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2022-05-01,057903,25101,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2022-05-01,057904,7131,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2022-05-01,057905,134360,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2022-05-01,057906,7491,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2022-05-01,057907,11868,NA,NA,NA,1,NA,NA,NA
GARLAND ISD,2022-05-01,057909,54062,NA,NA,14,0,0,0,14
GRAND PRAIRIE ISD,2022-05-01,057910,27630,NA,NA,NA,0,NA,NA,NA
HIGHLAND PARK ISD,2022-05-01,057911,6644,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2022-05-01,057912,32533,NA,NA,NA,2,NA,NA,NA
LANCASTER ISD,2022-05-01,057913,7175,NA,NA,0,1,0,0,1
MESQUITE ISD,2022-05-01,057914,38748,NA,NA,NA,3,NA,NA,NA
RICHARDSON ISD,2022-05-01,057916,37863,NA,NA,21,7,0,0,28
SUNNYVALE ISD,2022-05-01,057919,2123,NA,NA,NA,0,NA,NA,NA
COPPELL ISD,2022-05-01,057922,13275,NA,NA,6,0,0,0,6
DAWSON ISD,2022-05-01,058902,157,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2022-05-01,058905,259,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2022-05-01,058906,1636,NA,NA,NA,NA,NA,NA,NA
