District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
BORDEN COUNTY ISD,2022-01-23,017901,247,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2022-01-23,018901,1023,NA,NA,54,11,0,0,65
MERIDIAN ISD,2022-01-23,018902,401,NA,NA,17,7,2,2,20
MORGAN ISD,2022-01-23,018903,142,NA,NA,NA,1,NA,NA,NA
VALLEY MILLS ISD,2022-01-23,018904,624,NA,NA,NA,0,NA,NA,NA
WALNUT SPRINGS ISD,2022-01-23,018905,183,NA,NA,7,2,0,7,2
IREDELL ISD,2022-01-23,018906,136,NA,NA,NA,0,NA,NA,NA
KOPPERL ISD,2022-01-23,018907,185,NA,NA,NA,3,NA,NA,NA
CRANFILLS GAP ISD,2022-01-23,018908,137,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2022-01-23,019901,804,NA,NA,NA,6,NA,NA,NA
HOOKS ISD,2022-01-23,019902,890,NA,NA,NA,3,NA,NA,NA
MAUD ISD,2022-01-23,019903,477,NA,NA,22,4,0,0,26
NEW BOSTON ISD,2022-01-23,019905,1209,NA,NA,14,11,0,1,24
REDWATER ISD,2022-01-23,019906,1110,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2022-01-23,019907,7294,NA,NA,NA,NA,NA,NA,NA
LIBERTY-EYLAU ISD,2022-01-23,019908,2191,NA,NA,NA,17,NA,NA,NA
SIMMS ISD,2022-01-23,019909,484,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2022-01-23,019910,212,NA,NA,0,3,0,0,3
RED LICK ISD,2022-01-23,019911,500,NA,NA,31,9,1,8,31
PLEASANT GROVE ISD,2022-01-23,019912,2320,NA,NA,65,13,0,0,78
HUBBARD ISD,2022-01-23,019913,72,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2022-01-23,019914,110,NA,NA,0,1,0,0,1
ALVIN ISD,2022-01-23,020901,28285,NA,NA,406,76,0,0,482
ANGLETON ISD,2022-01-23,020902,6829,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2022-01-23,020904,777,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2022-01-23,020905,11654,NA,NA,0,41,4,13,24
SWEENY ISD,2022-01-23,020906,1827,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2022-01-23,020907,2958,NA,NA,NA,11,NA,NA,NA
PEARLAND ISD,2022-01-23,020908,21041,NA,NA,32,5,0,0,37
DAMON ISD,2022-01-23,020910,114,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2022-01-23,021803,335,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2022-01-23,021805,598,NA,NA,0,1,0,0,1
COLLEGE STATION ISD,2022-01-23,021901,14280,NA,NA,266,88,0,0,354
BRYAN ISD,2022-01-23,021902,16163,NA,NA,430,139,1,1,567
TERLINGUA CSD,2022-01-23,022004,107,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2022-01-23,022901,973,NA,NA,13,2,1,0,14
MARATHON ISD,2022-01-23,022902,57,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2022-01-23,022903,<10,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2022-01-23,023902,192,NA,NA,NA,1,NA,NA,NA
BROOKS COUNTY ISD,2022-01-23,024901,1358,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2022-01-23,025901,881,NA,NA,26,3,0,0,29
BROWNWOOD ISD,2022-01-23,025902,3525,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2022-01-23,025904,143,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2022-01-23,025905,223,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2022-01-23,025906,212,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2022-01-23,025908,193,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2022-01-23,025909,1151,NA,NA,31,4,0,0,35
CALDWELL ISD,2022-01-23,026901,1836,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2022-01-23,026902,555,NA,NA,NA,5,NA,NA,NA
SNOOK ISD,2022-01-23,026903,530,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2022-01-23,027903,3311,NA,NA,92,27,44,23,52
MARBLE FALLS ISD,2022-01-23,027904,4054,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2022-01-23,028902,6224,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2022-01-23,028903,1469,NA,NA,34,13,0,9,38
PRAIRIE LEA ISD,2022-01-23,028906,190,NA,NA,NA,0,NA,NA,NA
CALHOUN COUNTY ISD,2022-01-23,029901,3610,NA,NA,NA,19,NA,NA,NA
CROSS PLAINS ISD,2022-01-23,030901,381,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2022-01-23,030902,1445,NA,NA,61,15,0,1,75
BAIRD ISD,2022-01-23,030903,296,NA,NA,5,1,0,2,4
EULA ISD,2022-01-23,030906,469,NA,NA,NA,2,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2022-01-23,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2022-01-23,031901,38617,NA,NA,109,4,2,0,111
HARLINGEN CISD,2022-01-23,031903,17116,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2022-01-23,031905,2938,NA,NA,NA,3,NA,NA,NA
LOS FRESNOS CISD,2022-01-23,031906,10385,NA,NA,305,37,1,341,0
POINT ISABEL ISD,2022-01-23,031909,2140,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2022-01-23,031911,1632,NA,NA,NA,13,NA,NA,NA
SAN BENITO CISD,2022-01-23,031912,9290,NA,NA,NA,NA,NA,NA,NA
SANTA MARIA ISD,2022-01-23,031913,540,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2022-01-23,031914,855,NA,NA,31,6,0,0,37
SOUTH TEXAS ISD,2022-01-23,031916,4281,NA,NA,NA,5,NA,NA,NA
PITTSBURG ISD,2022-01-23,032902,2447,NA,NA,56,23,0,0,79
GROOM ISD,2022-01-23,033901,147,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2022-01-23,033902,664,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2022-01-23,033904,344,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2022-01-23,034901,1940,NA,NA,39,12,0,4,47
AVINGER ISD,2022-01-23,034902,140,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2022-01-23,034903,1153,NA,NA,39,12,0,8,43
LINDEN-KILDARE CISD,2022-01-23,034905,639,NA,NA,NA,1,NA,NA,NA
MCLEOD ISD,2022-01-23,034906,418,NA,NA,NA,1,NA,NA,NA
QUEEN CITY ISD,2022-01-23,034907,942,NA,NA,NA,6,NA,NA,NA
BLOOMBURG ISD,2022-01-23,034909,246,NA,NA,15,0,0,0,15
DIMMITT ISD,2022-01-23,035901,1160,NA,NA,5,2,0,0,7
HART ISD,2022-01-23,035902,210,NA,NA,NA,NA,NA,NA,NA
"NAZARETH ISD",2022-01-23,035903,250,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2022-01-23,036901,1401,NA,NA,13,2,0,15,0
BARBERS HILL ISD,2022-01-23,036902,6823,NA,NA,78,17,0,95,0
EAST CHAMBERS ISD,2022-01-23,036903,1551,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2022-01-23,037901,589,NA,NA,13,2,0,0,15
JACKSONVILLE ISD,2022-01-23,037904,4764,NA,NA,NA,43,NA,NA,NA
RUSK ISD,2022-01-23,037907,2031,NA,NA,24,5,0,11,18
NEW SUMMERFIELD ISD,2022-01-23,037908,545,NA,NA,10,12,0,0,22
WELLS ISD,2022-01-23,037909,266,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2022-01-23,038901,1026,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2022-01-23,039902,951,NA,NA,NA,5,NA,NA,NA
PETROLIA CISD,2022-01-23,039903,462,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2022-01-23,039904,158,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2022-01-23,039905,135,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2022-01-23,040901,369,NA,NA,11,2,0,0,13
WHITEFACE CISD,2022-01-23,040902,313,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2022-01-23,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2022-01-23,041902,265,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2022-01-23,042901,816,NA,NA,0,1,0,0,1
SANTA ANNA ISD,2022-01-23,042903,262,NA,NA,NA,0,NA,NA,NA
PANTHER CREEK CISD,2022-01-23,042905,165,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-01-23,043801,1388,NA,NA,50,3,0,0,53
LONE STAR LANGUAGE ACADEMY,2022-01-23,043802,161,NA,NA,NA,1,NA,NA,NA
ALLEN ISD,2022-01-23,043901,21642,NA,NA,NA,124,NA,NA,NA
ANNA ISD,2022-01-23,043902,4463,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2022-01-23,043903,3353,NA,NA,NA,12,NA,NA,NA
FARMERSVILLE ISD,2022-01-23,043904,2018,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2022-01-23,043905,64027,NA,NA,1556,180,98,27,1611
MCKINNEY ISD,2022-01-23,043907,23581,NA,NA,NA,49,NA,NA,NA
MELISSA ISD,2022-01-23,043908,5039,NA,NA,123,13,0,0,136
PLANO ISD,2022-01-23,043910,49896,NA,NA,444,137,0,0,581
PRINCETON ISD,2022-01-23,043911,6768,NA,NA,NA,3,NA,NA,NA
PROSPER ISD,2022-01-23,043912,21697,NA,NA,NA,144,NA,NA,NA
WYLIE ISD,2022-01-23,043914,18311,NA,NA,NA,172,NA,NA,NA
BLUE RIDGE ISD,2022-01-23,043917,962,NA,NA,9,8,0,0,17
COMMUNITY ISD,2022-01-23,043918,3320,NA,NA,NA,15,NA,NA,NA
LOVEJOY ISD,2022-01-23,043919,4366,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2022-01-23,044902,551,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2022-01-23,045902,1597,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2022-01-23,045903,1240,NA,NA,13,6,0,0,19
WEIMAR ISD,2022-01-23,045905,685,NA,NA,8,4,0,2,10
TRINITY CHARTER SCHOOL,2022-01-23,046802,336,NA,NA,NA,5,NA,NA,NA
NEW BRAUNFELS ISD,2022-01-23,046901,9720,NA,NA,NA,12,NA,NA,NA
COMAL ISD,2022-01-23,046902,27478,NA,NA,NA,165,NA,NA,NA
COMANCHE ISD,2022-01-23,047901,1328,NA,NA,NA,13,NA,NA,NA
DE LEON ISD,2022-01-23,047902,758,NA,NA,NA,2,NA,NA,NA
GUSTINE ISD,2022-01-23,047903,147,NA,NA,6,3,0,3,6
SIDNEY ISD,2022-01-23,047905,128,NA,NA,6,1,0,1,6
EDEN CISD,2022-01-23,048901,217,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2022-01-23,048903,230,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2022-01-23,049901,3161,NA,NA,64,12,0,76,0
MUENSTER ISD,2022-01-23,049902,466,NA,NA,6,3,0,0,9
VALLEY VIEW ISD,2022-01-23,049903,945,NA,NA,12,4,0,0,16
CALLISBURG ISD,2022-01-23,049905,1148,NA,NA,12,1,0,0,13
ERA ISD,2022-01-23,049906,495,NA,NA,12,3,0,0,15
LINDSAY ISD,2022-01-23,049907,488,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2022-01-23,049908,61,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2022-01-23,049909,70,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2022-01-23,050901,211,NA,NA,15,3,0,0,18
GATESVILLE ISD,2022-01-23,050902,2751,NA,NA,106,27,1,51,81
OGLESBY ISD,2022-01-23,050904,199,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2022-01-23,050909,342,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2022-01-23,050910,8132,NA,NA,263,51,6,48,260
PADUCAH ISD,2022-01-23,051901,162,NA,NA,NA,6,NA,NA,NA
CRANE ISD,2022-01-23,052901,1158,NA,NA,21,2,0,3,20
CROCKETT COUNTY CONSOLIDATED CSD,2022-01-23,053001,733,NA,NA,9,0,0,0,9
CROSBYTON CISD,2022-01-23,054901,331,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2022-01-23,054902,239,NA,NA,NA,1,NA,NA,NA
RALLS ISD,2022-01-23,054903,479,NA,NA,6,8,0,0,14
CULBERSON COUNTY-ALLAMOORE ISD,2022-01-23,055901,375,NA,NA,NA,2,NA,NA,NA
DALHART ISD,2022-01-23,056901,1732,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2022-01-23,056902,220,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-01-23,057802,451,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2022-01-23,057803,20316,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2022-01-23,057804,5381,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2022-01-23,057805,255,NA,NA,16,2,0,0,18
ADVANTAGE ACADEMY,2022-01-23,057806,1149,NA,NA,33,10,0,9,34
LIFE SCHOOL,2022-01-23,057807,5617,NA,NA,127,19,0,1,145
UNIVERSAL ACADEMY,2022-01-23,057808,2164,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2022-01-23,057809,120,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2022-01-23,057810,252,NA,NA,7,0,7,0,0
TRINITY BASIN PREPARATORY,2022-01-23,057813,4298,NA,NA,NA,20,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2022-01-23,057814,323,NA,NA,5,0,4,0,1
A W BROWN LEADERSHIP ACADEMY,2022-01-23,057816,1090,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2022-01-23,057819,204,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2022-01-23,057827,559,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2022-01-23,057828,1162,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2022-01-23,057829,1446,NA,NA,20,7,0,1,26
INSPIRED VISION ACADEMY,2022-01-23,057830,1284,NA,NA,18,7,0,0,25
GATEWAY CHARTER ACADEMY,2022-01-23,057831,656,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-01-23,057833,518,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2022-01-23,057834,614,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2022-01-23,057835,1581,NA,NA,0,3,2,1,0
ST ANTHONY SCHOOL,2022-01-23,057836,318,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2022-01-23,057839,1002,NA,NA,26,6,0,1,31
RICHLAND COLLEGIATE HIGH SCHOOL,2022-01-23,057840,333,NA,NA,NA,0,NA,NA,NA
CITYSCAPE SCHOOLS,2022-01-23,057841,31,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2022-01-23,057844,552,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2022-01-23,057845,1379,NA,NA,NA,NA,NA,NA,NA
LEGACY PREPARATORY,2022-01-23,057846,1497,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2022-01-23,057847,1239,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-01-23,057848,20674,NA,NA,45,13,0,0,58
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-01-23,057850,54,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2022-01-23,057851,93,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2022-01-23,057903,25101,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2022-01-23,057904,7131,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2022-01-23,057905,134360,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2022-01-23,057906,7491,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2022-01-23,057907,11868,NA,NA,105,45,0,150,0
GARLAND ISD,2022-01-23,057909,54062,NA,NA,346,71,20,397,0
GRAND PRAIRIE ISD,2022-01-23,057910,27630,NA,NA,479,140,0,1,618
HIGHLAND PARK ISD,2022-01-23,057911,6644,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2022-01-23,057912,32533,NA,NA,640,1,7,55,579
LANCASTER ISD,2022-01-23,057913,7175,NA,NA,40,21,0,0,61
MESQUITE ISD,2022-01-23,057914,38748,NA,NA,839,200,15,305,719
RICHARDSON ISD,2022-01-23,057916,37863,NA,NA,946,190,1,1,1134
SUNNYVALE ISD,2022-01-23,057919,2123,NA,NA,31,3,0,34,0
COPPELL ISD,2022-01-23,057922,13275,NA,NA,NA,19,NA,NA,NA
DAWSON ISD,2022-01-23,058902,157,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2022-01-23,058905,259,NA,NA,NA,1,NA,NA,NA
LAMESA ISD,2022-01-23,058906,1636,NA,NA,NA,1,NA,NA,NA
SANDS CISD,2022-01-23,058909,249,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2022-01-23,059901,3962,NA,NA,40,29,0,69,0
WALCOTT ISD,2022-01-23,059902,154,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2022-01-23,060902,851,NA,NA,18,5,0,1,22
FANNINDEL ISD,2022-01-23,060914,145,NA,NA,NA,0,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2022-01-23,061501,0,NA,NA,NA,NA,NA,NA,NA
NORTH TEXAS COLLEGIATE ACADEMY,2022-01-23,061802,704,NA,NA,NA,NA,NA,NA,NA
LEADERSHIP PREP SCHOOL,2022-01-23,061804,1301,NA,NA,19,2,0,0,21
TRIVIUM ACADEMY,2022-01-23,061805,567,NA,NA,NA,NA,NA,NA,NA
DENTON ISD,2022-01-23,061901,32273,NA,NA,603,160,14,18,731
LEWISVILLE ISD,2022-01-23,061902,49347,NA,NA,1973,261,615,547,1072
