District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
SKIDMORE-TYNAN ISD,2021-08-22,013905,792,NA,NA,NA,NA,NA,NA,NA
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),2021-08-22,014801,1943,NA,NA,NA,NA,NA,NA,NA
PRIORITY CHARTER SCHOOLS,2021-08-22,014803,846,NA,NA,NA,0,NA,NA,NA
ORENDA CHARTER SCHOOL,2021-08-22,014804,1867,NA,NA,6,5,3,2,6
ACADEMY ISD,2021-08-22,014901,1730,NA,NA,NA,NA,NA,NA,NA
BARTLETT ISD,2021-08-22,014902,386,NA,NA,NA,0,NA,NA,NA
BELTON ISD,2021-08-22,014903,12757,NA,NA,52,24,3,28,45
HOLLAND ISD,2021-08-22,014905,656,NA,NA,NA,NA,NA,NA,NA
KILLEEN ISD,2021-08-22,014906,43634,NA,NA,34,16,0,0,50
ROGERS ISD,2021-08-22,014907,890,NA,NA,NA,1,NA,NA,NA
SALADO ISD,2021-08-22,014908,2141,NA,NA,NA,NA,NA,NA,NA
TEMPLE ISD,2021-08-22,014909,8363,NA,NA,0,13,0,0,13
TROY ISD,2021-08-22,014910,1576,NA,NA,NA,3,NA,NA,NA
POR VIDA ACADEMY,2021-08-22,015801,134,NA,NA,NA,NA,NA,NA,NA
GEORGE GERVIN ACADEMY,2021-08-22,015802,811,NA,NA,NA,NA,NA,NA,NA
NEW FRONTIERS PUBLIC SCHOOLS INC,2021-08-22,015805,474,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF EXCELLENCE IN EDUCATION,2021-08-22,015806,346,NA,NA,5,0,4,1,0
SOUTHWEST PREPARATORY SCHOOL,2021-08-22,015807,860,NA,NA,NA,NA,NA,NA,NA
INSPIRE ACADEMIES,2021-08-22,015808,575,NA,NA,NA,NA,NA,NA,NA
BEXAR COUNTY ACADEMY,2021-08-22,015809,258,NA,NA,NA,NA,NA,NA,NA
POSITIVE SOLUTIONS CHARTER SCHOOL,2021-08-22,015814,121,NA,NA,NA,NA,NA,NA,NA
HERITAGE ACADEMY,2021-08-22,015815,611,NA,NA,NA,0,NA,NA,NA
JUBILEE ACADEMIES,2021-08-22,015822,6124,NA,NA,NA,NA,NA,NA,NA
LIGHTHOUSE PUBLIC SCHOOLS,2021-08-22,015825,287,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2021-08-22,015827,3243,NA,NA,NA,NA,NA,NA,NA
HARMONY SCIENCE ACAD (SAN ANTONIO),2021-08-22,015828,4473,NA,NA,8,1,5,4,0
BROOKS ACADEMIES OF TEXAS,2021-08-22,015830,2844,NA,NA,NA,0,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2021-08-22,015831,4792,NA,NA,NA,NA,NA,NA,NA
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-08-22,015833,97,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-08-22,015834,2988,NA,NA,6,0,0,0,6
GREAT HEARTS TEXAS,2021-08-22,015835,6529,NA,NA,13,4,0,6,11
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-08-22,015836,467,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE ACADEMY,2021-08-22,015838,1124,NA,NA,NA,NA,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-08-22,015839,191,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-08-22,015840,200,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-08-22,015841,365,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-08-22,015901,4824,NA,NA,22,1,4,19,0
HARLANDALE ISD,2021-08-22,015904,12032,NA,NA,32,7,0,39,0
EDGEWOOD ISD - SAN ANTONIO,2021-08-22,015905,8814,NA,NA,47,4,0,0,51
RANDOLPH FIELD ISD,2021-08-22,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-08-22,015907,45514,NA,NA,248,41,0,0,289
SOUTH SAN ANTONIO ISD,2021-08-22,015908,8294,NA,NA,47,4,0,0,51
SOMERSET ISD,2021-08-22,015909,4032,NA,NA,7,3,0,0,10
NORTH EAST ISD,2021-08-22,015910,60482,NA,NA,NA,NA,NA,NA,NA
EAST CENTRAL ISD,2021-08-22,015911,9764,NA,NA,15,1,0,2,14
SOUTHWEST ISD,2021-08-22,015912,13457,NA,NA,0,1,0,1,0
LACKLAND ISD,2021-08-22,015913,899,NA,NA,NA,0,NA,NA,NA
FT SAM HOUSTON ISD,2021-08-22,015914,1527,NA,NA,NA,1,NA,NA,NA
NORTHSIDE ISD - SAN ANTONIO,2021-08-22,015915,102631,NA,NA,8,17,0,8,17
JUDSON ISD,2021-08-22,015916,23771,NA,NA,56,12,10,58,0
SOUTHSIDE ISD,2021-08-22,015917,5661,NA,NA,NA,NA,NA,NA,NA
JOHNSON CITY ISD,2021-08-22,016901,603,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2021-08-22,016902,1011,NA,NA,NA,0,NA,NA,NA
BORDEN COUNTY ISD,2021-08-22,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-08-22,018901,958,NA,NA,NA,2,NA,NA,NA
MERIDIAN ISD,2021-08-22,018902,409,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2021-08-22,018903,137,NA,NA,32,4,24,0,12
VALLEY MILLS ISD,2021-08-22,018904,606,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-08-22,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-08-22,018906,144,NA,NA,NA,0,NA,NA,NA
KOPPERL ISD,2021-08-22,018907,179,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-08-22,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-08-22,019901,722,NA,NA,NA,2,NA,NA,NA
HOOKS ISD,2021-08-22,019902,838,NA,NA,NA,0,NA,NA,NA
MAUD ISD,2021-08-22,019903,482,NA,NA,7,0,0,4,3
NEW BOSTON ISD,2021-08-22,019905,1181,NA,NA,17,5,1,2,19
REDWATER ISD,2021-08-22,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-08-22,019907,7596,NA,NA,51,15,0,0,66
LIBERTY-EYLAU ISD,2021-08-22,019908,2263,NA,NA,30,7,0,1,36
SIMMS ISD,2021-08-22,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-08-22,019910,217,NA,NA,NA,0,NA,NA,NA
RED LICK ISD,2021-08-22,019911,505,NA,NA,NA,1,NA,NA,NA
PLEASANT GROVE ISD,2021-08-22,019912,2224,NA,NA,59,7,0,8,58
HUBBARD ISD - DEKALB,2021-08-22,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-08-22,019914,109,NA,NA,NA,1,NA,NA,NA
ALVIN ISD,2021-08-22,020901,26835,NA,NA,10,13,23,0,0
ANGLETON ISD,2021-08-22,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-08-22,020904,700,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-08-22,020905,11374,NA,NA,NA,NA,NA,NA,NA
SWEENY ISD,2021-08-22,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-08-22,020907,2841,NA,NA,23,6,0,10,19
PEARLAND ISD,2021-08-22,020908,21011,NA,NA,NA,NA,NA,NA,NA
DAMON ISD,2021-08-22,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-08-22,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-08-22,021805,673,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-08-22,021901,13610,NA,NA,21,0,0,0,21
BRYAN ISD,2021-08-22,021902,15765,NA,NA,35,14,0,0,49
TERLINGUA CSD,2021-08-22,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-08-22,022901,944,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-08-22,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-08-22,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-08-22,023902,183,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2021-08-22,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-08-22,025901,822,NA,NA,13,0,0,13,0
BROWNWOOD ISD,2021-08-22,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-08-22,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-08-22,025905,245,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2021-08-22,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-08-22,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-08-22,025909,1131,NA,NA,NA,1,NA,NA,NA
CALDWELL ISD,2021-08-22,026901,1705,NA,NA,NA,0,NA,NA,NA
SOMERVILLE ISD,2021-08-22,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-08-22,026903,511,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2021-08-22,027903,3105,NA,NA,14,4,1,4,15
MARBLE FALLS ISD,2021-08-22,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-08-22,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-08-22,028903,1394,NA,NA,NA,1,NA,NA,NA
PRAIRIE LEA ISD,2021-08-22,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-08-22,029901,3673,NA,NA,84,0,1,83,0
CROSS PLAINS ISD,2021-08-22,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-08-22,030902,1387,NA,NA,7,0,0,0,7
BAIRD ISD,2021-08-22,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-08-22,030906,448,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-08-22,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-08-22,031901,39352,NA,NA,127,19,0,0,146
HARLINGEN CISD,2021-08-22,031903,17817,NA,NA,11,8,0,19,0
LA FERIA ISD,2021-08-22,031905,3091,NA,NA,NA,0,NA,NA,NA
LOS FRESNOS CISD,2021-08-22,031906,10509,NA,NA,25,2,0,27,0
POINT ISABEL ISD,2021-08-22,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-08-22,031911,1734,NA,NA,NA,3,NA,NA,NA
SAN BENITO CISD,2021-08-22,031912,9723,NA,NA,0,9,2,7,0
SANTA MARIA ISD,2021-08-22,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-08-22,031914,939,NA,NA,8,3,0,4,7
SOUTH TEXAS ISD,2021-08-22,031916,4163,NA,NA,8,2,0,5,6
PITTSBURG ISD,2021-08-22,032902,2355,NA,NA,21,2,0,0,23
GROOM ISD,2021-08-22,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-08-22,033902,654,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-08-22,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-08-22,034901,1859,NA,NA,10,4,0,0,14
AVINGER ISD,2021-08-22,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-08-22,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-08-22,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-08-22,034906,392,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-08-22,034907,954,NA,NA,16,5,0,5,16
BLOOMBURG ISD,2021-08-22,034909,251,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2021-08-22,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-08-22,035902,215,NA,NA,6,1,0,0,7
NAZARETH ISD,2021-08-22,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-08-22,036901,1314,NA,NA,NA,3,NA,NA,NA
BARBERS HILL ISD,2021-08-22,036902,6421,NA,NA,5,0,0,5,0
EAST CHAMBERS ISD,2021-08-22,036903,1425,NA,NA,5,1,1,5,0
ALTO ISD,2021-08-22,037901,607,NA,NA,NA,1,NA,NA,NA
JACKSONVILLE ISD,2021-08-22,037904,4635,NA,NA,15,5,0,1,19
RUSK ISD,2021-08-22,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-08-22,037908,529,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-08-22,037909,242,NA,NA,NA,0,NA,NA,NA
CHILDRESS ISD,2021-08-22,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-08-22,039902,889,NA,NA,7,1,0,8,0
PETROLIA CISD,2021-08-22,039903,433,NA,NA,NA,3,NA,NA,NA
BELLEVUE ISD,2021-08-22,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD - HENRIETTA,2021-08-22,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-08-22,040901,355,NA,NA,NA,0,NA,NA,NA
WHITEFACE CISD,2021-08-22,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-08-22,041901,243,NA,NA,11,8,0,0,19
ROBERT LEE ISD,2021-08-22,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-08-22,042901,825,NA,NA,0,1,0,1,0
SANTA ANNA ISD,2021-08-22,042903,266,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-08-22,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-08-22,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-08-22,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-08-22,043901,21641,NA,NA,117,10,0,0,127
ANNA ISD,2021-08-22,043902,3959,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-08-22,043903,3023,NA,NA,NA,3,NA,NA,NA
FARMERSVILLE ISD,2021-08-22,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-08-22,043905,63758,NA,NA,300,26,67,33,226
MCKINNEY ISD,2021-08-22,043907,23180,NA,NA,108,10,0,0,118
MELISSA ISD,2021-08-22,043908,3984,NA,NA,NA,NA,NA,NA,NA
PLANO ISD,2021-08-22,043910,49933,NA,NA,209,41,0,5,245
PRINCETON ISD,2021-08-22,043911,5959,NA,NA,58,8,0,8,58
PROSPER ISD,2021-08-22,043912,19412,NA,NA,179,19,0,23,175
WYLIE ISD - WYLIE,2021-08-22,043914,17513,NA,NA,104,19,0,0,123
BLUE RIDGE ISD,2021-08-22,043917,862,NA,NA,NA,0,NA,NA,NA
COMMUNITY ISD,2021-08-22,043918,2769,NA,NA,7,1,7,1,0
LOVEJOY ISD,2021-08-22,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-08-22,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-08-22,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-08-22,045903,1225,NA,NA,17,2,0,0,19
WEIMAR ISD,2021-08-22,045905,668,NA,NA,NA,0,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-08-22,046802,424,NA,NA,NA,0,NA,NA,NA
NEW BRAUNFELS ISD,2021-08-22,046901,9260,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-08-22,046902,25680,NA,NA,18,28,0,24,22
COMANCHE ISD,2021-08-22,047901,1223,NA,NA,14,6,0,0,20
DE LEON ISD,2021-08-22,047902,738,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-08-22,047903,141,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-08-22,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-08-22,048901,229,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2021-08-22,048903,236,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-08-22,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-08-22,049902,533,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD - VALLEY VIEW,2021-08-22,049903,890,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2021-08-22,049905,1083,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2021-08-22,049906,481,NA,NA,NA,1,NA,NA,NA
LINDSAY ISD,2021-08-22,049907,485,NA,NA,NA,0,NA,NA,NA
WALNUT BEND ISD,2021-08-22,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-08-22,049909,48,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-08-22,050901,301,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-08-22,050902,2758,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2021-08-22,050904,186,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-08-22,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-08-22,050910,8029,NA,NA,NA,1,NA,NA,NA
PADUCAH ISD,2021-08-22,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-08-22,052901,1088,NA,NA,NA,1,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2021-08-22,053001,756,NA,NA,12,2,0,0,14
CROSBYTON CISD,2021-08-22,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-08-22,054902,226,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2021-08-22,054903,475,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-08-22,055901,363,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-08-22,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-08-22,056902,195,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-08-22,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-08-22,057803,21215,NA,NA,40,0,0,1,39
TEXANS CAN ACADEMIES,2021-08-22,057804,4453,NA,NA,11,2,0,2,11
LUMIN EDUCATION,2021-08-22,057805,255,NA,NA,NA,0,NA,NA,NA
ADVANTAGE ACADEMY,2021-08-22,057806,1185,NA,NA,NA,0,NA,NA,NA
LIFE SCHOOL,2021-08-22,057807,5518,NA,NA,37,3,0,0,40
UNIVERSAL ACADEMY,2021-08-22,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-08-22,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-08-22,057810,323,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-08-22,057813,4183,NA,NA,12,3,0,0,15
ACADEMY FOR ACADEMIC EXCELLENCE,2021-08-22,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-08-22,057816,1357,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-08-22,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-08-22,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-08-22,057828,1235,NA,NA,5,1,0,2,4
A+ ACADEMY,2021-08-22,057829,1449,NA,NA,NA,0,NA,NA,NA
INSPIRED VISION ACADEMY,2021-08-22,057830,1283,NA,NA,13,3,0,1,15
GATEWAY CHARTER ACADEMY,2021-08-22,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-08-22,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-08-22,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-08-22,057835,1480,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-08-22,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-08-22,057839,996,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-08-22,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-08-22,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-08-22,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-08-22,057845,1250,NA,NA,15,2,1,13,3
LEGACY PREPARATORY,2021-08-22,057846,1535,NA,NA,NA,5,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-08-22,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-08-22,057848,20761,NA,NA,5,2,1,6,0
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-08-22,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-08-22,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-08-22,057903,24938,NA,NA,108,18,11,30,85
CEDAR HILL ISD,2021-08-22,057904,7301,NA,NA,20,1,1,6,14
DALLAS ISD,2021-08-22,057905,144828,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2021-08-22,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-08-22,057907,11784,NA,NA,62,15,1,76,0
GARLAND ISD,2021-08-22,057909,53816,NA,NA,70,9,6,73,0
GRAND PRAIRIE ISD,2021-08-22,057910,28147,NA,NA,88,19,0,20,87
HIGHLAND PARK ISD - DALLAS,2021-08-22,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-08-22,057912,32690,NA,NA,18,19,0,7,30
LANCASTER ISD,2021-08-22,057913,7227,NA,NA,NA,5,NA,NA,NA
MESQUITE ISD,2021-08-22,057914,38451,NA,NA,208,44,15,85,152
RICHARDSON ISD,2021-08-22,057916,37528,NA,NA,123,24,0,0,147
SUNNYVALE ISD,2021-08-22,057919,2037,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2021-08-22,057922,13022,NA,NA,28,10,2,19,17
DAWSON ISD - WELCH,2021-08-22,058902,147,NA,NA,NA,1,NA,NA,NA
KLONDIKE ISD,2021-08-22,058905,260,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-08-22,058906,1709,NA,NA,NA,2,NA,NA,NA
SANDS CISD,2021-08-22,058909,261,NA,NA,NA,0,NA,NA,NA
HEREFORD ISD,2021-08-22,059901,3842,NA,NA,0,1,0,1,0
WALCOTT ISD,2021-08-22,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-08-22,060902,818,NA,NA,NA,NA,NA,NA,NA
FANNINDEL ISD,2021-08-22,060914,165,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2021-08-22,061501,0,NA,NA,NA,NA,NA,NA,NA
NORTH TEXAS COLLEGIATE ACADEMY,2021-08-22,061802,613,NA,NA,NA,NA,NA,NA,NA
LEADERSHIP PREP SCHOOL,2021-08-22,061804,1349,NA,NA,NA,0,NA,NA,NA
TRIVIUM ACADEMY,2021-08-22,061805,584,NA,NA,28,7,0,1,34
