District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
BELLVILLE ISD,2021-09-19,008901,2206,NA,NA,NA,3,NA,NA,NA
SEALY ISD,2021-09-19,008902,2788,NA,NA,NA,3,NA,NA,NA
BRAZOS ISD,2021-09-19,008903,761,NA,NA,15,2,0,0,17
MULESHOE ISD,2021-09-19,009901,1309,NA,NA,0,3,0,3,0
MEDINA ISD,2021-09-19,010901,259,NA,NA,NA,NA,NA,NA,NA
BANDERA ISD,2021-09-19,010902,2155,NA,NA,NA,NA,NA,NA,NA
BASTROP ISD,2021-09-19,011901,11423,NA,NA,98,5,0,0,103
ELGIN ISD,2021-09-19,011902,4670,NA,NA,12,6,6,0,12
SMITHVILLE ISD,2021-09-19,011904,1687,NA,NA,NA,NA,NA,NA,NA
MCDADE ISD,2021-09-19,011905,327,NA,NA,NA,0,NA,NA,NA
SEYMOUR ISD,2021-09-19,012901,625,NA,NA,NA,0,NA,NA,NA
ST MARY'S ACADEMY CHARTER SCHOOL,2021-09-19,013801,376,NA,NA,NA,0,NA,NA,NA
BEEVILLE ISD,2021-09-19,013901,3072,NA,NA,NA,5,NA,NA,NA
PAWNEE ISD,2021-09-19,013902,296,NA,NA,NA,NA,NA,NA,NA
PETTUS ISD,2021-09-19,013903,361,NA,NA,NA,0,NA,NA,NA
SKIDMORE-TYNAN ISD,2021-09-19,013905,792,NA,NA,NA,0,NA,NA,NA
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),2021-09-19,014801,1943,NA,NA,10,1,0,11,0
PRIORITY CHARTER SCHOOLS,2021-09-19,014803,846,NA,NA,NA,NA,NA,NA,NA
ORENDA CHARTER SCHOOL,2021-09-19,014804,1867,NA,NA,NA,2,NA,NA,NA
ACADEMY ISD,2021-09-19,014901,1730,NA,NA,17,8,0,0,25
BARTLETT ISD,2021-09-19,014902,386,NA,NA,9,0,1,2,6
BELTON ISD,2021-09-19,014903,12757,NA,NA,102,11,31,44,38
HOLLAND ISD,2021-09-19,014905,656,NA,NA,NA,NA,NA,NA,NA
KILLEEN ISD,2021-09-19,014906,43634,NA,NA,292,42,0,1,333
ROGERS ISD,2021-09-19,014907,890,NA,NA,NA,3,NA,NA,NA
SALADO ISD,2021-09-19,014908,2141,NA,NA,NA,NA,NA,NA,NA
TEMPLE ISD,2021-09-19,014909,8363,NA,NA,42,13,0,0,55
TROY ISD,2021-09-19,014910,1576,NA,NA,NA,3,NA,NA,NA
POR VIDA ACADEMY,2021-09-19,015801,134,NA,NA,NA,NA,NA,NA,NA
GEORGE GERVIN ACADEMY,2021-09-19,015802,811,NA,NA,NA,NA,NA,NA,NA
NEW FRONTIERS PUBLIC SCHOOLS INC,2021-09-19,015805,474,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF EXCELLENCE IN EDUCATION,2021-09-19,015806,346,NA,NA,NA,NA,NA,NA,NA
SOUTHWEST PREPARATORY SCHOOL,2021-09-19,015807,860,NA,NA,NA,NA,NA,NA,NA
INSPIRE ACADEMIES,2021-09-19,015808,575,NA,NA,NA,NA,NA,NA,NA
BEXAR COUNTY ACADEMY,2021-09-19,015809,258,NA,NA,NA,NA,NA,NA,NA
POSITIVE SOLUTIONS CHARTER SCHOOL,2021-09-19,015814,121,NA,NA,NA,NA,NA,NA,NA
HERITAGE ACADEMY,2021-09-19,015815,611,NA,NA,NA,NA,NA,NA,NA
JUBILEE ACADEMIES,2021-09-19,015822,6124,NA,NA,22,6,28,0,0
LIGHTHOUSE PUBLIC SCHOOLS,2021-09-19,015825,287,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2021-09-19,015827,3243,NA,NA,9,3,0,1,11
HARMONY SCIENCE ACAD (SAN ANTONIO),2021-09-19,015828,4473,NA,NA,NA,2,NA,NA,NA
BROOKS ACADEMIES OF TEXAS,2021-09-19,015830,2844,NA,NA,NA,1,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2021-09-19,015831,4792,NA,NA,15,1,0,0,16
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-09-19,015833,97,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-09-19,015834,2988,NA,NA,5,1,0,0,6
GREAT HEARTS TEXAS,2021-09-19,015835,6529,NA,NA,19,1,0,0,20
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-09-19,015836,467,NA,NA,NA,0,NA,NA,NA
COMPASS ROSE ACADEMY,2021-09-19,015838,1124,NA,NA,NA,NA,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-09-19,015839,191,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-09-19,015840,200,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-09-19,015841,365,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2021-09-19,015842,0,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2021-09-19,015843,0,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-09-19,015901,4824,NA,NA,12,4,0,16,0
HARLANDALE ISD,2021-09-19,015904,12032,NA,NA,69,9,0,42,36
EDGEWOOD ISD,2021-09-19,015905,8814,NA,NA,25,3,0,0,28
RANDOLPH FIELD ISD,2021-09-19,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-09-19,015907,45514,NA,NA,133,18,0,0,151
SOUTH SAN ANTONIO ISD,2021-09-19,015908,8294,NA,NA,17,0,0,0,17
SOMERSET ISD,2021-09-19,015909,4032,NA,NA,44,3,0,0,47
NORTH EAST ISD,2021-09-19,015910,60482,NA,NA,314,34,0,0,348
EAST CENTRAL ISD,2021-09-19,015911,9764,NA,NA,70,3,0,0,73
SOUTHWEST ISD,2021-09-19,015912,13457,NA,NA,35,5,0,40,0
LACKLAND ISD,2021-09-19,015913,899,NA,NA,NA,0,NA,NA,NA
FT SAM HOUSTON ISD,2021-09-19,015914,1527,NA,NA,NA,0,NA,NA,NA
NORTHSIDE ISD,2021-09-19,015915,102631,NA,NA,48,2,1,14,35
JUDSON ISD,2021-09-19,015916,23771,NA,NA,77,12,22,67,0
SOUTHSIDE ISD,2021-09-19,015917,5661,NA,NA,36,2,4,21,13
JOHNSON CITY ISD,2021-09-19,016901,603,NA,NA,11,0,0,0,11
BLANCO ISD,2021-09-19,016902,1011,NA,NA,NA,3,NA,NA,NA
BORDEN COUNTY ISD,2021-09-19,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-09-19,018901,958,NA,NA,11,3,0,0,14
MERIDIAN ISD,2021-09-19,018902,409,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2021-09-19,018903,137,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-09-19,018904,606,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-09-19,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-09-19,018906,144,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2021-09-19,018907,179,NA,NA,NA,1,NA,NA,NA
CRANFILLS GAP ISD,2021-09-19,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-09-19,019901,722,NA,NA,NA,1,NA,NA,NA
HOOKS ISD,2021-09-19,019902,838,NA,NA,5,3,0,8,0
MAUD ISD,2021-09-19,019903,482,NA,NA,NA,1,NA,NA,NA
NEW BOSTON ISD,2021-09-19,019905,1181,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2021-09-19,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-09-19,019907,7596,NA,NA,17,4,0,0,21
LIBERTY-EYLAU ISD,2021-09-19,019908,2263,NA,NA,10,5,0,5,10
SIMMS ISD,2021-09-19,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-09-19,019910,217,NA,NA,NA,0,NA,NA,NA
RED LICK ISD,2021-09-19,019911,505,NA,NA,NA,0,NA,NA,NA
PLEASANT GROVE ISD,2021-09-19,019912,2224,NA,NA,16,0,0,0,16
HUBBARD ISD,2021-09-19,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-09-19,019914,109,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-09-19,020901,26835,NA,NA,170,13,0,0,183
ANGLETON ISD,2021-09-19,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-09-19,020904,700,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-09-19,020905,11374,NA,NA,NA,NA,NA,NA,NA
SWEENY ISD,2021-09-19,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-09-19,020907,2841,NA,NA,7,0,0,0,7
PEARLAND ISD,2021-09-19,020908,21011,NA,NA,NA,0,NA,NA,NA
DAMON ISD,2021-09-19,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-09-19,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-09-19,021805,673,NA,NA,NA,0,NA,NA,NA
COLLEGE STATION ISD,2021-09-19,021901,13610,NA,NA,113,9,0,0,122
BRYAN ISD,2021-09-19,021902,15765,NA,NA,81,16,0,5,92
TERLINGUA CSD,2021-09-19,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-09-19,022901,944,NA,NA,5,0,0,0,5
MARATHON ISD,2021-09-19,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-09-19,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-09-19,023902,183,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2021-09-19,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-09-19,025901,822,NA,NA,9,1,0,0,10
BROWNWOOD ISD,2021-09-19,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-09-19,025904,145,NA,NA,NA,1,NA,NA,NA
MAY ISD,2021-09-19,025905,245,NA,NA,NA,0,NA,NA,NA
ZEPHYR ISD,2021-09-19,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-09-19,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-09-19,025909,1131,NA,NA,7,2,0,0,9
CALDWELL ISD,2021-09-19,026901,1705,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2021-09-19,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-09-19,026903,511,NA,NA,NA,0,NA,NA,NA
BURNET CISD,2021-09-19,027903,3105,NA,NA,5,1,1,4,1
MARBLE FALLS ISD,2021-09-19,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-09-19,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-09-19,028903,1394,NA,NA,12,1,4,7,2
PRAIRIE LEA ISD,2021-09-19,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-09-19,029901,3673,NA,NA,23,2,0,0,25
CROSS PLAINS ISD,2021-09-19,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-09-19,030902,1387,NA,NA,5,1,0,0,6
BAIRD ISD,2021-09-19,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-09-19,030906,448,NA,NA,NA,0,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-09-19,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-09-19,031901,39352,NA,NA,89,15,0,0,104
HARLINGEN CISD,2021-09-19,031903,17817,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-09-19,031905,3091,NA,NA,6,1,0,7,0
LOS FRESNOS CISD,2021-09-19,031906,10509,NA,NA,16,2,0,18,0
POINT ISABEL ISD,2021-09-19,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-09-19,031911,1734,NA,NA,8,0,0,8,0
SAN BENITO CISD,2021-09-19,031912,9723,NA,NA,15,1,0,1,15
SANTA MARIA ISD,2021-09-19,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-09-19,031914,939,NA,NA,NA,0,NA,NA,NA
SOUTH TEXAS ISD,2021-09-19,031916,4163,NA,NA,NA,0,NA,NA,NA
PITTSBURG ISD,2021-09-19,032902,2355,NA,NA,NA,3,NA,NA,NA
GROOM ISD,2021-09-19,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-09-19,033902,654,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-09-19,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-09-19,034901,1859,NA,NA,9,0,0,1,8
AVINGER ISD,2021-09-19,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-09-19,034903,1169,NA,NA,8,2,0,0,10
LINDEN-KILDARE CISD,2021-09-19,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-09-19,034906,392,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-09-19,034907,954,NA,NA,7,1,0,0,8
BLOOMBURG ISD,2021-09-19,034909,251,NA,NA,NA,0,NA,NA,NA
DIMMITT ISD,2021-09-19,035901,1160,NA,NA,NA,2,NA,NA,NA
HART ISD,2021-09-19,035902,215,NA,NA,NA,NA,NA,NA,NA
NAZARETH ISD,2021-09-19,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-09-19,036901,1314,NA,NA,10,0,0,10,0
BARBERS HILL ISD,2021-09-19,036902,6421,NA,NA,NA,8,NA,NA,NA
EAST CHAMBERS ISD,2021-09-19,036903,1425,NA,NA,NA,0,NA,NA,NA
ALTO ISD,2021-09-19,037901,607,NA,NA,NA,3,NA,NA,NA
JACKSONVILLE ISD,2021-09-19,037904,4635,NA,NA,39,6,1,1,43
RUSK ISD,2021-09-19,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-09-19,037908,529,NA,NA,10,0,0,0,10
WELLS ISD,2021-09-19,037909,242,NA,NA,NA,2,NA,NA,NA
CHILDRESS ISD,2021-09-19,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-09-19,039902,889,NA,NA,NA,0,NA,NA,NA
PETROLIA CISD,2021-09-19,039903,433,NA,NA,6,1,0,0,7
BELLEVUE ISD,2021-09-19,039904,148,NA,NA,0,1,0,1,0
MIDWAY ISD,2021-09-19,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-09-19,040901,355,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-09-19,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-09-19,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-09-19,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-09-19,042901,825,NA,NA,NA,0,NA,NA,NA
SANTA ANNA ISD,2021-09-19,042903,266,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-09-19,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-09-19,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-09-19,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-09-19,043901,21641,NA,NA,132,17,0,0,149
ANNA ISD,2021-09-19,043902,3959,NA,NA,52,7,0,0,59
CELINA ISD,2021-09-19,043903,3023,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-09-19,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-09-19,043905,63758,NA,NA,226,47,33,13,228
MCKINNEY ISD,2021-09-19,043907,23180,NA,NA,73,11,0,0,84
MELISSA ISD,2021-09-19,043908,3984,NA,NA,NA,3,NA,NA,NA
PLANO ISD,2021-09-19,043910,49933,NA,NA,152,17,0,33,136
PRINCETON ISD,2021-09-19,043911,5959,NA,NA,37,6,0,7,36
PROSPER ISD,2021-09-19,043912,19412,NA,NA,122,12,0,7,127
WYLIE ISD,2021-09-19,043914,17513,NA,NA,119,19,0,0,138
BLUE RIDGE ISD,2021-09-19,043917,862,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2021-09-19,043918,2769,NA,NA,17,0,17,0,0
LOVEJOY ISD,2021-09-19,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-09-19,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-09-19,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-09-19,045903,1225,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2021-09-19,045905,668,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-09-19,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-09-19,046901,9260,NA,NA,52,5,3,3,51
COMAL ISD,2021-09-19,046902,25680,NA,NA,328,27,69,97,189
COMANCHE ISD,2021-09-19,047901,1223,NA,NA,5,0,0,0,5
DE LEON ISD,2021-09-19,047902,738,NA,NA,NA,0,NA,NA,NA
GUSTINE ISD,2021-09-19,047903,141,NA,NA,0,1,0,0,1
SIDNEY ISD,2021-09-19,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-09-19,048901,229,NA,NA,NA,0,NA,NA,NA
PAINT ROCK ISD,2021-09-19,048903,236,NA,NA,0,1,0,1,0
GAINESVILLE ISD,2021-09-19,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-09-19,049902,533,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2021-09-19,049903,890,NA,NA,NA,0,NA,NA,NA
CALLISBURG ISD,2021-09-19,049905,1083,NA,NA,NA,0,NA,NA,NA
ERA ISD,2021-09-19,049906,481,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-09-19,049907,485,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-09-19,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-09-19,049909,48,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-09-19,050901,301,NA,NA,NA,0,NA,NA,NA
GATESVILLE ISD,2021-09-19,050902,2758,NA,NA,NA,4,NA,NA,NA
OGLESBY ISD,2021-09-19,050904,186,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-09-19,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-09-19,050910,8029,NA,NA,124,22,7,58,81
PADUCAH ISD,2021-09-19,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-09-19,052901,1088,NA,NA,5,2,0,0,7
CROCKETT COUNTY CONSOLIDATED CSD,2021-09-19,053001,756,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-09-19,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-09-19,054902,226,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2021-09-19,054903,475,NA,NA,NA,0,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-09-19,055901,363,NA,NA,NA,0,NA,NA,NA
DALHART ISD,2021-09-19,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-09-19,056902,195,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-09-19,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-09-19,057803,21215,NA,NA,NA,0,NA,NA,NA
TEXANS CAN ACADEMIES,2021-09-19,057804,4453,NA,NA,16,3,1,0,18
LUMIN EDUCATION,2021-09-19,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-09-19,057806,1185,NA,NA,NA,NA,NA,NA,NA
LIFE SCHOOL,2021-09-19,057807,5518,NA,NA,60,1,0,0,61
UNIVERSAL ACADEMY,2021-09-19,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-09-19,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-09-19,057810,323,NA,NA,NA,0,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-09-19,057813,4183,NA,NA,16,5,0,2,19
ACADEMY FOR ACADEMIC EXCELLENCE,2021-09-19,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-09-19,057816,1357,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-09-19,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-09-19,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-09-19,057828,1235,NA,NA,6,0,0,1,5
A+ ACADEMY,2021-09-19,057829,1449,NA,NA,NA,1,NA,NA,NA
INSPIRED VISION ACADEMY,2021-09-19,057830,1283,NA,NA,NA,0,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-09-19,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-09-19,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-09-19,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-09-19,057835,1480,NA,NA,NA,0,NA,NA,NA
ST ANTHONY SCHOOL,2021-09-19,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-09-19,057839,996,NA,NA,NA,2,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-09-19,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-09-19,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-09-19,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-09-19,057845,1250,NA,NA,0,1,0,0,1
LEGACY PREPARATORY,2021-09-19,057846,1535,NA,NA,7,0,1,0,6
VILLAGE TECH SCHOOLS,2021-09-19,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-09-19,057848,20761,NA,NA,115,18,0,0,133
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-09-19,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-09-19,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-09-19,057903,24938,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2021-09-19,057904,7301,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-09-19,057905,144828,NA,NA,17,1,0,0,18
DESOTO ISD,2021-09-19,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-09-19,057907,11784,NA,NA,27,12,0,39,0
GARLAND ISD,2021-09-19,057909,53816,NA,NA,NA,NA,NA,NA,NA
GRAND PRAIRIE ISD,2021-09-19,057910,28147,NA,NA,159,9,1,1,166
HIGHLAND PARK ISD,2021-09-19,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-09-19,057912,32690,NA,NA,114,19,2,10,121
LANCASTER ISD,2021-09-19,057913,7227,NA,NA,19,4,0,0,23
MESQUITE ISD,2021-09-19,057914,38451,NA,NA,194,16,9,80,121
RICHARDSON ISD,2021-09-19,057916,37528,NA,NA,167,32,0,0,199
SUNNYVALE ISD,2021-09-19,057919,2037,NA,NA,NA,1,NA,NA,NA
COPPELL ISD,2021-09-19,057922,13022,NA,NA,37,3,5,11,24
DAWSON ISD,2021-09-19,058902,147,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-09-19,058905,260,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-09-19,058906,1709,NA,NA,6,1,0,0,7
SANDS CISD,2021-09-19,058909,261,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-09-19,059901,3842,NA,NA,NA,0,NA,NA,NA
WALCOTT ISD,2021-09-19,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-09-19,060902,818,NA,NA,NA,1,NA,NA,NA
FANNINDEL ISD,2021-09-19,060914,165,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2021-09-19,061501,0,NA,NA,NA,NA,NA,NA,NA
NORTH TEXAS COLLEGIATE ACADEMY,2021-09-19,061802,613,NA,NA,NA,NA,NA,NA,NA
LEADERSHIP PREP SCHOOL,2021-09-19,061804,1349,NA,NA,NA,0,NA,NA,NA
TRIVIUM ACADEMY,2021-09-19,061805,584,NA,NA,NA,NA,NA,NA,NA
DENTON ISD,2021-09-19,061901,30454,NA,NA,148,22,1,2,167
