"County","Date","TPR_CMS","Tests"
"Jackson",2020-10-14,0.068,206
"Jasper",2020-10-14,0.043,748
"Jeff Davis",2020-10-14,0.018,111
"Jefferson",2020-10-14,0.059,4949
"Jim Hogg",2020-10-14,0.061,488
"Jim Wells",2020-10-14,0.088,1654
"Johnson",2020-10-14,0.101,3805
"Jones",2020-10-14,0.084,238
"Karnes",2020-10-14,0.053,206
"Kaufman",2020-10-14,0.083,2988
"Kendall",2020-10-14,0.046,673
"Kenedy",2020-10-14,NA,NA
"Kent",2020-10-14,0.017,60
"Kerr",2020-10-14,0.027,983
"Kimble",2020-10-14,0.209,67
"King",2020-10-14,NA,NA
"Kinney",2020-10-14,0.466,58
"Kleberg",2020-10-14,0.084,845
"Knox",2020-10-14,0.129,31
"La Salle",2020-10-14,0.054,149
"Lamar",2020-10-14,0.104,450
"Lamb",2020-10-14,0.143,126
"Lampasas",2020-10-14,0.051,885
"Lavaca",2020-10-14,0.198,364
"Lee",2020-10-14,0.025,394
"Leon",2020-10-14,0.134,448
"Liberty",2020-10-14,0.05,1904
"Limestone",2020-10-14,0.038,1487
"Lipscomb",2020-10-14,NA,NA
"Live Oak",2020-10-14,0.123,122
"Llano",2020-10-14,0.045,887
"Loving",2020-10-14,NA,NA
"Lubbock",2020-10-14,0.101,10880
"Lynn",2020-10-14,0.172,134
"Madison",2020-10-14,0.034,416
"Marion",2020-10-14,0.06,133
"Martin",2020-10-14,0.032,31
"Mason",2020-10-14,0.016,62
"Matagorda",2020-10-14,0.078,632
"Maverick",2020-10-14,0.167,1294
"McCulloch",2020-10-14,0.156,96
"McLennan",2020-10-14,0.059,12511
"McMullen",2020-10-14,NA,NA
"Medina",2020-10-14,0.051,627
"Menard",2020-10-14,0.121,58
"Midland",2020-10-14,0.055,1313
"Milam",2020-10-14,0.02,1067
"Mills",2020-10-14,0.021,335
"Mitchell",2020-10-14,0.25,60
"Montague",2020-10-14,0.026,848
"Montgomery",2020-10-14,0.071,11804
"Moore",2020-10-14,0.144,181
"Morris",2020-10-14,0.074,215
"Motley",2020-10-14,0.063,63
"Nacogdoches",2020-10-14,0.073,1864
"Navarro",2020-10-14,0.067,827
"Newton",2020-10-14,0.043,116
"Nolan",2020-10-14,0.1,211
"Nueces",2020-10-14,0.056,4732
"Ochiltree",2020-10-14,0.15,20
"Oldham",2020-10-14,0.233,30
"Orange",2020-10-14,0.074,968
"Palo Pinto",2020-10-14,0.167,478
"Panola",2020-10-14,0.225,342
"Parker",2020-10-14,0.113,2151
"Parmer",2020-10-14,0.152,79
"Pecos",2020-10-14,0.073,561
"Polk",2020-10-14,0.075,914
"Potter",2020-10-14,0.128,3000
"Presidio",2020-10-14,0.046,538
"Rains",2020-10-14,0.06,117
"Randall",2020-10-14,0.146,2176
"Reagan",2020-10-14,NA,NA
"Real",2020-10-14,0.042,72
"Red River",2020-10-14,0.042,166
"Reeves",2020-10-14,0.159,207
"Refugio",2020-10-14,0.029,137
"Roberts",2020-10-14,NA,NA
"Robertson",2020-10-14,0.07,847
"Rockwall",2020-10-14,0.043,3440
"Runnels",2020-10-14,0.031,254
"Rusk",2020-10-14,0.202,450
"Sabine",2020-10-14,0.02,251
"San Augustine",2020-10-14,0.086,70
"San Jacinto",2020-10-14,0.038,264
"San Patricio",2020-10-14,0.055,814
"San Saba",2020-10-14,0.266,233
"Schleicher",2020-10-14,0.167,36
"Scurry",2020-10-14,0.057,105
"Shackelford",2020-10-14,0.132,38
"Shelby",2020-10-14,0.143,434
"Sherman",2020-10-14,NA,NA
"Smith",2020-10-14,0.098,7662
"Somervell",2020-10-14,0.036,193
"Starr",2020-10-14,0.085,1168
"Stephens",2020-10-14,0.125,88
"Sterling",2020-10-14,0.216,37
"Stonewall",2020-10-14,NA,NA
"Sutton",2020-10-14,0.209,43
"Swisher",2020-10-14,0.184,114
"Tarrant",2020-10-14,0.098,52081
"Taylor",2020-10-14,0.087,3065
"Terrell",2020-10-14,NA,NA
"Terry",2020-10-14,0.043,93
"Throckmorton",2020-10-14,NA,NA
"Titus",2020-10-14,0.053,545
"Tom Green",2020-10-14,0.072,3881
"Travis",2020-10-14,0.047,30837
"Trinity",2020-10-14,0.056,303
"Tyler",2020-10-14,0.059,221
"Upshur",2020-10-14,0.098,500
"Upton",2020-10-14,0.111,36
"Uvalde",2020-10-14,0.109,405
"Val Verde",2020-10-14,0.113,1037
"Van Zandt",2020-10-14,0.104,585
"Victoria",2020-10-14,0.063,1417
"Walker",2020-10-14,0.069,3448
"Waller",2020-10-14,0.074,927
"Ward",2020-10-14,0.086,186
"Washington",2020-10-14,0.025,1736
"Webb",2020-10-14,0.113,9589
"Wharton",2020-10-14,0.062,804
"Wheeler",2020-10-14,0.032,185
"Wichita",2020-10-14,0.159,4333
"Wilbarger",2020-10-14,0.187,487
"Willacy",2020-10-14,0.147,1065
"Williamson",2020-10-14,0.039,14702
"Wilson",2020-10-14,0.021,1280
"Winkler",2020-10-14,0.16,25
"Wise",2020-10-14,0.06,1562
"Wood",2020-10-14,0.092,695
"Yoakum",2020-10-14,0.059,51
"Young",2020-10-14,0.188,229
"Zapata",2020-10-14,0.028,213
"Zavala",2020-10-14,0.198,227
"Anderson",2020-10-21,0.083,1006
"Andrews",2020-10-21,0.273,132
"Angelina",2020-10-21,0.021,2192
"Aransas",2020-10-21,0.025,163
"Archer",2020-10-21,0.2,170
"Armstrong",2020-10-21,0.161,31
"Atascosa",2020-10-21,0.045,1076
"Austin",2020-10-21,0.027,546
"Bailey",2020-10-21,0.232,82
"Bandera",2020-10-21,0.039,231
"Bastrop",2020-10-21,0.04,1940
"Baylor",2020-10-21,0.055,128
"Bee",2020-10-21,0.12,250
"Bell",2020-10-21,0.034,15598
"Bexar",2020-10-21,0.058,41338
"Blanco",2020-10-21,0.039,310
"Borden",2020-10-21,NA,NA
"Bosque",2020-10-21,0.079,531
"Bowie",2020-10-21,0.168,2088
"Brazoria",2020-10-21,0.049,8731
"Brazos",2020-10-21,0.043,12169
"Brewster",2020-10-21,0.045,865
"Briscoe",2020-10-21,0.31,29
"Brooks",2020-10-21,0.051,1052
"Brown",2020-10-21,0.072,377
"Burleson",2020-10-21,0.095,819
"Burnet",2020-10-21,0.068,1553
"Caldwell",2020-10-21,0.063,872
"Calhoun",2020-10-21,0.039,436
"Callahan",2020-10-21,0.161,137
"Cameron",2020-10-21,0.088,7776
"Camp",2020-10-21,0.088,147
"Carson",2020-10-21,0.253,79
"Cass",2020-10-21,0.111,848
"Castro",2020-10-21,0.18,89
"Chambers",2020-10-21,0.076,724
"Cherokee",2020-10-21,0.037,969
"Childress",2020-10-21,0.322,118
"Clay",2020-10-21,0.122,164
"Cochran",2020-10-21,0.3,50
"Coke",2020-10-21,0.41,161
"Coleman",2020-10-21,0.066,76
"Collin",2020-10-21,0.068,28438
"Collingsworth",2020-10-21,0.135,37
"Colorado",2020-10-21,0.032,252
"Comal",2020-10-21,0.041,2405
"Comanche",2020-10-21,0.095,199
"Concho",2020-10-21,0.073,55
"Cooke",2020-10-21,0.092,923
"Coryell",2020-10-21,0.032,2660
"Cottle",2020-10-21,0.275,40
"Crane",2020-10-21,0.008,246
"Crockett",2020-10-21,NA,NA
"Crosby",2020-10-21,0.121,207
"Culberson",2020-10-21,0.289,180
"Dallam",2020-10-21,0.2,25
"Dallas",2020-10-21,0.097,72563
"Dawson",2020-10-21,0.254,417
"DeWitt",2020-10-21,0.085,188
"Deaf Smith",2020-10-21,0.17,94
"Delta",2020-10-21,0.06,116
"Denton",2020-10-21,0.076,23364
"Dickens",2020-10-21,0,27
"Dimmit",2020-10-21,0.104,135
"Donley",2020-10-21,0.2,60
"Duval",2020-10-21,0.083,792
"Eastland",2020-10-21,0.128,195
"Ector",2020-10-21,0.189,1526
"Edwards",2020-10-21,0.048,21
"El Paso",2020-10-21,0.191,40270
"Ellis",2020-10-21,0.086,5305
"Erath",2020-10-21,0.135,557
"Falls",2020-10-21,0.115,884
"Fannin",2020-10-21,0.158,760
"Fayette",2020-10-21,0.043,419
"Fisher",2020-10-21,0.288,66
"Floyd",2020-10-21,0.172,93
"Foard",2020-10-21,0.08,25
"Fort Bend",2020-10-21,0.048,18118
"Franklin",2020-10-21,0.132,189
"Freestone",2020-10-21,0.035,596
"Frio",2020-10-21,0.056,412
"Gaines",2020-10-21,0.247,146
"Galveston",2020-10-21,0.037,10615
"Garza",2020-10-21,0.266,64
"Gillespie",2020-10-21,0.082,767
"Glasscock",2020-10-21,NA,NA
"Goliad",2020-10-21,0.048,83
"Gonzales",2020-10-21,0.085,469
"Gray",2020-10-21,0.205,410
"Grayson",2020-10-21,0.077,4133
"Gregg",2020-10-21,0.079,2718
"Grimes",2020-10-21,0.055,992
"Guadalupe",2020-10-21,0.06,2027
"Hale",2020-10-21,0.135,839
"Hall",2020-10-21,0.362,47
"Hamilton",2020-10-21,0.081,307
"Hansford",2020-10-21,0.342,38
"Hardeman",2020-10-21,0.387,93
"Hardin",2020-10-21,0.081,607
"Harris",2020-10-21,0.06,110717
"Harrison",2020-10-21,0.094,1366
"Hartley",2020-10-21,NA,NA
"Haskell",2020-10-21,0.194,31
"Hays",2020-10-21,0.041,8231
"Hemphill",2020-10-21,0.014,72
"Henderson",2020-10-21,0.138,1180
"Hidalgo",2020-10-21,0.103,18093
"Hill",2020-10-21,0.057,1692
"Hockley",2020-10-21,0.221,556
"Hood",2020-10-21,0.117,1126
"Hopkins",2020-10-21,0.115,1154
"Houston",2020-10-21,0.058,379
"Howard",2020-10-21,0.128,643
"Hudspeth",2020-10-21,0.124,259
"Hunt",2020-10-21,0.074,1310
"Hutchinson",2020-10-21,0.302,473
"Irion",2020-10-21,NA,NA
"Jack",2020-10-21,0.059,51
"Jackson",2020-10-21,0.073,177
"Jasper",2020-10-21,0.028,540
"Jeff Davis",2020-10-21,0.026,114
"Jefferson",2020-10-21,0.053,4793
"Jim Hogg",2020-10-21,0.041,879
"Jim Wells",2020-10-21,0.073,1748
"Johnson",2020-10-21,0.111,3579
"Jones",2020-10-21,0.086,257
"Karnes",2020-10-21,0.094,171
"Kaufman",2020-10-21,0.107,3054
"Kendall",2020-10-21,0.067,595
"Kenedy",2020-10-21,NA,NA
"Kent",2020-10-21,0.016,64
"Kerr",2020-10-21,0.038,852
"Kimble",2020-10-21,0.195,87
"King",2020-10-21,NA,NA
"Kinney",2020-10-21,0.463,67
"Kleberg",2020-10-21,0.073,931
"Knox",2020-10-21,0.16,25
"La Salle",2020-10-21,0.03,166
"Lamar",2020-10-21,0.128,397
"Lamb",2020-10-21,0.128,148
"Lampasas",2020-10-21,0.04,815
"Lavaca",2020-10-21,0.211,369
"Lee",2020-10-21,0.025,315
"Leon",2020-10-21,0.128,436
"Liberty",2020-10-21,0.072,1492
"Limestone",2020-10-21,0.038,1650
"Lipscomb",2020-10-21,NA,NA
"Live Oak",2020-10-21,0.093,150
"Llano",2020-10-21,0.036,938
"Loving",2020-10-21,NA,NA
"Lubbock",2020-10-21,0.116,11225
"Lynn",2020-10-21,0.181,166
"Madison",2020-10-21,0.052,365
"Marion",2020-10-21,0.09,122
"Martin",2020-10-21,0.132,38
"Mason",2020-10-21,0.015,66
"Matagorda",2020-10-21,0.066,610
"Maverick",2020-10-21,0.171,1507
"McCulloch",2020-10-21,0.119,126
"McLennan",2020-10-21,0.062,11609
"McMullen",2020-10-21,NA,NA
"Medina",2020-10-21,0.067,596
"Menard",2020-10-21,0.073,179
"Midland",2020-10-21,0.09,1459
"Milam",2020-10-21,0.017,1058
"Mills",2020-10-21,0.052,194
"Mitchell",2020-10-21,0.221,86
"Montague",2020-10-21,0.034,772
"Montgomery",2020-10-21,0.074,11397
"Moore",2020-10-21,0.187,171
"Morris",2020-10-21,0.069,175
"Motley",2020-10-21,0.061,98
"Nacogdoches",2020-10-21,0.079,1723
"Navarro",2020-10-21,0.042,850
"Newton",2020-10-21,0.025,80
"Nolan",2020-10-21,0.16,293
"Nueces",2020-10-21,0.05,5595
"Ochiltree",2020-10-21,0.115,26
"Oldham",2020-10-21,0.167,30
"Orange",2020-10-21,0.069,951
"Palo Pinto",2020-10-21,0.175,515
"Panola",2020-10-21,0.23,287
"Parker",2020-10-21,0.122,2253
"Parmer",2020-10-21,0.176,91
"Pecos",2020-10-21,0.072,600
"Polk",2020-10-21,0.071,759
"Potter",2020-10-21,0.162,2713
"Presidio",2020-10-21,0.049,550
"Rains",2020-10-21,0.088,125
"Randall",2020-10-21,0.163,2277
"Reagan",2020-10-21,NA,NA
"Real",2020-10-21,0.047,64
"Red River",2020-10-21,0.032,315
"Reeves",2020-10-21,0.265,181
"Refugio",2020-10-21,0.038,79
"Roberts",2020-10-21,NA,NA
"Robertson",2020-10-21,0.055,767
"Rockwall",2020-10-21,0.066,3199
"Runnels",2020-10-21,0.05,279
"Rusk",2020-10-21,0.211,459
"Sabine",2020-10-21,0.047,170
"San Augustine",2020-10-21,0.141,64
"San Jacinto",2020-10-21,0.053,263
"San Patricio",2020-10-21,0.049,759
"San Saba",2020-10-21,0.199,246
"Schleicher",2020-10-21,0.114,35
"Scurry",2020-10-21,0.106,104
"Shackelford",2020-10-21,0.214,56
"Shelby",2020-10-21,0.088,477
"Sherman",2020-10-21,NA,NA
"Smith",2020-10-21,0.115,6367
"Somervell",2020-10-21,0.039,128
"Starr",2020-10-21,0.076,1336
"Stephens",2020-10-21,0.14,86
"Sterling",2020-10-21,0.22,50
"Stonewall",2020-10-21,NA,NA
"Sutton",2020-10-21,0.456,57
"Swisher",2020-10-21,0.306,108
"Tarrant",2020-10-21,0.107,49768
"Taylor",2020-10-21,0.178,2009
"Terrell",2020-10-21,NA,NA
"Terry",2020-10-21,0.096,83
"Throckmorton",2020-10-21,NA,NA
"Titus",2020-10-21,0.065,537
"Tom Green",2020-10-21,0.087,3812
"Travis",2020-10-21,0.044,33830
"Trinity",2020-10-21,0.034,295
"Tyler",2020-10-21,0.084,178
"Upshur",2020-10-21,0.104,452
"Upton",2020-10-21,0.143,21
"Uvalde",2020-10-21,0.107,309
"Val Verde",2020-10-21,0.11,1316
"Van Zandt",2020-10-21,0.144,563
"Victoria",2020-10-21,0.064,1070
"Walker",2020-10-21,0.061,2770
"Waller",2020-10-21,0.061,997
"Ward",2020-10-21,0.069,173
"Washington",2020-10-21,0.033,1522
"Webb",2020-10-21,0.097,9374
"Wharton",2020-10-21,0.062,740
"Wheeler",2020-10-21,0.172,87
"Wichita",2020-10-21,0.186,5007
"Wilbarger",2020-10-21,0.184,560
"Willacy",2020-10-21,0.108,1060
"Williamson",2020-10-21,0.036,15861
"Wilson",2020-10-21,0.036,906
"Winkler",2020-10-21,0.19,42
"Wise",2020-10-21,0.073,1671
"Wood",2020-10-21,0.156,620
"Yoakum",2020-10-21,0.034,58
"Young",2020-10-21,0.184,217
"Zapata",2020-10-21,0.033,426
"Zavala",2020-10-21,0.175,183
"Anderson",2020-10-28,0.085,1448
"Andrews",2020-10-28,0.35,163
"Angelina",2020-10-28,0.031,1929
"Aransas",2020-10-28,0.041,171
"Archer",2020-10-28,0.199,181
"Armstrong",2020-10-28,0.237,38
"Atascosa",2020-10-28,0.057,954
"Austin",2020-10-28,0.033,542
"Bailey",2020-10-28,0.396,111
"Bandera",2020-10-28,0.055,255
"Bastrop",2020-10-28,0.047,1969
"Baylor",2020-10-28,0.06,168
"Bee",2020-10-28,0.142,324
"Bell",2020-10-28,0.045,16497
"Bexar",2020-10-28,0.059,49010
"Blanco",2020-10-28,0.04,300
"Borden",2020-10-28,NA,NA
"Bosque",2020-10-28,0.101,545
"Bowie",2020-10-28,0.202,2515
"Brazoria",2020-10-28,0.061,9552
"Brazos",2020-10-28,0.043,10184
"Brewster",2020-10-28,0.062,386
"Briscoe",2020-10-28,0.241,29
"Brooks",2020-10-28,0.061,610
"Brown",2020-10-28,0.073,535
"Burleson",2020-10-28,0.096,595
"Burnet",2020-10-28,0.067,1584
"Caldwell",2020-10-28,0.07,972
"Calhoun",2020-10-28,0.041,513
"Callahan",2020-10-28,0.169,213
"Cameron",2020-10-28,0.083,8926
"Camp",2020-10-28,0.095,169
"Carson",2020-10-28,0.19,79
"Cass",2020-10-28,0.15,787
"Castro",2020-10-28,0.225,178
"Chambers",2020-10-28,0.094,701
"Cherokee",2020-10-28,0.044,1203
"Childress",2020-10-28,0.358,134
"Clay",2020-10-28,0.162,228
"Cochran",2020-10-28,0.293,58
"Coke",2020-10-28,0.42,119
"Coleman",2020-10-28,0.106,94
"Collin",2020-10-28,0.077,30636
"Collingsworth",2020-10-28,0.185,27
"Colorado",2020-10-28,0.07,273
"Comal",2020-10-28,0.051,2638
"Comanche",2020-10-28,0.081,211
"Concho",2020-10-28,0.043,162
"Cooke",2020-10-28,0.11,1162
"Coryell",2020-10-28,0.032,3323
"Cottle",2020-10-28,0.356,45
"Crane",2020-10-28,0.015,261
"Crockett",2020-10-28,NA,NA
"Crosby",2020-10-28,0.201,204
"Culberson",2020-10-28,0.189,365
"Dallam",2020-10-28,0.174,23
"Dallas",2020-10-28,0.106,83176
"Dawson",2020-10-28,0.278,385
"DeWitt",2020-10-28,0.086,244
"Deaf Smith",2020-10-28,0.171,287
"Delta",2020-10-28,0.075,93
"Denton",2020-10-28,0.08,25280
"Dickens",2020-10-28,0.111,27
"Dimmit",2020-10-28,0.078,397
"Donley",2020-10-28,0.113,53
"Duval",2020-10-28,0.058,1263
"Eastland",2020-10-28,0.229,175
"Ector",2020-10-28,0.173,2593
"Edwards",2020-10-28,0.192,52
"El Paso",2020-10-28,0.237,70787
"Ellis",2020-10-28,0.095,5558
"Erath",2020-10-28,0.146,657
"Falls",2020-10-28,0.117,900
"Fannin",2020-10-28,0.163,1169
"Fayette",2020-10-28,0.069,418
"Fisher",2020-10-28,0.406,96
"Floyd",2020-10-28,0.25,100
"Foard",2020-10-28,0.044,45
"Fort Bend",2020-10-28,0.061,20172
"Franklin",2020-10-28,0.175,223
"Freestone",2020-10-28,0.029,958
"Frio",2020-10-28,0.055,605
"Gaines",2020-10-28,0.189,222
"Galveston",2020-10-28,0.052,11349
"Garza",2020-10-28,0.255,106
"Gillespie",2020-10-28,0.082,559
"Glasscock",2020-10-28,NA,NA
"Goliad",2020-10-28,0.036,84
"Gonzales",2020-10-28,0.098,460
"Gray",2020-10-28,0.242,413
"Grayson",2020-10-28,0.085,4741
"Gregg",2020-10-28,0.087,2970
"Grimes",2020-10-28,0.06,903
"Guadalupe",2020-10-28,0.059,2204
"Hale",2020-10-28,0.117,849
"Hall",2020-10-28,0.349,63
"Hamilton",2020-10-28,0.083,339
"Hansford",2020-10-28,0.485,33
"Hardeman",2020-10-28,0.269,78
"Hardin",2020-10-28,0.098,696
"Harris",2020-10-28,0.067,129321
"Harrison",2020-10-28,0.09,1269
"Hartley",2020-10-28,NA,NA
"Haskell",2020-10-28,0.312,32
"Hays",2020-10-28,0.046,8763
"Hemphill",2020-10-28,0.051,99
"Henderson",2020-10-28,0.128,1518
"Hidalgo",2020-10-28,0.1,20502
"Hill",2020-10-28,0.08,1854
"Hockley",2020-10-28,0.28,589
"Hood",2020-10-28,0.118,1574
"Hopkins",2020-10-28,0.108,1042
"Houston",2020-10-28,0.1,442
"Howard",2020-10-28,0.138,704
"Hudspeth",2020-10-28,0.148,311
"Hunt",2020-10-28,0.079,1297
"Hutchinson",2020-10-28,0.324,666
"Irion",2020-10-28,NA,NA
"Jack",2020-10-28,0.077,65
"Jackson",2020-10-28,0.1,200
"Jasper",2020-10-28,0.04,499
"Jeff Davis",2020-10-28,0.174,23
"Jefferson",2020-10-28,0.063,4972
"Jim Hogg",2020-10-28,0.03,1183
"Jim Wells",2020-10-28,0.077,2598
"Johnson",2020-10-28,0.129,4264
"Jones",2020-10-28,0.062,322
"Karnes",2020-10-28,0.058,189
"Kaufman",2020-10-28,0.105,3804
"Kendall",2020-10-28,0.043,880
"Kenedy",2020-10-28,NA,NA
"Kent",2020-10-28,NA,NA
"Kerr",2020-10-28,0.033,891
"Kimble",2020-10-28,0.107,84
"King",2020-10-28,NA,NA
"Kinney",2020-10-28,0.181,83
"Kleberg",2020-10-28,0.078,947
"Knox",2020-10-28,NA,NA
"La Salle",2020-10-28,0.046,153
"Lamar",2020-10-28,0.154,694
"Lamb",2020-10-28,0.223,233
"Lampasas",2020-10-28,0.041,872
"Lavaca",2020-10-28,0.247,446
"Lee",2020-10-28,0.041,291
"Leon",2020-10-28,0.096,456
"Liberty",2020-10-28,0.067,1637
"Limestone",2020-10-28,0.034,2193
"Lipscomb",2020-10-28,NA,NA
"Live Oak",2020-10-28,0.11,173
"Llano",2020-10-28,0.048,1050
"Loving",2020-10-28,NA,NA
"Lubbock",2020-10-28,0.161,12192
"Lynn",2020-10-28,0.168,185
"Madison",2020-10-28,0.055,542
"Marion",2020-10-28,0.109,137
"Martin",2020-10-28,0.171,41
"Mason",2020-10-28,0.024,84
"Matagorda",2020-10-28,0.064,784
"Maverick",2020-10-28,0.161,2222
"McCulloch",2020-10-28,0.084,249
"McLennan",2020-10-28,0.073,12708
"McMullen",2020-10-28,NA,NA
"Medina",2020-10-28,0.07,671
"Menard",2020-10-28,0.105,313
"Midland",2020-10-28,0.156,1774
"Milam",2020-10-28,0.019,941
"Mills",2020-10-28,0.047,257
"Mitchell",2020-10-28,0.235,200
"Montague",2020-10-28,0.074,513
"Montgomery",2020-10-28,0.088,12936
"Moore",2020-10-28,0.287,157
"Morris",2020-10-28,0.109,156
"Motley",2020-10-28,0.097,62
"Nacogdoches",2020-10-28,0.075,1821
"Navarro",2020-10-28,0.058,1161
"Newton",2020-10-28,0.043,94
"Nolan",2020-10-28,0.218,445
"Nueces",2020-10-28,0.055,5970
"Ochiltree",2020-10-28,0.143,28
"Oldham",2020-10-28,0.167,30
"Orange",2020-10-28,0.06,1178
"Palo Pinto",2020-10-28,0.172,633
"Panola",2020-10-28,0.167,377
"Parker",2020-10-28,0.126,2772
"Parmer",2020-10-28,0.308,107
"Pecos",2020-10-28,0.138,508
"Polk",2020-10-28,0.062,758
"Potter",2020-10-28,0.161,3447
"Presidio",2020-10-28,0.234,64
"Rains",2020-10-28,0.083,132
"Randall",2020-10-28,0.181,2627
"Reagan",2020-10-28,0.214,28
"Real",2020-10-28,0.094,32
"Red River",2020-10-28,0.023,383
"Reeves",2020-10-28,0.248,137
"Refugio",2020-10-28,0.091,77
"Roberts",2020-10-28,NA,NA
"Robertson",2020-10-28,0.041,709
"Rockwall",2020-10-28,0.077,3668
"Runnels",2020-10-28,0.066,273
"Rusk",2020-10-28,0.187,551
"Sabine",2020-10-28,0.135,148
"San Augustine",2020-10-28,0.181,160
"San Jacinto",2020-10-28,0.039,283
"San Patricio",2020-10-28,0.061,717
"San Saba",2020-10-28,0.102,225
"Schleicher",2020-10-28,0.098,41
"Scurry",2020-10-28,0.237,873
"Shackelford",2020-10-28,0.11,73
"Shelby",2020-10-28,0.075,496
"Sherman",2020-10-28,NA,NA
"Smith",2020-10-28,0.103,8809
"Somervell",2020-10-28,0.127,126
"Starr",2020-10-28,0.083,1185
"Stephens",2020-10-28,0.122,90
"Sterling",2020-10-28,0.262,42
"Stonewall",2020-10-28,NA,NA
"Sutton",2020-10-28,0.348,69
"Swisher",2020-10-28,0.254,185
"Tarrant",2020-10-28,0.116,54407
"Taylor",2020-10-28,0.128,3347
"Terrell",2020-10-28,NA,NA
"Terry",2020-10-28,0.348,112
"Throckmorton",2020-10-28,NA,NA
"Titus",2020-10-28,0.07,589
"Tom Green",2020-10-28,0.076,4182
"Travis",2020-10-28,0.047,37457
"Trinity",2020-10-28,0.033,332
"Tyler",2020-10-28,0.096,198
"Upshur",2020-10-28,0.087,497
"Upton",2020-10-28,0.087,23
"Uvalde",2020-10-28,0.08,401
"Val Verde",2020-10-28,0.106,2085
"Van Zandt",2020-10-28,0.155,744
"Victoria",2020-10-28,0.083,1078
"Walker",2020-10-28,0.086,2658
"Waller",2020-10-28,0.06,1083
"Ward",2020-10-28,0.101,168
"Washington",2020-10-28,0.047,1607
"Webb",2020-10-28,0.097,9828
"Wharton",2020-10-28,0.089,863
"Wheeler",2020-10-28,0.246,65
"Wichita",2020-10-28,0.181,5634
"Wilbarger",2020-10-28,0.099,967
"Willacy",2020-10-28,0.1,990
"Williamson",2020-10-28,0.041,16768
"Wilson",2020-10-28,0.038,905
"Winkler",2020-10-28,0.174,46
"Wise",2020-10-28,0.098,1916
"Wood",2020-10-28,0.178,804
"Yoakum",2020-10-28,0.105,57
"Young",2020-10-28,0.195,241
"Zapata",2020-10-28,0.042,402
"Zavala",2020-10-28,0.152,270
"Anderson",2020-11-04,0.083,1610
"Andrews",2020-11-04,0.208,308
"Angelina",2020-11-04,0.032,2140
"Aransas",2020-11-04,0.032,190
"Archer",2020-11-04,0.145,179
"Armstrong",2020-11-04,0.255,51
"Atascosa",2020-11-04,0.056,930
"Austin",2020-11-04,0.043,560
"Bailey",2020-11-04,0.441,68
"Bandera",2020-11-04,0.029,306
"Bastrop",2020-11-04,0.041,1958
"Baylor",2020-11-04,0.071,168
"Bee",2020-11-04,0.164,409
"Bell",2020-11-04,0.05,14306
"Bexar",2020-11-04,0.064,49783
"Blanco",2020-11-04,0.026,269
"Borden",2020-11-04,NA,NA
"Bosque",2020-11-04,0.092,533
"Bowie",2020-11-04,0.204,3029
"Brazoria",2020-11-04,0.072,9722
"Brazos",2020-11-04,0.051,10531
"Brewster",2020-11-04,0.104,605
"Briscoe",2020-11-04,0.167,30
"Brooks",2020-11-04,0.068,645
"Brown",2020-11-04,0.056,874
"Burleson",2020-11-04,0.105,477
"Burnet",2020-11-04,0.068,1556
"Caldwell",2020-11-04,0.069,1029
"Calhoun",2020-11-04,0.052,400
"Callahan",2020-11-04,0.109,330
"Cameron",2020-11-04,0.082,8792
"Camp",2020-11-04,0.116,198
"Carson",2020-11-04,0.263,95
"Cass",2020-11-04,0.152,906
"Castro",2020-11-04,0.103,174
"Chambers",2020-11-04,0.096,627
"Cherokee",2020-11-04,0.046,1219
"Childress",2020-11-04,0.29,183
"Clay",2020-11-04,0.242,269
"Cochran",2020-11-04,0.352,54
"Coke",2020-11-04,0.395,76
"Coleman",2020-11-04,0.23,161
"Collin",2020-11-04,0.087,33415
"Collingsworth",2020-11-04,0.406,32
"Colorado",2020-11-04,0.087,322
"Comal",2020-11-04,0.059,2808
"Comanche",2020-11-04,0.057,298
"Concho",2020-11-04,0.02,150
"Cooke",2020-11-04,0.11,1298
"Coryell",2020-11-04,0.034,3499
"Cottle",2020-11-04,0.39,59
"Crane",2020-11-04,0.02,349
"Crockett",2020-11-04,NA,NA
"Crosby",2020-11-04,0.308,195
"Culberson",2020-11-04,0.164,280
"Dallam",2020-11-04,0.258,31
"Dallas",2020-11-04,0.116,84393
"Dawson",2020-11-04,0.211,261
"DeWitt",2020-11-04,0.093,226
"Deaf Smith",2020-11-04,0.287,209
"Delta",2020-11-04,0.093,75
"Denton",2020-11-04,0.091,26788
"Dickens",2020-11-04,0.238,21
"Dimmit",2020-11-04,0.094,438
"Donley",2020-11-04,0.227,44
"Duval",2020-11-04,0.062,1376
"Eastland",2020-11-04,0.186,215
"Ector",2020-11-04,0.192,3406
"Edwards",2020-11-04,0.208,48
"El Paso",2020-11-04,0.255,82124
"Ellis",2020-11-04,0.105,5840
"Erath",2020-11-04,0.142,684
"Falls",2020-11-04,0.085,934
"Fannin",2020-11-04,0.141,1506
"Fayette",2020-11-04,0.08,440
"Fisher",2020-11-04,0.281,114
"Floyd",2020-11-04,0.301,123
"Foard",2020-11-04,0.094,64
"Fort Bend",2020-11-04,0.063,21031
"Franklin",2020-11-04,0.18,200
"Freestone",2020-11-04,0.022,911
"Frio",2020-11-04,0.057,632
"Gaines",2020-11-04,0.244,160
