county_names,sample_location,key_plot_id,population_served,first_sample_date,date_start,date_end,ptc_15d,percentile,detect_prop_15d
"Randall,Potter",Treatment plant,WWS_tx_1761_Treatment plant_post grit removal,60000,2022-12-07,2023-01-10,2023-01-24,-3,67.333,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-10,2023-01-24,1,71.857,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-10,2023-01-24,25,58.8,100
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2023-01-10,2023-01-24,0,77.333,100
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-10,2023-01-24,44,55.8,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2023-01-10,2023-01-24,-4,22.667,
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-10,2023-01-24,4,65.571,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-10,2023-01-24,-74,51.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2023-01-10,2023-01-24,-47,38.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-10,2023-01-24,-23,36.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-10,2023-01-24,3495,56.25,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-10,2023-01-24,-43,50.0,100
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-10,2023-01-24,-42,68.8,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-10,2023-01-24,12,56.2,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-10,2023-01-24,256,46.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_1494_Treatment plant_raw wastewater,20000,2022-08-30,2023-01-10,2023-01-24,46,65.0,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-10,2023-01-24,-11,80.5,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-10,2023-01-24,-56,45.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2023-01-10,2023-01-24,,,
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-10,2023-01-24,-13,63.714,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-10,2023-01-24,-10,56.2,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-11,2023-01-25,-8,79.667,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2023-01-11,2023-01-25,-48,60.667,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-11,2023-01-25,-9,59.571,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2023-01-11,2023-01-25,-32,38.8,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-11,2023-01-25,94,56.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2023-01-11,2023-01-25,-40,74.333,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2023-01-11,2023-01-25,-23,60.4,100
Webb,Treatment plant,WWS_tx_865_Treatment plant_post grit removal,120000,2022-12-12,2023-01-11,2023-01-25,-11,70.25,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-11,2023-01-25,-82,51.0,100
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-11,2023-01-25,-26,53.333,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-11,2023-01-25,-34,45.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2023-01-11,2023-01-25,117,44.75,100
"Randall,Potter",Treatment plant,WWS_tx_1761_Treatment plant_post grit removal,60000,2022-12-07,2023-01-11,2023-01-25,-8,67.333,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2023-01-11,2023-01-25,-4,22.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-11,2023-01-25,-27,62.2,100
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-11,2023-01-25,4,65.571,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2023-01-11,2023-01-25,68,82.8,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-11,2023-01-25,52,53.6,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2023-01-11,2023-01-25,52,59.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-11,2023-01-25,115,57.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-11,2023-01-25,111,36.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-11,2023-01-25,-33,53.4,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2023-01-11,2023-01-25,295,70.0,100
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2023-01-11,2023-01-25,0,77.333,100
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-11,2023-01-25,-23,63.714,100
Galveston,Treatment plant,CDC_BIOBOT_tx_1494_Treatment plant_raw wastewater,20000,2022-08-30,2023-01-11,2023-01-25,-33,65.0,100
Webb,Treatment plant,WWS_tx_867_Treatment plant_post grit removal,140000,2022-12-12,2023-01-11,2023-01-25,-19,65.333,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2023-01-11,2023-01-25,,,
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-11,2023-01-25,-36,56.25,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-11,2023-01-25,-6,58.8,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-12,2023-01-26,94,56.2,100
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-12,2023-01-26,65,62.2,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-12,2023-01-26,-6,58.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-12,2023-01-26,-36,56.25,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-12,2023-01-26,29,53.6,100
"Randall,Potter",Treatment plant,WWS_tx_1761_Treatment plant_post grit removal,60000,2022-12-07,2023-01-12,2023-01-26,-8,67.333,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2023-01-12,2023-01-26,15,44.0,
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2023-01-12,2023-01-26,-48,60.667,100
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2023-01-12,2023-01-26,1,78.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_1494_Treatment plant_raw wastewater,20000,2022-08-30,2023-01-12,2023-01-26,-33,65.0,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-12,2023-01-26,-17,59.571,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2023-01-12,2023-01-26,117,44.75,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-12,2023-01-26,-34,45.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2023-01-12,2023-01-26,295,70.0,100
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-12,2023-01-26,-23,63.714,100
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-12,2023-01-26,-26,53.333,100
Webb,Treatment plant,WWS_tx_867_Treatment plant_post grit removal,140000,2022-12-12,2023-01-12,2023-01-26,-19,65.333,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-12,2023-01-26,-82,51.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2023-01-12,2023-01-26,-7,74.333,100
Webb,Treatment plant,WWS_tx_865_Treatment plant_post grit removal,120000,2022-12-12,2023-01-12,2023-01-26,-11,70.25,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2023-01-12,2023-01-26,74,60.4,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-12,2023-01-26,111,36.8,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-12,2023-01-26,-2,79.667,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2023-01-12,2023-01-26,,,
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2023-01-12,2023-01-26,52,59.667,
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2023-01-12,2023-01-26,68,82.8,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-12,2023-01-26,-16,57.8,100
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-12,2023-01-26,-9,65.571,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2023-01-12,2023-01-26,-32,38.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-12,2023-01-26,134,53.4,100
Webb,Treatment plant,WWS_tx_867_Treatment plant_post grit removal,140000,2022-12-12,2023-01-13,2023-01-27,-9,71.25,100
Webb,Treatment plant,WWS_tx_865_Treatment plant_post grit removal,120000,2022-12-12,2023-01-13,2023-01-27,-6,70.2,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-13,2023-01-27,94,56.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2023-01-13,2023-01-27,-7,74.333,100
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-13,2023-01-27,-26,53.333,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2023-01-13,2023-01-27,74,60.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-13,2023-01-27,29,53.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-13,2023-01-27,-82,51.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2023-01-13,2023-01-27,295,70.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-13,2023-01-27,-34,45.0,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2023-01-13,2023-01-27,37,44.0,
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-13,2023-01-27,-6,58.8,100
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-13,2023-01-27,65,62.2,100
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-13,2023-01-27,-9,65.571,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2023-01-13,2023-01-27,52,59.667,
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-13,2023-01-27,8,79.833,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-13,2023-01-27,134,53.4,100
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-13,2023-01-27,-23,63.714,100
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2023-01-13,2023-01-27,0,78.0,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2023-01-13,2023-01-27,-48,60.667,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2023-01-13,2023-01-27,-32,38.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-13,2023-01-27,-36,56.25,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-13,2023-01-27,111,36.8,100
Galveston,Treatment plant,CDC_BIOBOT_tx_1494_Treatment plant_raw wastewater,20000,2022-08-30,2023-01-13,2023-01-27,-33,65.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2023-01-13,2023-01-27,,,
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2023-01-13,2023-01-27,68,82.8,100
"Randall,Potter",Treatment plant,WWS_tx_1761_Treatment plant_post grit removal,60000,2022-12-07,2023-01-13,2023-01-27,-8,67.333,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2023-01-13,2023-01-27,117,44.75,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-13,2023-01-27,-16,57.8,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-13,2023-01-27,-7,61.857,100
Webb,Treatment plant,WWS_tx_865_Treatment plant_post grit removal,120000,2022-12-12,2023-01-14,2023-01-28,3,70.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2023-01-14,2023-01-28,,,
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-14,2023-01-28,94,56.2,100
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-14,2023-01-28,65,62.2,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-14,2023-01-28,13,79.833,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2023-01-14,2023-01-28,37,44.0,
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-14,2023-01-28,-26,53.333,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2023-01-14,2023-01-28,52,59.667,
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2023-01-14,2023-01-28,117,44.75,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-14,2023-01-28,2,61.857,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-14,2023-01-28,111,36.8,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-14,2023-01-28,29,53.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2023-01-14,2023-01-28,-7,74.333,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-14,2023-01-28,-34,45.0,100
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-14,2023-01-28,-23,63.714,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2023-01-14,2023-01-28,68,82.8,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-14,2023-01-28,-16,57.8,100
Webb,Treatment plant,WWS_tx_867_Treatment plant_post grit removal,140000,2022-12-12,2023-01-14,2023-01-28,13,71.25,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2023-01-14,2023-01-28,74,60.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-14,2023-01-28,-82,51.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_1494_Treatment plant_raw wastewater,20000,2022-08-30,2023-01-14,2023-01-28,-33,65.0,100
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-14,2023-01-28,-12,65.571,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2023-01-14,2023-01-28,-14,60.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2023-01-14,2023-01-28,-32,38.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2023-01-14,2023-01-28,295,70.0,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-14,2023-01-28,-6,58.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-14,2023-01-28,134,53.4,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-14,2023-01-28,-36,56.25,100
"Randall,Potter",Treatment plant,WWS_tx_1761_Treatment plant_post grit removal,60000,2022-12-07,2023-01-14,2023-01-28,-8,67.333,100
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2023-01-14,2023-01-28,0,78.0,100
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2023-01-15,2023-01-29,9,81.429,100
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-15,2023-01-29,-14,66.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2023-01-15,2023-01-29,24,63.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-15,2023-01-29,134,53.4,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-15,2023-01-29,13,79.833,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2023-01-15,2023-01-29,52,59.667,
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-15,2023-01-29,94,56.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-15,2023-01-29,81,34.2,100
Galveston,Treatment plant,CDC_BIOBOT_tx_1494_Treatment plant_raw wastewater,20000,2022-08-30,2023-01-15,2023-01-29,-27,67.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2023-01-15,2023-01-29,-7,74.333,100
"Randall,Potter",Treatment plant,WWS_tx_1761_Treatment plant_post grit removal,60000,2022-12-07,2023-01-15,2023-01-29,-7,65.0,100
Webb,Treatment plant,WWS_tx_867_Treatment plant_post grit removal,140000,2022-12-12,2023-01-15,2023-01-29,13,71.25,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2023-01-15,2023-01-29,12,84.2,100
Webb,Treatment plant,WWS_tx_865_Treatment plant_post grit removal,120000,2022-12-12,2023-01-15,2023-01-29,3,70.2,100
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-15,2023-01-29,-12,65.571,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-15,2023-01-29,-27,58.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-15,2023-01-29,29,53.6,100
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-15,2023-01-29,65,62.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2023-01-15,2023-01-29,-6,46.75,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2023-01-15,2023-01-29,37,44.0,
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-15,2023-01-29,-34,45.0,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2023-01-15,2023-01-29,74,60.4,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-15,2023-01-29,-16,57.8,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-15,2023-01-29,2,61.857,100
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-15,2023-01-29,-5,54.75,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2023-01-15,2023-01-29,42,60.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2023-01-15,2023-01-29,-27,34.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2023-01-15,2023-01-29,,,
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-15,2023-01-29,-57,44.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-15,2023-01-29,-60,68.5,100
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2023-01-16,2023-01-30,110,62.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2023-01-16,2023-01-30,29,53.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2023-01-16,2023-01-30,-7,74.333,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2023-01-16,2023-01-30,-57,44.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2023-01-16,2023-01-30,11,40.0,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2023-01-16,2023-01-30,-27,58.2,100
Cooke,Treatment plant,WWS_tx_1807_Treatment plant_post grit removal,17300,2022-12-22,2023-01-16,2023-01-30,-12,65.571,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2023-01-16,2023-01-30,11,83.833,100
Tarrant,Treatment plant,CDC_BIOBOT_tx_1752_Treatment plant_raw wastewater,1200000,2022-11-29,2023-01-16,2023-01-30,-5,54.75,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2023-01-16,2023-01-30,3,47.6,100
"Randall,Potter",Treatment plant,WWS_tx_1762_Treatment plant_post grit removal,140000,2022-12-04,2023-01-16,2023-01-30,8,65.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2023-01-16,2023-01-30,24,63.4,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2023-01-16,2023-01-30,42,60.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2023-01-16,2023-01-30,-60,68.5,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2023-01-16,2023-01-30,81,34.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2023-01-16,2023-01-30,12,84.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2023-01-16,2023-01-30,-6,46.75,100
Wichita,Treatment plant,WWS_tx_1765_Treatment plant_primary sludge,90000,2022-12-05,2023-01-16,2023-01-30,-11,52.143,100
Webb,Treatment plant,WWS_tx_865_Treatment plant_post grit removal,120000,2022-12-12,2023-01-16,2023-01-30,-5,59.4,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2023-01-16,2023-01-30,94,56.2,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2023-01-16,2023-01-30,-81,53.0,100
