county_names,sample_location,key_plot_id,population_served,first_sample_date,date_start,date_end,ptc_15d,percentile,detect_prop_15d
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-05,2022-08-19,130,67.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-05,2022-08-19,-28,68.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-05,2022-08-19,-15,65.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-05,2022-08-19,-26,59.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-05,2022-08-19,286,79.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-05,2022-08-19,-71,77.6,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-05,2022-08-19,24,12.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-05,2022-08-19,195362,36.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-05,2022-08-19,330,72.4,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-05,2022-08-19,,90.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-05,2022-08-19,33,80.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-05,2022-08-19,-30,67.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-05,2022-08-19,61,86.4,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-05,2022-08-19,-51,36.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-05,2022-08-19,-23,74.8,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-05,2022-08-19,2,67.143,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-05,2022-08-19,42,78.667,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-05,2022-08-19,-72,82.0,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-05,2022-08-19,-3,49.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-05,2022-08-19,-3,52.857,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-06,2022-08-20,-23,79.6,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-06,2022-08-20,19,56.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-06,2022-08-20,130,67.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-06,2022-08-20,-28,68.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-06,2022-08-20,-15,65.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-06,2022-08-20,-26,59.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-06,2022-08-20,286,79.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-06,2022-08-20,-71,77.6,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-06,2022-08-20,24,12.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-06,2022-08-20,195362,36.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-06,2022-08-20,330,72.4,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-06,2022-08-20,,90.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-06,2022-08-20,33,80.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-06,2022-08-20,-30,67.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-06,2022-08-20,61,86.4,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-06,2022-08-20,-51,36.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-06,2022-08-20,-23,74.8,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-06,2022-08-20,3,67.143,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-06,2022-08-20,-3,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-06,2022-08-20,-72,82.0,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-06,2022-08-20,-3,49.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-06,2022-08-20,-3,52.857,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-07,2022-08-21,-21,73.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-07,2022-08-21,-46,45.4,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-07,2022-08-21,130,67.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-07,2022-08-21,-39,59.4,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-07,2022-08-21,-45,55.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-07,2022-08-21,-17,52.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-07,2022-08-21,286,79.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-07,2022-08-21,-60,72.4,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-07,2022-08-21,24,12.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-07,2022-08-21,195362,36.4,100
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-07,2022-08-21,748,75.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-07,2022-08-21,,90.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-07,2022-08-21,33,80.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-07,2022-08-21,-27,63.0,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-07,2022-08-21,-25,79.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-07,2022-08-21,-31,31.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-07,2022-08-21,-21,67.6,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-07,2022-08-21,-11,62.714,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-07,2022-08-21,-34,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-07,2022-08-21,-72,82.0,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-07,2022-08-21,-3,49.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-07,2022-08-21,-3,52.857,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-08,2022-08-22,-36,73.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-08,2022-08-22,-51,45.4,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-08,2022-08-22,4,64.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-08,2022-08-22,-60,59.4,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-08,2022-08-22,-65,55.2,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-08,2022-08-22,-12,52.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-08,2022-08-22,166,81.6,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-08,2022-08-22,-52,72.4,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-08,2022-08-22,24,12.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-08,2022-08-22,5,37.0,80
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-08,2022-08-22,1058,75.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-08,2022-08-22,-74,73.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-08,2022-08-22,-16,78.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-08,2022-08-22,20,63.0,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-08,2022-08-22,-36,79.0,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-08,2022-08-22,-24,31.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-08,2022-08-22,-49,67.6,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-08,2022-08-22,-8,63.375,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-08,2022-08-22,-34,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-08,2022-08-22,-54,79.4,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-08,2022-08-22,-3,49.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-08,2022-08-22,-11,52.857,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-09,2022-08-23,-51,69.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-09,2022-08-23,-30,43.2,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-09,2022-08-23,-14,64.2,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-09,2022-08-23,-28,62.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-09,2022-08-23,-35,58.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-09,2022-08-23,-11,49.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-09,2022-08-23,101,81.6,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-09,2022-08-23,-39,66.2,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-09,2022-08-23,20,19.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-09,2022-08-23,-94,37.0,75
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-09,2022-08-23,396,81.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-09,2022-08-23,,73.0,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-09,2022-08-23,1,78.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-09,2022-08-23,-14,54.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-09,2022-08-23,-29,77.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-09,2022-08-23,-36,25.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-09,2022-08-23,-47,66.2,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-09,2022-08-23,-14,63.375,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-09,2022-08-23,-34,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-09,2022-08-23,0,79.4,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-09,2022-08-23,-3,49.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-09,2022-08-23,-11,52.857,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-10,2022-08-24,-39,69.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-10,2022-08-24,-56,43.2,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-10,2022-08-24,-8,66.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-10,2022-08-24,35,62.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-10,2022-08-24,4,58.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-10,2022-08-24,-4,49.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-10,2022-08-24,-3,82.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-10,2022-08-24,-12,66.2,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-10,2022-08-24,15,19.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-10,2022-08-24,-98,35.6,60
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-10,2022-08-24,332,81.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-10,2022-08-24,139,62.5,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-10,2022-08-24,-31,73.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-10,2022-08-24,-24,54.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-10,2022-08-24,-60,77.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-10,2022-08-24,-36,25.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-10,2022-08-24,-2,66.2,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-10,2022-08-24,-6,68.5,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-10,2022-08-24,-34,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-10,2022-08-24,52,78.6,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-10,2022-08-24,-3,49.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-10,2022-08-24,-27,52.857,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-11,2022-08-25,-39,69.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-11,2022-08-25,-56,43.2,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-11,2022-08-25,-20,66.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-11,2022-08-25,35,62.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-11,2022-08-25,4,58.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-11,2022-08-25,-4,49.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-11,2022-08-25,-46,82.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-11,2022-08-25,-12,66.2,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-11,2022-08-25,15,19.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-11,2022-08-25,-100,35.6,50
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-11,2022-08-25,332,81.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-11,2022-08-25,139,62.5,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-11,2022-08-25,-63,73.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-11,2022-08-25,-24,54.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-11,2022-08-25,-60,77.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-11,2022-08-25,-36,25.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-11,2022-08-25,-2,66.2,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-11,2022-08-25,-7,68.5,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-11,2022-08-25,-34,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-11,2022-08-25,102,78.6,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-11,2022-08-25,1,51.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-11,2022-08-25,-4,54.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-12,2022-08-26,-39,69.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-12,2022-08-26,-56,43.2,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-12,2022-08-26,-20,66.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-12,2022-08-26,35,62.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-12,2022-08-26,4,58.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-12,2022-08-26,-4,49.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-12,2022-08-26,-46,82.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-12,2022-08-26,-12,66.2,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-12,2022-08-26,15,19.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-12,2022-08-26,-100,35.6,50
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-12,2022-08-26,332,81.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-12,2022-08-26,139,62.5,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-12,2022-08-26,-63,73.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-12,2022-08-26,-24,54.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-12,2022-08-26,-60,77.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-12,2022-08-26,-36,25.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,436000,2022-06-28,2022-08-12,2022-08-26,-2,66.2,100
Dallas,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,2022-03-07,2022-08-12,2022-08-26,0,70.0,100
Kaufman,Treatment plant,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,138700,2022-05-14,2022-08-12,2022-08-26,-34,74.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,2022-06-15,2022-08-12,2022-08-26,102,78.6,100
Denton,Treatment plant,NWSS_tx_1933_Treatment plant_raw wastewater,180097,2021-03-04,2022-08-12,2022-08-26,5,51.0,
Dallas,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,2022-02-27,2022-08-12,2022-08-26,-3,54.0,100
Dallas,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,2022-06-05,2022-08-13,2022-08-27,-39,69.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_847_Treatment plant_raw wastewater,230000,2022-06-21,2022-08-13,2022-08-27,-56,43.2,100
Travis,Treatment plant,CDC_BIOBOT_tx_1140_Treatment plant_post grit removal,500000,2022-05-19,2022-08-13,2022-08-27,-20,66.0,100
Bexar,Treatment plant,CDC_BIOBOT_tx_811_Treatment plant_raw wastewater,415000,2022-06-21,2022-08-13,2022-08-27,35,62.6,100
Travis,Treatment plant,CDC_BIOBOT_tx_1141_Treatment plant_raw wastewater,510000,2022-05-15,2022-08-13,2022-08-27,4,58.4,100
Dallas,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,2022-06-05,2022-08-13,2022-08-27,-4,49.6,100
Webb,Treatment plant,CDC_BIOBOT_tx_863_Treatment plant_raw wastewater,30000,2022-06-06,2022-08-13,2022-08-27,-46,82.8,100
Bexar,Treatment plant,CDC_BIOBOT_tx_848_Treatment plant_raw wastewater,630000,2022-06-21,2022-08-13,2022-08-27,-12,66.2,100
Mclennan,Treatment plant,NWSS_tx_1934_Treatment plant_raw wastewater,193820,2021-03-09,2022-08-13,2022-08-27,15,19.667,
Galveston,Treatment plant,CDC_BIOBOT_tx_593_Treatment plant_post grit removal,89600,2022-06-01,2022-08-13,2022-08-27,-100,35.6,50
Webb,Treatment plant,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,120000,2022-06-05,2022-08-13,2022-08-27,332,81.2,100
El Paso,Treatment plant,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,143000,2022-08-08,2022-08-13,2022-08-27,139,62.5,100
Galveston,Treatment plant,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,26400,2022-06-06,2022-08-13,2022-08-27,-63,73.6,100
El Paso,Treatment plant,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,142000,2022-06-28,2022-08-13,2022-08-27,-24,54.8,100
Webb,Treatment plant,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,140000,2022-06-05,2022-08-13,2022-08-27,-60,77.8,100
El Paso,Treatment plant,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,170000,2022-06-28,2022-08-13,2022-08-27,-36,25.6,100
