"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Hardin-Jefferson ISD",2020-11-08,100905,"2462",1974,0,0,0,1,0,1,0,0,1,20,4,5,12,8
"Harlandale ISD",2020-11-08,15904,"12437",1756,1,1,4,8,0,14,0,1,5,19,21,4,41,1
"Harleton ISD",2020-11-08,102905,"711",674,1,0,2,0,0,1,2,2,0,5,0,0,4,3
"Harlingen Cisd",2020-11-08,31903,"17806",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony ISD",2020-11-08,230905,"1056",944,0,0,0,1,0,1,0,2,0,2,7,0,10,1
"Harmony School Of Excellence",2020-11-08,101858,"6027",434,0,0,0,1,0,1,0,2,1,2,3,2,6,0
"Harmony School Of Science - Houston",2020-11-08,101862,"3987",326,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,2,0
"Harmony Science Acad (El Paso)",2020-11-08,71806,"4150",657,1,0,0,6,0,7,0,7,6,8,38,5,54,0
"Harmony Science Acad (San Antonio)",2020-11-08,15828,"4442",342,0,0,0,2,0,2,0,1,3,7,7,1,17,0
"Harmony Science Acad (Waco)",2020-11-08,161807,"10097",1635,1,0,6,4,1,10,0,6,4,15,17,5,37,0
"Harmony Science Academy",2020-11-08,101846,"3692",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony Science Academy (Austin)",2020-11-08,227816,"4532",288,NA,NA,NA,NA,NA,NA,NA,1,0,1,3,0,5,0
"Harper ISD",2020-11-08,86902,"545",514,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Harris County Dept Of Ed",2020-11-08,101000,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrold ISD",2020-11-08,244901,"103",103,2,0,0,0,0,2,0,2,0,0,1,0,3,0
"Hart ISD",2020-11-08,35902,"201",185,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Hartley ISD",2020-11-08,103902,"228",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harts Bluff ISD",2020-11-08,225907,"694",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haskell Cisd",2020-11-08,104901,"548",533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawkins ISD",2020-11-08,250902,"658",576,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0
"Hawley ISD",2020-11-08,127904,"765",729,0,0,17,1,0,1,17,0,1,23,10,2,6,26
"Hays Cisd",2020-11-08,105906,"20200",9304,2,1,9,0,0,2,10,3,5,25,12,1,21,23
"Hearne ISD",2020-11-08,198905,"696",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedley ISD",2020-11-08,65902,"115",111,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Hemphill ISD",2020-11-08,202903,"866",786,NA,NA,NA,NA,NA,NA,NA,0,2,10,5,0,3,14
"Hempstead ISD",2020-11-08,237902,"1500",836,NA,NA,NA,NA,NA,NA,NA,1,0,12,13,2,14,10
"Henderson ISD",2020-11-08,201902,"3299",2629,0,0,1,0,0,1,0,8,7,78,36,8,23,98
"Henrietta ISD",2020-11-08,39902,"921",780,0,0,2,1,0,2,1,0,4,9,3,1,3,12
"Henry Ford Academy Alameda School For Art + Design",2020-11-08,15833,"102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hereford ISD",2020-11-08,59901,"3876",3315,1,2,9,13,0,25,0,12,8,45,71,0,136,0
"Heritage Academy",2020-11-08,15815,"614",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hermleigh ISD",2020-11-08,208901,"261",235,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,2
"Hico ISD",2020-11-08,97903,"558",497,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,0,4,0
"Hidalgo ISD",2020-11-08,108905,"3098",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Island ISD",2020-11-08,84903,"185",149,0,2,0,1,0,0,3,0,2,0,3,0,0,5
"High Point Academy",2020-11-08,220819,"1607",1079,1,0,0,1,0,1,1,1,0,2,2,0,2,3
"Highland ISD",2020-11-08,177905,"218",218,NA,NA,NA,NA,NA,NA,NA,0,0,8,2,0,4,6
"Highland Park ISD",2020-11-08,57911,"6622",4996,NA,NA,NA,NA,NA,NA,NA,5,5,51,8,4,60,5
"Highland Park ISD",2020-11-08,188903,"855",768,1,0,3,2,0,2,4,5,1,11,9,0,12,14
"Hillsboro ISD",2020-11-08,109904,"1884",1474,2,0,9,2,0,12,1,10,6,19,10,1,40,4
"Hitchcock ISD",2020-11-08,84908,"1610",527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-11-08,14905,"650",607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holliday ISD",2020-11-08,5902,"1044",994,NA,NA,NA,NA,NA,NA,NA,1,3,6,5,0,3,12
"Hondo ISD",2020-11-08,163904,"1811",1015,0,0,1,0,0,1,0,0,0,2,2,0,4,0
"Honey Grove ISD",2020-11-08,74907,"614",534,0,0,3,2,2,0,3,0,0,8,3,2,3,6
"Hooks ISD",2020-11-08,19902,"870",764,0,0,1,2,0,3,0,3,1,10,8,0,13,9
"Horizon Montessori Public Schools",2020-11-08,108802,"1249",100,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,2,2
"Houston Classical Charter School",2020-11-08,101878,"54",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston Gateway Academy Inc",2020-11-08,101828,"2127",882,0,1,1,0,0,2,0,5,1,2,4,0,11,1
"Houston Heights High School",2020-11-08,101821,"172",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston ISD",2020-11-08,101912,"195117",51,12,15,15,20,0,0,62,34,23,34,120,0,3,208
"Howe ISD",2020-11-08,91905,"1267",1125,0,1,14,8,12,8,3,0,1,17,12,12,13,5
"Hubbard ISD",2020-11-08,19913,"78",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard ISD",2020-11-08,109905,"413",389,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Huckabay ISD",2020-11-08,72908,"283",273,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Hudson ISD",2020-11-08,3902,"2793",2309,1,0,2,0,0,3,0,5,4,21,7,0,29,8
"Huffman ISD",2020-11-08,101925,"3433",2550,0,0,0,2,0,2,0,3,1,14,5,0,10,13
"Hughes Springs ISD",2020-11-08,34903,"1118",1083,1,0,0,0,0,1,0,2,0,5,8,2,9,4
"Hull-Daisetta ISD",2020-11-08,146905,"440",381,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,3,0,2
"Humble ISD",2020-11-08,101913,"45405",28547,8,6,23,19,0,54,2,29,34,176,96,0,287,48
"Hunt ISD",2020-11-08,133902,"199",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntington ISD",2020-11-08,3904,"1571",1420,0,0,0,2,0,2,0,0,1,4,4,0,9,0
"Huntsville ISD",2020-11-08,236902,"8997",3574,1,1,3,8,0,10,3,6,4,27,45,6,47,29
"Hurst-Euless-Bedford ISD",2020-11-08,220916,"22860",9483,9,5,22,8,0,0,44,29,24,85,52,1,3,186
"Hutto ISD",2020-11-08,246906,"5970",3755,0,0,0,2,0,2,0,0,0,0,10,0,10,0
"Idalou ISD",2020-11-08,152910,"962",935,1,0,3,2,0,6,0,3,0,14,8,0,21,4
"Idea Public Schools",2020-11-08,108807,"62479",9133,7,4,6,12,0,1,28,39,11,19,85,0,1,153
"Imagine International Academy Of North Texas",2020-11-08,43801,"1440",383,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,4,1
"Industrial ISD",2020-11-08,120905,"1208",1165,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
"Ingleside ISD",2020-11-08,205903,"2046",1138,0,0,1,0,0,1,0,0,2,6,2,0,6,4
"Ingram ISD",2020-11-08,133904,"1111",1071,NA,NA,NA,NA,NA,NA,NA,0,1,5,6,0,1,11
"Inspire Academies",2020-11-08,15808,"577",359,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Inspired Vision Academy",2020-11-08,57830,"1218",474,1,1,2,1,2,3,0,2,3,9,6,4,14,2
"International Leadership Of Texas (Iltexas)",2020-11-08,57848,"20793",5633,2,0,1,3,0,6,0,18,17,18,46,9,76,14
"Iola ISD",2020-11-08,93903,"535",497,0,0,1,0,0,1,0,0,1,10,0,1,5,5
"Iowa Park Cisd",2020-11-08,243903,"1919",1691,1,0,1,0,0,2,0,4,6,21,7,0,21,17
"Ira ISD",2020-11-08,208903,"285",271,0,0,1,1,0,2,0,0,0,1,2,0,3,0
"Iraan-Sheffield ISD",2020-11-08,186903,"324",287,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Iredell ISD",2020-11-08,18906,"148",137,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Irion County ISD",2020-11-08,118902,"296",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving ISD",2020-11-08,57912,"32433",12315,NA,NA,NA,NA,NA,NA,NA,25,7,47,67,7,73,66
"Italy ISD",2020-11-08,70907,"591",436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itasca ISD",2020-11-08,109907,"628",497,0,0,2,0,0,2,0,0,0,6,2,0,3,5
"Jacksboro ISD",2020-11-08,119902,"1069",1025,0,3,8,8,1,2,16,1,4,21,13,2,13,24
"Jacksonville ISD",2020-11-08,37904,"4749",3910,1,0,7,2,0,5,5,12,13,63,44,3,64,65
"Jarrell ISD",2020-11-08,246907,"2293",917,NA,NA,NA,NA,NA,NA,NA,0,3,4,0,0,5,2
"Jasper ISD",2020-11-08,121904,"2205",1715,0,0,0,1,0,1,0,0,1,4,8,1,10,2
"Jayton-Girard ISD",2020-11-08,132902,"177",172,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,4,0
"Jean Massieu Academy",2020-11-08,57819,"197",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson ISD",2020-11-08,155901,"1233",832,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,4,4,1
"Jim Hogg County ISD",2020-11-08,124901,"1133",160,0,0,2,1,0,0,3,0,1,5,5,0,0,11
"Jim Ned Cisd",2020-11-08,221911,"1411",1374,NA,NA,NA,NA,NA,NA,NA,0,0,6,7,0,0,13
"Joaquin ISD",2020-11-08,210902,"644",569,1,0,0,0,0,1,0,2,0,6,9,4,8,5
"Johnson City ISD",2020-11-08,16901,"820",587,NA,NA,NA,NA,NA,NA,NA,0,3,4,1,0,0,8
"Jonesboro ISD",2020-11-08,50909,"316",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joshua ISD",2020-11-08,126905,"5458",3820,1,3,5,7,0,0,16,4,10,19,20,0,0,53
"Jourdanton ISD",2020-11-08,7902,"1554",1238,0,0,1,0,0,0,1,1,1,4,2,0,6,2
"Jubilee Academies",2020-11-08,15822,"6308",2279,NA,NA,NA,NA,NA,NA,NA,4,0,2,11,8,9,0
"Judson ISD",2020-11-08,15916,"23282",7698,2,0,3,1,0,6,0,7,2,11,17,0,37,0
"Junction ISD",2020-11-08,134901,"601",552,NA,NA,NA,NA,NA,NA,NA,0,0,5,2,0,3,4
"Karnack ISD",2020-11-08,102901,"144",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karnes City ISD",2020-11-08,128901,"984",759,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,0,1,9
"Katherine Anne Porter School",2020-11-08,105801,"105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy ISD",2020-11-08,101914,"83655",44457,19,17,35,33,0,0,104,61,67,271,146,0,0,545
"Kaufman ISD",2020-11-08,129903,"4005",3084,0,0,5,1,0,6,0,3,3,20,14,0,38,2
"Keene ISD",2020-11-08,126906,"1075",876,0,0,4,3,0,1,6,2,2,4,15,1,5,17
"Keller ISD",2020-11-08,220907,"32167",18754,NA,NA,NA,NA,NA,NA,NA,30,29,147,83,0,4,285
"Kelton ISD",2020-11-08,242905,"113",109,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0
"Kemp ISD",2020-11-08,129904,"1535",1144,NA,NA,NA,NA,NA,NA,NA,2,1,9,9,0,5,16
"Kenedy County Wide Csd",2020-11-08,131001,"89",81,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,3,1
"Kenedy ISD",2020-11-08,128902,"727",548,0,0,0,1,0,0,1,0,0,0,3,1,0,2
"Kennard ISD",2020-11-08,113906,"230",198,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,2
"Kennedale ISD",2020-11-08,220914,"2879",1742,NA,NA,NA,NA,NA,NA,NA,1,0,8,16,0,4,21
"Kerens ISD",2020-11-08,175907,"557",472,0,0,0,1,1,0,0,0,0,3,8,3,6,2
"Kermit ISD",2020-11-08,248901,"1265",930,0,0,8,7,1,14,0,0,0,10,8,1,17,0
"Kerrville ISD",2020-11-08,133903,"4587",3799,1,1,5,0,0,4,3,5,3,13,6,1,19,7
"Ki Charter Academy",2020-11-08,105803,"341",341,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Kilgore ISD",2020-11-08,92902,"3936",3314,0,0,8,4,1,3,8,1,3,42,30,2,31,43
"Killeen ISD",2020-11-08,14906,"42894",24284,8,5,15,14,0,0,42,34,25,70,104,0,5,228
"Kingsville ISD",2020-11-08,137901,"2847",545,NA,NA,NA,NA,NA,NA,NA,3,3,8,26,0,2,38
"Kipp Texas Public Schools",2020-11-08,227820,"31371",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirbyville Cisd",2020-11-08,121905,"1413",1161,NA,NA,NA,NA,NA,NA,NA,2,1,19,9,0,6,25
"Klein ISD",2020-11-08,101915,"45604",25117,7,4,5,8,0,0,24,21,23,114,55,0,0,213
"Klondike ISD",2020-11-08,58905,"264",264,NA,NA,NA,NA,NA,NA,NA,0,1,15,6,0,10,12
"Knippa ISD",2020-11-08,232901,"460",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox City-O'brien Cisd",2020-11-08,138902,"230",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kopperl ISD",2020-11-08,18907,"168",137,NA,NA,NA,NA,NA,NA,NA,0,1,8,6,0,1,14
"Kountze ISD",2020-11-08,100903,"1078",912,NA,NA,NA,NA,NA,NA,NA,1,0,1,5,0,6,1
"Kress ISD",2020-11-08,219905,"279",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krum ISD",2020-11-08,61905,"2121",1660,2,1,11,8,0,0,22,2,7,22,20,0,1,50
"La Academia De Estrellas",2020-11-08,57839,"1017",53,NA,NA,NA,NA,NA,NA,NA,3,0,2,6,0,1,10
"La Fe Preparatory School",2020-11-08,71807,"178",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Feria ISD",2020-11-08,31905,"3078",921,0,0,0,1,0,1,0,0,0,0,16,2,14,0
"La Gloria ISD",2020-11-08,125906,"108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Grange ISD",2020-11-08,75902,"1863",1684,1,2,1,4,0,1,7,5,5,11,8,0,10,19
"La Joya ISD",2020-11-08,108912,"26274",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Porte ISD",2020-11-08,101916,"6962",4026,2,2,2,2,0,5,3,4,6,9,11,0,17,13
"La Pryor ISD",2020-11-08,254902,"515",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Vega ISD",2020-11-08,161906,"2952",1711,0,0,9,2,0,11,0,5,3,16,13,0,33,4
"La Vernia ISD",2020-11-08,247903,"3322",2692,0,0,0,1,0,0,1,0,0,1,3,0,3,1
"La Villa ISD",2020-11-08,108914,"593",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lackland ISD",2020-11-08,15913,"874",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lago Vista ISD",2020-11-08,227912,"1591",885,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,0,0,5
"Lake Dallas ISD",2020-11-08,61912,"3910",2666,2,0,4,1,0,1,6,2,5,13,6,0,8,18
"Lake Granbury Academy Charter School",2020-11-08,111801,"74",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Travis ISD",2020-11-08,227913,"10969",7063,1,3,2,1,0,4,3,5,4,10,5,1,12,11
"Lake Worth ISD",2020-11-08,220910,"3270",1701,0,3,1,6,0,0,10,4,6,10,32,7,6,39
"Lamar Cisd",2020-11-08,79901,"36062",16288,12,11,20,3,0,0,46,30,29,75,44,5,1,172
"Lamesa ISD",2020-11-08,58906,"1734",1281,0,0,1,4,0,0,5,12,1,40,57,0,12,98
"Lampasas ISD",2020-11-08,141901,"3398",2383,1,1,1,0,0,0,3,3,1,26,12,0,8,34
"Lancaster ISD",2020-11-08,57913,"7200",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laneville ISD",2020-11-08,201903,"163",141,1,0,0,1,0,0,2,1,0,1,2,0,1,3
"Lapoynor ISD",2020-11-08,107910,"453",438,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,4,2
"Laredo ISD",2020-11-08,240901,"22101",808,1,0,4,19,0,0,24,11,2,18,61,0,29,63
"Lasara ISD",2020-11-08,245901,"305",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latexo ISD",2020-11-08,113905,"478",218,0,1,0,4,0,1,4,0,1,18,9,0,2,26
"Lazbuddie ISD",2020-11-08,185904,"181",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leadership Prep School",2020-11-08,61804,"1352",520,NA,NA,NA,NA,NA,NA,NA,0,5,5,4,3,8,3
"Leakey ISD",2020-11-08,193902,"279",253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-11-08,246913,"39970",17604,NA,NA,NA,NA,NA,NA,NA,3,8,13,9,0,0,33
"Leary ISD",2020-11-08,19914,"108",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lefors ISD",2020-11-08,90902,"158",158,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,0,2
"Legacy Preparatory",2020-11-08,57846,"1530",489,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Legacy School Of Sport Sciences",2020-11-08,101874,"404",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leggett ISD",2020-11-08,187906,"201",168,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,2,0,4
"Leon ISD",2020-11-08,145911,"731",698,NA,NA,NA,NA,NA,NA,NA,0,0,7,4,0,1,10
"Leonard ISD",2020-11-08,74909,"861",668,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,2,4
"Levelland ISD",2020-11-08,110902,"2817",2475,0,0,23,4,0,0,27,10,3,52,24,0,0,89
"Leveretts Chapel ISD",2020-11-08,201904,"237",222,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Lewisville ISD",2020-11-08,61902,"49265",27385,15,15,68,14,0,0,112,55,54,283,81,0,0,473
"Lexington ISD",2020-11-08,144902,"1055",896,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,3,2
"Liberty Hill ISD",2020-11-08,246908,"5071",3201,0,0,2,1,0,3,0,0,1,4,5,0,5,5
"Liberty ISD",2020-11-08,146906,"2216",1801,0,0,2,1,0,2,1,0,2,4,2,0,4,4
"Liberty-Eylau ISD",2020-11-08,19908,"2310",1710,0,0,6,3,1,3,5,6,2,21,33,2,9,51
"Life School",2020-11-08,57807,"5600",2178,0,0,1,6,0,3,4,6,8,18,32,11,19,34
"Lighthouse Public Schools",2020-11-08,15825,"276",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindale ISD",2020-11-08,212903,"4164",3767,NA,NA,NA,NA,NA,NA,NA,2,2,10,5,6,5,8
"Linden-Kildare Cisd",2020-11-08,34905,"628",570,NA,NA,NA,NA,NA,NA,NA,3,1,10,18,2,7,23
"Lindsay ISD",2020-11-08,49907,"484",466,NA,NA,NA,NA,NA,NA,NA,0,0,4,7,0,5,6
"Lingleville ISD",2020-11-08,72909,"278",262,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Lipan ISD",2020-11-08,111902,"414",404,0,0,0,2,0,0,2,0,0,5,3,0,1,7
"Little Cypress-Mauriceville Cisd",2020-11-08,181908,"3203",2830,0,0,4,3,0,2,5,0,1,17,13,1,9,21
"Little Elm ISD",2020-11-08,61914,"8086",4960,1,4,4,3,0,12,0,10,8,30,28,5,64,7
"Littlefield ISD",2020-11-08,140904,"1255",1060,3,2,4,4,0,0,13,5,3,25,28,24,11,26
"Livingston ISD",2020-11-08,187907,"3831",3308,0,0,3,1,0,4,0,5,1,14,10,0,26,4
"Llano ISD",2020-11-08,150901,"1726",1566,0,0,5,0,0,5,0,0,1,8,4,0,11,2
"Lockhart ISD",2020-11-08,28902,"5998",1857,2,0,0,0,0,0,2,5,0,4,6,0,8,7
"Lockney ISD",2020-11-08,77902,"460",412,NA,NA,NA,NA,NA,NA,NA,0,2,19,7,0,6,22
"Lohn ISD",2020-11-08,160905,"99",90,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Lometa ISD",2020-11-08,141902,"313",227,NA,NA,NA,NA,NA,NA,NA,2,0,0,4,0,1,5
"London ISD",2020-11-08,178906,"1263",920,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Lone Oak ISD",2020-11-08,116906,"982",915,1,0,2,4,5,0,2,2,0,13,12,9,1,17
"Lone Star Language Academy",2020-11-08,43802,"210",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Longview ISD",2020-11-08,92903,"8368",5536,2,1,4,0,0,0,7,13,18,41,31,3,9,91
"Loop ISD",2020-11-08,83902,"146",131,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,0,2,4
"Loraine ISD",2020-11-08,168902,"146",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lorena ISD",2020-11-08,161907,"1743",1489,2,0,1,3,0,1,5,5,4,20,12,2,15,24
"Lorenzo ISD",2020-11-08,54902,"236",212,0,0,1,1,0,1,1,0,0,5,2,0,5,2
"Los Fresnos Cisd",2020-11-08,31906,"10398",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Louise ISD",2020-11-08,241906,"487",487,0,0,0,1,0,0,1,0,0,2,1,0,2,1
"Lovejoy ISD",2020-11-08,43919,"4192",2224,NA,NA,NA,NA,NA,NA,NA,1,7,32,6,1,9,36
"Lovelady ISD",2020-11-08,113903,"516",469,NA,NA,NA,NA,NA,NA,NA,1,0,8,2,3,4,4
"Lubbock ISD",2020-11-08,152901,"26419",20078,NA,NA,NA,NA,NA,NA,NA,61,65,309,251,2,683,1
"Lubbock-Cooper ISD",2020-11-08,152906,"7219",6368,NA,NA,NA,NA,NA,NA,NA,12,22,109,54,2,62,133
"Lueders-Avoca ISD",2020-11-08,127905,"105",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lufkin ISD",2020-11-08,3903,"7386",5612,1,0,11,7,0,2,17,17,7,35,26,3,35,47
"Luling ISD",2020-11-08,28903,"1353",968,1,0,0,0,0,1,0,3,4,2,2,0,10,1
"Lumberton ISD",2020-11-08,100907,"4303",3669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lumin Education",2020-11-08,57805,"258",147,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,4,0
"Lyford Cisd",2020-11-08,245902,"1362",428,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,3
"Lytle ISD",2020-11-08,7904,"1728",999,0,0,0,2,0,0,2,0,1,12,3,0,12,4
"Mabank ISD",2020-11-08,129905,"3532",2854,NA,NA,NA,NA,NA,NA,NA,3,4,14,17,9,17,12
"Madisonville Cisd",2020-11-08,154901,"2305",1917,0,0,6,2,0,3,5,2,2,16,7,0,13,14
"Magnolia ISD",2020-11-08,170906,"13051",10438,2,0,11,4,2,4,11,8,8,57,23,16,45,35
"Malakoff ISD",2020-11-08,107906,"1416",1152,0,0,2,2,0,4,0,2,2,34,7,14,30,1
"Malone ISD",2020-11-08,109908,"145",119,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,4,0
"Malta ISD",2020-11-08,19910,"219",217,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,3,0
"Manara Academy",2020-11-08,57844,"656",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manor ISD",2020-11-08,227907,"9207",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mansfield ISD",2020-11-08,220908,"34979",20200,NA,NA,NA,NA,NA,NA,NA,18,14,86,26,12,129,3
"Marathon ISD",2020-11-08,22902,"59",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marble Falls ISD",2020-11-08,27904,"4094",3373,0,1,6,1,0,7,1,4,4,14,10,0,24,8
"Marfa ISD",2020-11-08,189901,"276",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marion ISD",2020-11-08,94904,"1464",1092,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,4,0
"Marlin ISD",2020-11-08,73903,"862",585,0,0,1,0,0,0,1,1,1,14,9,0,14,11
"Marshall ISD",2020-11-08,102902,"5085",3972,1,2,4,7,0,1,13,4,5,22,35,0,2,64
"Mart ISD",2020-11-08,161908,"526",433,NA,NA,NA,NA,NA,NA,NA,3,0,5,2,1,8,1
"Martins Mill ISD",2020-11-08,234905,"464",400,0,0,0,1,0,0,1,0,0,2,2,0,0,4
"Martinsville ISD",2020-11-08,174909,"339",319,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Mason ISD",2020-11-08,157901,"716",696,NA,NA,NA,NA,NA,NA,NA,2,1,3,5,0,11,0
