"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Happy ISD",2020-11-01,219901,"249",244,NA,NA,NA,NA,NA,NA,NA,2,0,5,1,0,6,2
"Hardin ISD",2020-11-01,146904,"1288",1000,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,1,9,0
"Hardin-Jefferson ISD",2020-11-01,100905,"2462",1974,NA,NA,NA,NA,NA,NA,NA,0,0,20,3,5,10,8
"Harlandale ISD",2020-11-01,15904,"12437",1756,0,2,3,1,1,5,0,0,4,15,13,4,27,1
"Harleton ISD",2020-11-01,102905,"711",674,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,3,1
"Harlingen Cisd",2020-11-01,31903,"17806",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony ISD",2020-11-01,230905,"1056",944,0,0,0,2,0,1,1,2,0,2,6,0,9,1
"Harmony School Of Excellence",2020-11-01,101858,"6027",434,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,5,0
"Harmony School Of Science - Houston",2020-11-01,101862,"3987",326,0,0,0,2,0,2,0,0,0,0,3,1,2,0
"Harmony Science Acad (El Paso)",2020-11-01,71806,"4150",657,3,0,1,7,1,10,0,6,6,8,32,5,47,0
"Harmony Science Acad (San Antonio)",2020-11-01,15828,"4442",342,0,1,0,0,0,1,0,1,3,7,5,1,15,0
"Harmony Science Acad (Waco)",2020-11-01,161807,"10097",1635,2,0,2,4,2,6,0,5,4,9,13,4,27,0
"Harmony Science Academy",2020-11-01,101846,"3692",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony Science Academy (Austin)",2020-11-01,227816,"4532",288,NA,NA,NA,NA,NA,NA,NA,1,0,1,3,0,5,0
"Harper ISD",2020-11-01,86902,"545",514,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Harris County Dept Of Ed",2020-11-01,101000,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrold ISD",2020-11-01,244901,"103",103,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Hart ISD",2020-11-01,35902,"201",185,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Hartley ISD",2020-11-01,103902,"228",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harts Bluff ISD",2020-11-01,225907,"694",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haskell Cisd",2020-11-01,104901,"548",533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawkins ISD",2020-11-01,250902,"658",576,0,0,0,2,0,2,0,0,0,0,3,0,3,0
"Hawley ISD",2020-11-01,127904,"765",729,0,0,3,2,0,1,4,0,1,6,9,2,5,9
"Hays Cisd",2020-11-01,105906,"20200",9304,1,0,3,2,1,2,3,1,4,16,12,1,19,13
"Hearne ISD",2020-11-01,198905,"696",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedley ISD",2020-11-01,65902,"115",111,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Hemphill ISD",2020-11-01,202903,"866",786,NA,NA,NA,NA,NA,NA,NA,0,2,10,5,0,3,14
"Hempstead ISD",2020-11-01,237902,"1500",836,0,0,1,0,0,0,1,1,0,12,13,2,14,10
"Henderson ISD",2020-11-01,201902,"3299",2629,1,2,1,0,0,0,4,8,7,77,36,8,22,98
"Henrietta ISD",2020-11-01,39902,"921",780,NA,NA,NA,NA,NA,NA,NA,0,4,7,2,1,1,11
"Henry Ford Academy Alameda School For Art + Design",2020-11-01,15833,"102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hereford ISD",2020-11-01,59901,"3876",3315,0,0,1,3,0,4,0,11,6,36,54,0,107,0
"Heritage Academy",2020-11-01,15815,"614",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hermleigh ISD",2020-11-01,208901,"261",235,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,2
"Hico ISD",2020-11-01,97903,"558",497,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,0,4,0
"Hidalgo ISD",2020-11-01,108905,"3098",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Island ISD",2020-11-01,84903,"185",149,0,0,0,2,0,0,2,0,0,0,2,0,0,2
"High Point Academy",2020-11-01,220819,"1607",1079,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,1,2
"Highland ISD",2020-11-01,177905,"218",218,NA,NA,NA,NA,NA,NA,NA,0,0,8,2,0,4,6
"Highland Park ISD",2020-11-01,57911,"6622",4996,0,0,1,1,0,1,1,5,5,51,8,4,60,5
"Highland Park ISD",2020-11-01,188903,"855",768,NA,NA,NA,NA,NA,NA,NA,3,1,6,5,0,10,5
"Hillsboro ISD",2020-11-01,109904,"1884",1474,0,1,2,0,0,3,0,8,6,10,8,1,28,3
"Hitchcock ISD",2020-11-01,84908,"1610",527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-11-01,14905,"650",607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holliday ISD",2020-11-01,5902,"1044",994,0,1,0,1,0,0,2,1,3,6,5,0,3,12
"Hondo ISD",2020-11-01,163904,"1811",1015,0,0,0,1,0,1,0,0,0,1,1,0,2,0
"Honey Grove ISD",2020-11-01,74907,"614",534,0,0,3,1,0,1,3,0,0,5,1,0,3,3
"Hooks ISD",2020-11-01,19902,"870",764,1,0,3,0,0,2,2,3,1,9,6,0,10,9
"Horizon Montessori Public Schools",2020-11-01,108802,"1249",100,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,2,2
"Houston Classical Charter School",2020-11-01,101878,"54",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston Gateway Academy Inc",2020-11-01,101828,"2127",882,1,0,0,0,0,1,0,5,0,1,4,0,9,1
"Houston Heights High School",2020-11-01,101821,"172",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston ISD",2020-11-01,101912,"195117",51,13,5,7,21,0,0,46,19,7,17,99,0,3,139
"Howe ISD",2020-11-01,91905,"1267",1125,NA,NA,NA,NA,NA,NA,NA,0,0,3,4,0,5,2
"Hubbard ISD",2020-11-01,19913,"78",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard ISD",2020-11-01,109905,"413",389,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Huckabay ISD",2020-11-01,72908,"283",273,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Hudson ISD",2020-11-01,3902,"2793",2309,0,0,0,2,0,2,0,4,4,19,7,0,26,8
"Huffman ISD",2020-11-01,101925,"3433",2550,0,0,2,0,0,2,0,3,1,14,3,0,8,13
"Hughes Springs ISD",2020-11-01,34903,"1118",1083,0,0,0,2,0,0,2,1,0,5,8,2,8,4
"Hull-Daisetta ISD",2020-11-01,146905,"440",381,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,3,0,2
"Humble ISD",2020-11-01,101913,"45405",28547,1,8,15,6,0,30,0,21,28,151,76,0,230,46
"Hunt ISD",2020-11-01,133902,"199",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntington ISD",2020-11-01,3904,"1571",1420,0,0,1,0,0,1,0,0,1,4,2,0,7,0
"Huntsville ISD",2020-11-01,236902,"8997",3574,0,0,2,4,0,3,3,3,3,24,37,6,36,25
"Hurst-Euless-Bedford ISD",2020-11-01,220916,"22860",9483,4,3,15,5,0,0,27,20,19,63,44,1,3,142
"Hutto ISD",2020-11-01,246906,"5970",3755,0,0,0,1,0,1,0,0,0,0,8,0,8,0
"Idalou ISD",2020-11-01,152910,"962",935,0,0,5,2,0,7,0,2,0,11,6,0,15,4
"Idea Public Schools",2020-11-01,108807,"62479",9133,1,1,7,12,0,0,21,32,7,13,73,0,0,125
"Imagine International Academy Of North Texas",2020-11-01,43801,"1440",383,0,1,0,0,0,1,0,1,2,1,1,0,4,1
"Industrial ISD",2020-11-01,120905,"1208",1165,0,0,1,0,0,0,1,0,0,3,0,0,0,3
"Ingleside ISD",2020-11-01,205903,"2046",1138,NA,NA,NA,NA,NA,NA,NA,0,2,5,2,0,5,4
"Ingram ISD",2020-11-01,133904,"1111",1071,NA,NA,NA,NA,NA,NA,NA,0,1,5,6,0,1,11
"Inspire Academies",2020-11-01,15808,"577",359,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Inspired Vision Academy",2020-11-01,57830,"1218",474,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,2,11,2
"International Leadership Of Texas (Iltexas)",2020-11-01,57848,"20793",5633,7,6,6,0,0,19,0,16,17,17,43,9,70,14
"Iola ISD",2020-11-01,93903,"535",497,NA,NA,NA,NA,NA,NA,NA,0,1,9,0,1,4,5
"Iowa Park Cisd",2020-11-01,243903,"1919",1691,0,0,2,1,0,1,2,3,6,20,7,0,19,17
"Ira ISD",2020-11-01,208903,"285",271,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Iraan-Sheffield ISD",2020-11-01,186903,"324",287,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Iredell ISD",2020-11-01,18906,"148",137,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Irion County ISD",2020-11-01,118902,"296",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving ISD",2020-11-01,57912,"32433",12315,1,1,1,0,0,0,3,25,7,47,55,6,69,59
"Italy ISD",2020-11-01,70907,"591",436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itasca ISD",2020-11-01,109907,"628",497,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,0,1,5
"Jacksboro ISD",2020-11-01,119902,"1069",1025,1,1,5,3,1,1,8,1,1,13,5,1,11,8
"Jacksonville ISD",2020-11-01,37904,"4749",3910,0,3,5,2,0,2,8,11,13,56,42,3,59,60
"Jarrell ISD",2020-11-01,246907,"2293",917,NA,NA,NA,NA,NA,NA,NA,0,3,4,0,0,5,2
"Jasper ISD",2020-11-01,121904,"2205",1715,NA,NA,NA,NA,NA,NA,NA,0,1,4,7,1,9,2
"Jayton-Girard ISD",2020-11-01,132902,"177",172,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,4,0
"Jean Massieu Academy",2020-11-01,57819,"197",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson ISD",2020-11-01,155901,"1233",832,0,0,0,1,0,1,0,2,1,5,1,4,4,1
"Jim Hogg County ISD",2020-11-01,124901,"1133",160,NA,NA,NA,NA,NA,NA,NA,0,1,2,4,0,0,7
"Jim Ned Cisd",2020-11-01,221911,"1411",1374,NA,NA,NA,NA,NA,NA,NA,0,0,6,7,0,0,13
"Joaquin ISD",2020-11-01,210902,"644",569,1,0,0,0,0,1,0,1,0,6,9,4,7,5
"Johnson City ISD",2020-11-01,16901,"820",587,NA,NA,NA,NA,NA,NA,NA,0,3,4,1,0,0,8
"Jonesboro ISD",2020-11-01,50909,"316",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joshua ISD",2020-11-01,126905,"5458",3820,1,2,1,0,0,0,4,3,7,14,13,0,0,37
"Jourdanton ISD",2020-11-01,7902,"1554",1238,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0,6,1
"Jubilee Academies",2020-11-01,15822,"6308",2279,NA,NA,NA,NA,NA,NA,NA,3,0,1,10,5,9,0
"Judson ISD",2020-11-01,15916,"23282",7698,0,1,1,7,0,9,0,5,2,8,16,0,31,0
"Junction ISD",2020-11-01,134901,"601",552,NA,NA,NA,NA,NA,NA,NA,0,0,5,2,0,3,4
"Karnack ISD",2020-11-01,102901,"144",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karnes City ISD",2020-11-01,128901,"984",759,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,0,1,9
"Katherine Anne Porter School",2020-11-01,105801,"105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy ISD",2020-11-01,101914,"83655",44457,16,20,52,16,0,0,104,42,49,227,104,0,0,422
"Kaufman ISD",2020-11-01,129903,"4005",3084,0,0,4,2,0,6,0,3,3,15,13,0,32,2
"Keene ISD",2020-11-01,126906,"1075",876,1,1,0,4,0,1,5,2,2,0,12,1,4,11
"Keller ISD",2020-11-01,220907,"32167",18754,9,6,16,11,0,0,42,30,29,147,83,0,4,285
"Kelton ISD",2020-11-01,242905,"113",109,0,0,0,2,0,2,0,0,0,0,3,0,3,0
"Kemp ISD",2020-11-01,129904,"1535",1144,0,0,1,0,0,0,1,2,1,9,9,0,5,16
"Kenedy County Wide Csd",2020-11-01,131001,"89",81,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,3,1
"Kenedy ISD",2020-11-01,128902,"727",548,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,1
"Kennard ISD",2020-11-01,113906,"230",198,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,2
"Kennedale ISD",2020-11-01,220914,"2879",1742,0,0,0,1,0,0,1,1,0,8,16,0,4,21
"Kerens ISD",2020-11-01,175907,"557",472,0,0,3,1,2,1,1,0,0,3,7,2,6,2
"Kermit ISD",2020-11-01,248901,"1265",930,0,0,0,1,0,1,0,0,0,2,1,0,3,0
"Kerrville ISD",2020-11-01,133903,"4587",3799,0,0,2,1,0,3,0,4,2,8,6,1,15,4
"Ki Charter Academy",2020-11-01,105803,"341",341,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,1
"Kilgore ISD",2020-11-01,92902,"3936",3314,0,0,5,1,0,3,3,1,3,34,26,1,28,35
"Killeen ISD",2020-11-01,14906,"42894",24284,1,1,5,7,0,0,14,26,20,55,90,0,5,186
"Kingsville ISD",2020-11-01,137901,"2847",545,0,0,0,1,0,0,1,3,3,8,26,0,2,38
"Kipp Texas Public Schools",2020-11-01,227820,"31371",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirbyville Cisd",2020-11-01,121905,"1413",1161,NA,NA,NA,NA,NA,NA,NA,2,1,19,9,0,6,25
"Klein ISD",2020-11-01,101915,"45604",25117,0,4,7,7,0,0,18,14,19,109,47,0,0,189
"Klondike ISD",2020-11-01,58905,"264",264,0,0,1,1,0,2,0,0,1,14,5,0,9,11
"Knippa ISD",2020-11-01,232901,"460",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox City-O'brien Cisd",2020-11-01,138902,"230",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kopperl ISD",2020-11-01,18907,"168",137,NA,NA,NA,NA,NA,NA,NA,0,1,8,6,0,1,14
"Kountze ISD",2020-11-01,100903,"1078",912,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,3,1
"Kress ISD",2020-11-01,219905,"279",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krum ISD",2020-11-01,61905,"2121",1660,0,1,0,0,0,0,1,0,6,11,12,0,1,28
"La Academia De Estrellas",2020-11-01,57839,"1017",53,0,0,0,1,0,0,1,3,0,2,6,0,1,10
"La Fe Preparatory School",2020-11-01,71807,"178",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Feria ISD",2020-11-01,31905,"3078",921,NA,NA,NA,NA,NA,NA,NA,0,0,0,15,2,13,0
"La Gloria ISD",2020-11-01,125906,"108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Grange ISD",2020-11-01,75902,"1863",1684,2,1,1,3,0,1,6,4,3,10,4,0,9,12
"La Joya ISD",2020-11-01,108912,"26274",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Porte ISD",2020-11-01,101916,"6962",4026,1,2,3,1,0,6,1,2,4,7,9,0,12,10
"La Pryor ISD",2020-11-01,254902,"515",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Vega ISD",2020-11-01,161906,"2952",1711,2,0,1,1,0,4,0,4,3,6,10,0,19,4
"La Vernia ISD",2020-11-01,247903,"3322",2692,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,3,0
"La Villa ISD",2020-11-01,108914,"593",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lackland ISD",2020-11-01,15913,"874",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lago Vista ISD",2020-11-01,227912,"1591",885,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,0,0,5
"Lake Dallas ISD",2020-11-01,61912,"3910",2666,NA,NA,NA,NA,NA,NA,NA,0,5,6,4,0,4,11
"Lake Granbury Academy Charter School",2020-11-01,111801,"74",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Travis ISD",2020-11-01,227913,"10969",7063,1,0,1,0,0,0,2,4,1,8,4,1,8,8
"Lake Worth ISD",2020-11-01,220910,"3270",1701,3,1,1,6,0,0,11,4,3,9,26,7,6,29
"Lamar Cisd",2020-11-01,79901,"36062",16288,4,6,14,4,0,0,28,18,18,55,41,5,1,126
"Lamesa ISD",2020-11-01,58906,"1734",1281,1,0,1,6,0,0,8,12,1,39,53,0,12,93
"Lampasas ISD",2020-11-01,141901,"3398",2383,0,0,1,1,0,0,2,2,0,25,12,0,8,31
"Lancaster ISD",2020-11-01,57913,"7200",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laneville ISD",2020-11-01,201903,"163",141,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Lapoynor ISD",2020-11-01,107910,"453",438,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,4,2
"Laredo ISD",2020-11-01,240901,"22101",808,7,1,0,2,0,0,10,10,2,14,42,0,29,39
"Lasara ISD",2020-11-01,245901,"305",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latexo ISD",2020-11-01,113905,"478",218,0,0,3,1,0,0,4,0,0,18,5,0,1,22
"Lazbuddie ISD",2020-11-01,185904,"181",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leadership Prep School",2020-11-01,61804,"1352",520,0,0,1,0,0,0,1,0,5,5,4,3,8,3
"Leakey ISD",2020-11-01,193902,"279",253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-11-01,246913,"39970",17604,1,0,2,0,0,0,3,3,8,13,9,0,0,33
"Leary ISD",2020-11-01,19914,"108",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lefors ISD",2020-11-01,90902,"158",158,0,0,0,1,1,0,0,0,0,0,3,1,0,2
"Legacy Preparatory",2020-11-01,57846,"1530",489,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Legacy School Of Sport Sciences",2020-11-01,101874,"404",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leggett ISD",2020-11-01,187906,"201",168,0,0,0,2,0,0,2,0,0,0,6,2,0,4
"Leon ISD",2020-11-01,145911,"731",698,NA,NA,NA,NA,NA,NA,NA,0,0,7,4,0,1,10
"Leonard ISD",2020-11-01,74909,"861",668,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,2,4
"Levelland ISD",2020-11-01,110902,"2817",2475,NA,NA,NA,NA,NA,NA,NA,5,3,17,13,0,0,38
"Leveretts Chapel ISD",2020-11-01,201904,"237",222,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Lewisville ISD",2020-11-01,61902,"49265",27385,13,6,39,19,0,0,77,40,39,215,67,0,0,361
"Lexington ISD",2020-11-01,144902,"1055",896,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,3,2
"Liberty Hill ISD",2020-11-01,246908,"5071",3201,0,0,1,1,0,2,0,0,1,2,4,0,2,5
"Liberty ISD",2020-11-01,146906,"2216",1801,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,0,2,3
"Liberty-Eylau ISD",2020-11-01,19908,"2310",1710,NA,NA,NA,NA,NA,NA,NA,6,1,12,28,1,6,40
"Life School",2020-11-01,57807,"5600",2178,NA,NA,NA,NA,NA,NA,NA,5,7,14,23,11,12,26
"Lighthouse Public Schools",2020-11-01,15825,"276",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindale ISD",2020-11-01,212903,"4164",3767,NA,NA,NA,NA,NA,NA,NA,2,2,10,5,6,5,8
"Linden-Kildare Cisd",2020-11-01,34905,"628",570,0,1,1,0,0,1,1,3,1,10,18,2,7,23
"Lindsay ISD",2020-11-01,49907,"484",466,NA,NA,NA,NA,NA,NA,NA,0,0,4,7,0,5,6
"Lingleville ISD",2020-11-01,72909,"278",262,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Lipan ISD",2020-11-01,111902,"414",404,0,0,4,1,0,0,5,0,0,5,1,0,1,5
"Little Cypress-Mauriceville Cisd",2020-11-01,181908,"3203",2830,NA,NA,NA,NA,NA,NA,NA,0,1,13,10,1,7,16
"Little Elm ISD",2020-11-01,61914,"8086",4960,1,0,1,3,0,5,0,9,4,26,24,5,51,7
"Littlefield ISD",2020-11-01,140904,"1255",1060,0,0,1,3,0,0,4,2,1,21,24,24,11,13
"Livingston ISD",2020-11-01,187907,"3831",3308,0,0,3,0,0,3,0,5,1,11,9,0,22,4
"Llano ISD",2020-11-01,150901,"1726",1566,0,0,1,2,0,3,0,0,1,3,4,0,6,2
"Lockhart ISD",2020-11-01,28902,"5998",1857,1,0,1,2,0,2,2,3,0,4,6,0,8,5
"Lockney ISD",2020-11-01,77902,"460",412,NA,NA,NA,NA,NA,NA,NA,0,2,19,7,0,6,22
"Lohn ISD",2020-11-01,160905,"99",90,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Lometa ISD",2020-11-01,141902,"313",227,NA,NA,NA,NA,NA,NA,NA,2,0,0,4,0,1,5
"London ISD",2020-11-01,178906,"1263",920,0,1,0,0,0,1,0,0,1,0,1,0,2,0
"Lone Oak ISD",2020-11-01,116906,"982",915,1,0,0,2,1,1,1,1,0,11,8,4,1,15
"Lone Star Language Academy",2020-11-01,43802,"210",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Longview ISD",2020-11-01,92903,"8368",5536,0,1,3,0,0,0,4,11,17,37,31,3,9,84
"Loop ISD",2020-11-01,83902,"146",131,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,0,2,4
"Loraine ISD",2020-11-01,168902,"146",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lorena ISD",2020-11-01,161907,"1743",1489,0,1,4,1,0,5,1,3,4,19,9,2,14,19
"Lorenzo ISD",2020-11-01,54902,"236",212,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Los Fresnos Cisd",2020-11-01,31906,"10398",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Louise ISD",2020-11-01,241906,"487",487,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Lovejoy ISD",2020-11-01,43919,"4192",2224,0,6,4,0,0,2,8,1,7,32,6,1,9,36
"Lovelady ISD",2020-11-01,113903,"516",469,NA,NA,NA,NA,NA,NA,NA,1,0,8,2,3,4,4
"Lubbock ISD",2020-11-01,152901,"26419",20078,10,10,91,61,0,172,0,61,65,309,251,2,683,1
"Lubbock-Cooper ISD",2020-11-01,152906,"7219",6368,NA,NA,NA,NA,NA,NA,NA,11,20,88,44,2,62,99
"Lueders-Avoca ISD",2020-11-01,127905,"105",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lufkin ISD",2020-11-01,3903,"7386",5612,2,1,0,4,0,3,4,16,7,24,18,3,33,29
"Luling ISD",2020-11-01,28903,"1353",968,0,1,0,1,0,2,0,2,4,2,2,0,9,1
"Lumberton ISD",2020-11-01,100907,"4303",3669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lumin Education",2020-11-01,57805,"258",147,1,0,0,0,0,1,0,3,0,0,1,0,4,0
"Lyford Cisd",2020-11-01,245902,"1362",428,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,3
"Lytle ISD",2020-11-01,7904,"1728",999,0,0,1,1,0,2,0,0,1,12,1,0,12,2
"Mabank ISD",2020-11-01,129905,"3532",2854,0,0,5,1,0,3,3,3,4,14,17,9,17,12
"Madisonville Cisd",2020-11-01,154901,"2305",1917,NA,NA,NA,NA,NA,NA,NA,2,2,10,5,0,10,9
"Magnolia ISD",2020-11-01,170906,"13051",10438,2,3,9,3,5,6,6,6,8,44,19,14,41,22
"Malakoff ISD",2020-11-01,107906,"1416",1152,1,0,3,1,0,5,0,2,2,32,5,14,26,1
"Malone ISD",2020-11-01,109908,"145",119,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,4,0
"Malta ISD",2020-11-01,19910,"219",217,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,3,0
"Manara Academy",2020-11-01,57844,"656",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manor ISD",2020-11-01,227907,"9207",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mansfield ISD",2020-11-01,220908,"34979",20200,NA,NA,NA,NA,NA,NA,NA,14,11,67,26,7,109,2
"Marathon ISD",2020-11-01,22902,"59",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marble Falls ISD",2020-11-01,27904,"4094",3373,NA,NA,NA,NA,NA,NA,NA,4,3,6,8,0,15,6
"Marfa ISD",2020-11-01,189901,"276",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marion ISD",2020-11-01,94904,"1464",1092,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,4,0
"Marlin ISD",2020-11-01,73903,"862",585,0,1,0,0,0,0,1,1,1,13,9,0,14,10
"Marshall ISD",2020-11-01,102902,"5085",3972,0,1,2,8,0,0,11,3,2,18,28,0,1,50
"Mart ISD",2020-11-01,161908,"526",433,0,0,1,1,0,1,1,3,0,5,2,1,8,1
"Martins Mill ISD",2020-11-01,234905,"464",400,0,0,1,0,0,0,1,0,0,2,1,0,0,3
