"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,57,29,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,20,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,405,136,0,1,0,0,1,NA,5,NA,NA,NA
"Inspire Academies",2021-01-31,15808,"560",261,NA,NA,37,35,NA,NA,NA,NA,NA,5,0,0,5,0
"Inspire Academies Total",2021-01-31,15808,"560",261,NA,NA,560,261,0,1,0,0,1,10,6,0,14,2
"Bexar County Academy",2021-01-31,15809,"274",175,NA,NA,274,175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Bexar County Academy Total",2021-01-31,15809,"274",175,NA,NA,274,175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Positive Solutions Charter School",2021-01-31,15814,"119",22,NA,NA,119,22,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"Positive Solutions Charter School Total",2021-01-31,15814,"119",22,NA,NA,119,22,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"Heritage Academy",2021-01-31,15815,"627",196,NA,NA,177,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heritage Academy",2021-01-31,15815,"627",196,NA,NA,35,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heritage Academy",2021-01-31,15815,"627",196,NA,NA,23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heritage Academy",2021-01-31,15815,"627",196,NA,NA,264,63,0,2,0,2,0,NA,5,NA,NA,NA
"Heritage Academy",2021-01-31,15815,"627",196,NA,NA,128,84,NA,NA,NA,NA,NA,0,1,0,1,0
"Heritage Academy Total",2021-01-31,15815,"627",196,NA,NA,627,196,0,2,0,2,0,NA,6,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,554,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,380,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,449,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,107,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,78,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,983,347,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,851,479,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,319,194,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,564,211,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,1148,280,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,189,81,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,312,117,NA,NA,NA,NA,NA,0,1,1,0,0
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,232,141,NA,NA,NA,NA,NA,0,1,1,0,0
"Jubilee Academies",2021-01-31,15822,"6166",2548,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,2,0
"Jubilee Academies Total",2021-01-31,15822,"6166",2548,NA,NA,6166,2548,NA,NA,NA,NA,NA,10,15,16,9,0
"Lighthouse Public Schools",2021-01-31,15825,"15",14,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lighthouse Public Schools",2021-01-31,15825,"15",14,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lighthouse Public Schools Total",2021-01-31,15825,"15",14,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Science And Technology",2021-01-31,15827,"3277",977,NA,NA,445,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Science And Technology",2021-01-31,15827,"3277",977,NA,NA,550,119,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"School Of Science And Technology",2021-01-31,15827,"3277",977,NA,NA,714,284,NA,NA,NA,NA,NA,0,4,0,3,1
"School Of Science And Technology",2021-01-31,15827,"3277",977,NA,NA,581,87,NA,NA,NA,NA,NA,0,3,0,1,2
"School Of Science And Technology",2021-01-31,15827,"3277",977,NA,NA,661,280,NA,NA,NA,NA,NA,0,4,0,2,2
"School Of Science And Technology",2021-01-31,15827,"3277",977,NA,NA,326,155,NA,NA,NA,NA,NA,0,1,0,1,0
"School Of Science And Technology Total",2021-01-31,15827,"3277",977,NA,NA,3277,977,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,648,16,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,475,42,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,535,28,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,432,134,0,1,0,1,0,NA,4,NA,NA,NA
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,565,4,0,3,0,3,0,NA,6,NA,NA,NA
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,745,70,0,2,0,2,0,0,5,0,5,0
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,391,141,0,1,0,1,0,0,5,0,5,0
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0
"Harmony Science Acad (San Antonio)",2021-01-31,15828,"4440",486,NA,NA,649,51,0,1,0,1,0,5,3,1,7,0
"Harmony Science Acad (San Antonio) Total",2021-01-31,15828,"4440",486,NA,NA,4440,486,0,8,0,8,0,17,28,1,44,0
"Brooks Academies Of Texas",2021-01-31,15830,"3091",907,NA,NA,257,87,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Brooks Academies Of Texas",2021-01-31,15830,"3091",907,NA,NA,102,58,NA,0,NA,NA,NA,NA,7,NA,NA,NA
"Brooks Academies Of Texas",2021-01-31,15830,"3091",907,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Brooks Academies Of Texas",2021-01-31,15830,"3091",907,NA,NA,1465,451,NA,1,NA,NA,NA,7,13,0,20,0
"Brooks Academies Of Texas",2021-01-31,15830,"3091",907,NA,NA,1267,311,0,1,0,1,0,10,7,0,15,2
"Brooks Academies Of Texas Total",2021-01-31,15830,"3091",907,NA,NA,3091,907,NA,2,NA,NA,NA,NA,30,NA,NA,NA
"School Of Science And Technology Discovery",2021-01-31,15831,"4808",1350,NA,NA,617,186,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"School Of Science And Technology Discovery",2021-01-31,15831,"4808",1350,NA,NA,659,178,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"School Of Science And Technology Discovery",2021-01-31,15831,"4808",1350,NA,NA,648,252,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"School Of Science And Technology Discovery",2021-01-31,15831,"4808",1350,NA,NA,859,214,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"School Of Science And Technology Discovery",2021-01-31,15831,"4808",1350,NA,NA,255,112,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"School Of Science And Technology Discovery",2021-01-31,15831,"4808",1350,NA,NA,1770,408,NA,NA,NA,NA,NA,7,5,0,5,7
"School Of Science And Technology Discovery Total",2021-01-31,15831,"4808",1350,NA,NA,4808,1350,NA,NA,NA,NA,NA,14,18,0,21,11
"Henry Ford Academy Alameda School For Art + Design",2021-01-31,15833,"102",0,NA,NA,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry Ford Academy Alameda School For Art + Design Total",2021-01-31,15833,"102",0,NA,NA,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basis Texas",2021-01-31,15834,"3050",850,NA,NA,1050,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basis Texas",2021-01-31,15834,"3050",850,NA,NA,230,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basis Texas",2021-01-31,15834,"3050",850,NA,NA,774,221,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Basis Texas",2021-01-31,15834,"3050",850,NA,NA,759,310,0,1,0,0,1,NA,5,NA,NA,NA
"Basis Texas",2021-01-31,15834,"3050",850,NA,NA,24,7,NA,NA,NA,NA,NA,0,3,0,0,3
"Basis Texas",2021-01-31,15834,"3050",850,NA,NA,213,18,NA,NA,NA,NA,NA,0,1,0,0,1
"Basis Texas Total",2021-01-31,15834,"3050",850,NA,NA,3050,850,NA,1,NA,NA,NA,5,11,0,1,15
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,461,326,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,817,488,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,673,491,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,709,572,NA,1,NA,NA,NA,NA,5,NA,NA,NA
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,738,424,0,1,0,1,0,NA,2,NA,NA,NA
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,753,270,NA,1,NA,NA,NA,5,4,0,6,3
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,490,313,NA,2,NA,NA,NA,7,4,2,6,3
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,1400,1089,5,0,0,5,0,21,7,8,10,10
"Great Hearts Texas",2021-01-31,15835,"6637",4211,NA,NA,596,238,NA,0,NA,NA,NA,24,8,8,6,18
"Great Hearts Texas Total",2021-01-31,15835,"6637",4211,NA,NA,6637,4211,10,5,0,15,0,75,36,21,46,44
"Eleanor Kolitz Hebrew Language Academy",2021-01-31,15836,"466",245,NA,NA,466,245,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Eleanor Kolitz Hebrew Language Academy Total",2021-01-31,15836,"466",245,NA,NA,466,245,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Compass Rose Academy",2021-01-31,15838,"1155",291,NA,NA,530,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Compass Rose Academy",2021-01-31,15838,"1155",291,NA,NA,311,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Compass Rose Academy",2021-01-31,15838,"1155",291,NA,NA,314,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Compass Rose Academy Total",2021-01-31,15838,"1155",291,NA,NA,1155,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Promesa Academy Charter School",2021-01-31,15839,"196",98,NA,NA,196,98,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Promesa Academy Charter School Total",2021-01-31,15839,"196",98,NA,NA,196,98,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio Preparatory Charter School",2021-01-31,15840,"216",119,NA,NA,216,119,NA,NA,NA,NA,NA,0,2,0,0,2
"San Antonio Preparatory Charter School Total",2021-01-31,15840,"216",119,NA,NA,216,119,NA,NA,NA,NA,NA,0,2,0,0,2
"The Gathering Place",2021-01-31,15841,"347",180,NA,NA,347,180,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"The Gathering Place Total",2021-01-31,15841,"347",180,NA,NA,347,180,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,382,294,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,1
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,NA,NA,0,2,0,2,0,0,3,0,3,0
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,751,565,0,1,0,1,0,NA,4,NA,NA,NA
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,1119,787,NA,1,NA,NA,NA,19,8,1,26,0
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,857,646,0,2,0,2,0,25,9,1,33,0
"Alamo Heights ISD",2021-01-31,15901,"4778",3519,NA,NA,1669,1227,NA,1,NA,NA,NA,48,12,4,50,6
"Alamo Heights ISD Total",2021-01-31,15901,"4778",3519,NA,NA,4778,3519,17,7,0,24,0,107,38,6,132,7
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,402,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,604,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,363,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,393,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,1689,0,NA,4,NA,NA,NA,NA,11,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,395,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,853,0,NA,1,NA,NA,NA,NA,6,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,689,0,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,713,0,NA,2,NA,NA,NA,NA,5,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,498,162,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,343,3,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,476,1,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,195,0,0,1,0,1,0,NA,1,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,612,0,0,2,0,2,0,NA,6,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,493,0,0,1,0,1,0,NA,6,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,498,0,0,1,0,1,0,NA,4,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,569,0,0,1,0,1,0,NA,6,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,368,84,0,1,0,1,0,NA,5,NA,NA,NA
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,393,392,NA,NA,NA,NA,NA,0,6,0,6,0
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,306,0,NA,NA,NA,NA,NA,0,2,0,2,0
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,36,0,NA,NA,NA,NA,NA,0,3,0,3,0
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0
"Harlandale ISD",2021-01-31,15904,"12459",1097,NA,NA,1540,453,NA,3,NA,NA,NA,40,12,3,38,11
"Harlandale ISD Total",2021-01-31,15904,"12459",1097,NA,NA,12459,1097,35,18,0,53,0,166,103,4,237,28
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,240,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,453,190,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,145,55,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,421,175,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,1150,121,NA,0,NA,NA,NA,NA,6,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,1,0,0,2,0,0,2,NA,3,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,698,196,0,1,0,0,1,NA,6,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,348,104,0,1,0,0,1,NA,6,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,386,158,0,3,0,0,3,NA,5,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,109,96,0,1,0,0,1,NA,5,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,499,242,0,2,0,0,2,NA,5,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,387,175,0,1,0,0,1,NA,3,NA,NA,NA
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,593,141,NA,NA,NA,NA,NA,0,1,0,0,1
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,368,148,NA,NA,NA,NA,NA,0,2,0,0,2
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,1,0,NA,NA,NA,NA,NA,0,2,0,0,2
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,3,2
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,255,95,0,1,0,0,1,0,4,0,0,4
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,243,146,NA,NA,NA,NA,NA,5,17,0,0,22
"Edgewood ISD - San Antonio",2021-01-31,15905,"7397",2247,NA,NA,1100,93,NA,NA,NA,NA,NA,11,3,0,1,13
"Edgewood ISD - San Antonio Total",2021-01-31,15905,"7397",2247,NA,NA,7397,2247,NA,12,NA,NA,NA,49,90,0,10,129
"Randolph Field ISD",2021-01-31,15906,"1407",1124,NA,NA,441,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph Field ISD",2021-01-31,15906,"1407",1124,NA,NA,382,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph Field ISD",2021-01-31,15906,"1407",1124,NA,NA,584,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph Field ISD Total",2021-01-31,15906,"1407",1124,NA,NA,1407,1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,269,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,287,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,157,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,73,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,112,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,843,313,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,430,69,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,342,53,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,964,382,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,492,179,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,182,37,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,625,138,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,864,298,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,571,92,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,405,106,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,753,188,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,567,166,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,542,174,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,333,101,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,637,131,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,414,141,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,290,126,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,435,114,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,453,136,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,328,126,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,482,180,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,213,49,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,396,114,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,661,234,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,191,124,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,366,107,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,576,172,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
