"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Compass Academy Charter School",2020-11-15,68802,"1322",1312,0,4,12,5,0,10,11,1,10,51,17,2,31,46
"Compass Rose Academy",2020-11-15,15838,"1155",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comquest Academy",2020-11-15,101842,"38",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comstock ISD",2020-11-15,233903,"231",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connally ISD",2020-11-15,161921,"2338",1244,4,1,1,4,0,0,10,9,2,4,6,0,3,18
"Conroe ISD",2020-11-15,170902,"64575",49137,14,15,66,33,0,0,128,83,58,219,196,5,20,531
"Coolidge ISD",2020-11-15,147901,"306",286,0,0,2,0,0,2,0,0,0,4,0,0,4,0
"Cooper ISD",2020-11-15,60902,"806",707,NA,NA,NA,NA,NA,NA,NA,4,0,3,4,0,2,9
"Coppell ISD",2020-11-15,57922,"13053",4659,1,0,40,9,11,39,0,13,8,123,50,26,168,0
"Copperas Cove ISD",2020-11-15,50910,"8087",4383,2,2,9,8,8,13,0,10,9,37,35,24,60,7
"Corpus Christi ISD",2020-11-15,178904,"34740",12251,12,9,18,10,0,49,0,43,23,60,75,17,182,2
"Corpus Christi Montessori School",2020-11-15,178807,"116",66,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,2,2
"Corrigan-Camden ISD",2020-11-15,187904,"790",725,NA,NA,NA,NA,NA,NA,NA,2,0,2,4,0,8,0
"Corsicana ISD",2020-11-15,175903,"6071",4154,1,0,1,5,0,0,7,17,6,21,23,0,25,42
"Cotton Center ISD",2020-11-15,95902,"96",83,0,0,0,1,0,1,0,2,0,2,2,0,6,0
"Cotulla ISD",2020-11-15,142901,"1265",640,0,1,0,0,0,1,0,0,1,0,5,0,4,2
"Coupland ISD",2020-11-15,246914,"173",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covington ISD",2020-11-15,109903,"265",241,1,0,1,0,0,2,0,1,1,2,0,0,4,0
"Crandall ISD",2020-11-15,129901,"4870",3563,3,1,18,4,0,11,15,8,2,48,20,0,41,37
"Crane ISD",2020-11-15,52901,"1099",1099,0,2,1,4,3,2,2,0,5,6,14,3,9,13
"Cranfills Gap ISD",2020-11-15,18908,"129",129,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,1,9
"Crawford ISD",2020-11-15,161901,"555",465,0,0,0,1,0,0,1,0,1,12,6,1,3,15
"Crockett County Consolidated Csd",2020-11-15,53001,"764",749,NA,NA,NA,NA,NA,NA,NA,0,3,8,4,0,3,12
"Crockett ISD",2020-11-15,113901,"1269",986,NA,NA,NA,NA,NA,NA,NA,3,1,20,12,0,5,31
"Crosby ISD",2020-11-15,101906,"6348",3577,NA,NA,NA,NA,NA,NA,NA,4,4,20,9,13,11,13
"Crosbyton Cisd",2020-11-15,54901,"316",293,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,6,0
"Cross Plains ISD",2020-11-15,30901,"360",350,0,0,0,5,0,5,0,1,1,1,5,0,8,0
"Cross Roads ISD",2020-11-15,107904,"528",514,0,0,1,3,0,0,4,0,1,2,10,0,0,13
"Crosstimbers Academy",2020-11-15,184801,"120",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowell ISD",2020-11-15,78901,"201",198,0,1,1,1,2,1,0,4,3,9,4,2,17,1
"Crowley ISD",2020-11-15,220912,"15886",7202,NA,NA,NA,NA,NA,NA,NA,12,3,9,15,1,34,4
"Crystal City ISD",2020-11-15,254901,"1839",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuero ISD",2020-11-15,62901,"1909",1909,NA,NA,NA,NA,NA,NA,NA,0,2,4,6,1,8,3
"Culberson County-Allamoore ISD",2020-11-15,55901,"389",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland Academy",2020-11-15,212801,"1955",1754,0,0,0,2,0,2,0,11,5,12,11,3,22,14
"Cumby ISD",2020-11-15,112905,"420",386,0,2,0,1,0,1,2,1,2,13,11,5,7,15
"Cushing ISD",2020-11-15,174902,"554",514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cypress-Fairbanks ISD",2020-11-15,101907,"114899",65150,10,10,58,55,13,30,90,52,44,254,231,45,99,437
"D'hanis ISD",2020-11-15,163902,"316",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daingerfield-Lone Star ISD",2020-11-15,172902,"1043",802,0,0,4,4,1,2,5,5,3,19,29,13,23,20
"Dalhart ISD",2020-11-15,56901,"1633",1551,NA,NA,NA,NA,NA,NA,NA,2,2,12,13,0,10,19
"Dallas ISD",2020-11-15,57905,"145519",69998,NA,NA,NA,NA,NA,NA,NA,93,60,109,13,5,20,250
"Damon ISD",2020-11-15,20910,"109",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danbury ISD",2020-11-15,20904,"756",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darrouzett ISD",2020-11-15,148905,"139",124,0,0,0,1,0,1,0,0,1,0,2,0,1,2
"Dawson ISD",2020-11-15,58902,"153",134,0,0,3,1,0,4,0,1,0,5,2,0,7,1
"Dawson ISD",2020-11-15,175904,"509",423,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Dayton ISD",2020-11-15,146902,"5468",4572,0,1,2,1,0,2,2,4,4,27,20,12,31,12
"De Leon ISD",2020-11-15,47902,"739",728,0,1,1,2,0,4,0,1,1,3,3,0,7,1
"Decatur ISD",2020-11-15,249905,"3430",3046,NA,NA,NA,NA,NA,NA,NA,4,0,12,4,0,13,7
"Deer Park ISD",2020-11-15,101908,"12329",9415,3,1,12,10,0,7,19,13,11,51,24,0,22,77
"Dekalb ISD",2020-11-15,19901,"755",732,NA,NA,NA,NA,NA,NA,NA,0,2,13,14,1,7,21
"Del Valle ISD",2020-11-15,227910,"10681",4745,0,2,2,12,0,16,0,1,2,7,21,0,26,5
"Dell City ISD",2020-11-15,115903,"71",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denison ISD",2020-11-15,91903,"4598",3882,1,3,3,4,0,0,11,5,11,19,23,0,5,53
"Denton ISD",2020-11-15,61901,"30279",21842,4,10,46,26,0,62,24,38,32,158,100,0,220,108
"Denver City ISD",2020-11-15,251901,"1637",1517,1,2,11,10,2,20,2,6,8,49,25,9,73,6
"Desoto ISD",2020-11-15,57906,"7904",808,NA,NA,NA,NA,NA,NA,NA,0,0,8,8,0,1,15
"Detroit ISD",2020-11-15,194905,"514",488,0,0,0,2,0,0,2,0,0,1,4,0,3,2
"Devers ISD",2020-11-15,146903,"205",205,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Devine ISD",2020-11-15,163901,"1952",1413,0,0,1,0,0,1,0,1,0,3,0,0,4,0
"Dew ISD",2020-11-15,81906,"164",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deweyville ISD",2020-11-15,176903,"531",514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diboll ISD",2020-11-15,3905,"1675",1524,0,0,7,4,0,6,5,2,1,12,8,0,8,15
"Dickinson ISD",2020-11-15,84901,"11634",9058,0,1,7,8,1,7,8,15,16,52,23,1,37,68
"Dilley ISD",2020-11-15,82902,"938",551,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
"Dime Box ISD",2020-11-15,144903,"165",136,0,0,0,1,0,1,0,0,1,0,1,0,2,0
"Dimmitt ISD",2020-11-15,35901,"1178",1136,0,0,4,8,0,0,12,2,2,34,23,0,2,59
"Divide ISD",2020-11-15,133905,"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dodd City ISD",2020-11-15,74904,"337",320,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Donna ISD",2020-11-15,108902,"13856",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doss Consolidated Csd",2020-11-15,86024,"18",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglass ISD",2020-11-15,174911,"457",438,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,5,1
"Dr M L Garza-Gonzalez Charter School",2020-11-15,178801,"221",106,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2,0
"Draw Academy",2020-11-15,101856,"709",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dripping Springs ISD",2020-11-15,105904,"7290",5238,0,0,3,3,0,1,5,4,5,19,5,2,18,13
"Driscoll ISD",2020-11-15,178905,"304",212,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,5,0
"Dublin ISD",2020-11-15,72902,"1094",1094,NA,NA,NA,NA,NA,NA,NA,0,3,24,9,0,36,0
"Dumas ISD",2020-11-15,171901,"4156",3941,NA,NA,NA,NA,NA,NA,NA,3,3,29,23,0,58,0
"Duncanville ISD",2020-11-15,57907,"11773",4021,1,2,5,9,1,16,0,6,3,14,75,11,86,1
"Eagle Mt-Saginaw ISD",2020-11-15,220918,"21327",14614,10,15,37,22,8,0,76,46,51,158,86,33,78,230
"Eagle Pass ISD",2020-11-15,159901,"14002",735,2,0,1,4,0,0,7,6,4,4,37,0,12,39
"Eanes ISD",2020-11-15,227909,"7962",4566,0,1,10,0,0,0,11,2,4,71,9,1,16,69
"Early ISD",2020-11-15,25909,"1141",1132,0,1,1,1,0,0,3,1,1,5,4,0,4,7
"East Bernard ISD",2020-11-15,241902,"920",918,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"East Central ISD",2020-11-15,15911,"9763",4817,1,0,3,1,0,5,0,5,6,17,17,0,38,7
"East Chambers ISD",2020-11-15,36903,"1517",1273,0,0,0,3,2,1,0,5,3,9,17,10,8,16
"East Fort Worth Montessori Academy",2020-11-15,220811,"193",112,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"East Texas Charter Schools",2020-11-15,92801,"138",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastland ISD",2020-11-15,67903,"1072",1015,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,2,0,6
"Ector County ISD",2020-11-15,68901,"31970",18228,15,13,43,56,10,38,79,82,54,180,235,40,280,231
"Ector ISD",2020-11-15,74905,"272",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-11-15,108903,"4540",207,0,0,0,8,3,5,0,1,1,3,18,9,14,0
"Eden Cisd",2020-11-15,48901,"233",210,0,1,3,4,0,0,8,0,1,3,8,0,1,11
"Edgewood ISD",2020-11-15,15905,"7397",2247,0,1,1,8,0,0,10,2,2,4,32,0,5,35
"Edgewood ISD",2020-11-15,234903,"962",903,0,0,1,0,0,0,1,0,0,2,12,0,8,6
"Edinburg Cisd",2020-11-15,108904,"32840",338,5,1,0,16,4,12,6,9,1,14,46,13,41,16
"Edna ISD",2020-11-15,120901,"1488",1484,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Education Center International Academy",2020-11-15,57833,"543",398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehrhart School",2020-11-15,123805,"484",484,0,1,0,0,0,1,0,1,2,1,0,0,3,1
"El Campo ISD",2020-11-15,241903,"3534",3033,0,0,1,2,0,2,1,3,10,15,13,0,19,22
"El Paso Academy",2020-11-15,71804,"322",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-11-15,71902,"50705",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso Leadership Academy",2020-11-15,71810,"206",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleanor Kolitz Hebrew Language Academy",2020-11-15,15836,"466",245,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Electra ISD",2020-11-15,243902,"440",251,0,0,2,2,0,2,2,5,0,12,7,0,7,17
"Elevate Collegiate Charter School",2020-11-15,101877,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-11-15,11902,"4640",2317,0,1,2,1,0,0,4,1,1,3,6,0,0,11
"Elkhart ISD",2020-11-15,1903,"1200",1092,NA,NA,NA,NA,NA,NA,NA,1,2,6,16,0,3,22
"Elysian Fields ISD",2020-11-15,102906,"847",838,0,0,0,2,0,1,1,0,0,1,8,0,5,4
"Ennis ISD",2020-11-15,70903,"5846",4390,2,2,9,4,0,16,1,8,11,50,29,3,90,5
"Era ISD",2020-11-15,49906,"471",333,NA,NA,NA,NA,NA,NA,NA,0,2,11,4,3,5,9
"Erath Excels Academy Inc",2020-11-15,72802,"125",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile Academy Charter School",2020-11-15,101872,"215",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile ISD",2020-11-15,174910,"91",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eula ISD",2020-11-15,30906,"459",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eustace ISD",2020-11-15,107905,"1595",1408,1,0,6,2,0,0,9,4,6,27,18,0,1,54
"Evadale ISD",2020-11-15,121906,"389",388,1,0,0,0,0,1,0,1,0,18,7,0,3,23
"Evant ISD",2020-11-15,50901,"273",207,1,0,0,0,0,1,0,1,0,3,1,0,2,3
"Everman ISD",2020-11-15,220904,"5619",1272,1,0,1,6,2,5,1,7,4,7,37,15,29,11
"Evolution Academy Charter School",2020-11-15,57834,"670",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excel Academy",2020-11-15,101811,"215",214,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,2,5,1
"Excellence In Leadership Academy",2020-11-15,108809,"300",104,1,1,0,2,2,2,0,1,1,0,2,2,2,0
"Excelsior ISD",2020-11-15,210906,"71",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezzell ISD",2020-11-15,143906,"77",76,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Fabens ISD",2020-11-15,71903,"2048",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairfield ISD",2020-11-15,81902,"1701",1526,0,2,3,0,0,0,5,1,4,12,5,1,5,16
"Falls City ISD",2020-11-15,128904,"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fannindel ISD",2020-11-15,60914,"159",149,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,0,3
"Farmersville ISD",2020-11-15,43904,"1882",1601,1,0,3,2,0,6,0,1,3,7,4,0,15,0
"Farwell ISD",2020-11-15,185902,"548",524,0,3,8,0,0,11,0,1,3,12,4,0,20,0
"Fayetteville ISD",2020-11-15,75906,"275",275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris ISD",2020-11-15,70905,"2586",1732,0,0,1,1,0,0,2,0,4,14,19,0,6,31
"Flatonia ISD",2020-11-15,75901,"602",575,1,0,1,0,0,0,2,1,4,3,2,0,2,8
"Florence ISD",2020-11-15,246902,"1074",914,0,1,2,2,0,5,0,1,1,6,5,0,12,1
"Floresville ISD",2020-11-15,247901,"3993",2786,NA,NA,NA,NA,NA,NA,NA,4,0,3,10,0,12,5
"Flour Bluff ISD",2020-11-15,178914,"5551",2874,2,1,8,0,0,5,6,4,3,23,6,1,13,22
"Floydada ISD",2020-11-15,77901,"705",625,2,0,4,0,0,6,0,5,1,12,8,0,20,6
"Follett ISD",2020-11-15,148902,"170",164,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Forestburg ISD",2020-11-15,169910,"163",153,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
"Forney ISD",2020-11-15,129902,"12760",6196,3,4,14,12,0,27,6,10,17,26,31,0,66,18
"Forsan ISD",2020-11-15,114904,"777",765,1,3,6,4,0,14,0,3,5,13,9,2,28,0
"Fort Bend ISD",2020-11-15,79907,"76677",28525,3,4,22,8,0,3,34,28,21,106,82,8,51,178
"Fort Elliott Cisd",2020-11-15,242906,"144",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Stockton ISD",2020-11-15,186902,"2294",1563,0,0,3,1,1,3,0,2,1,15,14,2,30,0
"Fort Worth Academy Of Fine Arts",2020-11-15,220809,"630",378,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Fort Worth ISD",2020-11-15,220905,"77276",33320,29,22,46,81,137,41,0,101,87,166,329,407,263,13
"Franklin ISD",2020-11-15,198903,"1258",1193,NA,NA,NA,NA,NA,NA,NA,1,1,17,6,0,25,0
"Frankston ISD",2020-11-15,1904,"836",768,0,2,6,3,4,0,7,1,3,11,4,4,6,9
"Fredericksburg ISD",2020-11-15,86901,"3107",2818,2,2,23,10,0,3,34,8,12,56,24,2,11,87
"Freer ISD",2020-11-15,66903,"766",548,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Frenship ISD",2020-11-15,152907,"10366",9366,4,5,24,18,0,0,51,38,56,154,122,2,33,335
"Friendswood ISD",2020-11-15,84911,"6118",5320,NA,NA,NA,NA,NA,NA,NA,1,3,3,8,1,10,4
"Friona ISD",2020-11-15,185903,"1080",1041,NA,NA,NA,NA,NA,NA,NA,2,5,12,18,1,4,32
"Frisco ISD",2020-11-15,43905,"63505",33645,12,13,65,14,0,0,104,57,61,246,111,0,0,475
"Frost ISD",2020-11-15,175905,"427",375,1,0,0,0,0,1,0,2,0,2,3,0,5,2
"Fruitvale ISD",2020-11-15,234909,"430",424,0,0,6,1,3,4,0,0,2,9,5,7,9,0
"Ft Davis ISD",2020-11-15,122901,"198",198,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,0,4,0
"Ft Hancock ISD",2020-11-15,115901,"410",65,NA,NA,NA,NA,NA,NA,NA,0,0,2,15,0,4,13
"Ft Sam Houston ISD",2020-11-15,15914,"1491",1138,0,0,0,1,0,0,1,0,0,0,2,0,1,1
"Gainesville ISD",2020-11-15,49901,"3057",2602,1,1,0,4,0,1,5,16,14,28,35,0,55,38
"Galena Park ISD",2020-11-15,101910,"21919",10854,1,1,3,12,0,17,0,14,10,20,47,1,90,0
"Galveston ISD",2020-11-15,84902,"6700",3405,0,0,4,4,0,5,3,4,5,18,23,0,15,35
"Ganado ISD",2020-11-15,120902,"714",714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garland ISD",2020-11-15,57909,"54097",26793,17,24,62,36,4,135,0,114,99,333,174,53,667,0
"Garner ISD",2020-11-15,184911,"216",209,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Garrison ISD",2020-11-15,174903,"682",624,NA,NA,NA,NA,NA,NA,NA,0,1,10,4,0,2,13
"Gary ISD",2020-11-15,183904,"469",444,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Gatesville ISD",2020-11-15,50902,"2790",2294,0,2,17,2,13,4,4,5,5,29,15,14,19,21
"Gateway Charter Academy",2020-11-15,57831,"782",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gause ISD",2020-11-15,166902,"149",130,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"George Gervin Academy",2020-11-15,15802,"867",224,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"George I Sanchez Charter",2020-11-15,101804,"987",795,0,1,0,0,0,1,0,0,1,1,0,0,2,0
"George West ISD",2020-11-15,149901,"1030",1015,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
"Georgetown ISD",2020-11-15,246904,"11871",7799,3,5,11,4,0,20,3,12,11,48,31,13,72,17
"Gholson ISD",2020-11-15,161925,"218",204,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,3,3
"Giddings ISD",2020-11-15,144901,"1913",1617,1,3,10,2,0,0,16,7,6,19,6,0,0,38
"Gilmer ISD",2020-11-15,230902,"2502",2502,NA,NA,NA,NA,NA,NA,NA,5,2,34,15,14,16,26
"Gladewater ISD",2020-11-15,92901,"1753",1469,NA,NA,NA,NA,NA,NA,NA,2,3,4,11,2,3,15
"Glasscock County ISD",2020-11-15,87901,"293",263,0,0,1,0,0,0,1,0,0,7,9,0,10,6
"Glen Rose ISD",2020-11-15,213901,"1920",1829,2,3,12,3,0,8,12,8,8,28,18,1,38,23
"Godley ISD",2020-11-15,126911,"2421",2263,0,1,7,7,2,8,5,2,2,15,13,4,18,10
"Gold Burg ISD",2020-11-15,169906,"133",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Rule Charter School",2020-11-15,57835,"1502",816,6,1,0,1,3,5,0,11,1,0,2,3,10,1
"Goldthwaite ISD",2020-11-15,167901,"515",510,0,2,0,0,0,2,0,2,2,5,2,2,9,0
"Goliad ISD",2020-11-15,88902,"1272",1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonzales ISD",2020-11-15,89901,"2652",2560,0,1,0,1,0,2,0,0,2,10,5,0,15,2
"Goodrich ISD",2020-11-15,187903,"254",238,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Goodwater Montessori School",2020-11-15,246802,"3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goose Creek Cisd",2020-11-15,101911,"23287",14818,3,2,11,16,0,32,0,15,14,62,78,7,161,1
"Gordon ISD",2020-11-15,182901,"206",202,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Gorman ISD",2020-11-15,67904,"276",252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grady ISD",2020-11-15,156905,"226",226,3,2,2,1,0,8,0,3,2,2,2,0,8,1
"Graford ISD",2020-11-15,182902,"317",261,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Graham ISD",2020-11-15,252901,"2284",2155,NA,NA,NA,NA,NA,NA,NA,3,8,66,20,0,1,96
"Granbury ISD",2020-11-15,111901,"7471",6215,2,4,7,8,0,4,17,11,11,57,37,0,36,80
"Grand Prairie ISD",2020-11-15,57910,"27935",13287,10,10,29,27,0,73,3,43,30,105,134,3,304,5
"Grand Saline ISD",2020-11-15,234904,"1107",1065,2,2,4,7,0,0,15,5,6,19,32,1,7,54
"Grandfalls-Royalty ISD",2020-11-15,238904,"166",166,0,0,1,2,0,0,3,0,0,2,4,0,2,4
"Grandview ISD",2020-11-15,126904,"1339",1269,NA,NA,NA,NA,NA,NA,NA,1,0,11,4,1,0,15
"Grandview-Hopkins ISD",2020-11-15,90905,"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granger ISD",2020-11-15,246905,"449",377,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,1
"Grape Creek ISD",2020-11-15,226907,"1105",971,1,0,0,0,0,1,0,2,0,3,0,0,4,1
"Grapeland ISD",2020-11-15,113902,"605",590,0,1,2,0,0,1,2,2,2,5,6,0,6,9
"Grapevine-Colleyville ISD",2020-11-15,220906,"13910",7354,8,11,39,11,13,12,44,37,40,115,50,31,80,131
"Great Hearts Texas",2020-11-15,15835,"6637",4211,0,1,3,1,0,4,1,7,9,20,11,8,14,25
"Greenville ISD",2020-11-15,116905,"5228",2726,6,5,4,7,0,9,13,13,12,28,56,19,36,54
"Greenwood ISD",2020-11-15,165902,"2848",1951,1,0,3,7,0,3,8,3,6,40,27,0,26,50
"Gregory-Portland ISD",2020-11-15,205902,"4713",2913,2,0,4,2,0,5,3,3,3,10,15,0,12,19
"Groesbeck ISD",2020-11-15,147902,"1505",1275,0,1,1,1,0,3,0,3,5,7,9,2,22,0
"Groom ISD",2020-11-15,33901,"137",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Groveton ISD",2020-11-15,228901,"726",712,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0
"Gruver ISD",2020-11-15,98901,"439",435,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gunter ISD",2020-11-15,91917,"1024",928,0,0,4,2,0,4,2,6,4,30,8,1,21,26
"Gustine ISD",2020-11-15,47903,"147",145,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,3
"Guthrie Csd",2020-11-15,135001,"127",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hale Center ISD",2020-11-15,95903,"617",485,2,1,12,3,0,2,16,3,3,33,18,0,28,29
"Hallettsville ISD",2020-11-15,143901,"1121",1071,2,0,2,1,0,1,4,5,1,10,10,0,3,23
"Hallsburg ISD",2020-11-15,161924,"164",163,0,1,0,1,0,2,0,0,1,0,2,0,3,0
"Hallsville ISD",2020-11-15,102904,"4817",4521,NA,NA,NA,NA,NA,NA,NA,3,3,28,26,2,7,51
"Hamilton ISD",2020-11-15,97902,"794",760,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,0,5,1
"Hamlin Collegiate ISD",2020-11-15,127903,"441",431,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Hamshire-Fannett ISD",2020-11-15,123914,"1849",1492,0,0,2,1,0,0,3,4,0,18,16,5,10,23
"Happy ISD",2020-11-15,219901,"269",253,0,0,3,1,0,2,2,2,0,8,3,0,8,5
"Hardin ISD",2020-11-15,146904,"1213",1203,0,0,3,0,1,2,0,1,4,9,9,2,21,0
"Hardin-Jefferson ISD",2020-11-15,100905,"2475",2231,1,0,4,1,1,4,1,1,1,24,5,6,16,9
"Harlandale ISD",2020-11-15,15904,"12459",1097,0,0,2,4,0,6,0,1,5,21,25,4,47,1
"Harleton ISD",2020-11-15,102905,"715",682,1,0,1,2,0,1,3,3,0,6,2,0,5,6
"Harlingen Cisd",2020-11-15,31903,"17883",4070,5,1,3,6,2,13,0,6,3,14,23,2,42,2
"Harmony ISD",2020-11-15,230905,"1024",1011,0,0,2,0,0,1,1,2,0,4,7,0,11,2
"Harmony School Of Excellence",2020-11-15,101858,"5999",1428,0,0,0,1,0,1,0,2,1,2,5,2,8,0
"Harmony School Of Science - Houston",2020-11-15,101862,"3986",691,0,0,0,1,0,1,0,0,0,1,4,1,4,0
"Harmony Science Acad (El Paso)",2020-11-15,71806,"4144",522,1,0,0,1,0,2,0,8,6,8,41,5,58,0
