"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,430,69,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,396,39,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,342,53,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,405,106,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,396,115,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,414,141,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,435,114,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,453,136,NA,1,NA,NA,NA,NA,5,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,273,104,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,396,114,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,157,62,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,464,181,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,280,84,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,202,48,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,335,134,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,397,242,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,407,148,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,525,192,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,272,98,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,383,134,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,675,174,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,409,128,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,403,139,NA,3,NA,NA,NA,NA,6,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,843,313,0,2,0,1,1,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,588,295,0,1,0,0,1,NA,4,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,625,138,0,1,0,0,1,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,571,92,0,1,0,0,1,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,328,126,0,1,0,0,1,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,366,107,0,2,0,0,2,NA,4,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,434,200,0,2,0,0,2,NA,2,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,583,196,0,1,0,1,0,NA,5,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,409,176,0,1,0,1,0,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,398,123,0,1,0,0,1,NA,1,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,1416,210,9,4,0,3,10,NA,5,NA,NA,NA
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,10,1,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,799,207,NA,NA,NA,NA,NA,0,2,0,1,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,219,77,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,753,188,NA,NA,NA,NA,NA,0,3,0,2,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,450,75,NA,NA,NA,NA,NA,0,3,0,3,0
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,14,12,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,567,166,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,482,180,NA,NA,NA,NA,NA,0,2,0,0,2
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,622,178,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,576,172,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,484,139,NA,NA,NA,NA,NA,0,2,0,0,2
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,266,76,0,1,0,0,1,0,1,0,0,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,494,154,0,1,0,0,1,0,3,0,1,2
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,410,208,0,1,0,1,0,0,3,0,2,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,285,68,0,1,0,1,0,0,1,0,1,0
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,234,93,0,1,0,0,1,0,1,0,0,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,182,85,0,1,0,0,1,0,2,0,1,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,162,78,0,1,0,0,1,0,2,0,1,1
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,NA,NA,0,3,0,0,3,0,10,0,1,9
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,481,107,NA,NA,NA,NA,NA,5,2,0,2,5
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,563,167,NA,NA,NA,NA,NA,6,0,0,4,2
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,688,235,NA,1,NA,NA,NA,6,4,0,5,5
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,1617,630,NA,2,NA,NA,NA,7,2,0,4,5
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,549,207,NA,0,NA,NA,NA,7,3,0,4,6
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,466,81,NA,1,NA,NA,NA,8,3,1,0,10
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,1292,130,NA,2,NA,NA,NA,12,6,0,7,11
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,1473,345,NA,1,NA,NA,NA,12,6,0,3,15
"San Antonio ISD",2020-12-13,15907,"45857",13876,NA,NA,1532,539,NA,1,NA,NA,NA,12,12,0,4,20
"San Antonio ISD Total",2020-12-13,15907,"45857",13876,NA,NA,45857,13876,64,46,4,33,73,220,177,6,159,232
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,211,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,409,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,562,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,192,46,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,319,100,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,391,140,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,441,112,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,425,125,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,291,71,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,219,30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,560,136,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,578,109,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,533,144,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,486,121,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,303,66,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,NA,NA,0,4,0,0,4,0,34,0,4,30
"South San Antonio ISD",2020-12-13,15908,"8256",1953,NA,NA,2336,451,7,0,0,0,7,22,0,0,3,19
"South San Antonio ISD Total",2020-12-13,15908,"8256",1953,NA,NA,8256,1953,13,4,0,0,17,53,40,0,16,77
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,148,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,314,209,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,NA,NA,0,3,0,0,3,0,8,0,2,6
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,506,335,NA,0,NA,NA,NA,NA,6,NA,NA,NA
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,581,383,NA,1,NA,NA,NA,7,2,0,1,8
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,618,321,7,0,0,0,7,13,3,0,0,16
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,691,434,5,1,0,3,3,15,5,0,6,14
"Somerset ISD",2020-12-13,15909,"4024",2435,NA,NA,1164,709,NA,0,NA,NA,NA,17,1,0,5,13
"Somerset ISD Total",2020-12-13,15909,"4024",2435,NA,NA,4024,2435,17,5,0,8,14,60,26,0,17,69
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,487,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,402,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,700,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,52,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,879,430,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1223,564,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,651,336,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,591,334,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,432,263,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,597,364,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,466,267,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,330,197,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,450,266,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,554,362,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,381,222,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,837,543,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,544,410,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,609,417,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,611,489,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,159,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,716,266,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1140,425,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,824,392,NA,3,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1186,630,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1161,619,NA,2,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,466,272,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,596,380,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,770,491,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,278,156,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,380,242,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,560,391,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,545,353,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,647,357,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,587,372,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,507,356,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,838,438,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,893,680,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1009,617,NA,3,NA,NA,NA,NA,7,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,682,460,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,785,522,0,2,0,0,2,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,595,355,0,1,0,0,1,NA,4,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,464,247,0,1,0,1,0,NA,1,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,590,405,0,3,0,0,3,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,516,366,0,2,0,0,2,NA,4,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,544,317,0,1,0,1,0,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,536,408,0,1,0,0,1,NA,3,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,513,355,0,1,0,1,0,NA,4,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,795,537,0,1,0,0,1,NA,2,NA,NA,NA
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,111,15,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,24,11,NA,NA,NA,NA,NA,0,1,0,1,0
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,963,414,NA,NA,NA,NA,NA,0,3,0,0,3
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,353,237,NA,NA,NA,NA,NA,0,1,0,1,0
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,551,327,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,385,233,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,4
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,375,240,0,3,0,1,2,0,3,0,1,2
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,506,311,0,1,0,0,1,0,2,0,0,2
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,967,476,NA,2,NA,NA,NA,6,7,0,1,12
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,674,472,NA,0,NA,NA,NA,6,3,0,3,6
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,813,528,NA,0,NA,NA,NA,6,0,0,1,5
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,941,447,NA,1,NA,NA,NA,7,2,0,0,9
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1106,587,NA,0,NA,NA,NA,7,0,0,3,4
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,530,282,NA,0,NA,NA,NA,8,2,0,3,7
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,2656,912,NA,1,NA,NA,NA,10,9,0,1,18
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,990,574,NA,0,NA,NA,NA,11,4,1,1,13
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,1380,783,NA,0,NA,NA,NA,12,1,0,3,10
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,3402,1295,NA,0,NA,NA,NA,16,4,0,6,14
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,2247,946,5,4,1,1,7,16,9,1,3,21
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,2443,624,5,0,0,2,3,18,11,0,6,23
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,3186,1671,NA,2,NA,NA,NA,27,6,0,8,25
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,2616,1098,9,2,0,1,10,29,6,0,4,31
"North East ISD",2020-12-13,15910,"60400",31452,NA,NA,3084,1159,12,1,5,1,7,41,5,5,12,29
"North East ISD Total",2020-12-13,15910,"60400",31452,NA,NA,60400,31452,92,41,11,30,92,341,180,12,120,389
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,551,343,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,486,321,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,472,272,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,703,474,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,690,396,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,1093,464,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,629,363,0,1,0,1,0,NA,1,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,686,448,0,2,0,1,1,NA,4,NA,NA,NA
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,52,43,0,1,0,1,0,0,2,0,2,0
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,NA,NA,0,3,0,3,0,2,13,0,15,0
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,1229,552,NA,0,NA,NA,NA,5,1,0,6,0
"East Central ISD",2020-12-13,15911,"9763",4817,NA,NA,3123,1114,NA,3,NA,NA,NA,27,11,0,32,6
"East Central ISD Total",2020-12-13,15911,"9763",4817,NA,NA,9763,4817,7,11,0,17,1,49,40,0,80,9
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,438,246,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,506,262,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,468,293,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,524,274,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,474,290,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,757,369,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,737,323,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,841,364,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,611,334,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,677,404,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,817,328,0,3,0,3,0,NA,9,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,680,359,0,1,0,1,0,NA,1,NA,NA,NA
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,239,105,0,1,0,1,0,0,2,0,2,0
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,487,302,0,2,0,2,0,0,5,0,3,2
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,558,297,0,1,0,1,0,0,2,0,2,0
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,579,369,0,1,0,1,0,5,5,0,6,4
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,2088,728,NA,1,NA,NA,NA,7,5,0,9,3
"Southwest ISD",2020-12-13,15912,"13458",6296,NA,NA,1977,649,NA,0,NA,NA,NA,9,7,0,7,9
"Southwest ISD Total",2020-12-13,15912,"13458",6296,NA,NA,13458,6296,11,13,0,18,6,72,58,0,82,48
"Lackland ISD",2020-12-13,15913,"888",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lackland ISD",2020-12-13,15913,"888",694,NA,NA,363,265,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lackland ISD",2020-12-13,15913,"888",694,NA,NA,525,429,0,1,0,0,1,0,1,0,0,1
"Lackland ISD Total",2020-12-13,15913,"888",694,NA,NA,888,694,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"Ft Sam Houston ISD",2020-12-13,15914,"1491",1138,NA,NA,690,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ft Sam Houston ISD",2020-12-13,15914,"1491",1138,NA,NA,801,648,NA,2,NA,NA,NA,NA,8,NA,NA,NA
"Ft Sam Houston ISD",2020-12-13,15914,"1491",1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Ft Sam Houston ISD Total",2020-12-13,15914,"1491",1138,NA,NA,1491,1138,NA,2,NA,NA,NA,7,9,0,7,9
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,70,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
