"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,331,243,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,778,392,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,530,400,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,863,566,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,801,556,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,592,423,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1689,971,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,596,455,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,768,630,NA,3,NA,NA,NA,NA,5,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,833,423,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,642,421,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1147,661,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,845,571,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,662,538,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,549,382,0,1,0,0,1,NA,2,NA,NA,NA
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,746,538,NA,NA,NA,NA,NA,0,1,0,0,1
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,636,417,0,1,0,0,1,5,4,0,0,9
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,527,383,0,1,0,0,1,5,1,0,0,6
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,901,671,0,1,0,0,1,6,6,0,0,12
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1670,918,NA,2,NA,NA,NA,8,4,0,1,11
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1787,924,NA,0,NA,NA,NA,10,1,0,0,11
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1593,982,NA,NA,NA,NA,NA,11,1,2,0,10
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,NA,NA,0,1,0,0,1,11,30,0,1,40
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,2180,1013,NA,0,NA,NA,NA,12,4,1,0,15
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1687,1035,NA,1,NA,NA,NA,15,2,1,0,16
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,2167,1272,NA,0,NA,NA,NA,22,1,0,0,23
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,1997,1110,NA,1,NA,NA,NA,32,5,0,1,36
"Lamar Cisd",2020-12-06,79901,"36523",22648,NA,NA,2856,1434,16,0,0,16,0,32,3,0,16,19
"Lamar Cisd Total",2020-12-06,79901,"36523",22648,NA,NA,36523,22648,42,13,1,26,28,231,87,7,29,282
"Lamesa ISD",2020-12-06,58906,"1734",1444,NA,NA,1734,1444,0,1,0,1,0,69,67,0,18,118
"Lamesa ISD Total",2020-12-06,58906,"1734",1444,NA,NA,1734,1444,0,1,0,1,0,69,67,0,18,118
"Lampasas ISD",2020-12-06,141901,"3418",2898,NA,NA,398,358,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lampasas ISD",2020-12-06,141901,"3418",2898,NA,NA,540,461,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Lampasas ISD",2020-12-06,141901,"3418",2898,NA,NA,NA,NA,0,2,0,0,2,0,7,0,3,4
"Lampasas ISD",2020-12-06,141901,"3418",2898,NA,NA,684,617,NA,NA,NA,NA,NA,5,7,0,0,12
"Lampasas ISD",2020-12-06,141901,"3418",2898,NA,NA,785,683,NA,0,NA,NA,NA,8,1,0,0,9
"Lampasas ISD",2020-12-06,141901,"3418",2898,NA,NA,1011,779,NA,0,NA,NA,NA,38,13,0,6,45
"Lampasas ISD Total",2020-12-06,141901,"3418",2898,NA,NA,3418,2898,NA,3,NA,NA,NA,53,32,0,9,76
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,1117,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,2195,0,NA,2,NA,NA,NA,NA,10,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,668,192,NA,3,NA,NA,NA,NA,4,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,412,160,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,535,132,0,1,0,0,1,NA,6,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,687,242,0,1,0,0,1,NA,2,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,675,200,0,1,0,0,1,NA,5,NA,NA,NA
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,1
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,455,155,NA,NA,NA,NA,NA,0,3,1,1,1
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,2,1
"Lancaster ISD",2020-12-06,57913,"7190",1275,NA,NA,446,194,NA,NA,NA,NA,NA,5,8,0,2,11
"Lancaster ISD Total",2020-12-06,57913,"7190",1275,NA,NA,7190,1275,6,8,0,0,14,35,49,7,18,59
"Laneville ISD",2020-12-06,201903,"163",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Laneville ISD",2020-12-06,201903,"163",159,NA,NA,163,159,NA,NA,NA,NA,NA,6,5,0,3,8
"Laneville ISD Total",2020-12-06,201903,"163",159,NA,NA,163,159,NA,NA,NA,NA,NA,6,6,0,3,9
"Lapoynor ISD",2020-12-06,107910,"452",446,NA,NA,191,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lapoynor ISD",2020-12-06,107910,"452",446,NA,NA,113,112,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lapoynor ISD",2020-12-06,107910,"452",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0
"Lapoynor ISD",2020-12-06,107910,"452",446,NA,NA,148,144,NA,NA,NA,NA,NA,5,0,0,3,2
"Lapoynor ISD Total",2020-12-06,107910,"452",446,NA,NA,452,446,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,2054,14,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,684,44,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,442,52,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,619,133,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,533,149,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,402,89,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,762,123,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,633,40,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,600,93,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,1267,118,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,756,85,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,440,94,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,1592,0,0,1,0,0,1,NA,4,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,1389,100,0,2,0,0,2,NA,15,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,801,164,0,1,0,0,1,NA,3,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,512,121,0,1,0,0,1,NA,5,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,655,77,0,1,0,0,1,NA,3,NA,NA,NA
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,1167,46,NA,NA,NA,NA,NA,0,3,0,0,3
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,647,123,NA,NA,NA,NA,NA,0,4,0,1,3
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,475,98,NA,NA,NA,NA,NA,0,2,0,0,2
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,429,47,NA,NA,NA,NA,NA,0,4,0,2,2
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,426,7,0,1,0,0,1,0,3,0,2,1
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,468,91,0,3,0,0,3,0,5,0,0,5
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,424,66,0,1,0,0,1,0,1,0,0,1
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,469,56,0,2,0,0,2,0,4,0,0,4
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,548,105,0,1,0,0,1,0,3,0,2,1
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,622,88,0,1,0,0,1,0,4,0,2,2
"Laredo ISD",2020-12-06,240901,"22078",2279,NA,NA,2229,56,0,3,0,0,3,6,6,0,3,9
"Laredo ISD Total",2020-12-06,240901,"22078",2279,NA,NA,22078,2279,5,19,0,0,24,51,110,0,29,132
"Lasara ISD",2020-12-06,245901,"313",71,NA,NA,224,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasara ISD",2020-12-06,245901,"313",71,NA,NA,89,13,NA,NA,NA,NA,NA,0,1,0,1,0
"Lasara ISD Total",2020-12-06,245901,"313",71,NA,NA,313,71,NA,NA,NA,NA,NA,0,1,0,1,0
"Latexo ISD",2020-12-06,113905,"463",395,NA,NA,240,215,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Latexo ISD",2020-12-06,113905,"463",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Latexo ISD",2020-12-06,113905,"463",395,NA,NA,223,180,NA,1,NA,NA,NA,19,8,0,2,25
"Latexo ISD Total",2020-12-06,113905,"463",395,NA,NA,463,395,NA,1,NA,NA,NA,NA,11,NA,NA,NA
"Lazbuddie ISD",2020-12-06,185904,"182",180,NA,NA,182,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazbuddie ISD Total",2020-12-06,185904,"182",180,NA,NA,182,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leadership Prep School",2020-12-06,61804,"1299",682,NA,NA,456,217,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Leadership Prep School",2020-12-06,61804,"1299",682,NA,NA,843,465,0,1,0,1,0,9,4,2,8,3
"Leadership Prep School Total",2020-12-06,61804,"1299",682,NA,NA,1299,682,NA,1,NA,NA,NA,NA,5,NA,NA,NA
"Leakey ISD",2020-12-06,193902,"286",271,NA,NA,286,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leakey ISD Total",2020-12-06,193902,"286",271,NA,NA,286,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,71,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,823,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1455,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,841,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,602,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,529,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,419,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,589,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,574,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,604,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,599,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,950,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,435,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,670,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,863,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,2219,972,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,2519,858,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1831,1045,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1348,625,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1158,653,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1331,631,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1178,610,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,686,345,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,973,664,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,383,205,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,556,313,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,514,282,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,470,284,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,683,433,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,670,402,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,692,430,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,685,351,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,940,420,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,865,403,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,557,340,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,726,423,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,724,491,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,855,578,NA,NA,NA,NA,NA,0,1,0,0,1
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,552,306,NA,NA,NA,NA,NA,0,1,0,0,1
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,558,278,NA,NA,NA,NA,NA,0,1,0,0,1
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,2043,460,NA,NA,NA,NA,NA,6,1,0,0,7
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,2812,849,NA,NA,NA,NA,NA,6,0,0,0,6
"Leander ISD",2020-12-06,246913,"40404",19601,NA,NA,1826,757,NA,NA,NA,NA,NA,8,1,0,0,9
"Leander ISD Total",2020-12-06,246913,"40404",19601,NA,NA,40404,19601,NA,NA,NA,NA,NA,57,13,0,0,70
"Leary ISD",2020-12-06,19914,"102",92,NA,NA,102,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leary ISD Total",2020-12-06,19914,"102",92,NA,NA,102,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lefors ISD",2020-12-06,90902,"159",156,NA,NA,159,156,0,1,0,0,1,NA,5,NA,NA,NA
"Lefors ISD Total",2020-12-06,90902,"159",156,NA,NA,159,156,0,1,0,0,1,NA,5,NA,NA,NA
"Legacy Preparatory",2020-12-06,57846,"1640",477,NA,NA,345,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Legacy Preparatory",2020-12-06,57846,"1640",477,NA,NA,1295,357,NA,NA,NA,NA,NA,0,2,0,1,1
"Legacy Preparatory Total",2020-12-06,57846,"1640",477,NA,NA,1640,477,NA,NA,NA,NA,NA,0,2,0,1,1
"Legacy School Of Sport Sciences",2020-12-06,101874,"392",65,NA,NA,392,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Legacy School Of Sport Sciences Total",2020-12-06,101874,"392",65,NA,NA,392,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leggett ISD",2020-12-06,187906,"204",0,NA,NA,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leggett ISD",2020-12-06,187906,"204",0,NA,NA,126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leggett ISD",2020-12-06,187906,"204",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,0,4
"Leggett ISD Total",2020-12-06,187906,"204",0,NA,NA,204,0,NA,NA,NA,NA,NA,0,6,2,0,4
"Leon ISD",2020-12-06,145911,"736",710,NA,NA,420,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leon ISD",2020-12-06,145911,"736",710,NA,NA,NA,NA,2,1,0,3,0,4,4,0,5,3
"Leon ISD",2020-12-06,145911,"736",710,NA,NA,316,306,NA,NA,NA,NA,NA,5,2,0,0,7
"Leon ISD Total",2020-12-06,145911,"736",710,NA,NA,736,710,2,1,0,3,0,9,6,0,5,10
"Leonard ISD",2020-12-06,74909,"826",683,NA,NA,244,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonard ISD",2020-12-06,74909,"826",683,NA,NA,129,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonard ISD",2020-12-06,74909,"826",683,NA,NA,191,169,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leonard ISD",2020-12-06,74909,"826",683,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"Leonard ISD",2020-12-06,74909,"826",683,NA,NA,262,191,0,1,0,0,1,5,3,0,2,6
"Leonard ISD Total",2020-12-06,74909,"826",683,NA,NA,826,683,0,1,0,0,1,NA,4,NA,NA,NA
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,0,9
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,293,259,0,2,0,0,2,6,5,0,0,11
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,389,333,NA,NA,NA,NA,NA,11,8,0,0,19
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,421,386,NA,NA,NA,NA,NA,12,9,0,0,21
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,312,258,NA,2,NA,NA,NA,14,11,0,0,25
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,663,606,0,1,0,0,1,44,16,0,0,60
"Levelland ISD",2020-12-06,110902,"2811",2511,NA,NA,733,669,NA,3,NA,NA,NA,87,18,0,0,105
"Levelland ISD Total",2020-12-06,110902,"2811",2511,NA,NA,2811,2511,NA,8,NA,NA,NA,174,76,0,0,250
"Leveretts Chapel ISD",2020-12-06,201904,"237",229,NA,NA,110,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leveretts Chapel ISD",2020-12-06,201904,"237",229,NA,NA,63,57,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Leveretts Chapel ISD",2020-12-06,201904,"237",229,NA,NA,64,64,NA,NA,NA,NA,NA,0,1,0,0,1
"Leveretts Chapel ISD",2020-12-06,201904,"237",229,NA,NA,NA,NA,0,1,0,1,0,0,2,0,1,1
"Leveretts Chapel ISD Total",2020-12-06,201904,"237",229,NA,NA,237,229,0,1,0,1,0,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,453,349,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,547,420,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,365,298,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,343,215,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,471,372,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,802,595,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,483,334,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,636,386,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,365,263,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,235,166,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,460,350,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,536,341,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,280,216,NA,3,NA,NA,NA,NA,4,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,372,271,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,523,366,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,450,263,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,677,520,NA,1,NA,NA,NA,NA,7,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,573,290,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,406,288,0,1,0,0,1,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,635,484,0,1,0,0,1,NA,3,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,571,444,0,1,0,0,1,NA,7,NA,NA,NA
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,261,183,0,1,0,0,1,0,1,0,0,1
"Lewisville ISD",2020-12-06,61902,"49360",31875,NA,NA,422,323,NA,NA,NA,NA,NA,5,1,0,0,6
