"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,121,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,480,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,73,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,112,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,1292,130,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,588,295,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,964,382,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,625,138,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,864,298,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,542,174,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,333,101,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,396,115,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,637,131,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,549,207,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,435,114,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,273,104,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,490,95,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,396,114,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,661,234,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,464,181,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,366,107,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,460,155,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,449,140,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,723,161,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,525,192,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,469,106,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,296,115,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,596,169,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,385,135,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,1541,420,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,466,81,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,1617,630,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,1416,210,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,396,39,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,182,37,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,571,92,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,688,235,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,434,200,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,202,48,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,335,134,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,481,107,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,409,176,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,398,123,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,409,128,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,403,139,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,156,82,NA,2,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,453,136,0,1,0,0,1,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,802,185,0,1,0,0,1,NA,2,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,675,174,0,1,0,0,1,NA,1,NA,NA,NA
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,799,207,NA,NA,NA,NA,NA,0,2,0,1,1
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,405,106,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,753,188,NA,NA,NA,NA,NA,0,2,0,2,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,450,75,NA,NA,NA,NA,NA,0,3,0,3,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,14,12,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,328,126,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,482,180,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,213,49,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,494,154,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,410,208,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,576,172,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,280,84,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,583,196,NA,NA,NA,NA,NA,0,4,0,2,2
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,439,190,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,397,242,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,383,134,NA,NA,NA,NA,NA,0,2,0,0,2
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,182,85,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,162,78,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,567,166,0,1,0,1,0,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,191,124,0,1,0,1,0,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,622,178,0,1,0,1,0,0,1,0,1,0
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,NA,NA,0,1,0,0,1,0,4,0,0,4
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,1532,539,NA,NA,NA,NA,NA,5,10,0,4,11
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,563,167,NA,NA,NA,NA,NA,5,0,0,4,1
"San Antonio ISD",2020-11-22,15907,"45857",13876,NA,NA,1473,345,NA,0,NA,NA,NA,7,3,0,3,7
"San Antonio ISD Total",2020-11-22,15907,"45857",13876,NA,NA,45857,13876,37,9,2,23,21,114,89,2,112,89
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,211,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,409,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,303,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,562,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,219,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,192,46,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,578,109,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,319,100,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,486,121,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,391,140,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,291,71,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,560,136,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,533,144,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,441,112,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,425,125,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,NA,NA,0,5,0,0,5,0,14,0,4,10
"South San Antonio ISD",2020-11-22,15908,"8256",1953,NA,NA,2336,451,NA,0,NA,NA,NA,8,0,0,3,5
"South San Antonio ISD Total",2020-11-22,15908,"8256",1953,NA,NA,8256,1953,9,5,0,0,14,23,20,0,16,27
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,148,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,314,209,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,618,321,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,506,335,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,581,383,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,2
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,691,434,NA,0,NA,NA,NA,9,2,0,2,9
"Somerset ISD",2020-11-22,15909,"4024",2435,NA,NA,1164,709,NA,0,NA,NA,NA,10,1,0,2,9
"Somerset ISD Total",2020-11-22,15909,"4024",2435,NA,NA,4024,2435,7,1,0,0,8,35,14,0,7,42
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,487,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,824,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,402,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,375,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,278,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,551,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,700,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,838,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,506,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,52,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,967,476,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,716,266,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1140,425,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1186,630,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,785,522,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,464,247,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,596,380,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,590,405,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,597,364,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,544,317,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,330,197,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,450,266,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,380,242,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,536,408,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,554,362,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,381,222,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,507,356,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,513,355,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,611,489,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,795,537,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,159,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,879,430,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,990,574,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1161,619,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,941,447,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1106,587,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,466,272,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,591,334,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,432,263,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,770,491,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,466,267,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,837,543,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,544,410,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,893,680,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,682,460,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,813,528,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1223,564,0,2,0,1,1,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,651,336,0,1,0,0,1,NA,1,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,516,366,0,2,0,0,2,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,545,353,0,1,0,0,1,NA,2,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,647,357,0,1,0,0,1,NA,3,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,609,417,0,1,0,0,1,NA,4,NA,NA,NA
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,111,15,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,963,414,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,595,355,NA,NA,NA,NA,NA,0,1,0,1,0
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,353,237,NA,NA,NA,NA,NA,0,1,0,1,0
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,560,391,NA,NA,NA,NA,NA,0,3,0,0,3
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,385,233,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1009,617,NA,NA,NA,NA,NA,0,2,0,1,1
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,24,11,0,1,0,1,0,0,1,0,1,0
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,587,372,0,1,0,0,1,0,1,0,0,1
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,NA,NA,0,3,0,0,3,0,4,0,0,4
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,674,472,NA,NA,NA,NA,NA,5,1,0,2,4
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,2247,946,NA,1,NA,NA,NA,6,1,0,2,5
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,2656,912,NA,0,NA,NA,NA,6,8,0,1,13
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,1380,783,NA,1,NA,NA,NA,6,1,0,2,5
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,530,282,NA,NA,NA,NA,NA,7,2,0,3,6
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,2443,624,NA,1,NA,NA,NA,10,8,0,1,17
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,3402,1295,6,2,0,2,6,12,4,0,4,12
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,2616,1098,NA,0,NA,NA,NA,13,3,0,3,13
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,3186,1671,6,0,0,4,2,17,2,0,5,14
"North East ISD",2020-11-22,15910,"60400",31452,NA,NA,3084,1159,5,0,0,1,4,22,0,0,10,12
"North East ISD Total",2020-11-22,15910,"60400",31452,NA,NA,60400,31452,49,19,0,22,46,185,100,1,79,205
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,52,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,1229,552,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,551,343,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,486,321,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,629,363,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,472,272,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,703,474,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,686,448,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,690,396,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,1093,464,NA,NA,NA,NA,NA,0,1,0,1,0
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0,10,0
"East Central ISD",2020-11-22,15911,"9763",4817,NA,NA,3123,1114,NA,NA,NA,NA,NA,14,3,0,11,6
"East Central ISD Total",2020-11-22,15911,"9763",4817,NA,NA,9763,4817,NA,NA,NA,NA,NA,28,17,0,38,7
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,468,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,757,369,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,817,328,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,611,334,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,677,404,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,474,290,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,2088,728,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,737,323,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,680,359,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,579,369,0,1,0,0,1,NA,4,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,506,262,0,1,0,0,1,NA,1,NA,NA,NA
"Southwest ISD",2020-11-22,15912,"13458",6296,NA,NA,524,274,0,1,0,0,1,NA,2,NA,NA,NA
