"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,840,493,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,801,505,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,983,531,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,920,524,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,663,476,0,1,0,1,0,NA,2,NA,NA,NA
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,630,418,NA,NA,NA,NA,NA,0,2,0,0,2
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,NA,NA,0,1,0,0,1,0,3,0,1,2
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,1754,1027,NA,NA,NA,NA,NA,5,0,0,4,1
"Bastrop ISD",2020-11-22,11901,"11441",7055,NA,NA,1504,922,5,2,0,2,5,9,3,0,5,7
"Bastrop ISD Total",2020-11-22,11901,"11441",7055,NA,NA,11441,7055,5,4,0,3,6,31,17,0,30,18
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,48,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,597,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,760,353,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,653,344,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,675,389,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,1380,534,0,1,0,0,1,NA,4,NA,NA,NA
"Elgin ISD",2020-11-22,11902,"4640",2317,NA,NA,527,325,0,1,0,0,1,NA,2,NA,NA,NA
"Elgin ISD Total",2020-11-22,11902,"4640",2317,NA,NA,4640,2317,NA,3,NA,NA,NA,8,9,0,0,17
"Smithville ISD",2020-11-22,11904,"1709",1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smithville ISD",2020-11-22,11904,"1709",1238,NA,NA,407,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smithville ISD",2020-11-22,11904,"1709",1238,NA,NA,366,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smithville ISD",2020-11-22,11904,"1709",1238,NA,NA,584,417,NA,NA,NA,NA,NA,0,1,0,1,0
"Smithville ISD",2020-11-22,11904,"1709",1238,NA,NA,352,248,NA,NA,NA,NA,NA,0,1,0,1,0
"Smithville ISD",2020-11-22,11904,"1709",1238,NA,NA,NA,NA,2,3,0,2,3,2,3,0,2,3
"Smithville ISD Total",2020-11-22,11904,"1709",1238,NA,NA,1709,1238,2,3,0,2,3,2,5,0,4,3
"Mcdade ISD",2020-11-22,11905,"334",222,NA,NA,125,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD",2020-11-22,11905,"334",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD",2020-11-22,11905,"334",222,NA,NA,209,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD Total",2020-11-22,11905,"334",222,NA,NA,334,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seymour ISD",2020-11-22,12901,"621",597,NA,NA,176,163,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Seymour ISD",2020-11-22,12901,"621",597,NA,NA,173,170,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Seymour ISD",2020-11-22,12901,"621",597,NA,NA,272,264,NA,NA,NA,NA,NA,0,1,0,1,0
"Seymour ISD Total",2020-11-22,12901,"621",597,NA,NA,621,597,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"St Mary's Academy Charter School",2020-11-22,13801,"391",280,NA,NA,391,280,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"St Mary's Academy Charter School Total",2020-11-22,13801,"391",280,NA,NA,391,280,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,108,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,463,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,555,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,85,42,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,696,426,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,318,266,NA,NA,NA,NA,NA,0,1,0,0,1
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,926,512,NA,0,NA,NA,NA,7,0,0,3,4
"Beeville ISD",2020-11-22,13901,"3151",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0,1,12
"Beeville ISD Total",2020-11-22,13901,"3151",2015,NA,NA,3151,2015,NA,0,NA,NA,NA,19,5,0,7,17
"Pawnee ISD",2020-11-22,13902,"184",139,NA,NA,184,139,NA,NA,NA,NA,NA,0,1,0,1,0
"Pawnee ISD Total",2020-11-22,13902,"184",139,NA,NA,184,139,NA,NA,NA,NA,NA,0,1,0,1,0
"Pettus ISD",2020-11-22,13903,"350",299,NA,NA,189,150,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Pettus ISD",2020-11-22,13903,"350",299,NA,NA,161,149,NA,NA,NA,NA,NA,0,2,0,2,0
"Pettus ISD Total",2020-11-22,13903,"350",299,NA,NA,350,299,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Skidmore-Tynan ISD",2020-11-22,13905,"814",701,NA,NA,365,349,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Skidmore-Tynan ISD",2020-11-22,13905,"814",701,NA,NA,194,158,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Skidmore-Tynan ISD",2020-11-22,13905,"814",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,8
"Skidmore-Tynan ISD",2020-11-22,13905,"814",701,NA,NA,255,194,NA,NA,NA,NA,NA,7,1,0,0,8
"Skidmore-Tynan ISD Total",2020-11-22,13905,"814",701,NA,NA,814,701,NA,0,NA,NA,NA,NA,11,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,169,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,164,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,224,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,171,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,200,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,403,149,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,153,80,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,161,77,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,254,60,NA,NA,NA,NA,NA,0,1,0,1,0
"Richard Milburn Alter High School (Killeen)",2020-11-22,14801,"1899",667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0
"Richard Milburn Alter High School (Killeen) Total",2020-11-22,14801,"1899",667,NA,NA,1899,667,NA,NA,NA,NA,NA,5,5,0,9,1
"Priority Charter Schools",2020-11-22,14803,"850",642,NA,NA,239,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priority Charter Schools",2020-11-22,14803,"850",642,NA,NA,158,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priority Charter Schools",2020-11-22,14803,"850",642,NA,NA,304,220,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Priority Charter Schools",2020-11-22,14803,"850",642,NA,NA,149,126,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Priority Charter Schools Total",2020-11-22,14803,"850",642,NA,NA,850,642,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Orenda Charter School",2020-11-22,14804,"1851",1125,NA,NA,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2020-11-22,14804,"1851",1125,NA,NA,80,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2020-11-22,14804,"1851",1125,NA,NA,120,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2020-11-22,14804,"1851",1125,NA,NA,132,98,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Orenda Charter School",2020-11-22,14804,"1851",1125,NA,NA,1459,857,NA,NA,NA,NA,NA,7,2,1,8,0
"Orenda Charter School Total",2020-11-22,14804,"1851",1125,NA,NA,1851,1125,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Academy ISD",2020-11-22,14901,"1727",1549,NA,NA,423,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy ISD",2020-11-22,14901,"1727",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy ISD",2020-11-22,14901,"1727",1549,NA,NA,431,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy ISD",2020-11-22,14901,"1727",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Academy ISD",2020-11-22,14901,"1727",1549,NA,NA,385,359,NA,NA,NA,NA,NA,0,1,0,0,1
"Academy ISD",2020-11-22,14901,"1727",1549,NA,NA,488,411,NA,NA,NA,NA,NA,5,3,0,0,8
"Academy ISD Total",2020-11-22,14901,"1727",1549,NA,NA,1727,1549,NA,NA,NA,NA,NA,5,5,0,0,10
"Bartlett ISD",2020-11-22,14902,"380",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlett ISD",2020-11-22,14902,"380",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlett ISD",2020-11-22,14902,"380",348,NA,NA,380,348,NA,NA,NA,NA,NA,0,3,0,2,1
"Bartlett ISD Total",2020-11-22,14902,"380",348,NA,NA,380,348,NA,NA,NA,NA,NA,0,3,0,2,1
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,245,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,746,626,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,921,753,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,741,568,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,384,312,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,658,559,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,637,542,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,606,481,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,666,490,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,590,476,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,818,646,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,475,410,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,305,215,NA,NA,NA,NA,NA,0,1,0,1,0
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,366,318,NA,NA,NA,NA,NA,0,3,0,0,3
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,2,4
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,624,494,NA,NA,NA,NA,NA,5,2,0,3,4
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,942,797,NA,NA,NA,NA,NA,7,2,0,3,6
"Belton ISD",2020-11-22,14903,"12609",9746,NA,NA,2885,1863,NA,NA,NA,NA,NA,26,4,0,7,23
"Belton ISD Total",2020-11-22,14903,"12609",9746,NA,NA,12609,9746,NA,NA,NA,NA,NA,65,30,0,31,64
"Holland ISD",2020-11-22,14905,"653",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-11-22,14905,"653",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-11-22,14905,"653",608,NA,NA,143,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-11-22,14905,"653",608,NA,NA,207,187,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Holland ISD",2020-11-22,14905,"653",608,NA,NA,303,290,NA,NA,NA,NA,NA,0,1,0,1,0
"Holland ISD Total",2020-11-22,14905,"653",608,NA,NA,653,608,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,613,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,1080,280,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,771,408,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,692,419,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,492,354,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,660,461,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,465,313,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,429,319,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,833,572,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,568,471,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,910,638,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,825,587,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,813,578,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,376,264,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,566,474,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,924,617,NA,4,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,614,508,NA,5,NA,NA,NA,NA,6,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,636,522,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,944,622,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,992,703,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,824,427,0,1,0,0,1,NA,6,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,648,410,0,1,0,0,1,NA,5,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,1000,623,0,1,0,0,1,NA,3,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,648,472,0,2,0,0,2,NA,4,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,900,634,0,1,0,0,1,NA,4,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,627,395,0,1,0,0,1,NA,3,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,683,442,0,1,0,0,1,NA,3,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,860,585,0,1,0,0,1,NA,2,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,1052,723,0,1,0,0,1,NA,4,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,1242,826,0,1,0,0,1,NA,7,NA,NA,NA
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,66,23,NA,NA,NA,NA,NA,0,3,0,0,3
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,399,82,NA,NA,NA,NA,NA,0,1,0,0,1
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,876,482,NA,NA,NA,NA,NA,0,2,0,0,2
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,574,440,NA,NA,NA,NA,NA,0,1,0,1,0
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,670,543,NA,NA,NA,NA,NA,0,1,0,0,1
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,799,537,NA,NA,NA,NA,NA,0,1,0,1,0
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,633,435,0,1,0,0,1,0,5,0,1,4
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,635,490,0,1,0,0,1,0,1,0,0,1
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,893,547,NA,NA,NA,NA,NA,5,2,0,0,7
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,1062,718,NA,0,NA,NA,NA,5,3,0,0,8
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,602,410,NA,1,NA,NA,NA,5,3,0,0,8
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,762,564,NA,1,NA,NA,NA,6,6,0,0,12
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,841,600,NA,0,NA,NA,NA,7,5,0,0,12
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,683,440,NA,1,NA,NA,NA,8,3,0,0,11
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,1414,821,NA,0,NA,NA,NA,9,1,0,0,10
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,755,552,0,1,0,0,1,9,1,0,0,10
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,2251,952,NA,3,NA,NA,NA,16,14,0,0,30
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,2718,1330,NA,1,NA,NA,NA,20,6,0,0,26
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,2699,1280,5,0,0,0,5,20,12,0,1,31
"Killeen ISD",2020-11-22,14906,"44274",27405,NA,NA,2190,1037,7,1,0,0,8,29,12,0,0,41
"Killeen ISD Total",2020-11-22,14906,"44274",27405,NA,NA,44274,27405,38,35,0,0,73,201,163,0,5,359
"Rogers ISD",2020-11-22,14907,"891",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2020-11-22,14907,"891",868,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2020-11-22,14907,"891",868,NA,NA,404,401,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Rogers ISD",2020-11-22,14907,"891",868,NA,NA,NA,NA,0,1,0,0,1,0,2,0,0,2
"Rogers ISD",2020-11-22,14907,"891",868,NA,NA,205,201,NA,0,NA,NA,NA,9,4,0,2,11
"Rogers ISD",2020-11-22,14907,"891",868,NA,NA,281,265,NA,NA,NA,NA,NA,26,2,0,6,22
"Rogers ISD Total",2020-11-22,14907,"891",868,NA,NA,891,868,NA,2,NA,NA,NA,NA,10,NA,NA,NA
"Salado ISD",2020-11-22,14908,"2106",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salado ISD",2020-11-22,14908,"2106",1834,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salado ISD",2020-11-22,14908,"2106",1834,NA,NA,487,424,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Salado ISD",2020-11-22,14908,"2106",1834,NA,NA,953,827,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Salado ISD",2020-11-22,14908,"2106",1834,NA,NA,663,581,NA,NA,NA,NA,NA,5,3,0,1,7
"Salado ISD Total",2020-11-22,14908,"2106",1834,NA,NA,2106,1834,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,472,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,728,611,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,634,484,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,669,534,NA,2,NA,NA,NA,NA,5,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,317,271,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,462,410,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,400,312,NA,2,NA,NA,NA,NA,4,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,425,366,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,367,324,NA,NA,NA,NA,NA,0,1,0,0,1
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,527,442,NA,NA,NA,NA,NA,0,1,0,0,1
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,410,301,NA,NA,NA,NA,NA,0,1,0,0,1
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,569,427,NA,0,NA,NA,NA,8,6,0,0,14
"Temple ISD",2020-11-22,14909,"8407",6499,NA,NA,2298,1524,9,4,0,0,13,44,17,0,1,60
"Temple ISD Total",2020-11-22,14909,"8407",6499,NA,NA,8407,6499,19,9,0,0,28,71,39,0,2,108
"Troy ISD",2020-11-22,14910,"1570",1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troy ISD",2020-11-22,14910,"1570",1367,NA,NA,376,325,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Troy ISD",2020-11-22,14910,"1570",1367,NA,NA,455,415,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Troy ISD",2020-11-22,14910,"1570",1367,NA,NA,292,271,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Troy ISD",2020-11-22,14910,"1570",1367,NA,NA,447,356,NA,NA,NA,NA,NA,10,3,1,3,9
"Troy ISD Total",2020-11-22,14910,"1570",1367,NA,NA,1570,1367,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Por Vida Academy",2020-11-22,15801,"120",5,NA,NA,72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Por Vida Academy",2020-11-22,15801,"120",5,NA,NA,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Por Vida Academy Total",2020-11-22,15801,"120",5,NA,NA,120,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Gervin Academy",2020-11-22,15802,"867",224,NA,NA,117,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Gervin Academy",2020-11-22,15802,"867",224,NA,NA,750,207,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
