"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Comanche ISD",2020-10-25,47901,"1381",1256,0,0,1,2,0,3,0,2,2,10,12,0,25,1
"Comfort ISD",2020-10-25,130902,"1065",817,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0
"Commerce ISD",2020-10-25,116903,"1456",1050,1,0,4,2,0,0,7,2,2,13,7,5,11,8
"Community ISD",2020-10-25,43918,"2723",1675,NA,NA,NA,NA,NA,NA,NA,0,11,27,16,2,21,31
"Como-Pickton Cisd",2020-10-25,112908,"722",620,0,0,0,1,0,0,1,0,4,19,6,13,7,9
"Compass Academy Charter School",2020-10-25,68802,"1326",1326,0,0,1,1,0,0,2,0,1,10,5,0,11,5
"Compass Rose Academy",2020-10-25,15838,"1134",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comquest Academy",2020-10-25,101842,"38",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comstock ISD",2020-10-25,233903,"229",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connally ISD",2020-10-25,161921,"2327",1303,1,0,0,0,0,0,1,4,0,3,2,0,3,6
"Conroe ISD",2020-10-25,170902,"64382",43449,10,6,15,22,0,0,53,46,26,92,121,5,20,260
"Coolidge ISD",2020-10-25,147901,"313",285,0,0,1,0,0,1,0,0,0,2,0,0,2,0
"Cooper ISD",2020-10-25,60902,"811",702,NA,NA,NA,NA,NA,NA,NA,3,0,3,3,0,2,7
"Coppell ISD",2020-10-25,57922,"12978",3683,2,2,2,3,0,9,0,4,6,31,23,7,57,0
"Copperas Cove ISD",2020-10-25,50910,"8006",4808,0,2,1,10,6,7,0,4,5,7,18,7,25,2
"Corpus Christi ISD",2020-10-25,178904,"34468",5029,1,2,4,3,2,8,0,16,8,30,37,3,86,2
"Corpus Christi Montessori School",2020-10-25,178807,"115",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corrigan-Camden ISD",2020-10-25,187904,"779",665,NA,NA,NA,NA,NA,NA,NA,2,0,2,4,0,8,0
"Corsicana ISD",2020-10-25,175903,"6049",3731,0,0,1,2,0,2,1,15,5,14,14,0,23,25
"Cotton Center ISD",2020-10-25,95902,"97",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotulla ISD",2020-10-25,142901,"1257",629,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,3,2
"Coupland ISD",2020-10-25,246914,"173",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covington ISD",2020-10-25,109903,"265",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crandall ISD",2020-10-25,129901,"4843",3628,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,7,0
"Crane ISD",2020-10-25,52901,"1096",926,0,0,1,2,0,0,3,0,3,2,4,0,2,7
"Cranfills Gap ISD",2020-10-25,18908,"131",120,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,1,9
"Crawford ISD",2020-10-25,161901,"555",520,0,0,2,0,0,0,2,0,0,3,0,0,1,2
"Crockett County Consolidated Csd",2020-10-25,53001,"763",752,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,3,0
"Crockett ISD",2020-10-25,113901,"1273",1075,0,0,8,1,0,0,9,1,1,14,6,0,2,20
"Crosby ISD",2020-10-25,101906,"6188",2480,NA,NA,NA,NA,NA,NA,NA,4,4,20,9,13,11,13
"Crosbyton Cisd",2020-10-25,54901,"324",316,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,0,6,0
"Cross Plains ISD",2020-10-25,30901,"363",355,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,0
"Cross Roads ISD",2020-10-25,107904,"534",513,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0,5
"Crosstimbers Academy",2020-10-25,184801,"111",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowell ISD",2020-10-25,78901,"197",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowley ISD",2020-10-25,220912,"15336",58,4,0,2,4,0,10,0,12,2,7,15,1,31,4
"Crystal City ISD",2020-10-25,254901,"1747",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuero ISD",2020-10-25,62901,"1973",1702,0,0,0,1,0,0,1,0,1,3,5,1,6,2
"Culberson County-Allamoore ISD",2020-10-25,55901,"386",265,0,0,2,4,0,4,2,0,1,2,15,0,15,3
"Cumberland Academy",2020-10-25,212801,"1973",1425,3,1,0,1,0,5,0,11,4,11,7,3,16,14
"Cumby ISD",2020-10-25,112905,"423",327,0,0,1,3,2,1,1,0,0,11,8,5,5,9
"Cushing ISD",2020-10-25,174902,"543",474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cypress-Fairbanks ISD",2020-10-25,101907,"114442",52723,6,6,25,30,3,12,52,30,24,106,123,24,46,213
"D'hanis ISD",2020-10-25,163902,"315",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daingerfield-Lone Star ISD",2020-10-25,172902,"1035",858,0,0,1,3,0,2,2,2,3,13,13,7,16,8
"Dalhart ISD",2020-10-25,56901,"1668",1546,NA,NA,NA,NA,NA,NA,NA,2,0,7,5,0,2,12
"Dallas ISD",2020-10-25,57905,"144574",10259,0,0,2,0,0,0,2,20,8,23,13,2,14,48
"Damon ISD",2020-10-25,20910,"111",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danbury ISD",2020-10-25,20904,"740",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darrouzett ISD",2020-10-25,148905,"144",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dawson ISD",2020-10-25,58902,"154",135,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Dawson ISD",2020-10-25,175904,"535",439,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Dayton ISD",2020-10-25,146902,"5463",3089,0,0,0,2,0,2,0,3,2,20,18,12,25,6
"De Leon ISD",2020-10-25,47902,"740",717,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1
"Decatur ISD",2020-10-25,249905,"3421",3065,0,0,6,2,0,2,6,4,0,10,3,0,11,6
"Deer Park ISD",2020-10-25,101908,"12343",8229,2,2,4,3,0,4,7,6,4,14,7,0,8,23
"Dekalb ISD",2020-10-25,19901,"770",705,NA,NA,NA,NA,NA,NA,NA,0,2,13,14,1,7,21
"Del Valle ISD",2020-10-25,227910,"10618",67,0,0,1,0,0,0,1,0,0,3,5,0,5,3
"Dell City ISD",2020-10-25,115903,"68",65,0,0,2,0,0,0,2,0,0,2,0,0,0,2
"Denison ISD",2020-10-25,91903,"4568",3696,2,1,5,6,0,5,9,4,3,14,14,0,5,30
"Denton ISD",2020-10-25,61901,"30214",16055,3,4,19,15,0,29,12,23,14,66,48,0,88,63
"Denver City ISD",2020-10-25,251901,"1616",1446,1,0,0,2,0,3,0,4,3,18,8,5,26,2
"Desoto ISD",2020-10-25,57906,"8047",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Detroit ISD",2020-10-25,194905,"522",485,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Devers ISD",2020-10-25,146903,"205",205,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Devine ISD",2020-10-25,163901,"1943",1133,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,3,0
"Dew ISD",2020-10-25,81906,"172",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deweyville ISD",2020-10-25,176903,"538",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diboll ISD",2020-10-25,3905,"1872",1478,0,0,1,0,0,0,1,2,0,5,1,0,2,6
"Dickinson ISD",2020-10-25,84901,"11538",6192,NA,NA,NA,NA,NA,NA,NA,5,4,16,7,0,9,23
"Dilley ISD",2020-10-25,82902,"888",497,0,0,0,1,0,0,1,0,0,0,3,0,1,2
"Dime Box ISD",2020-10-25,144903,"153",106,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Dimmitt ISD",2020-10-25,35901,"1200",1125,NA,NA,NA,NA,NA,NA,NA,0,2,8,6,0,2,14
"Divide ISD",2020-10-25,133905,"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dodd City ISD",2020-10-25,74904,"340",324,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Donna ISD",2020-10-25,108902,"13789",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doss Consolidated Csd",2020-10-25,86024,"17",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglass ISD",2020-10-25,174911,"467",437,0,1,1,0,0,2,0,0,1,3,2,0,5,1
"Dr M L Garza-Gonzalez Charter School",2020-10-25,178801,"205",80,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Draw Academy",2020-10-25,101856,"713",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dripping Springs ISD",2020-10-25,105904,"7246",4354,1,0,3,0,0,3,1,3,4,10,0,2,9,6
"Driscoll ISD",2020-10-25,178905,"292",158,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Dublin ISD",2020-10-25,72902,"1080",938,0,0,1,0,0,1,0,0,2,23,8,0,33,0
"Dumas ISD",2020-10-25,171901,"3981",3755,NA,NA,NA,NA,NA,NA,NA,3,3,27,10,0,43,0
"Duncanville ISD",2020-10-25,57907,"11711",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle Mt-Saginaw ISD",2020-10-25,220918,"21080",13721,4,2,16,8,8,7,15,21,16,73,36,10,66,70
"Eagle Pass ISD",2020-10-25,159901,"13828",419,0,1,1,2,0,0,4,3,3,3,23,0,12,20
"Eanes ISD",2020-10-25,227909,"7931",3764,0,0,4,2,1,0,5,1,2,30,9,1,11,30
"Early ISD",2020-10-25,25909,"1158",1064,NA,NA,NA,NA,NA,NA,NA,1,0,4,1,0,2,4
"East Bernard ISD",2020-10-25,241902,"931",881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2020-10-25,15911,"9621",3023,0,1,4,2,0,6,1,0,4,7,12,0,20,3
"East Chambers ISD",2020-10-25,36903,"1500",1040,NA,NA,NA,NA,NA,NA,NA,3,3,7,13,7,7,12
"East Fort Worth Montessori Academy",2020-10-25,220811,"206",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Texas Charter Schools",2020-10-25,92801,"132",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastland ISD",2020-10-25,67903,"1039",909,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,2,0,6
"Ector County ISD",2020-10-25,68901,"31660",15678,15,4,22,30,3,40,28,39,22,69,105,18,162,55
"Ector ISD",2020-10-25,74905,"264",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD",2020-10-25,108903,"4552",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eden Cisd",2020-10-25,48901,"232",199,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
"Edgewood ISD",2020-10-25,15905,"8974",2123,0,0,0,3,0,0,3,1,1,0,15,0,5,12
"Edgewood ISD",2020-10-25,234903,"953",915,0,0,0,1,0,0,1,0,0,0,12,0,8,4
"Edinburg Cisd",2020-10-25,108904,"32656",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna ISD",2020-10-25,120901,"1490",1353,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Education Center International Academy",2020-10-25,57833,"543",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehrhart School",2020-10-25,123805,"488",401,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"El Campo ISD",2020-10-25,241903,"3629",2517,0,0,0,1,0,1,0,3,9,13,7,0,15,17
"El Paso Academy",2020-10-25,71804,"326",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso ISD",2020-10-25,71902,"46907",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso Leadership Academy",2020-10-25,71810,"208",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleanor Kolitz Hebrew Language Academy",2020-10-25,15836,"466",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electra ISD",2020-10-25,243902,"438",404,NA,NA,NA,NA,NA,NA,NA,2,0,1,2,0,2,3
"Elevate Collegiate Charter School",2020-10-25,101877,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elgin ISD",2020-10-25,11902,"4610",1611,0,0,0,1,0,0,1,0,0,0,5,0,0,5
"Elkhart ISD",2020-10-25,1903,"1207",1095,1,0,1,1,0,0,3,1,1,6,14,0,3,19
"Elysian Fields ISD",2020-10-25,102906,"863",818,0,0,0,2,0,2,0,0,0,1,3,0,3,1
"Ennis ISD",2020-10-25,70903,"5832",4300,0,1,6,0,0,7,0,2,3,26,7,0,34,4
"Era ISD",2020-10-25,49906,"479",459,0,0,1,0,0,0,1,0,1,5,2,2,3,3
"Erath Excels Academy Inc",2020-10-25,72802,"91",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile Academy Charter School",2020-10-25,101872,"219",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etoile ISD",2020-10-25,174910,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eula ISD",2020-10-25,30906,"459",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eustace ISD",2020-10-25,107905,"1521",1262,0,0,5,0,0,0,5,2,6,16,12,0,1,35
"Evadale ISD",2020-10-25,121906,"393",373,NA,NA,NA,NA,NA,NA,NA,0,0,18,7,0,2,23
"Evant ISD",2020-10-25,50901,"241",205,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"Everman ISD",2020-10-25,220904,"5490",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolution Academy Charter School",2020-10-25,57834,"583",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excel Academy",2020-10-25,101811,"203",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excellence In Leadership Academy",2020-10-25,108809,"295",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excelsior ISD",2020-10-25,210906,"73",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezzell ISD",2020-10-25,143906,"77",76,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Fabens ISD",2020-10-25,71903,"2031",429,0,0,0,5,2,1,2,0,0,1,22,2,5,16
"Fairfield ISD",2020-10-25,81902,"1707",1445,NA,NA,NA,NA,NA,NA,NA,1,1,8,5,1,5,9
"Falls City ISD",2020-10-25,128904,"392",363,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Fannindel ISD",2020-10-25,60914,"158",142,0,0,1,2,0,0,3,0,0,1,2,0,0,3
"Farmersville ISD",2020-10-25,43904,"1904",1521,NA,NA,NA,NA,NA,NA,NA,0,3,4,1,0,8,0
"Farwell ISD",2020-10-25,185902,"530",517,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Fayetteville ISD",2020-10-25,75906,"270",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris ISD",2020-10-25,70905,"2558",1385,NA,NA,NA,NA,NA,NA,NA,0,3,11,15,0,5,24
"Flatonia ISD",2020-10-25,75901,"600",549,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,1,1
"Florence ISD",2020-10-25,246902,"1074",883,0,0,1,0,0,1,0,1,0,4,3,0,7,1
"Floresville ISD",2020-10-25,247901,"3988",2068,1,0,0,1,0,2,0,3,0,1,9,0,8,5
"Flour Bluff ISD",2020-10-25,178914,"5533",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Floydada ISD",2020-10-25,77901,"702",641,0,0,0,2,0,2,0,0,0,5,4,0,4,5
"Follett ISD",2020-10-25,148902,"163",162,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Forestburg ISD",2020-10-25,169910,"167",153,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
"Forney ISD",2020-10-25,129902,"12628",6178,1,1,1,2,0,5,0,6,12,10,18,0,34,12
"Forsan ISD",2020-10-25,114904,"776",714,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,0,5,0
"Fort Bend ISD",2020-10-25,79907,"76227",2826,7,3,15,8,1,4,28,19,5,39,59,7,37,78
"Fort Elliott Cisd",2020-10-25,242906,"148",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Stockton ISD",2020-10-25,186902,"2210",1341,0,0,2,1,0,3,0,2,1,8,13,1,23,0
"Fort Worth Academy Of Fine Arts",2020-10-25,220809,"641",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Worth ISD",2020-10-25,220905,"76859",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin ISD",2020-10-25,198903,"1260",1147,NA,NA,NA,NA,NA,NA,NA,1,1,16,6,0,24,0
"Frankston ISD",2020-10-25,1904,"760",688,0,0,1,0,0,1,0,1,1,4,0,0,6,0
"Fredericksburg ISD",2020-10-25,86901,"3106",2655,0,0,3,2,0,0,5,5,9,24,3,2,8,31
"Freer ISD",2020-10-25,66903,"767",432,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Frenship ISD",2020-10-25,152907,"10331",9226,5,7,10,7,0,0,29,21,34,76,58,2,32,155
"Friendswood ISD",2020-10-25,84911,"6098",4553,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,0,7,3
"Friona ISD",2020-10-25,185903,"974",924,0,0,0,1,0,0,1,1,4,7,10,1,2,19
"Frisco ISD",2020-10-25,43905,"554",268,7,7,12,5,0,0,31,29,17,126,48,0,0,220
"Frost ISD",2020-10-25,175905,"410",361,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,2,1
"Fruitvale ISD",2020-10-25,234909,"423",358,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0
"Ft Davis ISD",2020-10-25,122901,"202",183,0,3,0,1,0,4,0,0,3,0,1,0,4,0
"Ft Hancock ISD",2020-10-25,115901,"413",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ft Sam Houston ISD",2020-10-25,15914,"1494",456,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gainesville ISD",2020-10-25,49901,"3026",2473,0,0,0,2,0,2,0,9,8,18,25,0,33,27
"Galena Park ISD",2020-10-25,101910,"21402",140,1,0,4,6,1,10,0,10,1,7,30,1,47,0
"Galveston ISD",2020-10-25,84902,"6598",3667,1,1,1,2,0,0,5,1,2,3,12,0,9,9
"Ganado ISD",2020-10-25,120902,"714",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garland ISD",2020-10-25,57909,"53825",18607,13,11,23,6,2,51,0,75,52,188,79,41,353,0
"Garner ISD",2020-10-25,184911,"218",209,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Garrison ISD",2020-10-25,174903,"692",616,NA,NA,NA,NA,NA,NA,NA,0,1,8,3,0,2,10
"Gary ISD",2020-10-25,183904,"487",465,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Gatesville ISD",2020-10-25,50902,"2779",2228,NA,NA,NA,NA,NA,NA,NA,3,1,5,5,0,7,7
"Gateway Charter Academy",2020-10-25,57831,"813",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gause ISD",2020-10-25,166902,"175",143,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"George Gervin Academy",2020-10-25,15802,"871",207,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"George I Sanchez Charter",2020-10-25,101804,"985",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George West ISD",2020-10-25,149901,"1002",889,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
"Georgetown ISD",2020-10-25,246904,"11842",6594,1,2,4,1,0,8,0,9,6,27,27,13,46,10
"Gholson ISD",2020-10-25,161925,"220",193,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,3,3
"Giddings ISD",2020-10-25,144901,"1901",1301,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,0,0,16
"Gilmer ISD",2020-10-25,230902,"2577",2236,NA,NA,NA,NA,NA,NA,NA,5,1,32,13,14,11,26
"Gladewater ISD",2020-10-25,92901,"1740",1412,NA,NA,NA,NA,NA,NA,NA,1,3,4,11,2,3,14
"Glasscock County ISD",2020-10-25,87901,"292",275,0,0,2,4,0,6,0,0,0,4,7,0,10,1
"Glen Rose ISD",2020-10-25,213901,"1924",1796,0,1,0,0,0,0,1,2,3,3,3,0,9,2
"Godley ISD",2020-10-25,126911,"2428",2089,0,0,0,1,0,1,0,2,0,4,5,1,7,3
"Gold Burg ISD",2020-10-25,169906,"145",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Rule Charter School",2020-10-25,57835,"1561",549,1,0,0,1,0,1,1,3,0,0,1,0,3,1
"Goldthwaite ISD",2020-10-25,167901,"515",491,0,0,1,1,0,2,0,2,0,4,2,2,6,0
"Goliad ISD",2020-10-25,88902,"1256",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonzales ISD",2020-10-25,89901,"2677",2628,0,0,1,1,0,2,0,0,1,6,4,0,9,2
"Goodrich ISD",2020-10-25,187903,"259",171,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Goodwater Montessori School",2020-10-25,246802,"345",181,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"Goose Creek Cisd",2020-10-25,101911,"22990",11512,2,6,5,5,0,18,0,7,7,28,49,7,83,1
"Gordon ISD",2020-10-25,182901,"220",214,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Gorman ISD",2020-10-25,67904,"276",260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grady ISD",2020-10-25,156905,"229",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graford ISD",2020-10-25,182902,"323",304,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Graham ISD",2020-10-25,252901,"2297",2038,0,2,5,4,0,0,11,2,5,61,18,0,1,85
"Granbury ISD",2020-10-25,111901,"7486",6305,0,1,7,9,0,3,14,4,6,42,23,0,25,50
"Grand Prairie ISD",2020-10-25,57910,"28120",11823,3,5,14,9,0,30,1,20,15,32,84,2,147,2
"Grand Saline ISD",2020-10-25,234904,"1129",992,1,1,2,1,0,0,5,1,3,13,11,1,7,20
"Grandfalls-Royalty ISD",2020-10-25,238904,"168",160,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Grandview ISD",2020-10-25,126904,"1333",1234,1,0,0,0,1,0,0,1,0,11,3,1,0,14
"Grandview-Hopkins ISD",2020-10-25,90905,"38",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granger ISD",2020-10-25,246905,"448",340,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,1
"Grape Creek ISD",2020-10-25,226907,"1085",727,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"Grapeland ISD",2020-10-25,113902,"600",558,NA,NA,NA,NA,NA,NA,NA,2,0,3,4,0,4,5
"Grapevine-Colleyville ISD",2020-10-25,220906,"13924",5933,3,2,5,3,1,4,8,9,12,42,27,11,34,45
"Great Hearts Texas",2020-10-25,15835,"6670",3681,0,2,0,0,0,2,0,4,4,1,4,0,8,5
"Greenville ISD",2020-10-25,116905,"5156",2516,0,0,6,5,0,7,4,5,3,18,34,13,15,32
"Greenwood ISD",2020-10-25,165902,"2686",2453,1,1,10,2,0,4,10,1,2,17,8,0,14,14
"Gregory-Portland ISD",2020-10-25,205902,"4695",1866,0,1,1,0,0,1,1,1,2,3,13,0,5,14
"Groesbeck ISD",2020-10-25,147902,"1479",1169,0,1,1,1,1,2,0,3,4,5,6,1,17,0
"Groom ISD",2020-10-25,33901,"141",138,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Groveton ISD",2020-10-25,228901,"752",728,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Gruver ISD",2020-10-25,98901,"441",434,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gunter ISD",2020-10-25,91917,"982",792,NA,NA,NA,NA,NA,NA,NA,6,4,21,6,0,13,24
"Gustine ISD",2020-10-25,47903,"148",140,0,0,0,1,0,0,1,0,1,1,3,0,2,3
"Guthrie Csd",2020-10-25,135001,"126",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hale Center ISD",2020-10-25,95903,"616",550,1,0,3,5,0,8,1,1,1,8,9,0,18,1
"Hallettsville ISD",2020-10-25,143901,"1121",1088,0,1,2,3,0,0,6,3,1,5,8,0,1,16
"Hallsburg ISD",2020-10-25,161924,"155",129,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Hallsville ISD",2020-10-25,102904,"4818",4270,1,0,0,1,0,1,1,2,2,21,13,2,4,32
"Hamilton ISD",2020-10-25,97902,"813",671,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,0,5,1
"Hamlin Collegiate ISD",2020-10-25,127903,"438",427,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Hamshire-Fannett ISD",2020-10-25,123914,"1871",1319,1,0,0,0,0,0,1,4,0,14,11,5,7,17
"Happy ISD",2020-10-25,219901,"249",244,2,0,3,1,0,6,0,2,0,5,1,0,6,2
