State,B.1.1.7,B.1.351,P.1,B.1.617.2,AY.1,AY.2,B.1.526,B.1.617.1,B.1.621,Other,Total Available sequences,Date
Texas,0.05%,0.01%,0.15%,95.52%,,0.02%,,,0.05%,4.20%,"9,836",2021-10-05
