County,County2,Date,sample_location,key_plot_id,population_served,normalized_levels_15d,normalized_levels_pct_difference_15d,pct_samples_with_detectable_levels_15d
Dallas,,2022-09-08,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,74.2,8.0,100.0
Dallas,,2022-09-08,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,80.6,-35.0,100.0
Dallas,,2022-09-08,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,74.2,-19.0,100.0
Dallas,,2022-09-09,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,66.571,-11.0,100.0
Dallas,,2022-09-09,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,30.2,-13.0,100.0
Dallas,,2022-09-09,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,74.2,8.0,100.0
Dallas,,2022-09-09,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,80.6,-35.0,100.0
Dallas,,2022-09-09,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,74.2,-19.0,100.0
Dallas,,2022-09-10,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,30.2,-13.0,100.0
Dallas,,2022-09-10,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,66.571,-10.0,100.0
Dallas,,2022-09-10,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,74.2,8.0,100.0
Dallas,,2022-09-10,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,80.6,-35.0,100.0
Dallas,,2022-09-10,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,74.2,-19.0,100.0
Dallas,,2022-09-11,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,30.333,-10.0,100.0
Dallas,,2022-09-11,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,72.8,-52.0,100.0
Dallas,,2022-09-11,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,66.571,-10.0,100.0
Dallas,,2022-09-11,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,80.6,-35.0,100.0
Dallas,,2022-09-11,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,72.4,-52.0,100.0
Dallas,,2022-09-12,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,30.333,-11.0,100.0
Dallas,,2022-09-12,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,72.8,-67.0,100.0
Dallas,,2022-09-12,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,72.4,-70.0,100.0
Dallas,,2022-09-12,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,71.8,-58.0,100.0
Dallas,,2022-09-12,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,60.714,-11.0,100.0
Dallas,,2022-09-13,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-60.0,100.0
Dallas,,2022-09-13,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,71.8,-72.0,100.0
Dallas,,2022-09-13,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,28.333,-10.0,100.0
Dallas,,2022-09-13,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-44.0,100.0
Dallas,,2022-09-13,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,60.714,-7.0,100.0
Dallas,,2022-09-14,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-77.0,100.0
Dallas,,2022-09-14,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,64.4,-73.0,100.0
Dallas,,2022-09-14,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,55.143,-7.0,100.0
Dallas,,2022-09-14,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-27.0,100.0
Dallas,,2022-09-14,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,28.333,-21.0,100.0
Dallas,,2022-09-15,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-77.0,100.0
Dallas,,2022-09-15,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,64.4,-76.0,100.0
Dallas,,2022-09-15,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,55.143,-12.0,100.0
Dallas,,2022-09-15,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-27.0,100.0
Dallas,,2022-09-15,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,31.833,-16.0,100.0
Dallas,,2022-09-16,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,64.4,-76.0,100.0
Dallas,,2022-09-16,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-77.0,100.0
Dallas,,2022-09-16,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-27.0,100.0
Dallas,,2022-09-16,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,31.833,-12.0,100.0
Dallas,,2022-09-16,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,54.429,-13.0,100.0
Dallas,,2022-09-17,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,64.4,-76.0,100.0
Dallas,,2022-09-17,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-77.0,100.0
Dallas,,2022-09-17,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,54.429,-18.0,100.0
Dallas,,2022-09-17,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-27.0,100.0
Dallas,,2022-09-17,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,31.833,-12.0,100.0
Dallas,,2022-09-18,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,64.4,-76.0,100.0
Dallas,,2022-09-18,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-77.0,100.0
Dallas,,2022-09-18,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,54.429,-18.0,100.0
Dallas,,2022-09-18,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,31.667,3.0,100.0
Dallas,,2022-09-18,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-27.0,100.0
Dallas,,2022-09-19,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,49.2,-77.0,100.0
Dallas,,2022-09-19,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-61.0,100.0
Dallas,,2022-09-19,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,53.857,-13.0,100.0
Dallas,,2022-09-19,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-19.0,100.0
Dallas,,2022-09-19,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,31.667,3.0,100.0
Dallas,,2022-09-20,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,-61.0,100.0
Dallas,,2022-09-20,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,53.857,-13.0,100.0
Dallas,,2022-09-20,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,49.2,-79.0,100.0
Dallas,,2022-09-20,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,-19.0,100.0
Dallas,,2022-09-20,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,33.429,4.0,100.0
Dallas,,2022-09-21,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,49.2,-79.0,100.0
Dallas,,2022-09-21,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,1119.0,100.0
Dallas,,2022-09-21,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,49.0,-7.0,100.0
Dallas,,2022-09-21,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,33.429,26.0,100.0
Dallas,,2022-09-21,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,23916.0,100.0
Dallas,,2022-09-22,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,1119.0,100.0
Dallas,,2022-09-22,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,49.2,-77.0,100.0
Dallas,,2022-09-22,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,29.571,14.0,100.0
Dallas,,2022-09-22,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,49.0,2.0,100.0
Dallas,,2022-09-22,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,23916.0,100.0
Dallas,,2022-09-23,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,1119.0,100.0
Dallas,,2022-09-23,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,29.571,14.0,100.0
Dallas,,2022-09-23,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,23916.0,100.0
Dallas,,2022-09-23,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,49.2,-77.0,100.0
Dallas,,2022-09-23,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,41.286,-2.0,100.0
Dallas,,2022-09-24,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,69.6,1119.0,100.0
Dallas,,2022-09-24,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,41.286,-7.0,100.0
Dallas,,2022-09-24,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,29.571,3.0,100.0
Dallas,,2022-09-24,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,75.2,23916.0,100.0
Dallas,,2022-09-24,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,49.2,-77.0,100.0
Dallas,,2022-09-25,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,49.0,-8.0,100.0
Dallas,,2022-09-25,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,41.286,-7.0,100.0
Dallas,,2022-09-25,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,30.429,-4.0,100.0
Dallas,,2022-09-25,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,50.667,-51.0,100.0
Dallas,,2022-09-25,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,32.5,-46.0,100.0
Dallas,,2022-09-26,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,49.0,-30.0,100.0
Dallas,,2022-09-26,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,43.571,1.0,100.0
Dallas,,2022-09-26,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,30.429,-6.0,100.0
Dallas,,2022-09-26,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,50.667,-74.0,100.0
Dallas,,2022-09-26,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,32.5,-46.0,100.0
Dallas,,2022-09-27,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,40.667,-56.0,100.0
Dallas,,2022-09-27,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,43.571,2.0,100.0
Dallas,,2022-09-27,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,32.5,-35.0,100.0
Dallas,,2022-09-27,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,49.0,-67.0,100.0
Dallas,,2022-09-27,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.857,-8.0,100.0
Dallas,,2022-09-28,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,40.667,-100.0,100.0
Dallas,,2022-09-28,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.857,-15.0,100.0
Dallas,,2022-09-28,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,40.143,-4.0,100.0
Dallas,,2022-09-28,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,49.0,223.0,100.0
Dallas,,2022-09-28,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,22.75,-36.0,100.0
Dallas,,2022-09-29,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,40.667,-100.0,100.0
Dallas,,2022-09-29,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,26.143,-17.0,100.0
Dallas,,2022-09-29,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,40.143,-2.0,100.0
Dallas,,2022-09-29,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,22.75,-1.0,100.0
Dallas,,2022-09-29,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,49.0,223.0,100.0
Dallas,,2022-09-30,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,40.667,-100.0,100.0
Dallas,,2022-09-30,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,35.571,-8.0,100.0
Dallas,,2022-09-30,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,26.143,-25.0,100.0
Dallas,,2022-09-30,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,22.75,-1.0,100.0
Dallas,,2022-09-30,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,49.0,223.0,100.0
Dallas,,2022-10-01,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,35.571,-13.0,100.0
Dallas,,2022-10-01,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,40.667,-100.0,100.0
Dallas,,2022-10-01,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,26.143,-25.0,100.0
Dallas,,2022-10-01,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,22.75,-1.0,100.0
Dallas,,2022-10-01,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,49.0,223.0,100.0
Dallas,,2022-10-02,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.333,12.0,100.0
Dallas,,2022-10-02,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,25.429,-14.0,100.0
Dallas,,2022-10-02,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,35.571,-13.0,100.0
Dallas,,2022-10-02,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,22.75,-1.0,100.0
Dallas,,2022-10-02,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,26.333,-66.0,100.0
Dallas,,2022-10-03,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,25.429,-9.0,100.0
Dallas,,2022-10-03,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.333,12.0,100.0
Dallas,,2022-10-03,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,33.143,-13.0,100.0
Dallas,,2022-10-03,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,19.5,17.0,100.0
Dallas,,2022-10-03,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,26.333,-66.0,100.0
Dallas,,2022-10-04,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.5,15.0,100.0
Dallas,,2022-10-04,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,23.0,-1.0,100.0
Dallas,,2022-10-04,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,33.143,-14.0,100.0
Dallas,,2022-10-04,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,16.0,-41.0,100.0
Dallas,,2022-10-04,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,24.75,-53.0,100.0
Dallas,,2022-10-05,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.5,15.0,100.0
Dallas,,2022-10-05,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,23.0,9.0,100.0
Dallas,,2022-10-05,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,16.0,-41.0,100.0
Dallas,,2022-10-05,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,24.75,-53.0,100.0
Dallas,,2022-10-05,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,31.143,-7.0,100.0
Dallas,,2022-10-06,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.5,15.0,100.0
Dallas,,2022-10-06,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,24.75,-53.0,100.0
Dallas,,2022-10-06,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,31.143,-6.0,100.0
Dallas,,2022-10-06,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,21.571,11.0,100.0
Dallas,,2022-10-06,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,16.0,-41.0,100.0
Dallas,,2022-10-07,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.5,15.0,100.0
Dallas,,2022-10-07,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,16.0,-41.0,100.0
Dallas,,2022-10-07,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,24.75,-53.0,100.0
Dallas,,2022-10-07,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,29.0,-3.0,100.0
Dallas,,2022-10-07,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,21.571,21.0,100.0
Dallas,,2022-10-08,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,16.0,-41.0,100.0
Dallas,,2022-10-08,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,33.5,15.0,100.0
Dallas,,2022-10-08,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,29.0,-6.0,100.0
Dallas,,2022-10-08,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,21.571,21.0,100.0
Dallas,,2022-10-08,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,24.75,-53.0,100.0
Dallas,,2022-10-09,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,16.0,-41.0,100.0
Dallas,,2022-10-09,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,29.0,-6.0,100.0
Dallas,,2022-10-09,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,22.429,16.0,100.0
Dallas,,2022-10-09,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,22.0,-61.0,100.0
Dallas,,2022-10-09,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,30.6,-28.0,100.0
Dallas,,2022-10-10,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,14.75,10.0,100.0
Dallas,,2022-10-10,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,22.429,19.0,100.0
Dallas,,2022-10-10,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,22.0,-68.0,100.0
Dallas,,2022-10-10,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,28.714,-4.0,100.0
Dallas,,2022-10-10,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,30.6,2.0,100.0
Dallas,,2022-10-11,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,14.75,10.0,100.0
Dallas,,2022-10-11,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,23.0,-23.0,100.0
Dallas,,2022-10-11,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,28.714,8.0,100.0
Dallas,,2022-10-11,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,23.857,8.0,100.0
Dallas,,2022-10-11,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,25.0,-22.0,100.0
Dallas,,2022-10-12,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,21.2,73.0,100.0
Dallas,,2022-10-12,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,23.857,7.0,100.0
Dallas,,2022-10-12,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,23.0,53.0,100.0
Dallas,,2022-10-12,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,25.0,-69.0,100.0
Dallas,,2022-10-12,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,24.143,6.0,100.0
Dallas,,2022-10-13,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,21.2,146.0,100.0
Dallas,,2022-10-13,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,24.143,9.0,100.0
Dallas,,2022-10-13,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,26.429,8.0,100.0
Dallas,,2022-10-13,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,23.0,53.0,100.0
Dallas,,2022-10-13,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,25.0,-69.0,100.0
Dallas,,2022-10-14,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.714,6.0,100.0
Dallas,,2022-10-14,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,26.429,-4.0,100.0
Dallas,,2022-10-14,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,21.2,146.0,100.0
Dallas,,2022-10-14,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,23.0,53.0,100.0
Dallas,,2022-10-14,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,25.0,-69.0,100.0
Dallas,,2022-10-15,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.714,1.0,100.0
Dallas,,2022-10-15,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,26.429,-4.0,100.0
Dallas,,2022-10-15,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,23.0,53.0,100.0
Dallas,,2022-10-15,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,25.0,-69.0,100.0
Dallas,,2022-10-15,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,21.2,146.0,100.0
Dallas,,2022-10-16,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.571,-4.0,100.0
Dallas,,2022-10-16,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.714,1.0,100.0
Dallas,,2022-10-16,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,21.2,146.0,100.0
Dallas,,2022-10-16,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,20.4,14.0,100.0
Dallas,,2022-10-16,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,26.8,-40.0,100.0
Dallas,,2022-10-17,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.571,-7.0,100.0
Dallas,,2022-10-17,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,24.0,65.0,100.0
Dallas,,2022-10-17,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,25.143,1.0,100.0
Dallas,,2022-10-17,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,20.4,7.0,100.0
Dallas,,2022-10-17,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,26.8,-28.0,100.0
Dallas,,2022-10-18,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,25.143,-5.0,100.0
Dallas,,2022-10-18,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.429,-4.0,100.0
Dallas,,2022-10-18,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,21.4,16.0,100.0
Dallas,,2022-10-18,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,22.6,-28.0,100.0
Dallas,,2022-10-19,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,31.75,21.0,100.0
Dallas,,2022-10-19,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.429,-3.0,100.0
Dallas,,2022-10-19,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,21.4,52.0,100.0
Dallas,,2022-10-19,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,22.6,20.0,100.0
Dallas,,2022-10-19,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.714,-9.0,100.0
Dallas,,2022-10-20,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.714,-8.0,100.0
Dallas,,2022-10-20,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.143,-2.0,100.0
Dallas,,2022-10-20,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,31.75,21.0,100.0
Dallas,,2022-10-20,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,21.4,52.0,100.0
Dallas,,2022-10-20,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,22.6,20.0,100.0
Dallas,,2022-10-21,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.571,-3.0,100.0
Dallas,,2022-10-21,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.143,2.0,100.0
Dallas,,2022-10-21,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,21.4,52.0,100.0
Dallas,,2022-10-21,Treatment plant,CDC_BIOBOT_tx_805_Treatment plant_post grit removal,900000,22.6,20.0,100.0
Dallas,,2022-10-21,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,31.75,21.0,100.0
Dallas,,2022-10-22,Treatment plant,WWS_tx_1673_Treatment plant_primary sludge,200000,23.571,-2.0,100.0
Dallas,,2022-10-22,Treatment plant,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,500000,31.75,21.0,100.0
Dallas,,2022-10-22,Treatment plant,WWS_tx_1683_Treatment plant_primary sludge,186000,27.143,2.0,100.0
Dallas,,2022-10-22,Treatment plant,CDC_BIOBOT_tx_1210_Treatment plant_post grit removal,900000,21.4,52.0,100.0
