ZIPCODE,date,pop,Spline_PR,Spline_PR_se,Spline_PR_cl,Spline_PR_cu,Spline_WW_weight,Spline_WW_weight_Percent_10,Spline_PR_label,full_unvax,unvax_diff
77006,2023-01-30,22580,0.176755026052088,0.0097014599650471,0.157352106121994,0.196157945982182,12.591686760579,398,17.6755026052088,15,-0.2
77006,2023-02-06,22580,0.184946285460675,0.010448950188197,0.164048385084281,0.205844185837069,12.5803833079829,388,18.4946285460675,15,0
77006,2023-02-13,22580,0.18684585715803,0.0116281158587747,0.16358962544048,0.210102088875579,12.5677215745394,377,18.684585715803,15,0
77006,2023-02-20,22580,0.179313999907349,0.0121024483111733,0.155109103285002,0.203518896529696,12.5404603984821,354,17.9313999907349,15,0
77006,2023-02-27,22580,0.160246565257876,0.0113574483969941,0.137531668463888,0.182961462051864,12.4853634703972,311,16.0246565257876,15,0
77006,2023-03-06,22580,0.132810058797073,0.010450067975951,0.111909922845171,0.153710194748975,12.395516294577,253,13.2810058797073,15,0
77006,2023-03-13,22580,0.101843578685637,0.0107700911936973,0.0803033962982422,0.123383761073032,12.2827485651455,195,10.1843578685637,15,0
77006,2023-03-20,22580,0.0721869040033317,0.0123196921272891,0.0475475197487536,0.0968262882579099,12.1623475594113,148,7.21869040033318,15,0
77006,2023-03-27,22580,0.048679813829921,0.0138118032981363,0.0210562072336484,0.0763034204261936,12.0496005546828,114,4.8679813829921,15,0
77006,2023-04-03,22580,0.0361620872451685,0.0140967891630778,0.0079685089190129,0.0643556655713241,11.9597948282685,93,3.61620872451685,15,0
77006,2023-04-10,22580,0.03836343137494,0.0133092659410232,0.0117448994928936,0.0649819632569864,11.906949814342,82,3.836343137494,15,0
77006,2023-04-17,22580,0.0540065860026992,0.0143514024577429,0.0253037810872134,0.0827093909181851,11.8916855544808,79,5.40065860026992,15,0
77006,2023-04-24,22580,0.0804032532691237,0.0200527910675378,0.0402976711340481,0.120508835404199,11.9065736691866,82,8.04032532691237,15,0
77006,2023-05-01,22580,0.114865055014547,0.0296483815269743,0.0555682919605985,0.174161818068496,11.9440760648178,90,11.4865055014547,15,0
77006,2023-05-08,22580,,0.0414721589058757,0.0717592952675518,0.237647930891055,11.9966546477324,101,,,
77006,2023-05-15,22580,,0.0543950502178561,0.0884404488680135,0.306020649739438,12.0567713242888,116,,,
77007,2020-07-06,40080,0.151513633769611,0.016875825653823,0.117761982461965,0.185265285077257,12.4688043059799,100,15.1513633769611,,
77007,2020-07-13,40080,0.133899559002269,0.0126346095836171,0.108630339835035,0.159168778169504,12.4027374290247,86,13.3899559002269,,
77007,2020-07-20,40080,0.116744298449559,0.0094543069607776,0.0978356845280037,0.135652912371114,12.3104760439156,69,11.6744298449559,,
77007,2020-07-27,40080,0.10050666632611,0.0080671097961946,0.0843724467337208,0.116640885918499,12.2290796871261,58,10.050666632611,,
77007,2020-08-03,40080,0.0856454768465537,0.0083673239499443,0.068910828946665,0.102380124746443,12.1639808728162,50,8.56454768465537,,
77007,2020-08-10,40080,0.0726195442255207,0.0091607196905225,0.0542981048444756,0.0909409836065659,12.1206121151455,45,7.26195442255207,,
77007,2020-08-17,40080,0.0618876747458722,0.0094241303518716,0.0430394140421289,0.0807359354496155,12.1039125471766,43,6.18876747458722,,
77007,2020-08-24,40080,0.0537692976313564,0.0088449659215699,0.0360793657882166,0.0714592294744963,12.1115394279651,44,5.37692976313564,,
77007,2020-08-31,40080,0.0480892724627192,0.0079844040927449,0.0321204642772293,0.0640580806482092,12.1355934250164,46,4.80892724627192,,
77007,2020-09-07,40080,0.0445628100348438,0.0076474893498853,0.0292678313350731,0.0598577887346145,12.168034932634,50,4.45628100348438,,
77007,2020-09-14,40080,0.0429051211426134,0.0081624471136468,0.0265802269153197,0.059230015369907,12.2008243451212,54,4.29051211426134,,
77007,2020-09-21,40080,0.0428314165809112,0.0090052118679391,0.024820992845033,0.0608418403167895,12.2259230248325,57,4.28314165809112,,
77007,2020-09-28,40080,0.0440569298171072,0.0093640545125676,0.0253288207919719,0.0627850388422426,12.2386308755005,59,4.40569298171072,,
77007,2020-10-05,40080,0.0463525864477723,0.0088517530503378,0.0286490803470966,0.0640560925484479,12.2451096413355,60,4.63525864477723,,
77007,2020-10-12,40080,0.0496648084517808,0.0080193467539067,0.0336261149439673,0.0657035019595943,12.2537287389574,61,4.96648084517808,,
77007,2020-10-19,40080,0.053974499826021,0.0076858384755709,0.0386028228748792,0.0693461767771628,12.2728575849866,64,5.3974499826021,,
77007,2020-10-26,40080,0.0592625645673812,0.0081966665965691,0.0428692313742429,0.0756558977605195,12.3108655960431,70,5.92625645673812,,
77007,2020-11-02,40080,0.0655099066727496,0.0090321015306278,0.0474457036114939,0.0835741097340053,12.3759182461485,81,6.55099066727496,,
77007,2020-11-09,40080,0.0726972961295191,0.0093707723527913,0.0539557514239364,0.0914388408351018,12.4681889890746,100,7.26972961295191,,
77007,2020-11-16,40080,0.0806970842799944,0.0088394890202245,0.0630181062395454,0.0983760623204434,12.5774204178012,128,8.06970842799944,,
77007,2020-11-23,40080,0.0890777137475005,0.0080094239267278,0.0730588658940448,0.105096561600956,12.6926522551534,167,8.90777137475005,,
77007,2020-11-30,40080,0.0973547777810312,0.007698837015933,0.081957103749165,0.112752451812897,12.802924223956,216,9.73547777810312,,
77007,2020-12-07,40080,0.10504386962958,0.0082300263027652,0.0885838170240493,0.12150392223511,12.8972760470341,268,10.504386962958,,
77007,2020-12-14,40080,0.11166058254214,0.0090610283633741,0.0935385258153918,0.129782639268888,12.9667580987746,315,11.166058254214,100,
77007,2020-12-21,40080,0.11672087931614,0.0093690707049968,0.0979827379061459,0.135459020726133,13.0104633598121,348,11.672087931614,100,0
77007,2020-12-28,40080,0.119880071379617,0.0088125235528369,0.102255024273943,0.137505118485291,13.029495462343,364,11.9880071379617,100,0
77007,2021-01-04,40080,0.121141607882267,0.0079870358888275,0.105167536104612,0.137115679659922,13.0249580385635,360,12.1141607882267,100,-0.2
77007,2021-01-11,40080,0.120562412787033,0.0077069852555228,0.105148442275988,0.135976383298079,12.9979547206703,338,12.0562412787033,98,-1.5
77007,2021-01-18,40080,0.118199410056858,0.0082632421885769,0.101672925679705,0.134725894434012,12.9497363982974,303,11.8199410056858,98,-0.4
77007,2021-01-25,40080,0.114109523654685,0.0090886967562823,0.09593213014212,0.132286917167249,12.8844843940497,260,11.4109523654685,97,-0.8
77007,2021-02-01,40080,0.108350561065617,0.0093629722352791,0.0896246165950584,0.127076505536175,12.8090804723293,219,10.8350561065617,96,-1.3
77007,2021-02-08,40080,0.101167636473093,0.0087808236420928,0.0836059891889077,0.118729283757279,12.7305075390844,183,10.1167636473093,93,-2.3
77007,2021-02-15,40080,0.0932237700431586,0.0079619757604648,0.0772998185222289,0.109147721564088,12.655748500263,154,9.32237700431586,92,-1.8
77007,2021-02-22,40080,0.0852385273602208,0.0077150497467643,0.0698084278666921,0.100668626853749,12.5917862618133,133,8.52385273602208,91,-1.1
77007,2021-03-01,40080,0.0779314740086886,0.008296786259183,0.0613379014903225,0.0945250465270547,12.5449893655138,119,7.79314740086886,88,-2.4
77007,2021-03-08,40080,0.0720221755729707,0.0091152602445587,0.0537916550838533,0.0902526960620882,12.5147017852861,111,7.20221755729707,86,-1.9
77007,2021-03-15,40080,0.0682258066048401,0.0093544528653805,0.049516900874079,0.0869347123356011,12.4957746557613,106,6.82258066048401,84,-2.2
77007,2021-03-22,40080,0.0666694888734265,0.0087474821852203,0.0491745245029858,0.0841644532438672,12.4829849796231,103,6.66694888734265,82,-2.1
77007,2021-03-29,40080,0.0663063934411819,0.0079369023306353,0.0504325887799111,0.0821801981024527,12.4711097595551,101,6.63063934411819,78,-4.5
77007,2021-04-05,40080,0.065950255755522,0.0077241677985316,0.0505019201584587,0.0813985913525852,12.454927909656,97,6.5950255755522,71,-6.5
77007,2021-04-12,40080,0.0644148112638626,0.0083307023084273,0.0477534066470078,0.0810762158807173,12.4307604665646,92,6.44148112638626,64,-7.4
77007,2021-04-19,40080,0.0605137954136194,0.0091407893441947,0.0422322167252298,0.078795374102009,12.3992591018994,85,6.05137954136194,58,-5.3
77007,2021-04-26,40080,0.0530730788218256,0.0093441606518348,0.0343847575181559,0.0717614001254954,12.3618305286256,78,5.30730788218256,53,-5.5
