"TSA","Date","Cases_Raw","Hospitalizations_Total","CI_Lower","CI_Upper"
"P - San Antonio",2020-06-08,99,94.8571428571429,NA,NA
"P - San Antonio",2020-06-09,119,99.4285714285714,NA,NA
"P - San Antonio",2020-06-10,128,103.285714285714,NA,NA
"P - San Antonio",2020-06-11,133,111.714285714286,NA,NA
"P - San Antonio",2020-06-12,116,112.428571428571,NA,NA
"P - San Antonio",2020-06-13,144,119,NA,NA
"P - San Antonio",2020-06-14,163,128.857142857143,NA,NA
"P - San Antonio",2020-06-15,165,138.285714285714,NA,NA
"P - San Antonio",2020-06-16,185,147.714285714286,NA,NA
"P - San Antonio",2020-06-17,233,162.714285714286,NA,NA
"P - San Antonio",2020-06-18,227,176.142857142857,NA,NA
"P - San Antonio",2020-06-19,279,199.428571428571,NA,NA
"P - San Antonio",2020-06-20,334,226.571428571429,NA,NA
"P - San Antonio",2020-06-21,357,254.285714285714,NA,NA
"P - San Antonio",2020-06-22,473,298.285714285714,NA,NA
"P - San Antonio",2020-06-23,501,343.428571428571,NA,NA
"P - San Antonio",2020-06-24,549,388.571428571429,NA,NA
"P - San Antonio",2020-06-25,606,442.714285714286,NA,NA
"P - San Antonio",2020-06-26,675,499.285714285714,NA,NA
"P - San Antonio",2020-06-27,814,567.857142857143,NA,NA
"P - San Antonio",2020-06-28,778,628,NA,NA
"P - San Antonio",2020-06-29,935,694,NA,NA
"P - San Antonio",2020-06-30,1010,766.714285714286,NA,NA
"P - San Antonio",2020-07-01,1091,844.142857142857,NA,NA
"P - San Antonio",2020-07-02,1170,924.714285714286,NA,NA
"P - San Antonio",2020-07-03,1196,999.142857142857,NA,NA
"P - San Antonio",2020-07-04,1208,1055.42857142857,NA,NA
"P - San Antonio",2020-07-05,1274,1126.28571428571,NA,NA
"P - San Antonio",2020-07-06,1313,1180.28571428571,NA,NA
"P - San Antonio",2020-07-07,1350,1228.85714285714,NA,NA
"P - San Antonio",2020-07-08,1414,1275,NA,NA
"P - San Antonio",2020-07-09,1442,1313.85714285714,NA,NA
"P - San Antonio",2020-07-10,1439,1348.57142857143,NA,NA
"P - San Antonio",2020-07-11,1529,1394.42857142857,NA,NA
"P - San Antonio",2020-07-12,1490,1425.28571428571,NA,NA
"P - San Antonio",2020-07-13,1535,1457,NA,NA
"P - San Antonio",2020-07-14,1563,1487.42857142857,NA,NA
"P - San Antonio",2020-07-15,1549,1506.71428571429,NA,NA
"P - San Antonio",2020-07-16,1555,1522.85714285714,NA,NA
"P - San Antonio",2020-07-17,1509,1532.85714285714,NA,NA
"P - San Antonio",2020-07-18,1520,1531.57142857143,NA,NA
"P - San Antonio",2020-07-19,NA,1528.96607377225,1523.39324315903,1534.53890438548
"P - San Antonio",2020-07-20,NA,1521.15516890864,1510.08425804907,1532.2260797682
"P - San Antonio",2020-07-21,NA,1508.30686137043,1489.95479583956,1526.65892690129
"P - San Antonio",2020-07-22,NA,1492.22979015134,1464.21986686344,1520.23971343923
"P - San Antonio",2020-07-23,NA,1472.38179706946,1432.81678623364,1511.94680790527
"P - San Antonio",2020-07-24,NA,1449.15187586624,1395.99285693348,1502.31089479901
"P - San Antonio",2020-07-25,NA,1423.01462800654,1354.15675758586,1491.87249842723
"P - San Antonio",2020-07-26,NA,1394.05756392255,1307.45892759218,1480.65620025292
"P - San Antonio",2020-07-27,NA,1362.54571612381,1256.14786861391,1468.9435636337
"P - San Antonio",2020-07-28,NA,1328.71277772256,1200.46438253629,1456.96117290884
"Q - Houston",2020-03-04,NA,NA,NA,NA
"Q - Houston",2020-03-05,NA,NA,NA,NA
"Q - Houston",2020-03-06,NA,NA,NA,NA
"Q - Houston",2020-03-07,NA,NA,NA,NA
"Q - Houston",2020-03-08,NA,NA,NA,NA
"Q - Houston",2020-03-09,NA,NA,NA,NA
"Q - Houston",2020-03-10,NA,NA,NA,NA
"Q - Houston",2020-03-11,NA,NA,NA,NA
"Q - Houston",2020-03-12,NA,NA,NA,NA
"Q - Houston",2020-03-13,NA,NA,NA,NA
"Q - Houston",2020-03-14,NA,NA,NA,NA
"Q - Houston",2020-03-15,NA,NA,NA,NA
"Q - Houston",2020-03-16,NA,NA,NA,NA
"Q - Houston",2020-03-17,NA,NA,NA,NA
"Q - Houston",2020-03-18,NA,NA,NA,NA
"Q - Houston",2020-03-19,NA,NA,NA,NA
"Q - Houston",2020-03-20,NA,NA,NA,NA
"Q - Houston",2020-03-21,NA,NA,NA,NA
"Q - Houston",2020-03-22,NA,NA,NA,NA
"Q - Houston",2020-03-23,NA,NA,NA,NA
"Q - Houston",2020-03-24,NA,NA,NA,NA
"Q - Houston",2020-03-25,NA,NA,NA,NA
"Q - Houston",2020-03-26,NA,NA,NA,NA
"Q - Houston",2020-03-27,NA,NA,NA,NA
"Q - Houston",2020-03-28,NA,NA,NA,NA
"Q - Houston",2020-03-29,NA,NA,NA,NA
"Q - Houston",2020-03-30,NA,NA,NA,NA
"Q - Houston",2020-03-31,NA,NA,NA,NA
"Q - Houston",2020-04-01,NA,NA,NA,NA
"Q - Houston",2020-04-02,NA,NA,NA,NA
"Q - Houston",2020-04-03,NA,NA,NA,NA
"Q - Houston",2020-04-04,NA,NA,NA,NA
"Q - Houston",2020-04-05,NA,NA,NA,NA
"Q - Houston",2020-04-06,NA,NA,NA,NA
"Q - Houston",2020-04-07,NA,NA,NA,NA
"Q - Houston",2020-04-08,NA,NA,NA,NA
"Q - Houston",2020-04-09,NA,NA,NA,NA
"Q - Houston",2020-04-10,NA,NA,NA,NA
"Q - Houston",2020-04-11,NA,NA,NA,NA
"Q - Houston",2020-04-12,516,NA,NA,NA
"Q - Houston",2020-04-13,319,NA,NA,NA
"Q - Houston",2020-04-14,527,NA,NA,NA
"Q - Houston",2020-04-15,584,NA,NA,NA
"Q - Houston",2020-04-16,511,NA,NA,NA
"Q - Houston",2020-04-17,500,NA,NA,NA
"Q - Houston",2020-04-18,363,474.285714285714,NA,NA
"Q - Houston",2020-04-19,535,477,NA,NA
"Q - Houston",2020-04-20,516,505.142857142857,NA,NA
"Q - Houston",2020-04-21,516,503.571428571429,NA,NA
"Q - Houston",2020-04-22,505,492.285714285714,NA,NA
"Q - Houston",2020-04-23,501,490.857142857143,NA,NA
"Q - Houston",2020-04-24,483,488.428571428571,NA,NA
"Q - Houston",2020-04-25,465,503,NA,NA
"Q - Houston",2020-04-26,464,492.857142857143,NA,NA
"Q - Houston",2020-04-27,468,486,NA,NA
"Q - Houston",2020-04-28,485,481.571428571429,NA,NA
"Q - Houston",2020-04-29,436,471.714285714286,NA,NA
"Q - Houston",2020-04-30,442,463.285714285714,NA,NA
"Q - Houston",2020-05-01,475,462.142857142857,NA,NA
"Q - Houston",2020-05-02,434,457.714285714286,NA,NA
"Q - Houston",2020-05-03,329,438.428571428571,NA,NA
"Q - Houston",2020-05-04,418,431.285714285714,NA,NA
"Q - Houston",2020-05-05,544,439.714285714286,NA,NA
"Q - Houston",2020-05-06,436,439.714285714286,NA,NA
"Q - Houston",2020-05-07,453,441.285714285714,NA,NA
"Q - Houston",2020-05-08,430,434.857142857143,NA,NA
"Q - Houston",2020-05-09,446,436.571428571429,NA,NA
"Q - Houston",2020-05-10,446,453.285714285714,NA,NA
"Q - Houston",2020-05-11,402,451,NA,NA
"Q - Houston",2020-05-12,436,435.571428571429,NA,NA
"Q - Houston",2020-05-13,435,435.428571428571,NA,NA
"Q - Houston",2020-05-14,411,429.428571428571,NA,NA
"Q - Houston",2020-05-15,401,425.285714285714,NA,NA
"Q - Houston",2020-05-16,414,420.714285714286,NA,NA
"Q - Houston",2020-05-17,380,411.285714285714,NA,NA
"Q - Houston",2020-05-18,397,410.571428571429,NA,NA
"Q - Houston",2020-05-19,433,410.142857142857,NA,NA
"Q - Houston",2020-05-20,443,411.285714285714,NA,NA
"Q - Houston",2020-05-21,444,416,NA,NA
"Q - Houston",2020-05-22,406,416.714285714286,NA,NA
"Q - Houston",2020-05-23,387,412.857142857143,NA,NA
"Q - Houston",2020-05-24,407,416.714285714286,NA,NA
"Q - Houston",2020-05-25,392,416,NA,NA
"Q - Houston",2020-05-26,401,411.428571428571,NA,NA
"Q - Houston",2020-05-27,414,407.285714285714,NA,NA
"Q - Houston",2020-05-28,435,406,NA,NA
"Q - Houston",2020-05-29,407,406.142857142857,NA,NA
"Q - Houston",2020-05-30,460,416.571428571429,NA,NA
"Q - Houston",2020-05-31,454,423.285714285714,NA,NA
"Q - Houston",2020-06-01,482,436.142857142857,NA,NA
"Q - Houston",2020-06-02,506,451.142857142857,NA,NA
"Q - Houston",2020-06-03,501,463.571428571429,NA,NA
"Q - Houston",2020-06-04,526,476.571428571429,NA,NA
"Q - Houston",2020-06-05,555,497.714285714286,NA,NA
"Q - Houston",2020-06-06,522,506.571428571429,NA,NA
"Q - Houston",2020-06-07,565,522.428571428571,NA,NA
"Q - Houston",2020-06-08,614,541.285714285714,NA,NA
"Q - Houston",2020-06-09,622,557.857142857143,NA,NA
"Q - Houston",2020-06-10,690,584.857142857143,NA,NA
"Q - Houston",2020-06-11,642,601.428571428571,NA,NA
"Q - Houston",2020-06-12,663,616.857142857143,NA,NA
"Q - Houston",2020-06-13,681,639.571428571429,NA,NA
"Q - Houston",2020-06-14,696,658.285714285714,NA,NA
"Q - Houston",2020-06-15,730,674.857142857143,NA,NA
"Q - Houston",2020-06-16,795,699.571428571429,NA,NA
"Q - Houston",2020-06-17,839,720.857142857143,NA,NA
"Q - Houston",2020-06-18,940,763.428571428571,NA,NA
"Q - Houston",2020-06-19,1031,816,NA,NA
"Q - Houston",2020-06-20,1040,867.285714285714,NA,NA
"Q - Houston",2020-06-21,1062,919.571428571429,NA,NA
"Q - Houston",2020-06-22,1185,984.571428571429,NA,NA
"Q - Houston",2020-06-23,1293,1055.71428571429,NA,NA
"Q - Houston",2020-06-24,1343,1127.71428571429,NA,NA
"Q - Houston",2020-06-25,1496,1207.14285714286,NA,NA
"Q - Houston",2020-06-26,1606,1289.28571428571,NA,NA
"Q - Houston",2020-06-27,1691,1382.28571428571,NA,NA
"Q - Houston",2020-06-28,1642,1465.14285714286,NA,NA
"Q - Houston",2020-06-29,1767,1548.28571428571,NA,NA
"Q - Houston",2020-06-30,2059,1657.71428571429,NA,NA
"Q - Houston",2020-07-01,2139,1771.42857142857,NA,NA
"Q - Houston",2020-07-02,2250,1879.14285714286,NA,NA
"Q - Houston",2020-07-03,2257,1972.14285714286,NA,NA
"Q - Houston",2020-07-04,2369,2069,NA,NA
"Q - Houston",2020-07-05,2442,2183.28571428571,NA,NA
"Q - Houston",2020-07-06,2656,2310.28571428571,NA,NA
"Q - Houston",2020-07-07,2699,2401.71428571429,NA,NA
"Q - Houston",2020-07-08,2700,2481.85714285714,NA,NA
"Q - Houston",2020-07-09,2742,2552.14285714286,NA,NA
"Q - Houston",2020-07-10,2826,2633.42857142857,NA,NA
"Q - Houston",2020-07-11,2842,2701,NA,NA
"Q - Houston",2020-07-12,2863,2761.14285714286,NA,NA
"Q - Houston",2020-07-13,2842,2787.71428571429,NA,NA
"Q - Houston",2020-07-14,2914,2818.42857142857,NA,NA
"Q - Houston",2020-07-15,2884,2844.71428571429,NA,NA
"Q - Houston",2020-07-16,2815,2855.14285714286,NA,NA
"Q - Houston",2020-07-17,2763,2846.14285714286,NA,NA
"Q - Houston",2020-07-18,2785,2838,NA,NA
"Q - Houston",2020-07-19,NA,2829.85714285714,2817.99692391845,2841.71736179583
"Q - Houston",2020-07-20,NA,2821.71428571429,2795.19402993935,2848.23454148922
"Q - Houston",2020-07-21,NA,2813.57142857143,2769.19455277073,2857.94830437213
"Q - Houston",2020-07-22,NA,2805.42857142857,2740.46747693188,2870.38966592527
"Q - Houston",2020-07-23,NA,2797.28571428571,2709.32797653599,2885.24345203543
"Q - Houston",2020-07-24,NA,2789.14285714286,2676.00357931283,2902.28213497288
"Q - Houston",2020-07-25,NA,2781,2640.66799702738,2921.33200297261
"Q - Houston",2020-07-26,NA,2772.85714285714,2603.45933346216,2942.25495225212
"Q - Houston",2020-07-27,NA,2764.71428571428,2564.49074543248,2964.93782599609
"Q - Houston",2020-07-28,NA,2756.57142857143,2523.85712860183,2989.28572854103
"R - Galveston",2020-03-04,NA,NA,NA,NA
"R - Galveston",2020-03-05,NA,NA,NA,NA
"R - Galveston",2020-03-06,NA,NA,NA,NA
"R - Galveston",2020-03-07,NA,NA,NA,NA
"R - Galveston",2020-03-08,NA,NA,NA,NA
"R - Galveston",2020-03-09,NA,NA,NA,NA
"R - Galveston",2020-03-10,NA,NA,NA,NA
"R - Galveston",2020-03-11,NA,NA,NA,NA
"R - Galveston",2020-03-12,NA,NA,NA,NA
"R - Galveston",2020-03-13,NA,NA,NA,NA
"R - Galveston",2020-03-14,NA,NA,NA,NA
"R - Galveston",2020-03-15,NA,NA,NA,NA
"R - Galveston",2020-03-16,NA,NA,NA,NA
"R - Galveston",2020-03-17,NA,NA,NA,NA
"R - Galveston",2020-03-18,NA,NA,NA,NA
"R - Galveston",2020-03-19,NA,NA,NA,NA
"R - Galveston",2020-03-20,NA,NA,NA,NA
"R - Galveston",2020-03-21,NA,NA,NA,NA
"R - Galveston",2020-03-22,NA,NA,NA,NA
"R - Galveston",2020-03-23,NA,NA,NA,NA
"R - Galveston",2020-03-24,NA,NA,NA,NA
"R - Galveston",2020-03-25,NA,NA,NA,NA
"R - Galveston",2020-03-26,NA,NA,NA,NA
"R - Galveston",2020-03-27,NA,NA,NA,NA
"R - Galveston",2020-03-28,NA,NA,NA,NA
"R - Galveston",2020-03-29,NA,NA,NA,NA
"R - Galveston",2020-03-30,NA,NA,NA,NA
"R - Galveston",2020-03-31,NA,NA,NA,NA
"R - Galveston",2020-04-01,NA,NA,NA,NA
"R - Galveston",2020-04-02,NA,NA,NA,NA
"R - Galveston",2020-04-03,NA,NA,NA,NA
"R - Galveston",2020-04-04,NA,NA,NA,NA
"R - Galveston",2020-04-05,NA,NA,NA,NA
"R - Galveston",2020-04-06,NA,NA,NA,NA
"R - Galveston",2020-04-07,NA,NA,NA,NA
"R - Galveston",2020-04-08,NA,NA,NA,NA
"R - Galveston",2020-04-09,NA,NA,NA,NA
"R - Galveston",2020-04-10,NA,NA,NA,NA
"R - Galveston",2020-04-11,NA,NA,NA,NA
"R - Galveston",2020-04-12,76,NA,NA,NA
"R - Galveston",2020-04-13,84,NA,NA,NA
"R - Galveston",2020-04-14,97,NA,NA,NA
"R - Galveston",2020-04-15,96,NA,NA,NA
"R - Galveston",2020-04-16,101,NA,NA,NA
"R - Galveston",2020-04-17,104,NA,NA,NA
"R - Galveston",2020-04-18,111,95.5714285714286,NA,NA
"R - Galveston",2020-04-19,94,98.1428571428571,NA,NA
"R - Galveston",2020-04-20,110,101.857142857143,NA,NA
"R - Galveston",2020-04-21,110,103.714285714286,NA,NA
"R - Galveston",2020-04-22,125,107.857142857143,NA,NA
"R - Galveston",2020-04-23,128,111.714285714286,NA,NA
"R - Galveston",2020-04-24,136,116.285714285714,NA,NA
"R - Galveston",2020-04-25,142,120.714285714286,NA,NA
"R - Galveston",2020-04-26,127,125.428571428571,NA,NA
"R - Galveston",2020-04-27,115,126.142857142857,NA,NA
"R - Galveston",2020-04-28,124,128.142857142857,NA,NA
"R - Galveston",2020-04-29,132,129.142857142857,NA,NA
"R - Galveston",2020-04-30,124,128.571428571429,NA,NA
"R - Galveston",2020-05-01,129,127.571428571429,NA,NA
"R - Galveston",2020-05-02,101,121.714285714286,NA,NA
"R - Galveston",2020-05-03,88,116.142857142857,NA,NA
"R - Galveston",2020-05-04,92,112.857142857143,NA,NA
"R - Galveston",2020-05-05,118,112,NA,NA
"R - Galveston",2020-05-06,114,109.428571428571,NA,NA
"R - Galveston",2020-05-07,57,99.8571428571429,NA,NA
"R - Galveston",2020-05-08,53,89,NA,NA
"R - Galveston",2020-05-09,58,82.8571428571429,NA,NA
"R - Galveston",2020-05-10,52,77.7142857142857,NA,NA
"R - Galveston",2020-05-11,52,72,NA,NA
"R - Galveston",2020-05-12,40,60.8571428571429,NA,NA
"R - Galveston",2020-05-13,47,51.2857142857143,NA,NA
"R - Galveston",2020-05-14,46,49.7142857142857,NA,NA
"R - Galveston",2020-05-15,55,50,NA,NA
"R - Galveston",2020-05-16,121,59,NA,NA
"R - Galveston",2020-05-17,112,67.5714285714286,NA,NA
"R - Galveston",2020-05-18,111,76,NA,NA
"R - Galveston",2020-05-19,123,87.8571428571429,NA,NA
"R - Galveston",2020-05-20,117,97.8571428571429,NA,NA
"R - Galveston",2020-05-21,117,108,NA,NA
"R - Galveston",2020-05-22,117,116.857142857143,NA,NA
"R - Galveston",2020-05-23,122,117,NA,NA
"R - Galveston",2020-05-24,116,117.571428571429,NA,NA
"R - Galveston",2020-05-25,119,118.714285714286,NA,NA
"R - Galveston",2020-05-26,101,115.571428571429,NA,NA
"R - Galveston",2020-05-27,114,115.142857142857,NA,NA
"R - Galveston",2020-05-28,89,111.142857142857,NA,NA
"R - Galveston",2020-05-29,115,110.857142857143,NA,NA
"R - Galveston",2020-05-30,106,108.571428571429,NA,NA
"R - Galveston",2020-05-31,91,105,NA,NA
"R - Galveston",2020-06-01,111,103.857142857143,NA,NA
"R - Galveston",2020-06-02,108,104.857142857143,NA,NA
"R - Galveston",2020-06-03,115,105,NA,NA
"R - Galveston",2020-06-04,96,106,NA,NA
"R - Galveston",2020-06-05,119,106.571428571429,NA,NA
"R - Galveston",2020-06-06,122,108.857142857143,NA,NA
"R - Galveston",2020-06-07,126,113.857142857143,NA,NA
"R - Galveston",2020-06-08,123,115.571428571429,NA,NA
"R - Galveston",2020-06-09,147,121.142857142857,NA,NA
"R - Galveston",2020-06-10,142,125,NA,NA
"R - Galveston",2020-06-11,111,127.142857142857,NA,NA
"R - Galveston",2020-06-12,131,128.857142857143,NA,NA
"R - Galveston",2020-06-13,137,131,NA,NA
"R - Galveston",2020-06-14,136,132.428571428571,NA,NA
"R - Galveston",2020-06-15,154,136.857142857143,NA,NA
"R - Galveston",2020-06-16,157,138.285714285714,NA,NA
"R - Galveston",2020-06-17,164,141.428571428571,NA,NA
"R - Galveston",2020-06-18,152,147.285714285714,NA,NA
"R - Galveston",2020-06-19,159,151.285714285714,NA,NA
"R - Galveston",2020-06-20,144,152.285714285714,NA,NA
"R - Galveston",2020-06-21,193,160.428571428571,NA,NA
"R - Galveston",2020-06-22,166,162.142857142857,NA,NA
"R - Galveston",2020-06-23,194,167.428571428571,NA,NA
"R - Galveston",2020-06-24,223,175.857142857143,NA,NA
"R - Galveston",2020-06-25,230,187,NA,NA
"R - Galveston",2020-06-26,271,203,NA,NA
"R - Galveston",2020-06-27,297,224.857142857143,NA,NA
"R - Galveston",2020-06-28,268,235.571428571429,NA,NA
"R - Galveston",2020-06-29,298,254.428571428571,NA,NA
"R - Galveston",2020-06-30,303,270,NA,NA
"R - Galveston",2020-07-01,318,283.571428571429,NA,NA
"R - Galveston",2020-07-02,315,295.714285714286,NA,NA
"R - Galveston",2020-07-03,308,301,NA,NA
"R - Galveston",2020-07-04,300,301.428571428571,NA,NA
"R - Galveston",2020-07-05,334,310.857142857143,NA,NA
"R - Galveston",2020-07-06,364,320.285714285714,NA,NA
"R - Galveston",2020-07-07,408,335.285714285714,NA,NA
"R - Galveston",2020-07-08,421,350,NA,NA
"R - Galveston",2020-07-09,333,352.571428571429,NA,NA
"R - Galveston",2020-07-10,385,363.571428571429,NA,NA
"R - Galveston",2020-07-11,432,382.428571428571,NA,NA
"R - Galveston",2020-07-12,431,396.285714285714,NA,NA
"R - Galveston",2020-07-13,458,409.714285714286,NA,NA
"R - Galveston",2020-07-14,515,425,NA,NA
"R - Galveston",2020-07-15,436,427.142857142857,NA,NA
"R - Galveston",2020-07-16,420,439.571428571429,NA,NA
"R - Galveston",2020-07-17,411,443.285714285714,NA,NA
"R - Galveston",2020-07-18,413,440.571428571429,NA,NA
"R - Galveston",2020-07-19,NA,444.811819967017,440.908222705743,448.715417228291
"R - Galveston",2020-07-20,NA,442.756055871989,434.695443673893,450.816668070085
"R - Galveston",2020-07-21,NA,441.25740735203,427.65880743353,454.856007270529
"R - Galveston",2020-07-22,NA,445.214206245246,425.179366572266,465.249045918226
"R - Galveston",2020-07-23,NA,442.309114035548,415.437979540525,469.18024853057
"R - Galveston",2020-07-24,NA,442.069513343977,407.409122592884,476.729904095071
"R - Galveston",2020-07-25,NA,445.390276673228,402.354089320825,488.42646402563
"R - Galveston",2020-07-26,NA,442.002219065408,390.225609839228,493.778828291588
"R - Galveston",2020-07-27,NA,442.938629326704,381.63879330273,504.238465350679
"R - Galveston",2020-07-28,NA,445.364573829245,374.121391106339,516.607756552151
"S - Victoria",2020-03-04,NA,NA,NA,NA
"S - Victoria",2020-03-05,NA,NA,NA,NA
"S - Victoria",2020-03-06,NA,NA,NA,NA
"S - Victoria",2020-03-07,NA,NA,NA,NA
"S - Victoria",2020-03-08,NA,NA,NA,NA
"S - Victoria",2020-03-09,NA,NA,NA,NA
"S - Victoria",2020-03-10,NA,NA,NA,NA
"S - Victoria",2020-03-11,NA,NA,NA,NA
"S - Victoria",2020-03-12,NA,NA,NA,NA
"S - Victoria",2020-03-13,NA,NA,NA,NA
"S - Victoria",2020-03-14,NA,NA,NA,NA
"S - Victoria",2020-03-15,NA,NA,NA,NA
"S - Victoria",2020-03-16,NA,NA,NA,NA
"S - Victoria",2020-03-17,NA,NA,NA,NA
"S - Victoria",2020-03-18,NA,NA,NA,NA
"S - Victoria",2020-03-19,NA,NA,NA,NA
"S - Victoria",2020-03-20,NA,NA,NA,NA
"S - Victoria",2020-03-21,NA,NA,NA,NA
"S - Victoria",2020-03-22,NA,NA,NA,NA
"S - Victoria",2020-03-23,NA,NA,NA,NA
"S - Victoria",2020-03-24,NA,NA,NA,NA
"S - Victoria",2020-03-25,NA,NA,NA,NA
"S - Victoria",2020-03-26,NA,NA,NA,NA
"S - Victoria",2020-03-27,NA,NA,NA,NA
"S - Victoria",2020-03-28,NA,NA,NA,NA
"S - Victoria",2020-03-29,NA,NA,NA,NA
"S - Victoria",2020-03-30,NA,NA,NA,NA
"S - Victoria",2020-03-31,NA,NA,NA,NA
"S - Victoria",2020-04-01,NA,NA,NA,NA
"S - Victoria",2020-04-02,NA,NA,NA,NA
"S - Victoria",2020-04-03,NA,NA,NA,NA
"S - Victoria",2020-04-04,NA,NA,NA,NA
"S - Victoria",2020-04-05,NA,NA,NA,NA
"S - Victoria",2020-04-06,NA,NA,NA,NA
"S - Victoria",2020-04-07,NA,NA,NA,NA
"S - Victoria",2020-04-08,NA,NA,NA,NA
"S - Victoria",2020-04-09,NA,NA,NA,NA
"S - Victoria",2020-04-10,NA,NA,NA,NA
"S - Victoria",2020-04-11,NA,NA,NA,NA
"S - Victoria",2020-04-12,16,NA,NA,NA
"S - Victoria",2020-04-13,21,NA,NA,NA
"S - Victoria",2020-04-14,22,NA,NA,NA
"S - Victoria",2020-04-15,21,NA,NA,NA
"S - Victoria",2020-04-16,19,NA,NA,NA
"S - Victoria",2020-04-17,17,NA,NA,NA
"S - Victoria",2020-04-18,19,19.2857142857143,NA,NA
"S - Victoria",2020-04-19,19,19.7142857142857,NA,NA
"S - Victoria",2020-04-20,21,19.7142857142857,NA,NA
"S - Victoria",2020-04-21,22,19.7142857142857,NA,NA
"S - Victoria",2020-04-22,50,23.8571428571429,NA,NA
"S - Victoria",2020-04-23,30,25.4285714285714,NA,NA
"S - Victoria",2020-04-24,26,26.7142857142857,NA,NA
"S - Victoria",2020-04-25,23,27.2857142857143,NA,NA
"S - Victoria",2020-04-26,22,27.7142857142857,NA,NA
"S - Victoria",2020-04-27,26,28.4285714285714,NA,NA
"S - Victoria",2020-04-28,25,28.8571428571429,NA,NA
"S - Victoria",2020-04-29,24,25.1428571428571,NA,NA
"S - Victoria",2020-04-30,25,24.4285714285714,NA,NA
"S - Victoria",2020-05-01,29,24.8571428571429,NA,NA
"S - Victoria",2020-05-02,24,25,NA,NA
"S - Victoria",2020-05-03,24,25.2857142857143,NA,NA
"S - Victoria",2020-05-04,22,24.7142857142857,NA,NA
"S - Victoria",2020-05-05,22,24.2857142857143,NA,NA
"S - Victoria",2020-05-06,21,23.8571428571429,NA,NA
"S - Victoria",2020-05-07,21,23.2857142857143,NA,NA
"S - Victoria",2020-05-08,20,22,NA,NA
"S - Victoria",2020-05-09,18,21.1428571428571,NA,NA
"S - Victoria",2020-05-10,17,20.1428571428571,NA,NA
"S - Victoria",2020-05-11,18,19.5714285714286,NA,NA
"S - Victoria",2020-05-12,17,18.8571428571429,NA,NA
"S - Victoria",2020-05-13,17,18.2857142857143,NA,NA
"S - Victoria",2020-05-14,12,17,NA,NA
"S - Victoria",2020-05-15,12,15.8571428571429,NA,NA
"S - Victoria",2020-05-16,15,15.4285714285714,NA,NA
"S - Victoria",2020-05-17,14,15,NA,NA
"S - Victoria",2020-05-18,15,14.5714285714286,NA,NA
"S - Victoria",2020-05-19,12,13.8571428571429,NA,NA
"S - Victoria",2020-05-20,10,12.8571428571429,NA,NA
"S - Victoria",2020-05-21,11,12.7142857142857,NA,NA
"S - Victoria",2020-05-22,15,13.1428571428571,NA,NA
"S - Victoria",2020-05-23,15,13.1428571428571,NA,NA
"S - Victoria",2020-05-24,13,13,NA,NA
"S - Victoria",2020-05-25,13,12.7142857142857,NA,NA
"S - Victoria",2020-05-26,13,12.8571428571429,NA,NA
"S - Victoria",2020-05-27,14,13.4285714285714,NA,NA
"S - Victoria",2020-05-28,12,13.5714285714286,NA,NA
"S - Victoria",2020-05-29,6,12.2857142857143,NA,NA
"S - Victoria",2020-05-30,10,11.5714285714286,NA,NA
"S - Victoria",2020-05-31,18,12.2857142857143,NA,NA
"S - Victoria",2020-06-01,17,12.8571428571429,NA,NA
"S - Victoria",2020-06-02,19,13.7142857142857,NA,NA
"S - Victoria",2020-06-03,19,14.4285714285714,NA,NA
"S - Victoria",2020-06-04,22,15.8571428571429,NA,NA
"S - Victoria",2020-06-05,23,18.2857142857143,NA,NA
"S - Victoria",2020-06-06,14,18.8571428571429,NA,NA
"S - Victoria",2020-06-07,13,18.1428571428571,NA,NA
"S - Victoria",2020-06-08,12,17.4285714285714,NA,NA
"S - Victoria",2020-06-09,11,16.2857142857143,NA,NA
"S - Victoria",2020-06-10,10,15,NA,NA
"S - Victoria",2020-06-11,9,13.1428571428571,NA,NA
"S - Victoria",2020-06-12,7,10.8571428571429,NA,NA
"S - Victoria",2020-06-13,7,9.85714285714286,NA,NA
"S - Victoria",2020-06-14,8,9.14285714285714,NA,NA
"S - Victoria",2020-06-15,11,9,NA,NA
"S - Victoria",2020-06-16,11,9,NA,NA
"S - Victoria",2020-06-17,12,9.28571428571429,NA,NA
"S - Victoria",2020-06-18,9,9.28571428571429,NA,NA
"S - Victoria",2020-06-19,11,9.85714285714286,NA,NA
"S - Victoria",2020-06-20,15,11,NA,NA
"S - Victoria",2020-06-21,15,12,NA,NA
"S - Victoria",2020-06-22,20,13.2857142857143,NA,NA
"S - Victoria",2020-06-23,18,14.2857142857143,NA,NA
"S - Victoria",2020-06-24,30,16.8571428571429,NA,NA
"S - Victoria",2020-06-25,31,20,NA,NA
"S - Victoria",2020-06-26,30,22.7142857142857,NA,NA
"S - Victoria",2020-06-27,16,22.8571428571429,NA,NA
"S - Victoria",2020-06-28,40,26.4285714285714,NA,NA
"S - Victoria",2020-06-29,45,30,NA,NA
"S - Victoria",2020-06-30,50,34.5714285714286,NA,NA
"S - Victoria",2020-07-01,62,39.1428571428571,NA,NA
"S - Victoria",2020-07-02,68,44.4285714285714,NA,NA
"S - Victoria",2020-07-03,78,51.2857142857143,NA,NA
"S - Victoria",2020-07-04,94,62.4285714285714,NA,NA
"S - Victoria",2020-07-05,97,70.5714285714286,NA,NA
