"TSA","Date","Cases_Daily","CI_Lower","CI_Upper","Order_AutoReg","Order_Moving_Avg","Order_Seasonal_Autoreg","Order_Seasonal_Moving_Avg","Period","Differencing","Differencing_Seasonal"
"A - Panhandle",2020-06-21,21.5714285714286,NA,NA,0,0,0,0,1,1,0
"A - Panhandle",2020-06-22,25.4285714285714,NA,NA,0,0,0,0,1,1,0
"A - Panhandle",2020-06-23,25.4285714285714,1.71190829260121,49.1452345645416,0,0,0,0,1,1,0
"A - Panhandle",2020-06-24,25.4285714285714,0,58.9689980896945,0,0,0,0,1,1,0
"A - Panhandle",2020-06-25,25.4285714285714,0,66.5070369660677,0,0,0,0,1,1,0
"A - Panhandle",2020-06-26,25.4285714285714,0,72.8618977005119,0,0,0,0,1,1,0
"A - Panhandle",2020-06-27,25.4285714285714,0,78.4606424000642,0,0,0,0,1,1,0
"A - Panhandle",2020-06-28,25.4285714285714,0,83.5222945131744,0,0,0,0,1,1,0
"A - Panhandle",2020-06-29,25.4285714285714,0,88.1769640146419,0,0,0,0,1,1,0
"A - Panhandle",2020-06-30,25.4285714285714,0,92.5094247508176,0,0,0,0,1,1,0
"A - Panhandle",2020-07-01,25.4285714285714,0,96.5785608364821,0,0,0,0,1,1,0
"A - Panhandle",2020-07-02,25.4285714285714,0,100.427245437189,0,0,0,0,1,1,0
"B - B",2020-05-01,NA,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-02,NA,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-03,NA,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-04,NA,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-05,NA,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-06,NA,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-07,13.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-08,11.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-09,10.1428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-10,10.2857142857143,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-11,9.71428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-12,9,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-13,9.14285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-14,7.57142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-15,8.71428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-16,9.57142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-17,9,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-18,8.85714285714286,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-19,9.71428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-20,9.28571428571429,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-21,10.1428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-22,10.4285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-23,10.8571428571429,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-24,11,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-25,11,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-26,9.14285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-27,10,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-28,9,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-29,10.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-30,11.2857142857143,NA,NA,1,0,0,0,1,2,0
"B - B",2020-05-31,10.8571428571429,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-01,10.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-02,13,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-03,12.1428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-04,12.4285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-05,9.71428571428571,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-06,10.4285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-07,10.8571428571429,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-08,11.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-09,10.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-10,12,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-11,14.2857142857143,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-12,16.7142857142857,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-13,19.8571428571429,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-14,25,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-15,25.4285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-16,34,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-17,44,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-18,57.4285714285714,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-19,70.5714285714286,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-20,77,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-21,82.8571428571429,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-22,88,NA,NA,1,0,0,0,1,2,0
"B - B",2020-06-23,93.3719951666515,91.0544532673606,95.6895370659424,1,0,0,0,1,2,0
"B - B",2020-06-24,98.6704844057753,94.1410473121803,103.19992149937,1,0,0,0,1,2,0
"B - B",2020-06-25,103.992553849058,96.7087439972819,111.276363700835,1,0,0,0,1,2,0
"B - B",2020-06-26,109.307058922407,98.8949575933988,119.719160251415,1,0,0,0,1,2,0
"B - B",2020-06-27,114.623990594445,100.729075464321,128.518905724568,1,0,0,0,1,2,0
"B - B",2020-06-28,119.940143830043,102.246886755354,137.633400904732,1,0,0,0,1,2,0
"B - B",2020-06-29,125.256546782784,103.471957580247,147.04113598532,1,0,0,0,1,2,0
"B - B",2020-06-30,130.572869627955,104.424100351744,156.721638904165,1,0,0,0,1,2,0
"B - B",2020-07-01,135.889218171092,105.119338800577,166.659097541607,1,0,0,0,1,2,0
"B - B",2020-07-02,141.205558470496,105.571228738525,176.839888202467,1,0,0,0,1,2,0
"C - North Texas",2020-05-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-06,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-09,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-05-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-02,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-05,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-09,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C - North Texas",2020-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D - Big Country",2020-05-01,NA,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-02,NA,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-03,NA,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-04,NA,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-05,NA,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-06,NA,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-07,19.7142857142857,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-08,16.4285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-09,12.2857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-10,9.28571428571429,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-11,7.28571428571429,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-12,6.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-13,5.71428571428571,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-14,7.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-15,7.14285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-16,7,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-17,7,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-18,6.57142857142857,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-19,7.85714285714286,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-20,5.85714285714286,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-21,6.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-22,7.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-23,6.85714285714286,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-24,6.85714285714286,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-25,7.14285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-26,5.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-27,4.28571428571429,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-28,34,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-29,37.7142857142857,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-30,45,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-05-31,45.1428571428571,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-01,45,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-02,74.8571428571429,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-03,79.5714285714286,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-04,48.4285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-05,44,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-06,36.5714285714286,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-07,36.4285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-08,36.2857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-09,6.57142857142857,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-10,1.71428571428571,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-11,1,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-12,0.714285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-13,1,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-14,1.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-15,1.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-16,1.71428571428571,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-17,1.71428571428571,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-18,2.14285714285714,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-19,2.28571428571429,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-20,9.42857142857143,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-21,9.57142857142857,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-22,11,NA,NA,1,0,0,0,1,0,0
"D - Big Country",2020-06-23,10.1890231706167,0.720348243272969,19.6576980979605,1,0,0,0,1,0,0
"D - Big Country",2020-06-24,9.43783574285135,0,22.3443901507503,1,0,0,0,1,0,0
"D - Big Country",2020-06-25,8.74202973312612,0,23.9925453079138,1,0,0,0,1,0,0
"D - Big Country",2020-06-26,8.09752213718569,0,25.1035342863486,1,0,0,0,1,0,0
"D - Big Country",2020-06-27,7.50053097094245,0,25.8795653245777,1,0,0,0,1,0,0
"D - Big Country",2020-06-28,6.94755307771465,0,26.427636247305,1,0,0,0,1,0,0
"D - Big Country",2020-06-29,6.43534357162948,0,26.8127458048407,1,0,0,0,1,0,0
"D - Big Country",2020-06-30,5.96089679656475,0,27.0778155118013,1,0,0,0,1,0,0
"D - Big Country",2020-07-01,5.52142868889576,0,27.2527921481964,1,0,0,0,1,0,0
"D - Big Country",2020-07-02,5.11436044055154,0,27.3593847017665,1,0,0,0,1,0,0
"E - Greater Dallas-Fort Worth",2020-05-01,NA,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-02,NA,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-03,NA,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-04,NA,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-05,NA,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-06,NA,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-07,371.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-08,394.428571428571,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-09,401.428571428571,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-10,406.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-11,468.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-12,477.857142857143,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-13,474.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-14,500,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-15,495.428571428571,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-16,470.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-17,464.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-18,400.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-19,406.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-20,414,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-21,360.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-22,376.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-23,379.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-24,367.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-25,353.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-26,326.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-27,310.857142857143,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-28,342,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-29,321.142857142857,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-30,325.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-05-31,342.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-01,353.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-02,361.428571428571,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-03,375.857142857143,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-04,380.857142857143,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-05,401.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-06,417.428571428571,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-07,423.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-08,429.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-09,483.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-10,493.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-11,508.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-12,522.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-13,572.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-14,588.428571428571,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-15,598.285714285714,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-16,597.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-17,623.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-18,661,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-19,695.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-20,684.714285714286,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-21,724,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-22,797.571428571429,NA,NA,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-23,821.201476132223,798.51669233862,843.886259925827,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-24,839.429244975632,805.621469605689,873.237020345575,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-25,889.179421454846,842.710381342861,935.648461566832,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-26,944.419583298534,874.728122441047,1014.11104415602,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-27,979.897942460824,881.102885210532,1078.69299971112,2,2,0,0,1,2,0
"E - Greater Dallas-Fort Worth",2020-06-28,1010.59228705379,883.761631707103,1137.42294240048,2,2,0,0,1,2,0
