County,Date,cases_daily
Harris,2021-01-02,1165
Harris,2021-01-03,1512
Harris,2021-01-04,1017
Harris,2021-01-05,1622
Harris,2021-01-06,848
Harris,2021-01-07,1281
Harris,2021-01-08,1119
Harris,2021-01-09,2040
Harris,2021-01-10,828
Harris,2021-01-11,2564
Harris,2021-01-12,1203
Harris,2021-01-13,1343
Harris,2021-01-14,1376
Harris,2021-01-15,2132
Harris,2021-01-16,1389
Harris,2021-01-17,1564
Harris,2021-01-18,1427
Harris,2021-01-19,27
Harris,2021-01-20,1193
Harris,2021-01-21,1744
Harris,2021-01-22,453
Harris,2021-01-23,1801
Harris,2021-01-24,942
Harris,2021-01-25,510
Harris,2021-01-26,1578
Harris,2021-01-27,860
Harris,2021-01-28,1195
Harris,2021-01-29,902
Harris,2021-01-30,1405
Harris,2021-01-31,1324
Harris,2021-02-01,1055
Harris,2021-02-02,527
Harris,2021-02-03,1293
Harris,2021-02-04,565
Harris,2021-02-05,835
Harris,2021-02-06,832
Harris,2021-02-07,514
Harris,2021-02-08,141
Harris,2021-02-09,418
Harris,2021-02-10,678
Harris,2021-02-11,1052
Harris,2021-02-12,502
Harris,2021-02-13,1389
Harris,2021-02-14,664
Harris,2021-02-15,379
Harris,2021-02-16,20
Harris,2021-02-17,539
Harris,2021-02-18,22
Harris,2021-02-19,215
Harris,2021-02-20,240
Harris,2021-02-21,483
Harris,2021-02-22,291
Harris,2021-02-23,419
Harris,2021-02-24,511
Harris,2021-02-25,603
Harris,2021-02-26,3197
Harris,2021-02-27,720
Harris,2021-02-28,1341
Harris,2021-03-01,58
Harris,2021-03-02,2035
Harris,2021-03-03,918
Harris,2021-03-04,517
Harris,2021-03-05,549
Harris,2021-03-06,463
Harris,2021-03-07,463
Harris,2021-03-08,530
Harris,2021-03-09,508
Harris,2021-03-10,396
Harris,2021-03-11,569
Harris,2021-03-12,425
Harris,2021-03-13,539
Harris,2021-03-14,203
Harris,2021-03-15,175
Harris,2021-03-16,706
Harris,2021-03-17,451
Harris,2021-03-18,259
Harris,2021-03-19,368
Harris,2021-03-20,282
Harris,2021-03-21,280
Harris,2021-03-22,94
Harris,2021-03-23,628
Harris,2021-03-24,237
Harris,2021-03-25,217
Harris,2021-03-26,254
Harris,2021-03-27,826
Harris,2021-03-28,401
Harris,2021-03-29,181
Harris,2021-03-30,345
Harris,2021-03-31,326
Harris,2021-04-01,332
Harris,2021-04-02,270
Harris,2021-04-03,434
Harris,2021-04-04,261
Harris,2021-04-05,22
Harris,2021-04-06,596
Harris,2021-04-07,395
Harris,2021-04-08,450
Harris,2021-04-09,207
Harris,2021-04-10,353
Harris,2021-04-11,336
Harris,2021-04-12,317
Harris,2021-04-13,197
Harris,2021-04-14,362
Harris,2021-04-15,377
Harris,2021-04-16,318
Harris,2021-04-17,315
Harris,2021-04-18,272
Harris,2021-04-19,120
Harris,2021-04-20,394
Harris,2021-04-21,301
Harris,2021-04-22,374
Harris,2021-04-23,276
Harris,2021-04-24,375
Harris,2021-04-25,201
Harris,2021-04-26,12
Harris,2021-04-27,459
Harris,2021-04-28,262
Harris,2021-04-29,399
Harris,2021-04-30,329
Harris,2021-05-01,345
Harris,2021-05-02,257
Harris,2021-05-03,208
Harris,2021-05-04,232
Harris,2021-05-05,141
Harris,2021-05-06,307
Harris,2021-05-07,200
Harris,2021-05-08,194
Harris,2021-05-09,189
Harris,2021-05-10,109
Harris,2021-05-11,144
Harris,2021-05-12,221
Harris,2021-05-13,185
Harris,2021-05-14,226
Harris,2021-05-15,114
Harris,2021-05-16,206
Harris,2021-05-17,105
Harris,2021-05-18,150
Harris,2021-05-19,139
Harris,2021-05-20,161
Harris,2021-05-21,161
Harris,2021-05-22,147
Harris,2021-05-23,159
Harris,2021-05-24,519
Harris,2021-05-25,84
Harris,2021-05-26,142
Harris,2021-05-27,203
Harris,2021-05-28,111
Harris,2021-05-29,173
Harris,2021-05-30,72
Harris,2021-05-31,72
Harris,2021-06-01,72
Harris,2021-06-02,186
Harris,2021-06-03,273
Harris,2021-06-04,109
Harris,2021-06-05,173
Harris,2021-06-06,214
Harris,2021-06-07,38
Harris,2021-06-08,165
Harris,2021-06-09,263
Harris,2021-06-10,181
Harris,2021-06-11,129
Harris,2021-06-12,74
Harris,2021-06-13,63
Harris,2021-06-14,53
Harris,2021-06-15,172
Harris,2021-06-16,106
Harris,2021-06-17,162
Harris,2021-06-18,113
Harris,2021-06-19,65
Harris,2021-06-20,53
Harris,2021-06-21,49
Harris,2021-06-22,152
Harris,2021-06-23,67
Harris,2021-06-24,50
Harris,2021-06-25,74
Harris,2021-06-26,59
Harris,2021-06-27,129
Harris,2021-06-29,148
Harris,2021-06-30,95
Harris,2021-07-01,192
Harris,2021-07-02,133
Harris,2021-07-03,232
Harris,2021-07-04,72
Harris,2021-07-05,62
Harris,2021-07-06,2
Harris,2021-07-07,228
Harris,2021-07-08,108
Harris,2021-07-09,167
Harris,2021-07-10,161
Harris,2021-07-11,129
Harris,2021-07-12,113
Harris,2021-07-13,287
Harris,2021-07-14,150
Harris,2021-07-15,231
Harris,2021-07-16,266
Harris,2021-07-17,276
Harris,2021-07-18,245
Harris,2021-07-19,235
Harris,2021-07-20,317
Harris,2021-07-21,337
Harris,2021-07-22,609
Harris,2021-07-23,441
Harris,2021-07-24,311
Harris,2021-07-25,253
Harris,2021-07-26,385
Harris,2021-07-27,696
Harris,2021-07-28,45
Harris,2021-07-29,2158
Harris,2021-07-30,1126
Harris,2021-07-31,496
Harris,2021-08-01,841
Harris,2021-08-02,395
Harris,2021-08-03,1492
Harris,2021-08-04,884
Harris,2021-08-05,856
Harris,2021-08-06,1213
Harris,2021-08-07,1233
Harris,2021-08-08,603
Harris,2021-08-09,566
Harris,2021-08-10,1110
Harris,2021-08-11,1173
Harris,2021-08-12,1280
Harris,2021-08-13,1260
Harris,2021-08-14,662
Harris,2021-08-15,966
Harris,2021-08-16,406
Harris,2021-08-17,2456
Harris,2021-08-18,1
Harris,2021-08-19,3818
Harris,2021-08-20,1331
Harris,2021-08-21,1337
Harris,2021-08-22,581
Harris,2021-08-23,700
Harris,2021-08-24,1123
Harris,2021-08-25,1107
Harris,2021-08-26,1297
Harris,2021-08-27,1655
Harris,2021-08-28,1001
Harris,2021-08-29,983
Harris,2021-08-30,557
Harris,2021-08-31,1240
Harris,2021-09-01,990
Harris,2021-09-02,1268
Harris,2021-09-03,1425
Harris,2021-09-04,1322
Harris,2021-09-05,485
Harris,2021-09-06,789
Harris,2021-09-07,161
Harris,2021-09-08,2403
Harris,2021-09-09,867
Harris,2021-09-10,942
Harris,2021-09-11,733
Harris,2021-09-12,1029
Harris,2021-09-13,990
Harris,2021-09-14,1351
Harris,2021-09-15,1015
Harris,2021-09-16,557
Harris,2021-09-17,746
Harris,2021-09-18,1003
Harris,2021-09-19,654
Harris,2021-09-20,558
Harris,2021-09-21,791
Harris,2021-09-22,742
Harris,2021-09-23,785
Harris,2021-09-24,819
Harris,2021-09-25,808
Harris,2021-09-26,396
Harris,2021-09-27,483
Harris,2021-09-28,1119
Harris,2021-09-29,682
Harris,2021-09-30,746
Harris,2021-10-01,499
Harris,2021-10-02,511
Harris,2021-10-03,333
Harris,2021-10-04,252
Harris,2021-10-05,509
Harris,2021-10-06,744
Harris,2021-10-07,621
Harris,2021-10-08,491
Harris,2021-10-09,181
Harris,2021-10-10,491
Harris,2021-10-11,199
Harris,2021-10-12,792
Harris,2021-10-13,564
Harris,2021-10-14,666
Harris,2021-10-15,363
Harris,2021-10-16,288
Harris,2021-10-17,72
Harris,2021-10-18,224
Harris,2021-10-19,188
Harris,2021-10-20,392
Harris,2021-10-21,290
Harris,2021-10-22,225
Harris,2021-10-23,255
Harris,2021-10-24,293
Harris,2021-10-25,68
Harris,2021-10-26,205
Harris,2021-10-27,236
Harris,2021-10-28,160
Harris,2021-10-29,195
Harris,2021-10-30,219
Harris,2021-10-31,28
Harris,2021-11-01,221
Harris,2021-11-02,169
Harris,2021-11-03,256
Harris,2021-11-04,175
Harris,2021-11-05,319
Harris,2021-11-06,128
Harris,2021-11-07,59
Harris,2021-11-08,243
Harris,2021-11-09,223
Harris,2021-11-10,92
Harris,2021-11-11,338
Harris,2021-11-12,228
Harris,2021-11-13,190
Harris,2021-11-14,62
Harris,2021-11-15,136
Harris,2021-11-16,211
Harris,2021-11-17,154
Harris,2021-11-18,149
Harris,2021-11-19,161
Harris,2021-11-20,153
Harris,2021-11-21,40
Harris,2021-11-22,114
Harris,2021-11-23,209
Harris,2021-11-24,232
Harris,2021-11-25,173
Harris,2021-11-26,40
Harris,2021-11-27,37
Harris,2021-11-28,5
Harris,2021-11-29,7
Harris,2021-11-30,128
Harris,2021-12-01,444
Harris,2021-12-02,260
Harris,2021-12-03,91
Harris,2021-12-04,197
Harris,2021-12-05,45
Harris,2021-12-06,49
Harris,2021-12-07,336
Harris,2021-12-08,218
Harris,2021-12-09,220
Harris,2021-12-10,203
Harris,2021-12-11,251
Harris,2021-12-12,71
Harris,2021-12-13,99
Harris,2021-12-14,553
Harris,2021-12-15,392
Harris,2021-12-16,439
Harris,2021-12-17,566
Harris,2021-12-18,563
Harris,2021-12-19,5
Harris,2021-12-20,17
Harris,2021-12-21,1715
Harris,2021-12-22,1072
Harris,2021-12-23,114
Harris,2021-12-24,1702
Harris,2021-12-25,2605
Harris,2021-12-26,892
Harris,2021-12-27,3194
Harris,2021-12-28,1798
Harris,2021-12-29,5520
Harris,2021-12-30,2946
Harris,2021-12-31,939
Harris,2022-01-01,2081
Harris,2022-01-02,2552
Harris,2022-01-03,2647
Harris,2022-01-04,4175
Harris,2022-01-05,3881
Harris,2022-01-06,3107
Harris,2022-01-07,3863
Harris,2022-01-08,4644
Harris,2022-01-09,4317
Harris,2022-01-10,4031
Harris,2022-01-11,5924
Harris,2022-01-12,2702
Harris,2022-01-13,3044
Harris,2022-01-14,2646
Harris,2022-01-15,3634
Harris,2022-01-16,3256
Harris,2022-01-17,2505
Harris,2022-01-18,2184
Harris,2022-01-19,1915
Harris,2022-01-20,1651
Harris,2022-01-21,2445
Harris,2022-01-22,3665
Harris,2022-01-23,2276
Harris,2022-01-24,281
Harris,2022-01-25,4351
Harris,2022-01-26,1940
Harris,2022-01-27,2210
Harris,2022-01-28,1791
Harris,2022-01-29,1948
Harris,2022-01-30,1
Harris,2022-01-31,1902
Harris,2022-02-01,427
Harris,2022-02-02,2340
Harris,2022-02-03,1789
Harris,2022-02-04,97
Harris,2022-02-05,1740
Harris,2022-02-06,946
Harris,2022-02-07,1031
Harris,2022-02-08,311
Harris,2022-02-09,1406
Harris,2022-02-10,450
Harris,2022-02-11,541
Harris,2022-02-12,796
Harris,2022-02-13,603
Harris,2022-02-14,278
Harris,2022-02-15,618
Harris,2022-02-16,515
Harris,2022-02-17,207
Harris,2022-02-18,411
Harris,2022-02-19,54
Harris,2022-02-20,520
Harris,2022-02-21,156
Harris,2022-02-22,318
Harris,2022-02-23,241
Harris,2022-02-24,270
Harris,2022-02-25,197
Harris,2022-02-26,92
Harris,2022-02-27,276
Harris,2022-02-28,76
Harris,2022-03-01,319
Harris,2022-03-02,1844
Harris,2022-03-03,180
Harris,2022-03-04,221
Harris,2022-03-05,169
Harris,2022-03-06,376
Harris,2022-03-07,164
Harris,2022-03-08,183
Harris,2022-03-09,185
Harris,2022-03-10,263
Harris,2022-03-11,163
Harris,2022-03-12,125
Harris,2022-03-13,50
Harris,2022-03-14,91
Harris,2022-03-15,183
Harris,2022-03-16,107
Harris,2022-03-17,124
Harris,2022-03-18,148
Harris,2022-03-19,143
Harris,2022-03-20,145
Harris,2022-03-21,59
Harris,2022-03-22,86
Harris,2022-03-23,113
Harris,2022-03-24,129
Harris,2022-03-25,119
Harris,2022-03-26,86
Harris,2022-03-27,15
Harris,2022-03-28,28
Harris,2022-03-29,5007
Harris,2022-03-30,277
Harris,2022-03-31,99
Harris,2022-04-01,169
Harris,2022-04-02,244
Harris,2022-04-03,43
Harris,2022-04-04,90
Harris,2022-04-05,1519
Harris,2022-04-06,242
Harris,2022-04-07,191
Harris,2022-04-08,159
Harris,2022-04-09,100
Harris,2022-04-10,61
Harris,2022-04-11,95
Harris,2022-04-12,193
Harris,2022-04-13,130
Harris,2022-04-14,169
Harris,2022-04-15,134
Harris,2022-04-16,63
Harris,2022-04-17,26
Harris,2022-04-18,103
Harris,2022-04-19,150
Harris,2022-04-20,107
Harris,2022-04-21,164
Harris,2022-04-22,63
Harris,2022-04-23,166
Harris,2022-04-24,48
Harris,2022-04-25,67
Harris,2022-04-26,126
Harris,2022-04-27,162
Harris,2022-04-28,69
Harris,2022-04-29,108
Harris,2022-04-30,113
Harris,2022-05-01,47
Harris,2022-05-02,54
Harris,2022-05-03,30
Harris,2022-05-04,329
Harris,2022-05-05,463
Harris,2022-05-06,123
Harris,2022-05-07,150
Harris,2022-05-08,95
Harris,2022-05-09,81
Harris,2022-05-10,214
Harris,2022-05-11,172
Harris,2022-05-12,167
Harris,2022-05-13,161
Harris,2022-05-14,233
Harris,2022-05-15,111
Harris,2022-05-16,34
Harris,2022-05-17,226
Harris,2022-05-18,49
Harris,2022-05-19,444
Harris,2022-05-20,129
Harris,2022-05-21,51
Harris,2022-05-22,610
Harris,2022-05-23,13
Harris,2022-05-24,421
Harris,2022-05-25,287
Harris,2022-05-26,328
Harris,2022-05-27,342
Harris,2022-05-28,431
Harris,2022-05-29,224
Harris,2022-05-30,233
Harris,2022-05-31,457
Harris,2022-06-01,404
Harris,2022-06-02,428
Harris,2022-06-03,345
Harris,2022-06-04,564
Harris,2022-06-05,394
Harris,2022-06-06,533
Harris,2022-06-07,214
Harris,2022-06-08,571
Harris,2022-06-09,480
Harris,2022-06-10,365
Harris,2022-06-11,411
Harris,2022-06-12,300
Harris,2022-06-13,407
Harris,2022-06-14,631
Harris,2022-06-15,744
Harris,2022-06-16,516
Harris,2022-06-17,361
Harris,2022-06-18,349
Harris,2022-06-19,263
Harris,2022-06-20,122
Harris,2022-06-21,1175
Harris,2022-06-22,342
Harris,2022-06-23,40
Harris,2022-06-24,1274
Harris,2022-06-25,520
Harris,2022-06-26,417
Harris,2022-06-27,707
Harris,2022-06-28,513
Harris,2022-06-29,586
Harris,2022-06-30,742
Harris,2022-07-01,660
Harris,2022-07-02,552
Harris,2022-07-03,564
Harris,2022-07-04,439
Harris,2022-07-05,391
Harris,2022-07-06,927
Harris,2022-07-07,606
Harris,2022-07-08,499
Harris,2022-07-09,839
Harris,2022-07-10,978
Harris,2022-07-11,872
Harris,2022-07-12,699
Harris,2022-07-13,602
Harris,2022-07-14,612
Harris,2022-07-15,672
Harris,2022-07-17,414
Harris,2022-07-18,386
Harris,2022-07-19,649
Harris,2022-07-20,700
Harris,2022-07-21,530
Harris,2022-07-22,544
Harris,2022-07-23,747
Harris,2022-07-24,488
Harris,2022-07-25,401
Harris,2022-07-26,424
Harris,2022-07-27,735
Harris,2022-07-28,585
Harris,2022-07-29,673
Harris,2022-07-30,421
Harris,2022-08-01,735
Harris,2022-08-02,365
Harris,2022-08-03,408
Harris,2022-08-04,327
Harris,2022-08-05,403
Harris,2022-08-06,351
Harris,2022-08-07,284
Harris,2022-08-08,188
Harris,2022-08-09,499
Harris,2022-08-10,2820
Harris,2022-08-11,78
Harris,2022-08-12,778
Harris,2022-08-13,388
Harris,2022-08-14,282
Harris,2022-08-15,207
Harris,2022-08-16,480
Harris,2022-08-17,289
Harris,2022-08-18,199
Harris,2022-08-19,634
Harris,2022-08-20,297
Harris,2022-08-21,255
Harris,2022-08-22,8
Harris,2022-08-23,309
Harris,2022-08-24,377
Harris,2022-08-25,528
Harris,2022-08-26,275
Harris,2022-08-27,467
Harris,2022-08-28,222
Harris,2022-08-29,116
Harris,2022-08-30,615
Harris,2022-08-31,299
Harris,2022-09-01,312
Harris,2022-09-02,367
Harris,2022-09-03,407
Harris,2022-09-04,203
Harris,2022-09-05,105
Harris,2022-09-06,4
Harris,2022-09-07,548
Harris,2022-09-08,252
Harris,2022-09-09,461
Harris,2022-09-10,267
Harris,2022-09-11,163
Harris,2022-09-12,144
Harris,2022-09-13,297
Harris,2022-09-14,190
Harris,2022-09-15,202
Harris,2022-09-16,2797
Harris,2022-09-17,183
Harris,2022-09-18,103
Harris,2022-09-19,81
Harris,2022-09-20,220
Harris,2022-09-21,153
Harris,2022-09-22,209
Harris,2022-09-23,183
Harris,2022-09-24,157
Harris,2022-09-25,62
Harris,2022-09-26,47
Harris,2022-09-27,186
Harris,2022-09-28,116
Harris,2022-09-29,125
Harris,2022-09-30,258
Harris,2022-10-01,100
Harris,2022-10-02,44
Harris,2022-10-03,41
Harris,2022-10-04,100
Harris,2022-10-05,52
Harris,2022-10-06,139
Harris,2022-10-07,271
Harris,2022-10-08,92
Harris,2022-10-09,42
Harris,2022-10-10,46
Harris,2022-10-11,103
Harris,2022-10-12,214
Harris,2022-10-13,95
Harris,2022-10-14,80
Harris,2022-10-15,101
Harris,2022-10-16,30
Harris,2022-10-17,18
Harris,2022-10-18,89
Harris,2022-10-19,24
Harris,2022-10-20,38
Harris,2022-10-21,143
Harris,2022-10-22,77
Harris,2022-10-23,23
Harris,2022-10-24,21
Harris,2022-10-25,54
Harris,2022-10-26,132
Harris,2022-10-27,112
Harris,2022-10-28,82
Harris,2022-10-29,115
Harris,2022-10-30,24
Harris,2022-10-31,24
Harris,2022-11-01,77
Harris,2022-11-02,54
Harris,2022-11-03,35
Harris,2022-11-04,36
Harris,2022-11-05,24
Harris,2022-11-07,400
Harris,2022-11-08,103
Harris,2022-11-09,170
Harris,2022-11-10,62
Harris,2022-11-11,90
Harris,2022-11-12,65
Harris,2022-11-13,32
Harris,2022-11-14,33
Harris,2022-11-15,103
Harris,2022-11-16,71
Harris,2022-11-17,127
Harris,2022-11-18,111
Harris,2022-11-19,90
Harris,2022-11-20,46
Harris,2022-11-21,33
Harris,2022-11-22,82
Harris,2022-11-23,93
Harris,2022-11-24,150
Harris,2022-11-25,67
Harris,2022-11-26,82
Harris,2022-11-27,49
Harris,2022-11-28,1
Harris,2022-11-29,114
Harris,2022-11-30,162
Harris,2022-12-01,162
Harris,2022-12-02,181
Harris,2022-12-03,157
Harris,2022-12-04,138
Harris,2022-12-05,94
Harris,2022-12-06,121
Harris,2022-12-07,68
Harris,2022-12-08,336
Harris,2022-12-09,242
Harris,2022-12-10,168
Harris,2022-12-11,85
Harris,2022-12-12,112
Harris,2022-12-13,150
Harris,2022-12-14,115
Harris,2022-12-15,137
Harris,2022-12-16,118
Harris,2022-12-17,93
Harris,2022-12-18,50
Harris,2022-12-19,75
Harris,2022-12-20,73
Harris,2022-12-21,82
Harris,2022-12-23,286
Harris,2022-12-24,89
Harris,2022-12-26,173
Harris,2022-12-28,590
Harris,2022-12-29,146
Harris,2022-12-30,2
Harris,2022-12-31,4
Harris,2023-01-02,4
Harris,2023-01-03,3
Harris,2023-01-04,980
Harris,2023-01-05,203
Harris,2023-01-06,186
Harris,2023-01-07,150
Harris,2023-01-08,134
Harris,2023-01-09,110
Harris,2023-01-10,230
Harris,2023-01-11,131
Harris,2023-01-12,147
Harris,2023-01-13,137
Harris,2023-01-14,109
Harris,2023-01-15,106
Harris,2023-01-16,81
Harris,2023-01-17,104
Harris,2023-01-18,106
Harris,2023-01-19,98
Harris,2023-01-20,115
Harris,2023-01-21,1757
Harris,2023-01-22,59
Harris,2023-01-23,63
Harris,2023-01-24,89
Harris,2023-01-25,80
Harris,2023-01-26,76
Harris,2023-01-27,238
Harris,2023-01-28,536
Harris,2023-01-29,131
Harris,2023-01-30,60
Harris,2023-01-31,78
Harris,2023-02-01,80
Harris,2023-02-02,102
Harris,2023-02-03,216
Harris,2023-02-04,121
Harris,2023-02-05,92
Harris,2023-02-06,145
Harris,2023-02-07,171
Harris,2023-02-08,88
Harris,2023-02-09,121
Harris,2023-02-10,92
Harris,2023-02-11,248
Harris,2023-02-12,66
Harris,2023-02-13,65
Harris,2023-02-14,71
Harris,2023-02-15,92
Harris,2023-02-16,81
Harris,2023-02-17,70
Harris,2023-02-18,253
