County,Date,cases_cumulative,deaths_cumulative
Travis,2022-07-22,285717,1566
Travis,2022-07-23,0,0
Travis,2022-07-24,0,0
Travis,2022-07-25,286324,1567
Travis,2022-07-26,287806,1567
Travis,2022-07-27,288489,1567
Travis,2022-07-28,289215,1567
Travis,2022-07-29,289865,1567
Travis,2022-07-30,0,0
Travis,2022-07-31,0,0
Travis,2022-08-01,290468,1570
Travis,2022-08-02,291629,1572
Travis,2022-08-03,292269,1573
Travis,2022-08-04,292634,1574
Travis,2022-08-05,293065,1574
Travis,2022-08-06,0,0
Travis,2022-08-07,0,0
Travis,2022-08-08,293451,1580
Travis,2022-08-09,294266,1580
Travis,2022-08-10,294553,1580
Travis,2022-08-11,301009,1718
Travis,2022-08-12,301354,1723
Travis,2022-08-13,0,0
Travis,2022-08-14,0,0
Travis,2022-08-15,301812,1724
Travis,2022-08-16,302564,1724
Travis,2022-08-17,302844,1724
Travis,2022-08-18,303189,1725
Travis,2022-08-19,303554,1727
Travis,2022-08-20,0,0
Travis,2022-08-21,0,0
Travis,2022-08-22,303879,1728
Travis,2022-08-23,304667,1729
Travis,2022-08-24,304928,1731
Travis,2022-08-25,305217,1732
Travis,2022-08-26,305594,1732
Travis,2022-08-27,0,0
Travis,2022-08-28,0,0
Travis,2022-08-29,305930,1732
Travis,2022-08-30,306598,1735
Travis,2022-08-31,306914,1735
Travis,2022-09-01,307237,1735
Travis,2022-09-02,307524,1735
Travis,2022-09-03,0,0
Travis,2022-09-04,0,0
Travis,2022-09-05,0,0
Travis,2022-09-06,307855,1740
Travis,2022-09-07,308612,1740
Travis,2022-09-08,308816,1740
Travis,2022-09-09,309046,1740
Travis,2022-09-10,0,0
Travis,2022-09-11,0,0
Travis,2022-09-12,309269,1742
Travis,2022-09-13,309423,1742
Travis,2022-09-14,309999,1743
Travis,2022-09-15,310163,1743
Travis,2022-09-16,310371,1743
Travis,2022-09-19,310648,1745
Travis,2022-09-20,311022,1745
Travis,2022-09-21,311157,1745
Travis,2022-09-22,311290,1745
Travis,2022-09-23,311467,1745
Travis,2022-09-26,311651,1747
Travis,2022-09-27,311978,1747
Travis,2022-09-28,312075,1748
Travis,2022-09-29,312190,1748
Travis,2022-09-30,312354,1748
Travis,2022-10-03,312500,1749
Travis,2022-10-04,312781,1749
Travis,2022-10-05,312886,1752
Travis,2022-10-06,312982,1753
Travis,2022-10-07,313111,1754
Travis,2022-10-08,0,0
Travis,2022-10-09,0,0
Travis,2022-10-10,313209,1756
Travis,2022-10-11,313418,1756
Travis,2022-10-12,313475,1758
Travis,2022-10-13,313577,1760
Travis,2022-10-14,313677,1760
Travis,2022-10-15,0,0
Travis,2022-10-16,0,0
Travis,2022-10-17,313787,1760
Travis,2022-10-18,314031,1760
Travis,2022-10-19,314097,1760
Travis,2022-10-20,314175,1760
Travis,2022-10-21,314249,1760
Travis,2022-10-24,314339,1761
Travis,2022-10-25,314542,1761
Travis,2022-10-26,314592,1761
Travis,2022-10-27,314675,1761
Travis,2022-10-28,314762,1761
Travis,2022-10-31,314853,1761
Travis,2022-11-01,315059,1762
Travis,2022-11-02,315120,1762
Travis,2022-11-03,315227,1762
Travis,2022-11-04,315322,1762
Travis,2022-11-07,315376,1762
Travis,2022-11-08,315636,1762
Travis,2022-11-09,315688,1762
Travis,2022-11-10,315798,1762
Travis,2022-11-14,315932,1762
Travis,2022-11-15,316133,1762
Travis,2022-11-16,316197,1762
Travis,2022-11-17,316383,1762
Travis,2022-11-18,316484,1762
Travis,2022-11-21,316616,1762
Travis,2022-11-22,316892,1762
Travis,2022-11-23,316991,1763
Travis,2022-11-28,317137,1763
Travis,2022-11-29,317697,1763
Travis,2022-11-30,317874,1763
Travis,2022-12-01,318100,1763
Travis,2022-12-02,318331,1763
Travis,2022-12-05,318563,1763
Travis,2022-12-06,318909,1764
Travis,2022-12-07,319147,1767
Travis,2022-12-08,319442,1767
Travis,2022-12-09,319675,1768
Travis,2022-12-12,319867,1768
Travis,2022-12-13,320268,1769
Travis,2022-12-14,320444,1770
Travis,2022-12-15,320708,1770
Travis,2022-12-16,320949,1770
Travis,2022-12-19,321177,1770
Travis,2022-12-20,321624,1770
Travis,2022-12-21,321874,1770
Travis,2022-12-22,322166,1770
Travis,2022-12-27,322450,1770
Travis,2022-12-28,323138,1770
Travis,2022-12-29,323346,1770
Travis,2022-12-30,323656,1770
Travis,2023-01-03,323911,1771
Travis,2023-01-04,324621,1772
Travis,2023-01-05,324896,1772
Travis,2023-01-06,325197,1772
Travis,2023-01-09,325528,1774
Travis,2023-01-10,326005,1776
Travis,2023-01-11,326184,1776
Travis,2023-01-12,326485,1777
Travis,2023-01-13,326730,1779
Travis,2023-01-17,326939,1779
Travis,2023-01-18,327377,1779
Travis,2023-01-19,327777,1779
Travis,2023-01-20,328016,1779
Travis,2023-01-23,328142,1779
Travis,2023-01-24,328439,1779
Travis,2023-01-25,328571,1781
Travis,2023-01-26,328745,1781
Travis,2023-01-27,328914,1782
Travis,2023-01-30,329061,1782
Travis,2023-01-31,329401,1785
Travis,2023-02-03,329482,1785
Travis,2023-02-06,329751,1786
Travis,2023-02-07,329832,1786
Travis,2023-02-08,330274,1786
Travis,2023-02-09,330407,1788
Travis,2023-02-10,330542,1788
Travis,2023-02-13,330659,1790
Travis,2023-02-14,330898,1790
Travis,2023-02-15,330979,1790
Travis,2023-02-16,331090,1792
Travis,2023-02-17,331210,1793
Travis,2023-02-21,331317,1794
Travis,2023-02-22,331544,1795
Travis,2023-02-23,331742,1796
Travis,2023-02-24,332974,1796
Travis,2023-02-27,333144,1796
Travis,2023-02-28,333383,1796
Travis,2023-03-01,333488,1798
Travis,2023-03-02,333592,1799
Travis,2023-03-03,333732,1800
Travis,2023-03-06,333800,1800
Travis,2023-03-07,333965,1800
Travis,2023-03-08,334041,1800
Travis,2023-03-09,334125,1800
Travis,2023-03-10,334237,1802
Travis,2023-03-11,334295,1802
Travis,2023-03-14,334397,1802
Travis,2023-03-15,334603,1803
Travis,2023-03-16,334656,1803
Travis,2023-03-17,334719,1803
Travis,2023-03-20,334777,1805
Travis,2023-03-21,334800,1806
Travis,2023-03-22,334915,1807
Travis,2023-03-23,334975,1807
Travis,2023-03-24,335034,1807
Travis,2023-03-27,335085,1809
Travis,2023-03-28,335274,1811
Travis,2023-03-29,335316,1812
Travis,2023-03-30,335450,1813
Travis,2023-03-31,335484,1814
Travis,2023-04-03,335511,1816
Travis,2023-04-04,335699,1816
Travis,2023-04-05,335811,1816
Travis,2023-04-06,335888,1816
Travis,2023-04-07,335939,1817
Travis,2023-04-10,336005,1817
Travis,2023-04-11,336055,1817
Travis,2023-04-12,336166,1819
Travis,2023-04-13,336168,1819
Travis,2023-04-14,336269,1819
Travis,2023-04-17,336383,1819
Travis,2023-04-18,336458,1819
Travis,2023-04-19,336500,1819
Travis,2023-04-21,336581,1822
Travis,2023-04-24,336608,1824
Travis,2023-04-25,336745,1825
Travis,2023-04-26,336814,1826
Travis,2023-04-27,336860,1826
Travis,2023-04-28,336905,1828
Travis,2023-05-01,336948,1829
Travis,2023-05-02,337052,1829
Travis,2023-05-03,337093,1830
Travis,2023-05-04,337128,1830
Travis,2023-05-05,337161,1830
Travis,2023-05-08,337161,1830
Travis,2023-05-09,337298,1830
Travis,2023-05-10,337322,1830
Travis,2023-05-11,337394,1830
Travis,2023-05-22,337943,1833
