"PHR","Date","Rt","lower","upper"
"1 - Lubbock PHR",2020-05-26,0.717597683667647,0.473684210526316,0.973684210526316
"1 - Lubbock PHR",2020-05-27,0.818552046352623,0.533632286995516,1.13004484304933
"1 - Lubbock PHR",2020-05-28,0.902713776403826,0.622775800711744,1.17081850533808
"1 - Lubbock PHR",2020-05-29,0.987241352479405,0.676666666666667,1.28333333333333
"1 - Lubbock PHR",2020-05-30,1.08568150259624,0.800653594771242,1.34967320261438
"1 - Lubbock PHR",2020-05-31,1.15670146342006,0.900804289544236,1.42627345844504
"1 - Lubbock PHR",2020-06-01,1.26073428853907,0.970666666666667,1.53066666666667
"1 - Lubbock PHR",2020-06-02,1.23186439442724,1.02033898305085,1.44745762711864
"1 - Lubbock PHR",2020-06-03,1.17069811759811,0.976505139500734,1.36710719530103
"1 - Lubbock PHR",2020-06-04,1.14193921172971,0.958072916666667,1.34375
"1 - Lubbock PHR",2020-06-05,1.13018055505041,0.94289897510981,1.33235724743777
"1 - Lubbock PHR",2020-06-06,1.01444887188278,0.857142857142857,1.17460317460317
"1 - Lubbock PHR",2020-06-07,0.952188410951868,0.788485607008761,1.12140175219024
"1 - Lubbock PHR",2020-06-08,0.876705759175243,0.725343320848939,1.03121098626717
"1 - Lubbock PHR",2020-06-09,0.857854342272482,0.673913043478261,1.03260869565217
"1 - Lubbock PHR",2020-06-10,0.865924012120715,0.658227848101266,1.08860759493671
"1 - Lubbock PHR",2020-06-11,0.872279302180428,0.661625708884688,1.08506616257089
"1 - Lubbock PHR",2020-06-12,0.863235776150382,0.660886319845858,1.06551059730251
"1 - Lubbock PHR",2020-06-13,0.958773495352335,0.665573770491803,1.23934426229508
"1 - Lubbock PHR",2020-06-14,1.04334586645028,0.761764705882353,1.33823529411765
"1 - Lubbock PHR",2020-06-15,1.1407072683743,0.877551020408163,1.40816326530612
"1 - Lubbock PHR",2020-06-16,1.23473282339613,0.952879581151833,1.50307591623037
"1 - Lubbock PHR",2020-06-17,1.29797470501526,1.03870967741935,1.56559139784946
"1 - Lubbock PHR",2020-06-18,1.31675838766449,1.09298245614035,1.54736842105263
"1 - Lubbock PHR",2020-06-19,1.30510579170847,1.1030303030303,1.52753787878788
"1 - Lubbock PHR",2020-06-20,1.30361215268883,1.1010101010101,1.50505050505051
"1 - Lubbock PHR",2020-06-21,1.3081608648847,1.09972677595628,1.49204234972678
"1 - Lubbock PHR",2020-06-22,1.30709076623603,1.11823899371069,1.50588050314465
"1 - Lubbock PHR",2020-06-23,1.2952836371592,1.11454753722795,1.47537227949599
"1 - Lubbock PHR",2020-06-24,1.27648110349602,1.08544303797468,1.45464135021097
"1 - Lubbock PHR",2020-06-25,1.25509536302824,1.07586206896552,1.41379310344828
"1 - Lubbock PHR",2020-06-26,1.22937120008961,1.06549815498155,1.38837638376384
"1 - Lubbock PHR",2020-06-27,1.19557175530411,1.04332755632582,1.35283795493934
"1 - Lubbock PHR",2020-06-28,1.18300521442228,1.03954305799649,1.34710017574692
"1 - Lubbock PHR",2020-06-29,1.18874948610581,1.02317290552585,1.34151069518717
"1 - Lubbock PHR",2020-06-30,1.21034528313307,1.04096170970614,1.3713268032057
"1 - Lubbock PHR",2020-07-01,1.21614107795655,1.06163828061638,1.36820762368208
"1 - Lubbock PHR",2020-07-02,1.1867014361705,1.04813697657913,1.32162881476224
"1 - Lubbock PHR",2020-07-03,1.14888528547714,1.0066889632107,1.28294314381271
"1 - Lubbock PHR",2020-07-04,1.12917341381658,1.00940476190476,1.26190476190476
