"Level","Date","Rt","lower","upper","Level_Type"
"Anderson",2020-04-01,2.3183514817603,0,0,"County"
"Anderson",2020-04-02,1.77348901085452,0,0,"County"
"Anderson",2020-04-03,1.56507818440214,0,0,"County"
"Anderson",2020-04-04,1.46022627159134,0,0,"County"
"Anderson",2020-04-05,1.40415952956005,0,0,"County"
"Anderson",2020-04-06,1.3731115120173,0,0,"County"
"Anderson",2020-04-07,1.33599312441965,0,0,"County"
"Anderson",2020-04-08,NA,NA,NA,"County"
"Anderson",2020-04-09,1.7844215440636,0,0,"County"
"Anderson",2020-04-10,1.92743343727786,0,0,"County"
"Anderson",2020-04-11,1.71419838079215,0,3.5,"County"
"Anderson",2020-04-12,1.65560191876151,0,3.5,"County"
"Anderson",2020-04-13,1.67356393229934,0,3.5,"County"
"Anderson",2020-04-14,1.76905603804893,0,3.5,"County"
"Anderson",2020-04-15,1.72128855343999,0,2.33333333333333,"County"
"Anderson",2020-04-16,1.58406319090447,0,3.5,"County"
"Anderson",2020-04-17,1.53233476465961,0,3.5,"County"
"Anderson",2020-04-18,1.67643787482231,0,4.66666666666667,"County"
"Anderson",2020-04-19,1.62484441137282,0,2.8,"County"
"Anderson",2020-04-20,1.6697709378972,0,4.2,"County"
"Anderson",2020-04-21,1.60805203971593,0,3,"County"
"Anderson",2020-04-22,1.39188122753025,0,2.8,"County"
"Anderson",2020-04-23,1.39550822498868,0,2.625,"County"
"Anderson",2020-04-24,1.31939452388127,0,2.8,"County"
"Anderson",2020-04-25,1.28218310990293,0,2.8,"County"
"Anderson",2020-04-26,1.27415696417243,0,2.8,"County"
"Anderson",2020-04-27,1.25139635927077,0,2.54545454545455,"County"
"Anderson",2020-04-28,1.16645197297635,0,2.15384615384615,"County"
"Anderson",2020-04-29,1.25736421329086,0,3.11111111111111,"County"
"Anderson",2020-04-30,1.15352346766261,0,2.33333333333333,"County"
"Anderson",2020-05-01,1.11345322128131,0,2,"County"
"Anderson",2020-05-02,1.02019901763924,0,1.75,"County"
"Anderson",2020-05-03,0.983689070455035,0,2,"County"
"Anderson",2020-05-04,0.965434893881325,0,2.15384615384615,"County"
"Anderson",2020-05-05,1.00106618822902,0,1.90909090909091,"County"
"Anderson",2020-05-06,0.919581025092743,0,1.4,"County"
"Anderson",2020-05-07,0.934191301064647,0,1.90909090909091,"County"
"Anderson",2020-05-08,0.937447033832247,0,1.90909090909091,"County"
"Anderson",2020-05-09,0.990099876113164,0,2.33333333333333,"County"
"Anderson",2020-05-10,1.04905766423937,0,2.33333333333333,"County"
"Anderson",2020-05-11,1.13324177476894,0,2.33333333333333,"County"
"Anderson",2020-05-12,1.00297748259557,0,1.75,"County"
"Anderson",2020-05-13,0.997318021921401,0,1.75,"County"
"Anderson",2020-05-14,1.01725002351484,0,1.90909090909091,"County"
"Anderson",2020-05-15,1.04298342473545,0,1.90909090909091,"County"
"Anderson",2020-05-16,1.01537715327932,0,1.61538461538462,"County"
"Anderson",2020-05-17,0.988826473682792,0,1.61538461538462,"County"
"Anderson",2020-05-18,0.953964736772275,0,1.61538461538462,"County"
"Anderson",2020-05-19,0.995849051172632,0,2.1,"County"
"Anderson",2020-05-20,1.01259588507044,0,1.90909090909091,"County"
"Anderson",2020-05-21,1.0021261558415,0,1.75,"County"
"Anderson",2020-05-22,0.990540646538319,0,1.75,"County"
"Anderson",2020-05-23,0.974605025201461,0,1.75,"County"
"Anderson",2020-05-24,0.94869278686854,0,1.75,"County"
"Anderson",2020-05-25,0.895955686921565,0,1.75,"County"
"Anderson",2020-05-26,0.983885325033355,0,2.33333333333333,"County"
"Anderson",2020-05-27,1.10194368459812,0,2.8,"County"
"Anderson",2020-05-28,1.32060287103797,0,4.66666666666667,"County"
"Anderson",2020-05-29,1.37251174737284,0,2.625,"County"
"Anderson",2020-05-30,1.52557194923708,0,3.5,"County"
"Anderson",2020-05-31,1.71226990934799,0,4.66666666666667,"County"
"Anderson",2020-06-01,1.95985841044442,0,4.66666666666667,"County"
"Anderson",2020-06-02,2.09436299588532,0,4.2,"County"
"Anderson",2020-06-03,2.23919218089022,0.583333333333333,4.08333333333333,"County"
"Anderson",2020-06-04,2.19358792851302,0.736842105263158,3.68421052631579,"County"
"Anderson",2020-06-05,2.37779968870243,0.466677400058426,4.20009660052583,"County"
"Anderson",2020-06-06,2.62600896808148,0.933380555173955,4.66690277586977,"County"
"Anderson",2020-06-07,2.95167684137898,0.933411459914773,5.13376302953125,"County"
"Anderson",2020-06-08,3.37529288219706,0.933448550052212,5.60069130031327,"County"
"Anderson",2020-06-09,3.86566744163688,1.64734071392731,6.17752767722743,"County"
"Anderson",2020-06-10,4.5538982018935,2.33386630502414,7.00159891507242,"County"
"Anderson",2020-06-11,5.52087210632505,2.33402676469077,8.7526003675904,"County"
"Anderson",2020-06-12,6.8655799928941,2.80106338203985,11.9045193736694,"County"
"Anderson",2020-06-13,8.53613168232986,5.35550524294687,11.9468963111892,"County"
"Anderson",2020-06-14,11.1073478884079,7.41619862362944,14.8323972472589,"County"
"Anderson",2020-06-15,15.9980242781298,11.5379611158881,20.1914319528042,"County"
"Anderson",2020-06-16,1.96234099773069,1.79451138684946,2.10660032369285,"County"
"Anderson",2020-06-17,1.39222635007271,1.2238397838225,1.5590315717484,"County"
"Anderson",2020-06-18,1.10318977976252,0.949537187603848,1.24308313523504,"County"
"Anderson",2020-06-19,0.88857783281922,0.745761014292341,1.01485004006793,"County"
"Anderson",2020-06-20,0.69485337791179,0.565787820542034,0.821554917499391,"County"
"Anderson",2020-06-21,0.481047445679571,0.364432456368261,0.566227236729622,"County"
"Anderson",2020-06-22,0.193472831006321,0.108611098461107,0.256011874944038,"County"
"Anderson",2020-06-23,0.230383721197386,0,0.669081387660544,"County"
"Anderson",2020-06-24,0.270713779792665,0,0.878836266469071,"County"
"Anderson",2020-06-25,0.325912441232491,0,1.17285518454324,"County"
"Anderson",2020-06-26,0.393842860105229,0,1.92133976383817,"County"
"Anderson",2020-06-27,0.477220928844981,0,1.92390582081741,"County"
"Anderson",2020-06-28,0.580851918093862,0,1.92701167833724,"County"
"Anderson",2020-06-29,0.713254206919864,0,2.57436694055045,"County"
"Anderson",2020-06-30,0.854156453143284,0,1.77406324529283,"County"
"Anderson",2020-07-01,1.02414903581813,0.254164313046761,2.03331450437409,"County"
"Anderson",2020-07-02,1.17019172855501,0.428482369902571,1.99958439287866,"County"
"Anderson",2020-07-03,1.32860360017545,0.640321010561078,2.17709143590767,"County"
"Anderson",2020-07-04,1.52853316242075,0.643621452384441,2.31703722858399,"County"
"Anderson",2020-07-05,1.73668651295684,0.960075980583442,2.45352750593546,"County"
"Anderson",2020-07-06,2.02176107576401,1.18245751203809,3.00989184882423,"County"
"Anderson",2020-07-07,2.39562419061791,1.51359412713533,3.31098715310853,"County"
"Anderson",2020-07-08,2.86805850981479,2.09532136291924,3.66681238510867,"County"
"Anderson",2020-07-09,2.13522042287826,1.82881535264663,2.40633599032451,"County"
"Anderson",2020-07-10,1.59948445858974,1.37192536622874,1.82951266825747,"County"
"Anderson",2020-07-11,1.33063330888702,1.11792779636592,1.51951350962358,"County"
"Anderson",2020-07-12,1.17728208793846,0.97589613272188,1.36171553403053,"County"
"Anderson",2020-07-13,0.973158171003312,0.810040114451777,1.14273052375371,"County"
"Anderson",2020-07-14,0.769036137083076,0.607810316619504,0.922981275795584,"County"
"Anderson",2020-07-15,0.515977078141428,0.376705887678875,0.647463244448066,"County"
"Anderson",2020-07-16,0.437046728666426,0.262580283301165,0.620644305984573,"County"
"Anderson",2020-07-17,0.442709121203105,0.186402365512842,0.699008870673157,"County"
"Anderson",2020-07-18,0.437749303427427,0.179926177859844,0.719704711439376,"County"
"Anderson",2020-07-19,0.365396030018917,0.0777284992949805,0.699556493654825,"County"
"Anderson",2020-07-20,0.415600073676154,0,1.12809121997599,"County"
"Andrews",2020-04-04,7.74922034631967,0,7,"County"
"Andrews",2020-04-05,2.39564939872878,0,3.5,"County"
"Andrews",2020-04-06,2.06546177958407,0,3.5,"County"
"Andrews",2020-04-07,1.5172116923687,0,2.1,"County"
"Andrews",2020-04-08,1.27653849788956,0,2.1,"County"
"Andrews",2020-04-09,1.12143027751345,0,1.41749999999998,"County"
"Andrews",2020-04-10,0.936617094327332,0,1.27272727272727,"County"
"Andrews",2020-04-11,0.789297427047745,0,1.4,"County"
"Andrews",2020-04-12,0.834309184156097,0,1.4,"County"
"Andrews",2020-04-13,0.812756828876464,0,2.33333333333333,"County"
"Andrews",2020-04-14,0.928988817170919,0,2.33333333333333,"County"
"Andrews",2020-04-15,1.09609407797108,0,4.66666666666667,"County"
"Andrews",2020-04-16,0.913095950983881,0,1.55555555555556,"County"
"Andrews",2020-04-17,0.815383573284322,0,1.75,"County"
"Andrews",2020-04-18,0.710841178918608,0,1.75,"County"
"Andrews",2020-04-19,0.585160089244301,0,0.875,"County"
"Andrews",2020-04-20,0.472528798161204,0,0,"County"
"Andrews",2020-04-21,0.362027649263391,0,0,"County"
"Andrews",2020-04-22,0.177214598960367,0,0,"County"
"Andrews",2020-04-23,NA,NA,NA,"County"
"Andrews",2020-04-24,NA,NA,NA,"County"
"Andrews",2020-04-25,NA,NA,NA,"County"
"Andrews",2020-04-26,NA,NA,NA,"County"
"Andrews",2020-04-27,NA,NA,NA,"County"
"Andrews",2020-04-28,NA,NA,NA,"County"
"Andrews",2020-04-29,NA,NA,NA,"County"
"Andrews",2020-04-30,NA,NA,NA,"County"
"Andrews",2020-05-01,1.11874112726885,0,0,"County"
"Andrews",2020-05-02,1.22557317961493,0,0,"County"
"Andrews",2020-05-03,1.07848279316246,0,0,"County"
"Andrews",2020-05-04,0.976042339272042,0,0,"County"
"Andrews",2020-05-05,0.883241871910244,0,0,"County"
"Andrews",2020-05-06,0.782254419484448,0,0,"County"
"Andrews",2020-05-07,0.647090276443271,0,0,"County"
"Andrews",2020-05-08,0.659493586768778,0,0,"County"
"Andrews",2020-05-09,0.632845062770616,0,0,"County"
"Andrews",2020-05-10,NA,NA,NA,"County"
"Andrews",2020-05-11,NA,NA,NA,"County"
"Andrews",2020-05-12,1.0444768185519,0,0,"County"
"Andrews",2020-05-13,1.03646196591669,0,0,"County"
"Andrews",2020-05-14,1.03365039022377,0,0,"County"
"Andrews",2020-05-15,1.03189716553521,0,0,"County"
"Andrews",2020-05-16,1.02734805579885,0,0,"County"
"Andrews",2020-05-17,1.01231446894975,0,0,"County"
"Andrews",2020-05-18,0.958894931566243,0,0,"County"
"Andrews",2020-05-19,NA,NA,NA,"County"
"Andrews",2020-05-20,NA,NA,NA,"County"
"Andrews",2020-05-21,NA,NA,NA,"County"
"Andrews",2020-05-22,2.06198801174614,0,0,"County"
"Andrews",2020-05-23,2.27739026709048,0,0,"County"
"Andrews",2020-05-24,2.23334235575292,0,0,"County"
"Andrews",2020-05-25,1.43415874312139,0,0,"County"
"Andrews",2020-05-26,1.1187044167494,0,0,"County"
"Andrews",2020-05-27,0.896971021906681,0,0,"County"
"Andrews",2020-05-28,0.688391012890394,0,0,"County"
"Andrews",2020-05-29,0.559626433723025,0,0,"County"
"Andrews",2020-05-30,0.380134993930335,0,0,"County"
"Andrews",2020-05-31,0.213085095947835,0,0,"County"
"Andrews",2020-06-01,NA,NA,NA,"County"
"Andrews",2020-06-02,NA,NA,NA,"County"
"Andrews",2020-06-03,NA,NA,NA,"County"
"Andrews",2020-06-04,NA,NA,NA,"County"
"Andrews",2020-06-05,NA,NA,NA,"County"
"Andrews",2020-06-06,NA,NA,NA,"County"
"Andrews",2020-06-07,NA,NA,NA,"County"
"Andrews",2020-06-08,NA,NA,NA,"County"
"Andrews",2020-06-09,NA,NA,NA,"County"
"Andrews",2020-06-10,NA,NA,NA,"County"
"Andrews",2020-06-11,NA,NA,NA,"County"
"Andrews",2020-06-12,NA,NA,NA,"County"
"Andrews",2020-06-13,2.56522691203351,0,7.00335301000744,"County"
"Andrews",2020-06-14,2.66771353273698,0,7.00418758898336,"County"
"Andrews",2020-06-15,3.03663659020412,0,7.0051906775035,"County"
"Andrews",2020-06-16,2.58645961881012,0,4.67093108808932,"County"
"Andrews",2020-06-17,2.69131496952885,0,7.00784691500907,"County"
"Andrews",2020-06-18,2.40058679679205,0,4.67306106419672,"County"
"Andrews",2020-06-19,2.25438878504494,0,4.38230699120242,"County"
"Andrews",2020-06-20,1.82975901332981,0.501015633650235,3.00609380190141,"County"
"Andrews",2020-06-21,1.59152343540919,0.438578953475101,2.63147372085061,"County"
"Andrews",2020-06-22,1.47937841454078,0,3.07165762835318,"County"
"Andrews",2020-06-23,1.50028403400171,0,3.01086624447245,"County"
"Andrews",2020-06-24,1.49966962845979,0,3.07592693264175,"County"
"Andrews",2020-06-25,1.49256555158158,0.390951728181082,2.73666209726757,"County"
"Andrews",2020-06-26,1.45694279977849,0.335472022257458,2.68377617805967,"County"
"Andrews",2020-06-27,1.48267656377167,0.335920063952246,2.68736051161796,"County"
"Andrews",2020-06-28,1.3828824358206,0.487290309464589,2.43645154732294,"County"
"Andrews",2020-06-29,1.34244660765153,0.482138980891883,2.19708902684909,"County"
"Andrews",2020-06-30,1.30992315944984,0.457822772978796,2.28911386489398,"County"
"Andrews",2020-07-01,1.23521597136416,0.39536670918385,1.97683354591925,"County"
"Andrews",2020-07-02,1.15744961084398,0.375861727984711,1.87930863992356,"County"
"Andrews",2020-07-03,1.14232929453901,0.421858548134357,2.10929274067179,"County"
"Andrews",2020-07-04,1.11659495999474,0.205958864763021,2.05958864763021,"County"
"Andrews",2020-07-05,1.15156751627739,0.241796913628423,2.1761722226558,"County"
"Andrews",2020-07-06,1.19468909900968,0.243657911571485,2.19292120414337,"County"
"Andrews",2020-07-07,1.28621270963788,0.263527548920883,2.37174794028795,"County"
"Andrews",2020-07-08,1.28957802371783,0.392872755547357,2.16080015551046,"County"
"Andrews",2020-07-09,1.26875841622464,0.52827469182938,2.11309876731752,"County"
"Andrews",2020-07-10,1.30222367855937,0.367015264446016,2.01858395445309,"County"
"Andrews",2020-07-11,1.21722647828191,0.414724363904781,1.93538036488898,"County"
"Andrews",2020-07-12,1.08240148396888,0.491042874392828,1.59588934177669,"County"
"Andrews",2020-07-13,0.964685182680827,0.381539778178924,1.5261591127157,"County"
"Andrews",2020-07-14,0.822161777389179,0.262227164923135,1.31113582461568,"County"
"Andrews",2020-07-15,0.746975834878543,0.172656865186151,1.38125492148921,"County"
"Andrews",2020-07-16,0.718384214968255,0,1.37691892359165,"County"
"Andrews",2020-07-17,0.581668047113917,0,1.15074929729867,"County"
"Andrews",2020-07-18,0.5377406803058,0,1.24261516584455,"County"
"Andrews",2020-07-19,0.616651176502765,0,1.71779983441907,"County"
"Andrews",2020-07-20,0.786612707352263,0,2.86535169873901,"County"
"Angelina",2020-03-26,3.07420970784929,0,7,"County"
"Angelina",2020-03-27,2.77525370086063,0,7,"County"
"Angelina",2020-03-28,2.99454601022438,0,7,"County"
"Angelina",2020-03-29,2.1609635771286,0,2.33333333333333,"County"
"Angelina",2020-03-30,2.02044348623239,0,4.66666666666667,"County"
"Angelina",2020-03-31,1.84450116548448,0,3.5,"County"
"Angelina",2020-04-01,1.66173000768059,0,2.83499999999997,"County"
"Angelina",2020-04-02,1.75620726811675,0,3.5,"County"
"Angelina",2020-04-03,1.58223634524129,0,3,"County"
"Angelina",2020-04-04,1.3503306687536,0,2.33333333333333,"County"
"Angelina",2020-04-05,1.36520362444019,0,3,"County"
"Angelina",2020-04-06,1.15414189808518,0,1.90909090909091,"County"
"Angelina",2020-04-07,1.04677997555548,0,2.1,"County"
"Angelina",2020-04-08,0.994426406205492,0,2.33333333333333,"County"
"Angelina",2020-04-09,0.885217106688583,0,1.4,"County"
"Angelina",2020-04-10,0.838850379943081,0,1.75,"County"
"Angelina",2020-04-11,0.850846371536494,0,2.33333333333333,"County"
"Angelina",2020-04-12,0.83252041914774,0,2.33333333333333,"County"
"Angelina",2020-04-13,0.983804546462669,0,3.5,"County"
"Angelina",2020-04-14,1.11243758276106,0,2.33333333333333,"County"
"Angelina",2020-04-15,1.27873263945197,0,4.66666666666667,"County"
"Angelina",2020-04-16,1.3568496034418,0,4.2,"County"
"Angelina",2020-04-17,1.33408441398279,0,3,"County"
"Angelina",2020-04-18,1.34635350577323,0,3,"County"
"Angelina",2020-04-19,1.38829400408122,0,3,"County"
"Angelina",2020-04-20,1.47366059467628,0,3,"County"
"Angelina",2020-04-21,1.44697410313938,0,2.8,"County"
"Angelina",2020-04-22,1.32332568360725,0,2.15384615384615,"County"
"Angelina",2020-04-23,1.32452997092631,0,2.54545454545455,"County"
"Angelina",2020-04-24,1.39181250182699,0,2.8,"County"
"Angelina",2020-04-25,1.37614024923504,0,2.69230769230769,"County"
"Angelina",2020-04-26,1.39704475650375,0,2.69230769230769,"County"
"Angelina",2020-04-27,1.46308170796077,0,2.69230769230769,"County"
"Angelina",2020-04-28,1.38555772503906,0,2.57894736842105,"County"
"Angelina",2020-04-29,1.36313143327789,0.368421052631579,2.57894736842105,"County"
"Angelina",2020-04-30,1.2998715613411,0.318181818181818,2.22727272727273,"County"
"Angelina",2020-05-01,1.28414183491826,0,2.33333333333333,"County"
"Angelina",2020-05-02,1.32723715404976,0,2.21052631578947,"County"
"Angelina",2020-05-03,1.39530180875891,0,2.57894736842105,"County"
"Angelina",2020-05-04,1.51528206869667,0.368421052631579,2.58815789473683,"County"
"Angelina",2020-05-05,1.42169232161233,0.424242424242424,2.33333333333333,"County"
"Angelina",2020-05-06,1.33866837752327,0.378378378378378,2.08108108108108,"County"
"Angelina",2020-05-07,1.26889184552373,0.525,1.925,"County"
"Angelina",2020-05-08,1.16142327377205,0.456521739130435,1.82608695652174,"County"
"Angelina",2020-05-09,1.09065358127258,0.311111111111111,1.71111111111111,"County"
"Angelina",2020-05-10,1.02785230833451,0.311111111111111,1.71111111111111,"County"
"Angelina",2020-05-11,0.959882380970025,0.311111111111111,1.55555555555556,"County"
"Angelina",2020-05-12,0.940090009481132,0.184210526315789,1.65789473684211,"County"
"Angelina",2020-05-13,0.968334591773104,0.225806451612903,1.80645161290323,"County"
"Angelina",2020-05-14,1.04439441534337,0.269230769230769,1.88461538461538,"County"
"Angelina",2020-05-15,1.08747866902317,0.225806451612903,2.03225806451613,"County"
"Angelina",2020-05-16,1.06118570248895,0.358974358974359,1.7948717948718,"County"
"Angelina",2020-05-17,1.04277670347994,0.17948717948718,1.7948717948718,"County"
"Angelina",2020-05-18,1.02706467932757,0.358974358974359,1.7948717948718,"County"
"Angelina",2020-05-19,1.03297659457081,0.378378378378378,1.89189189189189,"County"
"Angelina",2020-05-20,1.0494330617393,0.189189189189189,1.89189189189189,"County"
"Angelina",2020-05-21,0.956214759011686,0.285714285714286,1.57142857142857,"County"
"Angelina",2020-05-22,0.92772499073889,0.170731707317073,1.53658536585366,"County"
"Angelina",2020-05-23,0.931557594658757,0.194444444444444,1.75,"County"
"Angelina",2020-05-24,0.927180382532617,0.194444444444444,1.75,"County"
"Angelina",2020-05-25,0.90761150412421,0.194444444444444,1.55555555555556,"County"
"Angelina",2020-05-26,1.02326027644722,0,2,"County"
"Angelina",2020-05-27,0.973774294280615,0.17948717948718,1.61538461538462,"County"
"Angelina",2020-05-28,0.97961100583324,0.212121212121212,1.6969696969697,"County"
"Angelina",2020-05-29,1.00063811280644,0.225806451612903,1.80645161290323,"County"
"Angelina",2020-05-30,1.0314027163156,0.233333333333333,1.86666666666667,"County"
"Angelina",2020-05-31,1.06658896048099,0.233333333333333,2.1,"County"
"Angelina",2020-06-01,1.11576174190009,0.233338700029213,2.10004830026292,"County"
"Angelina",2020-06-02,1.06993744454946,0.350017708190233,1.92509739504628,"County"
"Angelina",2020-06-03,1.03443616956734,0.354516852563784,1.79502203829764,"County"
"Angelina",2020-06-04,1.07087048179097,0.225834326625535,2.03250893962982,"County"
"Angelina",2020-06-05,1.13045689540364,0.241420621868658,1.93740049049598,"County"
"Angelina",2020-06-06,1.16831933623878,0.218799966096013,1.97466969401651,"County"
"Angelina",2020-06-07,1.21606919426809,0.21881500918976,2.1881500918976,"County"
"Angelina",2020-06-08,1.27424348319662,0.437666153443727,2.18833076721863,"County"
"Angelina",2020-06-09,1.47790838447511,0.318334227727611,2.8650080495485,"County"
"Angelina",2020-06-10,1.43559216410802,0.714713019284016,2.28708166170885,"County"
"Angelina",2020-06-11,1.47089191387913,0.714815375255459,2.28740920081747,"County"
"Angelina",2020-06-12,1.3031196903877,0.727937312429505,1.91083544512745,"County"
"Angelina",2020-06-13,1.23888242564723,0.583987242917422,1.84929293590517,"County"
"Angelina",2020-06-14,1.20123581957907,0.584132633024589,1.75239789907377,"County"
"Angelina",2020-06-15,1.1890491098449,0.584307598826989,1.75292279648097,"County"
"Angelina",2020-06-16,1.05842282999599,0.596954797540706,1.56700634354435,"County"
"Angelina",2020-06-17,1.0553566588602,0.494173468704339,1.68018979359475,"County"
"Angelina",2020-06-18,1.0454952489744,0.494431811404939,1.5821817964958,"County"
"Angelina",2020-06-19,1.10928408287389,0.369755503707143,1.84877751853571,"County"
"Angelina",2020-06-20,1.11014329915588,0.594142828035428,1.78242848410629,"County"
"Angelina",2020-06-21,1.12052701225515,0.594687135824744,1.68494688483677,"County"
"Angelina",2020-06-22,1.1443114309771,0.595344715555489,1.78603414666647,"County"
"Angelina",2020-06-23,1.11303260379923,0.58786011191643,1.67960031976123,"County"
"Angelina",2020-06-24,1.14599956018468,0.57289536382999,1.71868609148997,"County"
"Angelina",2020-06-25,1.10205785426744,0.608990028947417,1.59859882598697,"County"
"Angelina",2020-06-26,1.04208274593448,0.57928595764664,1.52062563882243,"County"
"Angelina",2020-06-27,1.04166599281354,0.508328626093521,1.52498587828056,"County"
"Angelina",2020-06-28,1.03839401603656,0.510098059407823,1.53029417822347,"County"
"Angelina",2020-06-29,1.02710322064882,0.512256808448863,1.53677042534659,"County"
"Angelina",2020-06-30,1.11425472425419,0.472692476505295,1.77259678689485,"County"
"Angelina",2020-07-01,1.12175752283391,0.537326474729828,1.70377269695583,"County"
"Angelina",2020-07-02,1.16853342566111,0.592681406525235,1.87682445399658,"County"
"Angelina",2020-07-03,1.21272254096051,0.670797397253157,1.91656399215188,"County"
"Angelina",2020-07-04,1.27231669383823,0.678598395945435,1.9388525598441,"County"
"Angelina",2020-07-05,1.3562074738244,0.688357931777677,2.06507379533303,"County"
"Angelina",2020-07-06,1.49062220598309,0.800760576973126,2.2020915866761,"County"
"Angelina",2020-07-07,1.38796861530308,0.882063012782558,1.88173442726946,"County"
"Angelina",2020-07-08,1.48041021269606,0.865284288371827,2.12387961691267,"County"
"Angelina",2020-07-09,1.52745363642066,0.932652791104037,2.1317778082378,"County"
"Angelina",2020-07-10,1.58467868731504,1.05167866495581,2.16522078079138,"County"
"Angelina",2020-07-11,1.4708306612428,1.01542750416409,1.89354151628782,"County"
"Angelina",2020-07-12,1.43143536165245,0.94975595719688,1.89951191439376,"County"
"Angelina",2020-07-13,1.45202840994673,0.949083331336425,1.95399509392793,"County"
"Angelina",2020-07-14,1.45939248262268,1.00592656282654,2.01185312565308,"County"
"Angelina",2020-07-15,1.58925961164963,0.996937403903924,2.22393728563183,"County"
"Angelina",2020-07-16,1.5327766289956,0.971305660589495,2.13687245329689,"County"
"Angelina",2020-07-17,NA,NA,NA,"County"
"Aransas",2020-04-05,2.4084488213747,0,0,"County"
"Aransas",2020-04-06,1.92022324237455,0,0,"County"
"Aransas",2020-04-07,1.84259475722528,0,0,"County"
"Aransas",2020-04-08,1.26998492147998,0,0,"County"
"Aransas",2020-04-09,0.977126624462856,0,0,"County"
"Aransas",2020-04-10,0.740869019293243,0,0,"County"
"Aransas",2020-04-11,0.487239516073763,0,0,"County"
"Aransas",2020-04-12,0.431210236410706,0,0,"County"
"Aransas",2020-04-13,0.329439198576133,0,0,"County"
"Aransas",2020-04-14,0.152980563207899,0,0,"County"
"Aransas",2020-04-15,NA,NA,NA,"County"
"Aransas",2020-04-16,NA,NA,NA,"County"
"Aransas",2020-04-17,NA,NA,NA,"County"
"Aransas",2020-04-18,NA,NA,NA,"County"
"Aransas",2020-04-19,NA,NA,NA,"County"
"Aransas",2020-04-20,NA,NA,NA,"County"
"Aransas",2020-04-21,NA,NA,NA,"County"
"Aransas",2020-04-22,NA,NA,NA,"County"
"Aransas",2020-04-23,NA,NA,NA,"County"
"Aransas",2020-04-24,NA,NA,NA,"County"
"Aransas",2020-04-25,NA,NA,NA,"County"
"Aransas",2020-04-26,NA,NA,NA,"County"
"Aransas",2020-04-27,NA,NA,NA,"County"
"Aransas",2020-04-28,NA,NA,NA,"County"
"Aransas",2020-04-29,NA,NA,NA,"County"
"Aransas",2020-04-30,NA,NA,NA,"County"
"Aransas",2020-05-01,NA,NA,NA,"County"
"Aransas",2020-05-02,NA,NA,NA,"County"
"Aransas",2020-05-03,NA,NA,NA,"County"
"Aransas",2020-05-04,NA,NA,NA,"County"
"Aransas",2020-05-05,NA,NA,NA,"County"
"Aransas",2020-05-06,NA,NA,NA,"County"
"Aransas",2020-05-07,NA,NA,NA,"County"
"Aransas",2020-05-08,NA,NA,NA,"County"
"Aransas",2020-05-09,NA,NA,NA,"County"
"Aransas",2020-05-10,NA,NA,NA,"County"
"Aransas",2020-05-11,NA,NA,NA,"County"
"Aransas",2020-05-12,NA,NA,NA,"County"
"Aransas",2020-05-13,NA,NA,NA,"County"
"Aransas",2020-05-14,2.31148732692094,0,0,"County"
"Aransas",2020-05-15,1.78436213979347,0,0,"County"
"Aransas",2020-05-16,1.59153608993591,0,0,"County"
"Aransas",2020-05-17,1.51085974014998,0,0,"County"
"Aransas",2020-05-18,1.49988882500611,0,0,"County"
"Aransas",2020-05-19,1.57557517179761,0,0,"County"
"Aransas",2020-05-20,1.26295665865952,0,0,"County"
"Aransas",2020-05-21,1.08282729123049,0,0,"County"
"Aransas",2020-05-22,0.942451787794146,0,0,"County"
"Aransas",2020-05-23,0.812397586875643,0,0,"County"
"Aransas",2020-05-24,0.675334261045084,0,0,"County"
"Aransas",2020-05-25,0.513969642887238,0,0,"County"
"Aransas",2020-05-26,0.296243335319962,0,0,"County"
"Aransas",2020-05-27,0.188444681864019,0,0,"County"
"Aransas",2020-05-28,NA,NA,NA,"County"
"Aransas",2020-05-29,NA,NA,NA,"County"
"Aransas",2020-05-30,NA,NA,NA,"County"
"Aransas",2020-05-31,NA,NA,NA,"County"
"Aransas",2020-06-01,NA,NA,NA,"County"
"Aransas",2020-06-02,NA,NA,NA,"County"
"Aransas",2020-06-03,NA,NA,NA,"County"
"Aransas",2020-06-04,NA,NA,NA,"County"
"Aransas",2020-06-05,NA,NA,NA,"County"
"Aransas",2020-06-06,NA,NA,NA,"County"
"Aransas",2020-06-07,NA,NA,NA,"County"
"Aransas",2020-06-08,NA,NA,NA,"County"
"Aransas",2020-06-09,NA,NA,NA,"County"
"Aransas",2020-06-10,NA,NA,NA,"County"
"Aransas",2020-06-11,NA,NA,NA,"County"
"Aransas",2020-06-12,2.27825067265658,0,0,"County"
"Aransas",2020-06-13,1.94594746575395,0,0,"County"
"Aransas",2020-06-14,1.87115002814236,0,0,"County"
"Aransas",2020-06-15,1.94885318986962,0,0,"County"
"Aransas",2020-06-16,1.59876587985611,0,3.50319831606699,"County"
"Aransas",2020-06-17,1.43840099964638,0,3.50392345750453,"County"
"Aransas",2020-06-18,1.31845950914372,0,3.50479579814754,"County"
"Aransas",2020-06-19,1.46622317352297,0,7.01169118592387,"County"
"Aransas",2020-06-20,1.63914334254951,0,7.01421887110329,"County"
"Aransas",2020-06-21,1.86276600911707,0,7.01726325560161,"County"
"Aransas",2020-06-22,2.19858564725218,0,7.02093172195013,"County"
"Aransas",2020-06-23,2.01881501972844,0,4.68356971362381,"County"
