Date,Rt,lower,upper
2022-03-12,0.6974164448527241,0.5867714472822526,0.7976424361493121
2022-03-13,0.7303251950248878,0.6075333889816359,0.8530884808013353
2022-03-14,0.7674031722704427,0.6295636687444343,0.891362422083704
2022-03-15,0.79680985737461,0.655080213903743,0.9295900178253116
2022-03-16,0.8335604349655662,0.6885245901639341,0.9652844744455155
2022-03-17,0.894007361486886,0.7372505543237247,1.047865853658536
2022-03-18,0.9598013324417286,0.8038569819819817,1.119369369369369
2022-03-19,1.0281052559978179,0.8527131782945733,1.2093023255813948
2022-03-20,1.0758748367214948,0.9238249999999995,1.2389999999999994
2022-03-21,1.1348789979946068,0.9680082559339521,1.314757481940144
2022-03-22,1.2266674289396655,1.0340909090909087,1.392045454545454
2022-03-23,1.32848870279273,1.1418994413407817,1.5173184357541891
2022-03-24,1.4502232628586733,1.2656249999999993,1.6562499999999993
2022-03-25,1.6096957978831603,1.3839080459770108,1.8264367816091944
2022-03-26,1.8365536064290624,1.5967940813810104,2.0801479654747217
2022-03-27,2.204733613139585,1.9193548387096764,2.4736070381231663
2022-03-28,2.8469058906625455,2.516975308641974,3.165123456790122
2022-03-29,1.7032206213330299,1.6350089766606817,1.7757944344703762
2022-03-30,1.3679304899801978,1.3048475609756092,1.4256402439024383
2022-03-31,1.1866718114080987,1.12227527597687,1.2510951463115465
2022-04-01,1.0518229136674664,0.9906233721132137,1.113387740927244
2022-04-02,0.9218623511013624,0.8652482269503543,0.977541371158392
2022-04-03,0.789000978829545,0.7382674516400333,0.8407064760302772
2022-04-04,0.6169796933151397,0.569956796277833,0.6630109670987036
2022-04-05,0.6472708747654469,0.568316831683168,0.7207920792079204
2022-04-06,0.6685245852429309,0.5842036290322579,0.7451612903225804
2022-04-07,0.6701396027361285,0.5926213592233008,0.7475728155339803
2022-04-08,0.6571183493238298,0.5805393302180684,0.7359813084112147
2022-04-09,0.6413430473726623,0.5639772727272725,0.7202479338842972
2022-04-10,0.6024394279023159,0.5217035217035215,0.6793611793611791
2022-04-11,0.5256287248176124,0.4574448529411762,0.5947712418300651
2022-04-12,0.5606165168568781,0.4530141843971629,0.6764184397163118
2022-04-13,0.6007152307330258,0.4863013698630135,0.7191780821917805
2022-04-14,0.6371501768202719,0.5128712871287127,0.7694801980198015
2022-04-15,0.6711733678652556,0.5384615384615382,0.7935222672064774
2022-04-16,0.7048137220000256,0.578451882845188,0.8347280334728029
2022-04-17,0.7402017111613223,0.6080347448425621,0.8892508143322471
2022-04-18,0.7692205370869601,0.6267529665587915,0.9063376483279391
2022-04-19,0.7995908584160715,0.6555183946488291,0.9520624303232995
2022-04-20,0.8316703941689232,0.6743119266055043,0.9875860091743114
2022-04-21,0.8608663883806934,0.7024221453287194,1.0173010380622833
2022-04-22,0.909675330533508,0.7446808510638295,1.0775969962453062
2022-04-23,0.9282251701424271,0.7709251101321583,1.0715859030836998
2022-04-24,0.937160005652242,0.7794432548179869,1.0792291220556742
2022-04-25,0.9528815462915848,0.7973727876106191,1.1227876106194685
2022-04-26,0.9776153770264033,0.8237999999999996,1.1439999999999995
2022-04-27,0.9808827859103083,0.8242237687366165,1.1466809421841537
2022-04-28,1.0105124053553898,0.8442622950819669,1.1967213114754094
2022-04-29,1.0249311636047613,0.8728563474387525,1.1848552338530063
2022-04-30,1.0564672577756458,0.8955399061032859,1.2323943661971828
2022-05-01,1.090085185267614,0.9085672514619879,1.2608187134502917
2022-05-02,1.1330250080704556,0.9549228944246734,1.2953736654804264
2022-05-03,1.2291531867632715,1.0399263721552874,1.4337349397590355
2022-05-04,1.2903183538316643,1.123922413793103,1.471093749999999
2022-05-05,1.2329823640202622,1.0773313115996963,1.3692191053828653
2022-05-06,1.2010910693356989,1.0560119492158324,1.348767737117251
2022-05-07,1.1791207235130579,1.028363636363636,1.3134545454545448
2022-05-08,1.1558426759849916,1.0221314325452013,1.2948539638386642
2022-05-09,1.1353221965972966,1.0067204301075263,1.2701612903225799
2022-05-10,1.067194083430138,0.9543388429752062,1.173553719008264
2022-05-11,1.03495451001251,0.9065721649484532,1.1636597938144324
2022-05-12,1.0686653089702036,0.9197482297403614,1.2006294256490946
2022-05-13,1.0937361240177104,0.9516616314199392,1.237160120845921
2022-05-14,1.1001997439963729,0.96416022487702,1.2347153900210819
2022-05-15,1.107017825639222,0.9700796950796946,1.2418572418572413
2022-05-16,1.128511797237826,0.9943181818181814,1.2627840909090902
2022-05-17,1.1463595595340892,1.0088448275862065,1.284137931034482
2022-05-18,1.2029892756009095,1.053372868791697,1.3543365455893248
2022-05-19,1.197465978917783,1.070143884892086,1.334532374100719
2022-05-20,1.2074379702915419,1.0824308062575208,1.343561973525872
2022-05-21,1.2809662806854087,1.143821742066171,1.4275320729236995
2022-05-22,1.2604826786594467,1.146765734265734,1.391608391608391
2022-05-23,1.2662298331285502,1.1422743055555553,1.385416666666666
2022-05-24,1.257508030287622,1.1423917944093775,1.3728584310189353
2022-05-25,1.222192222180447,1.1101694915254232,1.3248587570621462
2022-05-26,1.2329908417702489,1.1204767986377178,1.3350361856108977
2022-05-27,1.22395805729576,1.1172403846153842,1.3273749999999993
2022-05-28,1.1655578878554937,1.074958540630182,1.2607545605306791
2022-05-29,1.179309470602718,1.0808042488619116,1.2799696509863423
2022-05-30,1.1801004560492805,1.085074494501596,1.2813675062078742
2022-05-31,1.1789750104511008,1.0834436524100473,1.2688391038696532
2022-06-01,1.1709618352630764,1.066960847240051,1.2558327984595627
2022-06-02,1.1580230711490165,1.068849449204406,1.2530599755201952
2022-06-03,1.1559112170461927,1.0664643399089524,1.2449696509863424
2022-06-04,1.1499618895361878,1.0634966657002025,1.2360611771527974
2022-06-05,1.1381131134522262,1.0511069856985693,1.222497249724972
2022-06-06,1.0949235680416567,1.0116915422885566,1.175416666666666
2022-06-07,1.0903801561407656,1.0155537677661568,1.1657280772325016
2022-06-08,1.0743141810819794,0.9941040758779794,1.1502178928479871
2022-06-09,1.059226164332405,0.9816628556910564,1.132876016260162
2022-06-10,1.0451430856996078,0.9682741116751264,1.124619289340101
2022-06-11,1.0478669103046057,0.9659664982717358,1.1241691039617117
2022-06-12,1.0597171815319602,0.9847619047619043,1.1467142857142851
2022-06-13,1.0888975046315943,1.0047261235955052,1.1699438202247188
2022-06-14,1.0849399766793573,1.0077210460772101,1.1646762141967617
2022-06-15,1.0730794412255995,0.9980893240983995,1.1485550513494145
2022-06-16,1.0628189975423166,0.9912529550827418,1.1386170212765951
2022-06-17,1.0543272868958968,0.9757063809748053,1.1290322580645158
2022-06-18,1.0526591552459363,0.9754235266046286,1.1274158911954184
2022-06-19,1.0537204629563106,0.9769784172661867,1.1263788968824937
2022-06-20,1.0817490852664409,0.9905322415557825,1.1661143807574201
2022-06-21,1.0657146556548112,0.9925915587315762,1.1411735149620363
2022-06-22,1.0802236932188651,0.997538107911928,1.1517481248487775
2022-06-23,1.138076403106238,1.0544090056285174,1.2270168855534704
2022-06-24,1.1335413000012629,1.0579272219836837,1.2052758694718757
2022-06-25,1.125578800371439,1.05096784104875,1.2059299467431375
2022-06-26,1.1186219025054511,1.0502771179730797,1.1902563341250987
2022-06-27,1.0719207243155402,1.0068045774647882,1.1350352112676052
2022-06-28,1.0789831574103304,1.0110570236439493,1.1529902642559104
2022-06-29,1.0788462258079203,1.0066333333333328,1.1453333333333329
2022-06-30,1.0349711332866762,0.9711778077117356,1.1008587304259971
2022-07-01,1.03128580458316,0.9651248369666476,1.0942798583938882
2022-07-02,1.0270515665462296,0.9604530263646486,1.0891524322317114
2022-07-03,1.0128053885000265,0.9469078232524443,1.0800434625135815
2022-07-04,1.023253166703223,0.9489792928306304,1.0884938464543852
2022-07-05,1.0410039381082625,0.9743852865357917,1.1118381915526467
2022-07-06,1.0369426612056667,0.9695684249354477,1.106418295831796
2022-07-07,1.0431446082031552,0.9728096676737156,1.110304947129909
2022-07-08,1.065826441016859,0.9994140624999995,1.1320312499999996
2022-07-09,1.0773028290051696,1.0049632352941174,1.1477941176470585
2022-07-10,1.0712226570094026,1.012862595419847,1.1363867684478368
2022-07-11,1.0395330988703662,0.9789603960396035,1.1035233601485144
2022-07-12,0.9943956546870192,0.9362732781554829,1.0511639077741646
2022-07-13,0.9683395108455716,0.9063266573513424,1.0270144387517461
2022-07-14,0.9385992799568659,0.8789063711052545,0.9961246318400244
2022-07-15,0.8910427955250818,0.8337626913168659,0.9472912562509467
2022-07-16,0.8759172879660921,0.8144617662428145,0.9376415258665733
2022-07-17,0.879617162541172,0.817120622568093,0.9464980544747077
2022-07-18,0.9023411675644524,0.8381499460625672,0.9725997842502693
2022-07-19,0.9269283971230126,0.8606677704194258,0.9998178807947016
2022-07-20,0.9436657192623017,0.8768584742089289,1.0179887299523187
2022-07-21,0.9649540003999272,0.890645054215534,1.037840230139411
2022-07-22,0.9991041170594637,0.926423690205011,1.0747152619589972
2022-07-23,0.9885913238029034,0.920765027322404,1.0519125683060104
2022-07-24,0.9746967992291422,0.907274038461538,1.045961538461538
2022-07-25,0.9574903333507851,0.8942731277533035,1.0243248419842936
2022-07-26,0.9530659328100113,0.8879967884383778,1.0229175030108386
2022-07-27,0.9450173104271746,0.8737727910238425,1.0126227208976153
2022-07-28,0.9346076457297713,0.8693729903536974,1.0016077170418
2022-07-29,0.9102098071664754,0.8467741935483867,0.9748573957513763
2022-07-30,0.9007532486558093,0.8342893562778837,0.9651582749097085
2022-07-31,0.9185356399094701,0.8454025726536444,0.9905133396855641
2022-08-01,0.9116992935031332,0.8390624999999997,0.9890624999999995
2022-08-02,0.9016736577765452,0.8320454545454542,0.9720852272727267
2022-08-03,0.909056019448272,0.8320458509843006,0.9838462496885118
2022-08-04,0.9267627491448192,0.8467892352784436,1.0053756994404475
2022-08-05,0.9613888560115071,0.8805539526832078,1.04621321407963
2022-08-06,1.0027223542679458,0.9157336476134351,1.089032115497937
2022-08-07,1.023435763419079,0.9449137458926612,1.1040525739320917
2022-08-08,1.1003945826729005,1.0044988610478356,1.2050113895216397
2022-08-09,1.1991418474913675,1.1099968661861481,1.289932623002193
2022-08-10,1.1038938778766936,1.040255147717099,1.1706669650850487
2022-08-11,1.0597433881111469,0.9954524078254321,1.124529721595184
2022-08-12,0.9991621509983117,0.9358883786647823,1.065701165665842
2022-08-13,0.9411581695896067,0.8743842364532016,1.0012623152709357
2022-08-14,0.8805125697777265,0.821787414066631,0.9439450026441032
2022-08-15,0.8097546737230172,0.7525681898689335,0.8679020545518947
2022-08-16,0.7153268657816494,0.6626754859611228,0.771058315334773
2022-08-17,0.7540585148321677,0.6770453792646568,0.8301341503809205
2022-08-18,0.7754426221315674,0.69910371318822,0.8537131882202301
2022-08-19,0.7985291278504792,0.7193396226415091,0.8867924528301883
2022-08-20,0.8210085639744176,0.7379958246346552,0.9012439109255388
2022-08-21,0.8383766432041014,0.7596899224806198,0.9175475687103589
2022-08-22,0.8648154636843308,0.7833458929917102,0.9521477015825165
2022-08-23,0.9028420824247322,0.8032786885245898,0.9992003198720507
2022-08-24,0.936130494714778,0.8446866485013621,1.0327656675749313
2022-08-25,0.9311323377539109,0.8407687028140011,1.0209334248455726
2022-08-26,0.9620594675433083,0.8701578332034292,1.0612529228371
2022-08-27,0.9735361190748235,0.8800872093023251,1.0658339389534879
2022-08-28,0.9905973811280657,0.9045521292217322,1.0844988986784134
2022-08-29,1.0000646766592696,0.9157263751763042,1.0836301128349783
2022-08-30,0.9743263267467589,0.8808093582042361,1.0512725260828324
2022-08-31,0.9515931231013801,0.866859159448187,1.028553095925569
2022-09-01,0.9504582117814385,0.864107883817427,1.0456431535269703
2022-09-02,0.9366459905367676,0.85377358490566,1.023584905660377
2022-09-03,0.9261887747592327,0.838001730103806,1.0051903114186846
2022-09-04,0.9113998937830937,0.8244757077944771,0.9982523593149244
2022-09-05,0.8918636264893198,0.8037316110513093,0.9820595622533185
2022-09-06,0.9351625593374727,0.8320999074930617,1.029602220166512
2022-09-07,0.9498603070934187,0.8540880503144651,1.050807127882599
2022-09-08,0.9721353058016505,0.8696969696969694,1.0787878787878784
2022-09-09,0.9816896761711121,0.8895589464882938,1.082775919732441
2022-09-10,1.0092723601700175,0.9058456046407849,1.1151271753681387
2022-09-11,1.0460177725826647,0.9388686131386856,1.1433280109489046
2022-09-12,1.0829124040990057,0.9719626168224295,1.19322429906542
2022-09-13,1.0907260144214854,0.9979975971165393,1.19142971565879
2022-09-14,1.1651601968304823,1.0513307984790872,1.2743227186311779
2022-09-15,1.2953651751679909,1.1683899556868533,1.4269694731659273
2022-09-16,1.1205070353645439,1.0507229745237545,1.1872848290107867
2022-09-17,1.0105758695094245,0.9408456486042688,1.0821018062397367
2022-09-18,0.9223066609368988,0.8572111934943789,0.9861277206409944
2022-09-19,0.8403758839596918,0.7715191416727624,0.9081138746647154
2022-09-20,0.7564758945077646,0.6898702594810376,0.8243949600798399
2022-09-21,0.6552858413616637,0.5952119606358818,0.710112288670199
2022-09-22,0.5061082102842757,0.45314861460957157,0.5589420654911836
2022-09-23,0.5456023858721,0.44044943820224697,0.6449438202247187
2022-09-24,0.5784483000049696,0.4743526275704491,0.6930693069306927
2022-09-25,0.6079811019420156,0.5027624309392263,0.7237569060773478
2022-09-26,0.6340127838307423,0.5195758564437192,0.7423939641109295
2022-09-27,0.657782353048384,0.5412064570943074,0.7731520815632962
2022-09-28,0.6804605796608659,0.5552584670231727,0.8048128342245986
2022-09-29,0.7153267310642781,0.5871915103652515,0.8499506416584399
2022-09-30,0.7298914704868398,0.5935483870967739,0.8645161290322577
2022-10-01,0.7495735266156461,0.6188605108055009,0.8801571709233788
2022-10-02,0.7635075742482392,0.6260685884691847,0.8836978131212718
2022-10-03,0.7725831041400684,0.6337741607324514,0.9187945066124105
