"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2020-11-20,"Age","<1 year",224,0.00363229499424346,4,0.000197083169097359
2020-11-20,"Age","1-9 years",1113,0.0180479657526472,8,0.000394166338194718
2020-11-20,"Age","10-19 years",2909,0.0471711881172064,22,0.00108395743003547
2020-11-20,"Age","20-29 years",12267,0.198916797742788,121,0.00596176586519511
2020-11-20,"Age","30-39 years",13148,0.213202743679969,369,0.0181809223492314
2020-11-20,"Age","40-49 years",11645,0.188830692892701,1100,0.0541978715017737
2020-11-20,"Age","50-59 years",10105,0.163858664807278,2404,0.118446984627513
2020-11-20,"Age","60-64 years",3713,0.0602085326501159,1947,0.0959302325581395
2020-11-20,"Age","65-69 years",2514,0.0407660250693217,2365,0.116525423728814
2020-11-20,"Age","70-74 years",1521,0.0246639316350192,2650,0.130567599527
2020-11-20,"Age","75-79 years",969,0.0157129189706335,2533,0.124802916830903
2020-11-20,"Age","80+ years",1541,0.0249882436880767,6773,0.333711076074103
2020-11-20,"Gender","Female",21633,0.35070682835095,8555,0.421511627906977
2020-11-20,"Gender","Male",39167,0.634962064716944,11740,0.578439101300749
2020-11-20,"Gender","Unknown",884,0.0143311069321056,1,4.92707922743398e-05
2020-11-20,"Race","Asian",875,0.0141852019972764,375,0.0184765471028774
2020-11-20,"Race","Black",10097,0.163689125218857,2169,0.106868348443043
2020-11-20,"Race","Hispanic",24266,0.393392127618183,10969,0.540451320457233
2020-11-20,"Race","Other",298,0.00483107450878672,105,0.00517343318880568
2020-11-20,"Race","Unknown",7432,0.12048505285001,12,0.000591249507292077
2020-11-20,"Race","White",18716,0.303417417806887,6666,0.328439101300749
