"TSA","Date","Cases_Raw","Hospitalizations_Daily","CI_Lower","CI_Upper","Order_AutoReg","Order_Moving_Avg","Differencing"
"H - Deep East Texas",2020-04-26,19,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-04-27,18,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-04-28,16,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-04-29,20,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-04-30,16,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-01,17,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-02,18,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-03,14,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-04,11,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-05,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-06,12,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-07,18,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-08,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-09,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-10,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-11,11,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-12,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-13,14,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-14,18,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-15,11,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-16,10,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-17,11,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-18,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-19,9,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-20,0,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-21,9,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-22,8,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-23,11,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-24,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-25,9,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-26,16,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-27,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-28,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-29,16,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-30,16,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-05-31,15,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-01,14,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-02,14,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-03,14,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-04,15,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-05,17,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-06,13,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-07,17,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-08,14,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-09,19,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-10,25,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-11,26,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-12,28,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-13,26,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-14,25,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-15,23,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-16,23,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-17,19,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-18,22,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-19,24,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-20,32,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-21,32,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-22,35,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-23,34,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-24,32,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-25,30,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-26,31,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-27,30,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-28,35,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-29,38,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-06-30,38,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-01,40,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-02,46,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-03,46,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-04,55,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-05,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-06,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-07,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-08,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-09,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-10,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-11,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-12,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-13,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-14,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-15,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-16,NA,NA,NA,NA,NA,NA,NA
"H - Deep East Texas",2020-07-17,NA,NA,NA,NA,NA,NA,NA
"I - Greater El Paso",2020-03-04,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-05,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-06,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-07,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-08,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-09,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-10,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-11,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-12,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-13,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-14,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-15,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-16,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-17,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-18,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-19,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-20,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-21,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-22,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-23,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-24,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-25,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-26,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-27,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-28,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-29,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-30,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-03-31,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-01,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-02,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-03,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-04,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-05,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-06,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-07,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-08,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-09,14,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-10,23,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-11,12,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-12,30,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-13,24,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-14,28,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-04-15,33,23.4285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-04-16,24,24.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-04-17,29,25.7142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-04-18,49,31,NA,NA,0,0,2
"I - Greater El Paso",2020-04-19,49,33.7142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-04-20,52,37.7142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-04-21,56,41.7142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-04-22,52,44.4285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-04-23,60,49.5714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-04-24,67,55,NA,NA,0,0,2
"I - Greater El Paso",2020-04-25,65,57.2857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-04-26,58,58.5714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-04-27,68,60.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-04-28,77,63.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-04-29,74,67,NA,NA,0,0,2
"I - Greater El Paso",2020-04-30,69,68.2857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-05-01,64,67.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-05-02,73,69,NA,NA,0,0,2
"I - Greater El Paso",2020-05-03,72,71,NA,NA,0,0,2
"I - Greater El Paso",2020-05-04,74,71.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-05-05,81,72.4285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-05-06,99,76,NA,NA,0,0,2
"I - Greater El Paso",2020-05-07,103,80.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-05-08,98,85.7142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-05-09,98,89.2857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-05-10,93,92.2857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-05-11,90,94.5714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-05-12,91,96,NA,NA,0,0,2
"I - Greater El Paso",2020-05-13,105,96.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-05-14,98,96.1428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-05-15,108,97.5714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-05-16,111,99.4285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-05-17,126,104.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-05-18,118,108.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-05-19,116,111.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-05-20,124,114.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-05-21,128,118.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-05-22,125,121.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-05-23,126,123.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-05-24,127,123.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-05-25,123,124.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-05-26,120,124.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-05-27,115,123.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-05-28,112,121.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-05-29,109,118.857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-05-30,112,116.857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-05-31,112,114.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-01,109,112.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-02,104,110.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-06-03,110,109.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-04,110,109.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-06-05,115,110.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-06-06,119,111.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-06-07,111,111.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-06-08,99,109.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-09,97,108.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-10,93,106.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-06-11,94,104,NA,NA,0,0,2
"I - Greater El Paso",2020-06-12,94,101,NA,NA,0,0,2
"I - Greater El Paso",2020-06-13,97,97.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-06-14,105,97,NA,NA,0,0,2
"I - Greater El Paso",2020-06-15,112,98.8571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-06-16,107,100.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-06-17,108,102.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-06-18,110,104.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-19,110,107,NA,NA,0,0,2
"I - Greater El Paso",2020-06-20,116,109.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-21,133,113.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-22,130,116.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-06-23,139,120.857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-06-24,136,124.857142857143,NA,NA,0,0,2
"I - Greater El Paso",2020-06-25,147,130.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-06-26,149,135.714285714286,NA,NA,0,0,2
"I - Greater El Paso",2020-06-27,160,142,NA,NA,0,0,2
"I - Greater El Paso",2020-06-28,177,148.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-06-29,180,155.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-06-30,193,163.142857142857,NA,NA,0,0,2
"I - Greater El Paso",2020-07-01,200,172.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-07-02,211,181.428571428571,NA,NA,0,0,2
"I - Greater El Paso",2020-07-03,218,191.285714285714,NA,NA,0,0,2
"I - Greater El Paso",2020-07-04,246,203.571428571429,NA,NA,0,0,2
"I - Greater El Paso",2020-07-05,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-07-06,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-07-07,NA,NA,NA,NA,0,0,2
"I - Greater El Paso",2020-07-08,NA,252.714285714286,244.937866154821,260.490705273751,0,0,2
"I - Greater El Paso",2020-07-09,NA,265,254.47067814139,275.52932185861,0,0,2
"I - Greater El Paso",2020-07-10,NA,277.285714285714,263.741938586154,290.829489985275,0,0,2
"I - Greater El Paso",2020-07-11,NA,289.571428571429,272.772442329122,306.370414813736,0,0,2
"I - Greater El Paso",2020-07-12,NA,301.857142857143,281.578721618771,322.135564095516,0,0,2
"I - Greater El Paso",2020-07-13,NA,314.142857142857,290.174322330193,338.111391955522,0,0,2
"I - Greater El Paso",2020-07-14,NA,326.428571428572,298.570604316534,354.28653854061,0,0,2
"I - Greater El Paso",2020-07-15,NA,338.714285714286,306.777271248619,370.651300179953,0,0,2
"I - Greater El Paso",2020-07-16,NA,351,314.802736863523,387.197263136478,0,0,2
"I - Greater El Paso",2020-07-17,NA,363.285714285715,322.654387187034,403.917041384395,0,0,2
"J - Texas 'J'",2020-03-04,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-05,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-06,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-07,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-08,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-09,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-10,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-11,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-12,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-13,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-14,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-15,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-16,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-17,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-18,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-19,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-20,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-21,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-22,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-23,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-24,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-25,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-26,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-27,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-28,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-29,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-30,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-03-31,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-01,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-02,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-03,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-04,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-05,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-06,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-07,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-08,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-09,10,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-10,11,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-11,17,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-12,7,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-13,10,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-14,15,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-15,12,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-16,10,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-17,10,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-18,8,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-19,11,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-20,10,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-21,8,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-22,7,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-23,6,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-24,8,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-25,8,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-26,6,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-27,7,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-28,7,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-29,6,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-04-30,8,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-01,8,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-02,15,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-03,27,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-04,28,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-05,29,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-06,32,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-07,30,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-08,31,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-09,29,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-10,32,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-11,30,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-12,30,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-13,27,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-14,22,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-15,18,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-16,18,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-17,12,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-18,9,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-19,9,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-20,10,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-21,11,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-22,15,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-23,16,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-24,16,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-25,17,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-26,19,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-27,16,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-28,17,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-29,18,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-30,19,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-05-31,18,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-01,18,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-02,19,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-03,20,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-04,22,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-05,23,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-06,23,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-07,23,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-08,19,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-09,20,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-10,21,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-11,21,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-12,23,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-13,25,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-14,25,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-15,23,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-16,25,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-17,27,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-18,32,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-19,35,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-20,43,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-21,39,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-22,47,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-23,46,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-24,56,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-25,58,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-26,54,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-27,58,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-28,59,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-29,60,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-06-30,72,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-01,81,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-02,91,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-03,90,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-04,85,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-05,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-06,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-07,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-08,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-09,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-10,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-11,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-12,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-13,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-14,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-15,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-16,NA,NA,NA,NA,NA,NA,NA
"J - Texas 'J'",2020-07-17,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-04,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-05,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-06,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-07,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-08,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-09,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-10,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-11,NA,NA,NA,NA,NA,NA,NA
