County,Date,cases_daily,deaths_daily
Potter,2022-08-23,57,
Potter,2022-08-24,40,
Potter,2022-08-25,46,
Potter,2022-08-26,37,
Potter,2022-08-27,34,
Potter,2022-08-28,21,
Potter,2022-08-29,24,
Potter,2022-08-30,60,
Potter,2022-08-31,39,
Potter,2022-09-01,31,
Potter,2022-09-02,38,1
Potter,2022-09-03,37,
Potter,2022-09-04,18,
Potter,2022-09-05,11,
Potter,2022-09-06,24,
Potter,2022-09-07,42,
Potter,2022-09-08,19,
Potter,2022-09-09,31,
Potter,2022-09-10,14,
Potter,2022-09-11,16,
Potter,2022-09-12,14,
Potter,2022-09-13,38,
Potter,2022-09-14,22,
Potter,2022-09-15,17,
Potter,2022-09-16,23,
Potter,2022-09-17,6,
Potter,2022-09-18,4,
Potter,2022-09-19,12,
Potter,2022-09-20,13,
Potter,2022-09-21,9,
Potter,2022-09-22,15,
Potter,2022-09-23,6,
Potter,2022-09-24,9,
Potter,2022-09-25,11,
Potter,2022-09-26,7,
Potter,2022-09-27,8,
Potter,2022-09-28,11,
Potter,2022-09-29,11,
Potter,2022-09-30,6,
Potter,2022-10-01,9,
Potter,2022-10-02,6,1
Potter,2022-10-03,3,
Potter,2022-10-04,12,
Potter,2022-10-05,7,
Potter,2022-10-06,6,
Potter,2022-10-07,9,
Potter,2022-10-08,5,
Potter,2022-10-09,5,
Potter,2022-10-10,3,
Potter,2022-10-11,5,
Potter,2022-10-12,14,
Potter,2022-10-13,10,
Potter,2022-10-14,8,
Potter,2022-10-15,1,
Potter,2022-10-16,6,
Potter,2022-10-17,3,
Potter,2022-10-18,3,
Potter,2022-10-19,4,
Potter,2022-10-20,7,
Potter,2022-10-21,10,
Potter,2022-10-22,6,
Potter,2022-10-23,6,
Potter,2022-10-24,3,
Potter,2022-10-25,6,
Potter,2022-10-26,17,
Potter,2022-10-27,10,
Potter,2022-10-28,21,
Potter,2022-10-29,7,
Potter,2022-10-30,4,
Potter,2022-10-31,9,
Potter,2022-11-01,15,
Potter,2022-11-02,15,2
Potter,2022-11-03,6,
Potter,2022-11-04,13,
Potter,2022-11-05,12,
Potter,2022-11-06,14,
Potter,2022-11-07,5,
Potter,2022-11-08,21,
Potter,2022-11-09,11,
Potter,2022-11-10,14,
Potter,2022-11-11,10,
Potter,2022-11-12,9,
Potter,2022-11-13,13,
Potter,2022-11-14,9,
Potter,2022-11-15,18,
Potter,2022-11-16,19,
Potter,2022-11-17,15,
Potter,2022-11-18,16,
Potter,2022-11-19,12,
Potter,2022-11-20,10,
Potter,2022-11-21,20,
Potter,2022-11-22,27,
Potter,2022-11-23,25,
Potter,2022-11-24,24,
Potter,2022-11-25,13,
Potter,2022-11-26,34,
Potter,2022-11-27,22,
Potter,2022-11-28,23,
Potter,2022-11-29,51,
Potter,2022-11-30,41,
Potter,2022-12-01,43,
Potter,2022-12-02,40,4
Potter,2022-12-03,36,
Potter,2022-12-04,23,
Potter,2022-12-05,26,
Potter,2022-12-06,43,
Potter,2022-12-07,46,
Potter,2022-12-08,45,
Potter,2022-12-09,41,
Potter,2022-12-10,38,
Potter,2022-12-11,19,
Potter,2022-12-12,23,
Potter,2022-12-13,36,
Potter,2022-12-14,42,
Potter,2022-12-15,42,
Potter,2022-12-16,24,
Potter,2022-12-17,37,
Potter,2022-12-18,27,
Potter,2022-12-19,18,
Potter,2022-12-20,26,
Potter,2022-12-21,31,
Potter,2022-12-22,21,
Potter,2022-12-23,21,
Potter,2022-12-24,17,
Potter,2022-12-25,9,
Potter,2022-12-26,14,
Potter,2022-12-27,21,
