County,Date,cases_cumulative,deaths_cumulative,cases_daily,deaths_daily
Travis,2022-11-30,317874,1763,177,0
Travis,2022-12-01,318100,1763,226,0
Travis,2022-12-02,318331,1763,231,0
Travis,2022-12-05,318563,1763,232,0
Travis,2022-12-06,318909,1764,346,1
Travis,2022-12-07,319147,1767,238,3
Travis,2022-12-08,319442,1767,295,0
Travis,2022-12-09,319675,1768,233,1
Travis,2022-12-12,319867,1768,192,0
Travis,2022-12-13,320268,1769,401,1
Travis,2022-12-14,320444,1770,176,1
Travis,2022-12-15,320708,1770,264,0
Travis,2022-12-16,320949,1770,241,0
Travis,2022-12-19,321177,1770,228,0
Travis,2022-12-20,321624,1770,447,0
Travis,2022-12-21,321874,1770,250,0
Travis,2022-12-22,322166,1770,292,0
Travis,2022-12-27,322450,1770,284,0
Travis,2022-12-28,323138,1770,688,0
Travis,2022-12-29,323346,1770,208,0
Travis,2022-12-30,323656,1770,310,0
Travis,2023-01-03,323911,1771,255,1
Travis,2023-01-04,324621,1772,710,1
Travis,2023-01-05,324896,1772,275,0
Travis,2023-01-06,325197,1772,301,0
Travis,2023-01-09,325528,1774,331,2
Travis,2023-01-10,326005,1776,477,2
Travis,2023-01-11,326184,1776,179,0
Travis,2023-01-12,326485,1777,301,1
Travis,2023-01-13,326730,1779,245,2
Travis,2023-01-17,326939,1779,209,0
Travis,2023-01-18,327377,1779,438,0
Travis,2023-01-19,327777,1779,400,0
Travis,2023-01-20,328016,1779,239,0
Travis,2023-01-23,328142,1779,126,0
Travis,2023-01-24,328439,1779,297,0
Travis,2023-01-25,328571,1781,132,2
Travis,2023-01-26,328745,1781,174,0
Travis,2023-01-27,328914,1782,169,1
Travis,2023-01-30,329061,1782,147,0
Travis,2023-01-31,329401,1785,340,3
Travis,2023-02-03,329482,1785,81,0
Travis,2023-02-06,329751,1786,269,1
Travis,2023-02-07,329832,1786,81,0
Travis,2023-02-08,330274,1786,442,0
Travis,2023-02-09,330407,1788,133,2
Travis,2023-02-10,330542,1788,135,0
Travis,2023-02-13,330659,1790,117,2
Travis,2023-02-14,330898,1790,239,0
Travis,2023-02-15,330979,1790,81,0
Travis,2023-02-16,331090,1792,111,2
Travis,2023-02-17,331210,1793,120,1
Travis,2023-02-21,331317,1794,107,1
Travis,2023-02-22,331544,1795,227,1
Travis,2023-02-23,331742,1796,198,1
Travis,2023-02-24,332974,1796,1232,0
Travis,2023-02-27,333144,1796,170,0
Travis,2023-02-28,333383,1796,239,0
Travis,2023-03-01,333488,1798,105,2
Travis,2023-03-02,333592,1799,104,1
Travis,2023-03-03,333732,1800,140,1
Travis,2023-03-06,333800,1800,68,0
Travis,2023-03-07,333965,1800,165,0
Travis,2023-03-08,334041,1800,76,0
Travis,2023-03-09,334125,1800,84,0
Travis,2023-03-10,334237,1802,112,2
Travis,2023-03-11,334295,1802,58,0
Travis,2023-03-14,334397,1802,102,0
Travis,2023-03-15,334603,1803,206,1
Travis,2023-03-16,334656,1803,53,0
Travis,2023-03-17,334719,1803,63,0
Travis,2023-03-20,334777,1805,58,2
Travis,2023-03-21,334800,1806,23,1
Travis,2023-03-22,334915,1807,115,1
Travis,2023-03-23,334975,1807,60,0
Travis,2023-03-24,335034,1807,59,0
Travis,2023-03-27,335085,1809,51,2
Travis,2023-03-28,335274,1811,189,2
Travis,2023-03-29,335316,1812,42,1
Travis,2023-03-30,335450,1813,134,1
Travis,2023-03-31,335484,1814,34,1
Travis,2023-04-03,335511,1816,27,2
Travis,2023-04-04,335699,1816,188,0
Travis,2023-04-05,335811,1816,112,0
Travis,2023-04-06,335888,1816,77,0
Travis,2023-04-07,335939,1817,51,1
Travis,2023-04-10,336005,1817,66,0
Travis,2023-04-11,336055,1817,50,0
Travis,2023-04-12,336166,1819,111,2
Travis,2023-04-13,336168,1819,2,0
Travis,2023-04-14,336269,1819,101,0
Travis,2023-04-17,336383,1819,114,0
Travis,2023-04-18,336458,1819,75,0
Travis,2023-04-19,336500,1819,42,0
Travis,2023-04-21,336581,1822,81,3
Travis,2023-04-24,336608,1824,27,2
Travis,2023-04-25,336745,1825,137,1
Travis,2023-04-26,336814,1826,69,1
Travis,2023-04-27,336860,1826,46,0
Travis,2023-04-28,336905,1828,45,2
Travis,2023-05-01,336948,1829,43,1
Travis,2023-05-02,337052,1829,104,0
Travis,2023-05-03,337093,1830,41,1
Travis,2023-05-04,337128,1830,35,0
Travis,2023-05-05,337161,1830,33,0
Travis,2023-05-08,337161,1830,0,0
Travis,2023-05-09,337298,1830,137,0
Travis,2023-05-10,337322,1830,24,0
Travis,2023-05-11,337394,1830,72,0
Travis,2023-05-22,337943,1833,549,3
