"County","Childcare_Child_Cases_Daily","Childcare_Employee_Cases_Daily","Childcare_Child_Cases_Cumulative","Childcare_Employee_Cases_Cumulative","Date"
"Orange",0,0,8,1,2020-09-01
"Palo Pinto",0,0,1,4,2020-09-01
"Panola",0,0,4,0,2020-09-01
"Parker",0,0,0,12,2020-09-01
"Pecos",1,0,1,0,2020-09-01
"Polk",0,0,1,0,2020-09-01
"Potter",0,0,5,4,2020-09-01
"Randall",0,0,7,8,2020-09-01
"Robertson",0,0,0,1,2020-09-01
"Rockwall",0,0,11,7,2020-09-01
"Rusk",0,0,0,3,2020-09-01
"San Jacinto",0,0,1,0,2020-09-01
"San Patricio",0,0,3,6,2020-09-01
"Scurry",0,0,1,0,2020-09-01
"Smith",0,0,17,24,2020-09-01
"Starr",0,0,2,4,2020-09-01
"Tarrant",1,0,68,149,2020-09-01
"Taylor",0,0,2,11,2020-09-01
"Terry",0,0,0,1,2020-09-01
"Titus",0,0,0,2,2020-09-01
"Tom Green",0,0,7,16,2020-09-01
"Travis",1,1,36,90,2020-09-01
"Tyler",0,0,1,1,2020-09-01
"Upshur",0,0,3,1,2020-09-01
"Val Verde",0,0,2,2,2020-09-01
"Van Zandt",0,0,0,1,2020-09-01
"Victoria",0,0,9,5,2020-09-01
"Walker",0,0,1,9,2020-09-01
"Waller",0,0,0,1,2020-09-01
"Washington",0,0,1,3,2020-09-01
"Webb",0,0,14,21,2020-09-01
"Wharton",0,0,4,9,2020-09-01
"Wichita",0,0,0,5,2020-09-01
"Wilbarger",0,0,0,2,2020-09-01
"Willacy",0,0,1,0,2020-09-01
"Williamson",0,0,18,46,2020-09-01
"Wilson",0,0,2,3,2020-09-01
"Wise",0,0,2,2,2020-09-01
"Wood",0,0,0,1,2020-09-01
"Young",0,0,1,0,2020-09-01
"Anderson",0,0,1,3,2020-08-31
"Andrews",0,0,0,1,2020-08-31
"Angelina",0,0,1,13,2020-08-31
"Aransas",0,0,3,0,2020-08-31
"Archer",0,0,0,1,2020-08-31
"Atascosa",0,0,12,3,2020-08-31
"Austin",0,0,0,1,2020-08-31
"Bandera",0,0,1,2,2020-08-31
"Bastrop",0,0,3,4,2020-08-31
"Bee",0,0,0,1,2020-08-31
"Bell",0,0,13,31,2020-08-31
"Bexar",2,2,137,175,2020-08-31
"Bowie",0,0,2,11,2020-08-31
"Brazoria",0,0,23,44,2020-08-31
"Brazos",0,1,10,34,2020-08-31
"Brown",0,0,3,2,2020-08-31
"Burnet",0,0,1,2,2020-08-31
"Caldwell",1,0,2,2,2020-08-31
"Calhoun",0,0,2,4,2020-08-31
"Callahan",0,0,0,1,2020-08-31
"Cameron",0,0,33,32,2020-08-31
"Camp",0,0,2,0,2020-08-31
"Cass",0,0,2,6,2020-08-31
"Chambers",0,0,0,2,2020-08-31
"Cherokee",1,0,2,1,2020-08-31
"Clay",0,0,0,1,2020-08-31
"Collin",0,1,44,80,2020-08-31
"Colorado",0,0,1,7,2020-08-31
"Comal",0,0,10,15,2020-08-31
"Cooke",0,0,2,0,2020-08-31
"Coryell",0,0,2,2,2020-08-31
"Dallam",0,0,1,1,2020-08-31
"Dallas",0,5,97,180,2020-08-31
"Deaf Smith",0,0,0,1,2020-08-31
"Denton",4,4,40,68,2020-08-31
"DeWitt",0,0,0,1,2020-08-31
"Dimmit",0,0,1,0,2020-08-31
"Ector",0,0,11,16,2020-08-31
"El Paso",0,1,18,40,2020-08-31
"Ellis",1,0,7,14,2020-08-31
"Erath",0,0,1,2,2020-08-31
"Fannin",0,0,0,1,2020-08-31
"Fayette",0,0,0,1,2020-08-31
"Fort Bend",0,0,41,103,2020-08-31
"Franklin",0,0,0,3,2020-08-31
"Freestone",0,0,0,1,2020-08-31
"Frio",0,0,0,1,2020-08-31
"Galveston",0,0,32,52,2020-08-31
"Gonzales",0,0,1,1,2020-08-31
"Gray",0,0,0,2,2020-08-31
"Grayson",0,1,0,4,2020-08-31
"Gregg",0,0,8,19,2020-08-31
"Grimes",0,0,0,5,2020-08-31
"Guadalupe",0,0,9,15,2020-08-31
"Hale",0,0,0,2,2020-08-31
"Hardin",0,0,3,3,2020-08-31
"Harris",0,0,204,449,2020-08-31
"Harrison",0,0,1,8,2020-08-31
"Hays",0,0,5,18,2020-08-31
"Henderson",0,0,2,6,2020-08-31
"Hidalgo",0,0,58,59,2020-08-31
"Hill",1,0,1,0,2020-08-31
"Hockley",0,0,0,1,2020-08-31
"Hood",0,0,2,5,2020-08-31
"Hopkins",0,0,1,6,2020-08-31
"Howard",0,0,3,2,2020-08-31
"Hunt",0,0,1,3,2020-08-31
"Jackson",0,0,3,4,2020-08-31
"Jasper",0,0,0,1,2020-08-31
"Jefferson",0,0,7,10,2020-08-31
"Jim Wells",0,0,3,2,2020-08-31
"Johnson",0,0,7,9,2020-08-31
"Kaufman",0,1,5,16,2020-08-31
"Kerr",0,0,0,1,2020-08-31
"Kleberg",0,0,0,1,2020-08-31
"Lamar",0,0,1,4,2020-08-31
"Lavaca",0,0,0,2,2020-08-31
"Lee",0,0,1,0,2020-08-31
"Liberty",0,0,2,6,2020-08-31
"Limestone",0,0,0,1,2020-08-31
"Lubbock",0,0,21,44,2020-08-31
"Martin",0,0,0,1,2020-08-31
"Matagorda",0,0,3,11,2020-08-31
"Maverick",0,0,2,5,2020-08-31
"McCulloch",0,0,0,1,2020-08-31
"McLennan",0,0,6,30,2020-08-31
"Medina",0,0,1,2,2020-08-31
"Midland",0,0,8,20,2020-08-31
"Montgomery",0,0,26,51,2020-08-31
"Morris",0,0,0,4,2020-08-31
"Nacogdoches",0,0,0,4,2020-08-31
"Navarro",0,0,3,4,2020-08-31
"Nueces",1,0,22,64,2020-08-31
"Orange",0,0,8,1,2020-08-31
"Palo Pinto",0,0,1,4,2020-08-31
"Panola",0,0,4,0,2020-08-31
"Parker",0,0,0,12,2020-08-31
"Polk",0,0,1,0,2020-08-31
"Potter",0,0,5,4,2020-08-31
"Randall",0,1,7,8,2020-08-31
"Robertson",0,0,0,1,2020-08-31
"Rockwall",0,0,11,7,2020-08-31
"Rusk",0,0,0,3,2020-08-31
"San Jacinto",0,0,1,0,2020-08-31
"San Patricio",0,0,3,6,2020-08-31
"Scurry",0,0,1,0,2020-08-31
"Smith",3,0,17,24,2020-08-31
"Starr",0,0,2,4,2020-08-31
"Tarrant",2,2,67,149,2020-08-31
"Taylor",1,0,2,11,2020-08-31
"Terry",0,0,0,1,2020-08-31
"Titus",0,0,0,2,2020-08-31
"Tom Green",0,1,7,16,2020-08-31
"Travis",1,0,35,89,2020-08-31
"Tyler",0,0,1,1,2020-08-31
"Upshur",0,0,3,1,2020-08-31
"Val Verde",0,0,2,2,2020-08-31
"Van Zandt",0,0,0,1,2020-08-31
"Victoria",0,0,9,5,2020-08-31
"Walker",0,0,1,9,2020-08-31
"Waller",0,0,0,1,2020-08-31
"Washington",0,0,1,3,2020-08-31
"Webb",0,0,14,21,2020-08-31
"Wharton",0,0,4,9,2020-08-31
"Wichita",0,0,0,5,2020-08-31
"Wilbarger",0,0,0,2,2020-08-31
"Willacy",0,0,1,0,2020-08-31
"Williamson",2,2,18,46,2020-08-31
"Wilson",0,0,2,3,2020-08-31
"Wise",0,0,2,2,2020-08-31
"Wood",0,0,0,1,2020-08-31
"Young",0,0,1,0,2020-08-31
"Anderson",0,0,1,3,2020-08-30
"Andrews",0,0,0,1,2020-08-30
"Angelina",0,0,1,13,2020-08-30
"Aransas",0,0,3,0,2020-08-30
"Archer",0,0,0,1,2020-08-30
"Atascosa",0,0,12,3,2020-08-30
"Austin",0,0,0,1,2020-08-30
"Bandera",0,0,1,2,2020-08-30
"Bastrop",0,0,3,4,2020-08-30
"Bee",0,0,0,1,2020-08-30
"Bell",0,0,13,31,2020-08-30
"Bexar",1,0,135,173,2020-08-30
"Bowie",0,0,2,11,2020-08-30
"Brazoria",2,0,23,44,2020-08-30
"Brazos",0,0,10,33,2020-08-30
"Brown",0,0,3,2,2020-08-30
"Burnet",0,0,1,2,2020-08-30
"Caldwell",0,0,1,2,2020-08-30
"Calhoun",0,0,2,4,2020-08-30
"Callahan",0,0,0,1,2020-08-30
"Cameron",1,0,33,32,2020-08-30
"Camp",0,0,2,0,2020-08-30
"Cass",0,0,2,6,2020-08-30
"Chambers",0,0,0,2,2020-08-30
"Cherokee",0,0,1,1,2020-08-30
"Clay",0,0,0,1,2020-08-30
"Collin",0,3,44,79,2020-08-30
"Colorado",0,0,1,7,2020-08-30
"Comal",0,0,10,15,2020-08-30
"Cooke",0,0,2,0,2020-08-30
"Coryell",0,0,2,2,2020-08-30
"Dallam",0,0,1,1,2020-08-30
"Dallas",0,1,97,175,2020-08-30
"Deaf Smith",0,0,0,1,2020-08-30
"Denton",0,0,36,64,2020-08-30
"DeWitt",0,0,0,1,2020-08-30
"Dimmit",0,0,1,0,2020-08-30
"Ector",0,0,11,16,2020-08-30
"El Paso",0,0,18,39,2020-08-30
"Ellis",0,0,6,14,2020-08-30
"Erath",0,0,1,2,2020-08-30
"Fannin",0,0,0,1,2020-08-30
"Fayette",0,0,0,1,2020-08-30
"Fort Bend",0,0,41,103,2020-08-30
"Franklin",0,0,0,3,2020-08-30
"Freestone",0,0,0,1,2020-08-30
"Frio",0,0,0,1,2020-08-30
"Galveston",0,0,32,52,2020-08-30
"Gonzales",0,0,1,1,2020-08-30
"Gray",0,0,0,2,2020-08-30
"Grayson",0,0,0,3,2020-08-30
"Gregg",1,1,8,19,2020-08-30
"Grimes",0,0,0,5,2020-08-30
"Guadalupe",0,0,9,15,2020-08-30
"Hale",0,0,0,2,2020-08-30
"Hardin",0,0,3,3,2020-08-30
"Harris",1,1,204,449,2020-08-30
"Harrison",0,0,1,8,2020-08-30
"Hays",0,0,5,18,2020-08-30
"Henderson",0,0,2,6,2020-08-30
"Hidalgo",0,0,58,59,2020-08-30
"Hockley",0,0,0,1,2020-08-30
"Hood",0,0,2,5,2020-08-30
"Hopkins",0,1,1,6,2020-08-30
"Howard",0,0,3,2,2020-08-30
"Hunt",0,0,1,3,2020-08-30
"Jackson",0,0,3,4,2020-08-30
"Jasper",0,0,0,1,2020-08-30
"Jefferson",0,0,7,10,2020-08-30
"Jim Wells",0,0,3,2,2020-08-30
"Johnson",0,0,7,9,2020-08-30
"Kaufman",0,0,5,15,2020-08-30
"Kerr",0,0,0,1,2020-08-30
"Kleberg",0,0,0,1,2020-08-30
"Lamar",0,0,1,4,2020-08-30
"Lavaca",0,0,0,2,2020-08-30
"Lee",0,0,1,0,2020-08-30
"Liberty",0,0,2,6,2020-08-30
"Limestone",0,0,0,1,2020-08-30
"Lubbock",0,1,21,44,2020-08-30
"Martin",0,0,0,1,2020-08-30
"Matagorda",0,0,3,11,2020-08-30
"Maverick",0,0,2,5,2020-08-30
"McCulloch",0,0,0,1,2020-08-30
"McLennan",0,0,6,30,2020-08-30
"Medina",0,0,1,2,2020-08-30
"Midland",0,0,8,20,2020-08-30
"Montgomery",0,0,26,51,2020-08-30
"Morris",0,2,0,4,2020-08-30
"Nacogdoches",0,0,0,4,2020-08-30
"Navarro",0,0,3,4,2020-08-30
"Nueces",0,0,21,64,2020-08-30
"Orange",0,0,8,1,2020-08-30
"Palo Pinto",0,0,1,4,2020-08-30
"Panola",0,0,4,0,2020-08-30
"Parker",0,0,0,12,2020-08-30
"Polk",0,0,1,0,2020-08-30
"Potter",0,0,5,4,2020-08-30
"Randall",0,0,7,7,2020-08-30
"Robertson",0,0,0,1,2020-08-30
"Rockwall",0,0,11,7,2020-08-30
"Rusk",0,0,0,3,2020-08-30
"San Jacinto",0,0,1,0,2020-08-30
"San Patricio",0,0,3,6,2020-08-30
"Scurry",0,0,1,0,2020-08-30
"Smith",0,0,14,24,2020-08-30
"Starr",0,0,2,4,2020-08-30
"Tarrant",0,1,65,147,2020-08-30
"Taylor",0,0,1,11,2020-08-30
"Terry",0,0,0,1,2020-08-30
"Titus",0,0,0,2,2020-08-30
"Tom Green",0,1,7,15,2020-08-30
"Travis",2,6,34,89,2020-08-30
"Tyler",0,0,1,1,2020-08-30
"Upshur",0,0,3,1,2020-08-30
"Val Verde",0,0,2,2,2020-08-30
"Van Zandt",0,0,0,1,2020-08-30
"Victoria",0,0,9,5,2020-08-30
"Walker",0,0,1,9,2020-08-30
"Waller",0,0,0,1,2020-08-30
"Washington",0,0,1,3,2020-08-30
"Webb",0,0,14,21,2020-08-30
"Wharton",0,0,4,9,2020-08-30
"Wichita",0,0,0,5,2020-08-30
"Wilbarger",0,0,0,2,2020-08-30
"Willacy",0,0,1,0,2020-08-30
"Williamson",0,0,16,44,2020-08-30
"Wilson",0,0,2,3,2020-08-30
"Wise",0,0,2,2,2020-08-30
"Wood",0,0,0,1,2020-08-30
"Young",0,0,1,0,2020-08-30
"Anderson",0,0,1,3,2020-08-27
"Andrews",0,0,0,1,2020-08-27
"Angelina",0,0,1,13,2020-08-27
"Aransas",0,0,3,0,2020-08-27
"Archer",0,0,0,1,2020-08-27
"Atascosa",0,0,12,3,2020-08-27
"Austin",0,0,0,1,2020-08-27
"Bandera",0,0,1,2,2020-08-27
"Bastrop",0,0,3,4,2020-08-27
"Bee",0,0,0,1,2020-08-27
"Bell",0,1,13,31,2020-08-27
"Bexar",1,1,134,173,2020-08-27
"Bowie",0,0,2,11,2020-08-27
"Brazoria",0,0,21,44,2020-08-27
"Brazos",0,0,10,33,2020-08-27
"Brown",0,0,3,2,2020-08-27
"Burnet",0,0,1,2,2020-08-27
"Caldwell",0,0,1,2,2020-08-27
"Calhoun",0,0,2,4,2020-08-27
"Callahan",0,0,0,1,2020-08-27
"Cameron",0,0,32,32,2020-08-27
"Camp",0,0,2,0,2020-08-27
"Cass",0,0,2,6,2020-08-27
"Chambers",0,0,0,2,2020-08-27
"Cherokee",0,0,1,1,2020-08-27
"Clay",0,0,0,1,2020-08-27
"Collin",0,0,44,76,2020-08-27
"Colorado",0,0,1,7,2020-08-27
"Comal",0,0,10,15,2020-08-27
"Cooke",0,0,2,0,2020-08-27
"Coryell",0,0,2,2,2020-08-27
"Dallam",0,0,1,1,2020-08-27
"Dallas",0,1,97,174,2020-08-27
"Deaf Smith",0,0,0,1,2020-08-27
"Denton",0,0,36,64,2020-08-27
"DeWitt",0,0,0,1,2020-08-27
"Dimmit",0,0,1,0,2020-08-27
"Ector",0,0,11,16,2020-08-27
"El Paso",0,0,18,39,2020-08-27
"Ellis",0,0,6,14,2020-08-27
"Erath",0,0,1,2,2020-08-27
"Fannin",0,0,0,1,2020-08-27
"Fayette",0,0,0,1,2020-08-27
"Fort Bend",1,2,41,103,2020-08-27
"Franklin",0,0,0,3,2020-08-27
"Freestone",0,0,0,1,2020-08-27
"Frio",0,0,0,1,2020-08-27
"Galveston",0,0,32,52,2020-08-27
"Gonzales",0,0,1,1,2020-08-27
"Gray",0,0,0,2,2020-08-27
"Grayson",0,0,0,3,2020-08-27
"Gregg",0,1,7,18,2020-08-27
"Grimes",0,0,0,5,2020-08-27
"Guadalupe",1,0,9,15,2020-08-27
"Hale",0,0,0,2,2020-08-27
"Hardin",0,0,3,3,2020-08-27
"Harris",0,2,203,448,2020-08-27
"Harrison",0,0,1,8,2020-08-27
"Hays",0,0,5,18,2020-08-27
"Henderson",0,0,2,6,2020-08-27
"Hidalgo",0,0,58,59,2020-08-27
"Hockley",0,0,0,1,2020-08-27
"Hood",0,0,2,5,2020-08-27
"Hopkins",0,0,1,5,2020-08-27
"Howard",0,0,3,2,2020-08-27
"Hunt",0,0,1,3,2020-08-27
"Jackson",0,0,3,4,2020-08-27
"Jasper",0,0,0,1,2020-08-27
"Jefferson",0,0,7,10,2020-08-27
"Jim Wells",0,0,3,2,2020-08-27
"Johnson",0,0,7,9,2020-08-27
"Kaufman",0,0,5,15,2020-08-27
"Kerr",0,0,0,1,2020-08-27
"Kleberg",0,0,0,1,2020-08-27
"Lamar",0,0,1,4,2020-08-27
"Lavaca",0,0,0,2,2020-08-27
"Lee",0,0,1,0,2020-08-27
"Liberty",0,0,2,6,2020-08-27
"Limestone",0,0,0,1,2020-08-27
"Lubbock",0,0,21,43,2020-08-27
"Martin",0,0,0,1,2020-08-27
"Matagorda",0,0,3,11,2020-08-27
"Maverick",0,0,2,5,2020-08-27
"McCulloch",0,0,0,1,2020-08-27
"McLennan",0,0,6,30,2020-08-27
"Medina",0,0,1,2,2020-08-27
"Midland",0,0,8,20,2020-08-27
"Montgomery",1,0,26,51,2020-08-27
"Morris",0,0,0,2,2020-08-27
"Nacogdoches",0,0,0,4,2020-08-27
"Navarro",0,0,3,4,2020-08-27
"Nueces",0,0,21,64,2020-08-27
"Orange",0,0,8,1,2020-08-27
"Palo Pinto",0,0,1,4,2020-08-27
"Panola",0,0,4,0,2020-08-27
"Parker",0,0,0,12,2020-08-27
"Polk",0,0,1,0,2020-08-27
"Potter",0,0,5,4,2020-08-27
"Randall",0,0,7,7,2020-08-27
"Robertson",0,0,0,1,2020-08-27
"Rockwall",0,0,11,7,2020-08-27
"Rusk",0,0,0,3,2020-08-27
"San Jacinto",0,0,1,0,2020-08-27
"San Patricio",0,0,3,6,2020-08-27
"Scurry",0,0,1,0,2020-08-27
"Smith",1,0,14,24,2020-08-27
"Starr",0,0,2,4,2020-08-27
"Tarrant",0,2,65,146,2020-08-27
"Taylor",0,0,1,11,2020-08-27
"Terry",0,0,0,1,2020-08-27
"Titus",0,0,0,2,2020-08-27
"Tom Green",0,0,7,14,2020-08-27
"Travis",0,1,32,83,2020-08-27
"Tyler",0,0,1,1,2020-08-27
"Upshur",0,0,3,1,2020-08-27
"Val Verde",0,0,2,2,2020-08-27
"Van Zandt",0,0,0,1,2020-08-27
"Victoria",0,0,9,5,2020-08-27
"Walker",0,0,1,9,2020-08-27
"Waller",0,0,0,1,2020-08-27
"Washington",0,0,1,3,2020-08-27
"Webb",1,1,14,21,2020-08-27
"Wharton",0,0,4,9,2020-08-27
"Wichita",0,0,0,5,2020-08-27
"Wilbarger",0,0,0,2,2020-08-27
"Willacy",0,0,1,0,2020-08-27
"Williamson",0,0,16,44,2020-08-27
"Wilson",0,0,2,3,2020-08-27
"Wise",0,0,2,2,2020-08-27
"Wood",0,0,0,1,2020-08-27
"Young",0,0,1,0,2020-08-27
"Anderson",0,0,1,3,2020-08-26
"Andrews",0,0,0,1,2020-08-26
"Angelina",0,0,1,13,2020-08-26
"Aransas",0,0,3,0,2020-08-26
"Archer",0,0,0,1,2020-08-26
"Atascosa",0,0,12,3,2020-08-26
"Austin",0,0,0,1,2020-08-26
"Bandera",0,0,1,2,2020-08-26
"Bastrop",0,0,3,4,2020-08-26
"Bee",0,0,0,1,2020-08-26
"Bell",0,0,13,30,2020-08-26
"Bexar",0,1,133,172,2020-08-26
"Bowie",0,0,2,11,2020-08-26
"Brazoria",0,0,21,44,2020-08-26
"Brazos",0,0,10,33,2020-08-26
"Brown",0,0,3,2,2020-08-26
"Burnet",0,0,1,2,2020-08-26
"Caldwell",0,0,1,2,2020-08-26
"Calhoun",0,0,2,4,2020-08-26
"Callahan",0,0,0,1,2020-08-26
"Cameron",0,1,32,32,2020-08-26
"Camp",0,0,2,0,2020-08-26
"Cass",0,0,2,6,2020-08-26
"Chambers",0,0,0,2,2020-08-26
"Cherokee",0,0,1,1,2020-08-26
"Clay",0,0,0,1,2020-08-26
"Collin",0,3,44,76,2020-08-26
"Colorado",0,0,1,7,2020-08-26
"Comal",0,0,10,15,2020-08-26
"Cooke",0,0,2,0,2020-08-26
"Coryell",0,0,2,2,2020-08-26
"Dallam",0,0,1,1,2020-08-26
"Dallas",1,0,97,173,2020-08-26
"Deaf Smith",0,0,0,1,2020-08-26
"Denton",0,0,36,64,2020-08-26
"DeWitt",0,0,0,1,2020-08-26
"Dimmit",0,0,1,0,2020-08-26
"Ector",0,0,11,16,2020-08-26
"El Paso",0,0,18,39,2020-08-26
"Ellis",1,1,6,14,2020-08-26
"Erath",0,0,1,2,2020-08-26
"Fannin",0,0,0,1,2020-08-26
"Fayette",0,0,0,1,2020-08-26
"Fort Bend",0,0,40,101,2020-08-26
"Franklin",0,0,0,3,2020-08-26
"Freestone",0,0,0,1,2020-08-26
"Frio",0,0,0,1,2020-08-26
"Galveston",0,0,32,52,2020-08-26
"Gonzales",0,0,1,1,2020-08-26
"Gray",0,0,0,2,2020-08-26
"Grayson",0,0,0,3,2020-08-26
"Gregg",1,1,7,17,2020-08-26
"Grimes",0,0,0,5,2020-08-26
"Guadalupe",0,1,8,15,2020-08-26
"Hale",0,0,0,2,2020-08-26
"Hardin",0,0,3,3,2020-08-26
"Harris",0,0,203,446,2020-08-26
"Harrison",0,0,1,8,2020-08-26
"Hays",0,0,5,18,2020-08-26
"Henderson",0,0,2,6,2020-08-26
"Hidalgo",0,0,58,59,2020-08-26
"Hockley",0,0,0,1,2020-08-26
"Hood",0,0,2,5,2020-08-26
"Hopkins",0,0,1,5,2020-08-26
"Howard",0,0,3,2,2020-08-26
"Hunt",0,0,1,3,2020-08-26
"Jackson",0,0,3,4,2020-08-26
"Jasper",0,0,0,1,2020-08-26
"Jefferson",0,0,7,10,2020-08-26
"Jim Wells",0,0,3,2,2020-08-26
"Johnson",0,0,7,9,2020-08-26
"Kaufman",0,0,5,15,2020-08-26
"Kerr",0,0,0,1,2020-08-26
"Kleberg",0,0,0,1,2020-08-26
"Lamar",0,0,1,4,2020-08-26
"Lavaca",0,0,0,2,2020-08-26
"Lee",0,0,1,0,2020-08-26
"Liberty",0,0,2,6,2020-08-26
"Limestone",0,0,0,1,2020-08-26
"Lubbock",0,0,21,43,2020-08-26
"Martin",0,0,0,1,2020-08-26
"Matagorda",0,0,3,11,2020-08-26
"Maverick",0,0,2,5,2020-08-26
"McCulloch",0,0,0,1,2020-08-26
"McLennan",0,0,6,30,2020-08-26
"Medina",0,0,1,2,2020-08-26
"Midland",0,0,8,20,2020-08-26
"Montgomery",0,0,25,51,2020-08-26
"Morris",0,0,0,2,2020-08-26
"Nacogdoches",0,0,0,4,2020-08-26
"Navarro",0,0,3,4,2020-08-26
"Nueces",0,0,21,64,2020-08-26
"Orange",0,0,8,1,2020-08-26
"Palo Pinto",0,0,1,4,2020-08-26
"Panola",0,0,4,0,2020-08-26
"Parker",0,0,0,12,2020-08-26
"Polk",0,0,1,0,2020-08-26
"Potter",0,0,5,4,2020-08-26
"Randall",1,0,7,7,2020-08-26
"Robertson",0,0,0,1,2020-08-26
"Rockwall",0,0,11,7,2020-08-26
"Rusk",0,2,0,3,2020-08-26
"San Jacinto",0,0,1,0,2020-08-26
"San Patricio",0,0,3,6,2020-08-26
"Scurry",0,0,1,0,2020-08-26
"Smith",0,0,13,24,2020-08-26
"Starr",0,0,2,4,2020-08-26
"Tarrant",1,1,65,144,2020-08-26
"Taylor",0,0,1,11,2020-08-26
"Terry",0,0,0,1,2020-08-26
"Titus",0,0,0,2,2020-08-26
"Tom Green",0,0,7,14,2020-08-26
"Travis",1,0,32,82,2020-08-26
"Tyler",0,0,1,1,2020-08-26
"Upshur",0,0,3,1,2020-08-26
"Val Verde",0,0,2,2,2020-08-26
"Van Zandt",0,0,0,1,2020-08-26
"Victoria",0,0,9,5,2020-08-26
"Walker",0,0,1,9,2020-08-26
"Waller",0,0,0,1,2020-08-26
"Washington",0,0,1,3,2020-08-26
"Webb",0,0,13,20,2020-08-26
"Wharton",0,0,4,9,2020-08-26
"Wichita",0,0,0,5,2020-08-26
"Wilbarger",0,0,0,2,2020-08-26
"Willacy",0,0,1,0,2020-08-26
"Williamson",0,0,16,44,2020-08-26
"Wilson",0,0,2,3,2020-08-26
"Wise",0,0,2,2,2020-08-26
"Wood",0,0,0,1,2020-08-26
"Young",0,0,1,0,2020-08-26
"Anderson",0,0,1,3,2020-08-25
"Andrews",0,0,0,1,2020-08-25
"Angelina",0,1,1,13,2020-08-25
"Aransas",0,0,3,0,2020-08-25
"Archer",0,0,0,1,2020-08-25
"Atascosa",0,0,12,3,2020-08-25
"Austin",0,0,0,1,2020-08-25
"Bandera",0,0,1,2,2020-08-25
"Bastrop",0,0,3,4,2020-08-25
"Bee",0,0,0,1,2020-08-25
"Bell",0,0,13,30,2020-08-25
"Bexar",0,1,133,171,2020-08-25
"Bowie",0,0,2,11,2020-08-25
"Brazoria",0,0,21,44,2020-08-25
"Brazos",0,0,10,33,2020-08-25
"Brown",1,0,3,2,2020-08-25
"Burnet",0,0,1,2,2020-08-25
"Caldwell",0,0,1,2,2020-08-25
"Calhoun",0,0,2,4,2020-08-25
"Callahan",0,0,0,1,2020-08-25
"Cameron",1,0,32,31,2020-08-25
"Camp",0,0,2,0,2020-08-25
"Cass",0,0,2,6,2020-08-25
"Chambers",0,0,0,2,2020-08-25
"Cherokee",0,0,1,1,2020-08-25
"Clay",0,0,0,1,2020-08-25
"Collin",2,1,44,73,2020-08-25
"Colorado",0,0,1,7,2020-08-25
"Comal",0,0,10,15,2020-08-25
"Cooke",0,0,2,0,2020-08-25
"Coryell",0,0,2,2,2020-08-25
"Dallam",0,0,1,1,2020-08-25
"Dallas",1,1,96,173,2020-08-25
"Deaf Smith",0,0,0,1,2020-08-25
"Denton",0,0,36,64,2020-08-25
"DeWitt",0,0,0,1,2020-08-25
"Dimmit",0,0,1,0,2020-08-25
"Ector",0,0,11,16,2020-08-25
"El Paso",0,0,18,39,2020-08-25
"Ellis",0,0,5,13,2020-08-25
"Erath",0,0,1,2,2020-08-25
"Fannin",0,0,0,1,2020-08-25
"Fayette",0,0,0,1,2020-08-25
"Fort Bend",1,1,40,101,2020-08-25
"Franklin",0,0,0,3,2020-08-25
"Freestone",0,0,0,1,2020-08-25
"Frio",0,0,0,1,2020-08-25
"Galveston",1,0,32,52,2020-08-25
"Gonzales",0,0,1,1,2020-08-25
"Gray",0,0,0,2,2020-08-25
"Grayson",0,0,0,3,2020-08-25
"Gregg",0,0,6,16,2020-08-25
"Grimes",0,0,0,5,2020-08-25
"Guadalupe",0,0,8,14,2020-08-25
"Hale",0,0,0,2,2020-08-25
"Hardin",0,0,3,3,2020-08-25
"Harris",1,1,203,446,2020-08-25
"Harrison",0,0,1,8,2020-08-25
"Hays",0,0,5,18,2020-08-25
"Henderson",0,0,2,6,2020-08-25
"Hidalgo",0,0,58,59,2020-08-25
"Hockley",0,0,0,1,2020-08-25
"Hood",0,0,2,5,2020-08-25
"Hopkins",0,0,1,5,2020-08-25
"Howard",0,0,3,2,2020-08-25
"Hunt",0,0,1,3,2020-08-25
"Jackson",0,0,3,4,2020-08-25
"Jasper",0,0,0,1,2020-08-25
"Jefferson",0,0,7,10,2020-08-25
"Jim Wells",0,0,3,2,2020-08-25
"Johnson",0,0,7,9,2020-08-25
"Kaufman",0,0,5,15,2020-08-25
"Kerr",0,0,0,1,2020-08-25
"Kleberg",0,0,0,1,2020-08-25
"Lamar",0,0,1,4,2020-08-25
"Lavaca",0,0,0,2,2020-08-25
"Lee",0,0,1,0,2020-08-25
"Liberty",0,0,2,6,2020-08-25
"Limestone",0,0,0,1,2020-08-25
"Lubbock",0,0,21,43,2020-08-25
"Martin",0,0,0,1,2020-08-25
"Matagorda",0,0,3,11,2020-08-25
"Maverick",0,0,2,5,2020-08-25
"McCulloch",0,0,0,1,2020-08-25
"McLennan",0,1,6,30,2020-08-25
"Medina",0,0,1,2,2020-08-25
"Midland",0,0,8,20,2020-08-25
"Montgomery",0,0,25,51,2020-08-25
"Morris",0,1,0,2,2020-08-25
"Nacogdoches",0,0,0,4,2020-08-25
"Navarro",0,0,3,4,2020-08-25
"Nueces",0,0,21,64,2020-08-25
"Orange",0,0,8,1,2020-08-25
"Palo Pinto",0,0,1,4,2020-08-25
"Panola",0,0,4,0,2020-08-25
"Parker",0,0,0,12,2020-08-25
"Polk",0,0,1,0,2020-08-25
