"County Number","County Name","All Intersecting School Districts ->"
036,CHAMBERS,Anahuac ISD,Barbers Hill ISD,Clear Creek ISD,Crosby ISD,Dayton ISD,Devers ISD,Dickinson ISD,East Chambers ISD,Galveston ISD,Goose Creek Consolidated ISD,Hamshire-Fannett ISD,Hardin-Jefferson ISD,High Island ISD,La Porte ISD,Liberty ISD,Sabine Pass ISD
037,CHEROKEE,Alto ISD,Brownsboro ISD,Bullard ISD,Carlisle ISD,Central ISD,Cushing ISD,Douglass ISD,Frankston ISD,Grapeland ISD,Henderson ISD,Jacksonville ISD,Kennard ISD,Nacogdoches ISD,Neches ISD,New Summerfield ISD,Palestine ISD,Rusk ISD,Slocum ISD,Troup ISD,Wells ISD,Whitehouse ISD
038,CHILDRESS,Childress ISD,Memphis ISD,Paducah ISD,Quanah ISD,Wellington ISD
039,CLAY,Archer City ISD,Bellevue ISD,Bowie ISD,Burkburnett ISD,Gold-Burg ISD,Henrietta ISD,Jacksboro ISD,Midway ISD (Clay),Petrolia Cons ISD,Wichita Falls ISD,Windthorst ISD
040,COCHRAN,Brownfield ISD,Levelland ISD,Morton ISD,Plains ISD,Sudan ISD,Sundown ISD,Whiteface Cons ISD
041,COKE,Blackwell Cons ISD,Bronte ISD,Colorado ISD,Grape Creek ISD,Highland ISD,Miles ISD,Robert Lee ISD,Sterling City ISD,Water Valley ISD,Winters ISD
042,COLEMAN,Baird ISD,Ballinger ISD,Bangs ISD,Brady ISD,Brookesmith ISD,Clyde Cons ISD,Coleman ISD,Cross Plains ISD,Jim Ned Cons ISD,Lohn ISD,Paint Rock ISD,Panther Creek Cons ISD,Rochelle ISD,Santa Anna ISD
043,COLLIN,Allen ISD,Anna ISD,Bland ISD,Blue Ridge ISD,Caddo Mills ISD,Carrollton-Farmers Branch ISD,Celeste ISD,Celina ISD,Community ISD,Dallas ISD,Farmersville ISD,Frisco ISD,Garland ISD,Gunter ISD,Leonard ISD,Lewisville ISD,Lovejoy ISD,McKinney ISD,Melissa ISD,Pilot Point ISD,Plano ISD,Princeton ISD,Prosper ISD,Richardson ISD,Rockwall ISD,Royse City ISD,Trenton ISD,Van Alstyne ISD,Whitewright ISD,Wylie ISD (Collin)
044,COLLINGSWORTH,Hedley ISD,McLean ISD,Memphis ISD,Shamrock ISD,Wellington ISD
045,COLORADO,Bellville ISD,Brazos ISD,Columbus ISD,East Bernard ISD,El Campo ISD,Fayetteville ISD,Hallettsville ISD,La Grange ISD,Rice Cons ISD,Schulenburg ISD,Sealy ISD,Weimar ISD
046,COMAL,Blanco ISD,Boerne ISD,Comal ISD,Judson ISD,Navarro ISD,New Braunfels ISD,San Marcos Cons ISD,Schertz-Cibolo-Universal City ISD,Wimberley ISD
047,COMANCHE,Blanket ISD,Comanche ISD,De Leon ISD,Dublin ISD,Gorman ISD,Gustine ISD,Hamilton ISD,Hico ISD,Lingleville ISD,May ISD,Mullin ISD,Priddy ISD,Rising Star ISD,Sidney ISD,Zephyr ISD
048,CONCHO,Ballinger ISD,Brady ISD,Eden Cons ISD,Menard ISD,Miles ISD,Olfen ISD,Paint Rock ISD,Panther Creek Cons ISD,Schleicher ISD,Veribest ISD,Wall ISD
049,COOKE,Callisburg ISD,Collinsville ISD,Era ISD,Forestburg ISD,Gainesville ISD,Lindsay ISD,Muenster ISD,Pilot Point ISD,Saint Jo ISD,Sanger ISD,Sivells Bend ISD,Slidell ISD,Tioga ISD,Valley View ISD (Cooke),Walnut Bend ISD,Whitesboro ISD
050,CORYELL,Belton ISD,Clifton ISD,Copperas Cove ISD,Cranfills Gap ISD,Crawford ISD,Evant ISD,Gatesville ISD,Jonesboro ISD,Killeen ISD,Lampasas ISD,McGregor ISD,Moody ISD,Oglesby ISD,Valley Mills ISD
051,COTTLE,Childress ISD,Crowell ISD,Guthrie CSD,Memphis ISD,Motley County ISD,Paducah ISD,Patton Springs ISD,Quanah ISD
052,CRANE,Buena Vista ISD,Crane ISD,Crockett County Cons CSD,Ector County ISD,Grandfalls-Royalty ISD,Iraan-Sheffield ISD,McCamey ISD,Monahans-Wickett-Pyote ISD,Rankin ISD
053,CROCKETT,Comstock ISD,Crane ISD,Crockett County Cons CSD,Iraan-Sheffield ISD,Irion County ISD,McCamey ISD,Rankin ISD,Reagan County ISD,Schleicher ISD,Sonora ISD,Terrell County ISD
054,CROSBY,Crosbyton Cons ISD,Floydada ISD,Lorenzo ISD,Motley County ISD,Petersburg ISD,Post ISD,Ralls ISD,Roosevelt ISD,Slaton ISD,Southland ISD,Spur ISD
055,CULBERSON,Balmorhea ISD,Culberson County-Allamore ISD,Dell City ISD,Fort Davis ISD,Pecos-Barstow-Toyah ISD,Valentine ISD
056,DALLAM,Channing ISD,Dalhart ISD,Dumas ISD,Hartley ISD,Stratford ISD,Texline ISD
057,DALLAS,Arlington ISD,Carrollton-Farmers Branch ISD,Cedar Hill ISD,Coppell ISD,Crandall ISD,Dallas ISD,DeSoto ISD,Duncanville ISD,Ferris ISD,Forney ISD,Garland ISD,Grand Prairie ISD,Grapevine-Colleyville ISD,Highland Park ISD (Dallas),Hurst-Euless-Bedford ISD,Irving ISD,Lancaster ISD,Lewisville ISD,Mansfield ISD,Mesquite ISD,Midlothian ISD,Plano ISD,Red Oak ISD,Richardson ISD,Rockwall ISD,Sunnyvale ISD,Wylie ISD (Collin)
058,DAWSON,Borden County ISD,Dawson ISD (Dawson),Klondike ISD,Lamesa ISD,Loop ISD,O'Donnell ISD,Sands Consolidated ISD,Seminole ISD,Wellman-Union Cons ISD
059,DEAF SMITH,Adrian ISD,Bushland ISD,Canyon ISD,Dimmitt ISD,Friona ISD,Hereford ISD,Vega ISD,Walcott ISD,Wildorado ISD
060,DELTA,Chisum ISD,Commerce ISD,Cooper ISD,Cumby ISD,Fannindel ISD,North Hopkins ISD,Prairiland ISD,Roxton ISD,Sulphur Bluff ISD
061,DENTON,Argyle ISD,Aubrey ISD,Carroll ISD,Carrollton-Farmers Branch ISD,Celina ISD,Coppell ISD,Dallas ISD,Decatur ISD,Denton ISD,Era ISD,Frisco ISD,Grapevine-Colleyville ISD,Keller ISD,Krum ISD,Lake Dallas ISD,Lewisville ISD,Little Elm ISD,Northwest ISD,Pilot Point ISD,Ponder ISD,Prosper ISD,Sanger ISD,Slidell ISD,Tioga ISD,Valley View ISD (Cooke)
062,DE WITT,Cuero ISD,Ezzell ISD,Goliad ISD,Gonzales ISD,Karnes City ISD,Meyersville ISD,Nixon-Smiley Cons ISD,Nordheim ISD,Nursery ISD,Runge ISD,Shiner ISD,Victoria ISD,Westhoff ISD,Yoakum ISD,Yorktown ISD
063,DICKENS,Aspermont ISD,Crosbyton Cons ISD,Floydada ISD,Guthrie CSD,Jayton-Girard ISD,Motley County ISD,Paducah ISD,Patton Springs ISD,Spur ISD
064,DIMMIT,Carrizo Springs Cons ISD,Cotulla ISD,Crystal City ISD,Dilley ISD,Eagle Pass ISD,United ISD
065,DONLEY,Clarendon ISD,Claude ISD,Groom ISD,Hedley ISD,McLean ISD,Memphis ISD,Wellington ISD
066,DUVAL,Alice ISD,Ben Bolt-Palito Blanco ISD,Benavides ISD,Brooks County ISD,Cotulla ISD,Freer ISD,George West ISD,Jim Hogg County ISD,La Gloria ISD,McMullen County ISD,Premont ISD,Ramirez CSD,San Diego ISD,United ISD,Webb Cons ISD
067,EASTLAND,Baird ISD,Breckenridge ISD,Cisco ISD,Cross Plains ISD,De Leon ISD,Eastland ISD,Gorman ISD,Huckabay ISD,Lingleville ISD,May ISD,Moran ISD,Ranger ISD,Rising Star ISD,Strawn ISD
068,ECTOR,Andrews ISD,Crane ISD,Ector County ISD,Kermit ISD,Midland ISD,Monahans-Wickett-Pyote ISD,Rankin ISD,Wink-Loving ISD
069,EDWARDS,Brackett ISD,Divide ISD,Junction ISD,Leakey ISD,Nueces Canyon Cons ISD,Rocksprings ISD,San Felipe-Del Rio Cons ISD,Sonora ISD
070,ELLIS,Avalon ISD,Blooming Grove ISD,Bynum ISD,Cedar Hill ISD,Crandall ISD,Dallas ISD,DeSoto ISD,Ennis ISD,Ferris ISD,Frost ISD,Grandview ISD,Italy ISD,Itasca ISD,Kemp ISD,Lancaster ISD,Mansfield ISD,Maypearl ISD,Midlothian ISD,Milford ISD,Palmer ISD,Red Oak ISD,Rice ISD,Scurry-Rosser ISD,Venus ISD,Waxahachie ISD
071,EL PASO,Anthony ISD,Canutillo ISD,Clint ISD,El Paso ISD,Fabens ISD,Fort Hancock ISD,San Elizario ISD,Socorro ISD,Tornillo ISD,Ysleta ISD
072,ERATH,Bluff Dale ISD,Comanche ISD,De Leon ISD,Dublin ISD,Glen Rose ISD,Gordon ISD,Hico ISD,Huckabay ISD,Iredell ISD,Lingleville ISD,Lipan ISD,Morgan Mill ISD,Ranger ISD,Santo ISD,Stephenville ISD,Strawn ISD,Three Way ISD,Tolar ISD
073,FALLS,Bremond ISD,Bruceville-Eddy ISD,Cameron ISD,Chilton ISD,Groesbeck ISD,Lorena ISD,Marlin ISD,Mart ISD,Riesel ISD,Robinson ISD,Rogers ISD,Rosebud-Lott ISD,Troy ISD,Westphalia ISD
074,FANNIN,Bells ISD,Blue Ridge ISD,Bonham ISD,Celeste ISD,Chisum ISD,Denison ISD,Dodd City ISD,Ector ISD,Fannindel ISD,Honey Grove ISD,Leonard ISD,North Lamar ISD,Roxton ISD,Sam Rayburn ISD,Savoy ISD,Trenton ISD,Whitewright ISD,Wolfe City ISD
075,FAYETTE,Bellville ISD,Burton ISD,Columbus ISD,Fayetteville ISD,Flatonia ISD,Giddings ISD,Hallettsville ISD,La Grange ISD,Moulton ISD,Round Top-Carmine ISD,Schulenburg ISD,Smithville ISD,Waelder ISD,Weimar ISD
076,FISHER,Aspermont ISD,Hamlin ISD,Hermleigh ISD,Jayton-Girard ISD,Merkel ISD,Roby Cons ISD,Roscoe Collegiate ISD,Rotan ISD,Snyder ISD,Sweetwater ISD,Trent ISD
077,FLOYD,Crosbyton Cons ISD,Floydada ISD,Kress ISD,Lockney ISD,Lorenzo ISD,Motley County ISD,Petersburg ISD,Plainview ISD,Ralls ISD,Silverton ISD,Spur ISD,Turkey-Quitaque ISD
078,FOARD,Benjamin ISD,Childress ISD,Chillicothe ISD,Crowell ISD,Paducah ISD,Quanah ISD,Seymour ISD,Vernon ISD
079,FORT BEND,Alief ISD,Alvin ISD,Angleton ISD,Boling ISD,Brazos ISD,Columbia-Brazoria ISD,Damon ISD,East Bernard ISD,Fort Bend ISD,Houston ISD,Katy ISD,Lamar Cons ISD,Needville ISD,Royal ISD,Sealy ISD,Stafford MSD
080,FRANKLIN,Como-Pickton Cons ISD,Cooper ISD,Mount Pleasant ISD,Mount Vernon ISD,Pittsburg ISD,Prairiland ISD,Rivercrest ISD,Saltillo ISD,Sulphur Bluff ISD,Winfield ISD,Winnsboro ISD
081,FREESTONE,Buffalo ISD,Cayuga ISD,Corsicana ISD,Cross Roads ISD,Dew ISD,Fairfield ISD,Groesbeck ISD,Kerens ISD,Leon ISD,Mexia ISD,Oakwood ISD,Teague ISD,Westwood ISD,Wortham ISD
082,FRIO,Carrizo Springs Cons ISD,Charlotte ISD,Cotulla ISD,Crystal City ISD,D'Hanis ISD,Devine ISD,Dilley ISD,Hondo ISD,Pearsall ISD,Poteet ISD,Sabinal ISD,Uvalde Cons ISD
083,GAINES,Andrews ISD,Dawson ISD (Dawson),Denver City ISD,Klondike ISD,Loop ISD,Seagraves ISD,Seminole ISD,Wellman-Union Cons ISD
084,GALVESTON,Alvin ISD,Anahuac ISD,Angleton ISD,Barbers Hill ISD,Brazosport ISD,Clear Creek ISD,Dickinson ISD,East Chambers ISD,Friendswood ISD,Galveston ISD,High Island ISD,Hitchcock ISD,Pearland ISD,Santa Fe ISD,Texas City ISD
085,GARZA,Borden County ISD,Crosbyton Cons ISD,Jayton-Girard ISD,Lorenzo ISD,O'Donnell ISD,Post ISD,Ralls ISD,Snyder ISD,Southland ISD,Spur ISD,Tahoka ISD
086,GILLESPIE,Blanco ISD,Comfort ISD,Doss Cons CSD,Fredericksburg ISD,Harper ISD,Ingram ISD,Johnson City ISD,Llano ISD,Mason ISD
087,GLASSCOCK,Forsan ISD,Glasscock ISD,Greenwood ISD,Midland ISD,Reagan County ISD,Stanton ISD,Sterling City ISD
088,GOLIAD,Beeville ISD,Goliad ISD,Meyersville ISD,Nordheim ISD,Pettus ISD,Refugio ISD,Runge ISD,Victoria ISD,Yorktown ISD
089,GONZALES,Cuero ISD,Flatonia ISD,Gonzales ISD,Karnes City ISD,Luling ISD,Moulton ISD,Nixon-Smiley Cons ISD,Seguin ISD,Shiner ISD,Waelder ISD,Westhoff ISD,Yoakum ISD,Yorktown ISD
090,GRAY,Clarendon ISD,Fort Elliott Cons ISD,Grandview-Hopkins ISD,Groom ISD,Hedley ISD,Lefors ISD,McLean ISD,Miami ISD,Pampa ISD,Wheeler ISD,White Deer ISD
091,GRAYSON,Anna ISD,Bells ISD,Callisburg ISD,Celina ISD,Collinsville ISD,Denison ISD,Gunter ISD,Howe ISD,Pilot Point ISD,Pottsboro ISD,S and S Cons ISD,Savoy ISD,Sherman ISD,Tioga ISD,Tom Bean ISD,Trenton ISD,Van Alstyne ISD,Whitesboro ISD,Whitewright ISD
092,GREGG,Big Sandy ISD (Upshur),Chapel Hill ISD (Smith),Gilmer ISD,Gladewater ISD,Hallsville ISD,Kilgore ISD,Leveretts Chapel ISD,Longview ISD,New Diana ISD,Overton ISD,Pine Tree ISD,Sabine ISD,Spring Hill ISD,Tatum ISD,Union Grove ISD,White Oak ISD
093,GRIMES,Anderson-Shiro Cons ISD,Brenham ISD,Bryan ISD,College Station ISD,Hempstead ISD,Huntsville ISD,Iola ISD,Madisonville Cons ISD,Magnolia ISD,Montgomery ISD,Navasota ISD,North Zulch ISD,Richards ISD,Waller ISD
094,GUADALUPE,Comal ISD,East Central ISD,Gonzales ISD,Judson ISD,La Vernia ISD,Luling ISD,Marion ISD,Navarro ISD,New Braunfels ISD,Nixon-Smiley Cons ISD,Prairie Lea ISD,San Marcos Cons ISD,Schertz-Cibolo-Universal City ISD,Seguin ISD,Stockdale ISD
095,HALE,Abernathy ISD,Anton ISD,Cotton Center ISD,Floydada ISD,Hale Center ISD,Hart ISD,Idalou ISD,Kress ISD,Lockney ISD,Lorenzo ISD,New Deal ISD,Olton ISD,Petersburg ISD,Plainview ISD
096,HALL,Childress ISD,Clarendon ISD,Hedley ISD,Memphis ISD,Motley County ISD,Paducah ISD,Turkey-Quitaque ISD,Wellington ISD
097,HAMILTON,Cranfills Gap ISD,Evant ISD,Goldthwaite Cons ISD,Gustine ISD,Hamilton ISD,Hico ISD,Iredell ISD,Jonesboro ISD,Priddy ISD
098,HANSFORD,Gruver ISD,Miami ISD,Perryton ISD,Pringle-Morse Cons ISD,Spearman ISD,Sunray ISD,Texhoma ISD
099,HARDEMAN,Childress ISD,Chillicothe ISD,Crowell ISD,Quanah ISD,Vernon ISD
100,HARDIN,Beaumont ISD,Big Sandy ISD (Polk),Buna ISD,Devers ISD,Evadale ISD,Hardin-Jefferson ISD,Hardin ISD,Hull-Daisetta ISD,Kountze ISD,Lumberton ISD,Silsbee ISD,Vidor ISD,Warren ISD,West Hardin County Cons ISD
101,HARRIS,Aldine ISD,Alief ISD,Alvin ISD,Barbers Hill ISD,Channelview ISD,Clear Creek ISD,Cleveland ISD,Conroe ISD,Crosby ISD,Cypress-Fairbanks ISD,Dayton ISD,Deer Park ISD,Fort Bend ISD,Friendswood ISD,Galena Park ISD,Goose Creek Consolidated ISD,Houston ISD,Huffman ISD,Humble ISD,Katy ISD,Klein ISD,La Porte ISD,Magnolia ISD,New Caney ISD,Pasadena ISD,Pearland ISD,Royal ISD,Sheldon ISD,Spring Branch ISD,Spring ISD,Stafford MSD,Tomball ISD,Waller ISD
102,HARRISON,Beckville ISD,Carthage ISD,Elysian Fields ISD,Hallsville ISD,Harleton ISD,Jefferson ISD,Karnack ISD,Longview ISD,Marshall ISD,New Diana ISD,Ore City ISD,Tatum ISD,Waskom ISD
103,HARTLEY,Channing ISD,Dalhart ISD,Dumas ISD,Hartley ISD,Stratford ISD,Texline ISD
104,HASKELL,Aspermont ISD,Guthrie CSD,Hamlin ISD,Haskell Cons ISD,Knox City-O'Brien Cons ISD,Lueders-Avoca ISD,Munday Cons ISD,Paint Creek ISD,Rule ISD,Seymour ISD,Stamford ISD,Throckmorton ISD
105,HAYS,Austin ISD,Blanco ISD,Comal ISD,Del Valle ISD,Dripping Springs ISD,Hays Cons ISD,Johnson City ISD,Lake Travis ISD,Lockhart ISD,Navarro ISD,San Marcos Cons ISD,Wimberley ISD
106,HEMPHILL,Booker ISD,Canadian ISD,Fort Elliott Cons ISD,Higgins ISD,Miami ISD
107,HENDERSON,Athens ISD,Brownsboro ISD,Bullard ISD,Canton ISD,Cayuga ISD,Corsicana ISD,Cross Roads ISD,Ennis ISD,Eustace ISD,Frankston ISD,Kemp ISD,Kerens ISD,Lapoynor ISD,Mabank ISD,Malakoff ISD,Martins Mill ISD,Murchison ISD,Trinidad ISD,Tyler ISD,Van ISD
108,HIDALGO,Brooks County ISD,Donna ISD,Edcouch-Elsa ISD,Edinburg Cons ISD,Hidalgo ISD,Kenedy County-Wide CSD,La Feria ISD,La Joya ISD,La Villa ISD,Lasara ISD,Lyford Cons ISD,McAllen ISD,Mercedes ISD,Mission Cons ISD,Monte Alto ISD,Pharr-San Juan-Alamo ISD,Progreso ISD,Raymondville ISD,Rio Grande City Cons ISD,San Isidro ISD,Santa Maria ISD,Santa Rosa ISD,Sharyland ISD,Valley View ISD (Hidalgo),Weslaco ISD
109,HILL,Abbott ISD,Aquilla ISD,Axtell ISD,Blum ISD,Bynum ISD,China Spring ISD,Clifton ISD,Coolidge ISD,Covington ISD,Dawson ISD (Navarro),Frost ISD,Gholson ISD,Grandview ISD,Hillsboro ISD,Hubbard ISD (Hill),Itasca ISD,Kopperl ISD,Malone ISD,Maypearl ISD,Meridian ISD,Milford ISD,Morgan ISD,Mount Calm ISD,Penelope ISD,Rio Vista ISD,Valley Mills ISD,West ISD,Whitney ISD
110,HOCKLEY,Abernathy ISD,Anton ISD,Brownfield ISD,Frenship ISD,Levelland ISD,Littlefield ISD,Meadow ISD,New Home ISD,Plains ISD,Ropes ISD,Shallowater ISD,Smyer ISD,Sudan ISD,Sundown ISD,Whiteface Cons ISD,Whitharral ISD
111,HOOD,Aledo ISD,Bluff Dale ISD,Brock ISD,Cleburne ISD,Glen Rose ISD,Godley ISD,Granbury ISD,Lipan ISD,Three Way ISD,Tolar ISD,Weatherford ISD
112,HOPKINS,Commerce ISD,Como-Pickton Cons ISD,Cooper ISD,Cumby ISD,Lone Oak ISD,Miller Grove ISD,Mount Vernon ISD,North Hopkins ISD,Quitman ISD,Rains ISD,Saltillo ISD,Sulphur Bluff ISD,Sulphur Springs ISD,Winnsboro ISD,Yantis ISD
