"County","TPR_CPR","Tests","Date"
"Anderson",0.359,313,2021-12-24
"Andrews",0.235,32,2021-12-24
"Angelina",0.127,374,2021-12-24
"Aransas",0.064,197,2021-12-24
"Archer",0.214,96,2021-12-24
"Armstrong",0,14,2021-12-24
"Atascosa",0.149,718,2021-12-24
"Austin",0.161,396,2021-12-24
"Bailey",0.077,23,2021-12-24
"Bandera",0.102,217,2021-12-24
"Bastrop",0.152,981,2021-12-24
"Baylor",0,24,2021-12-24
"Bee",0.064,296,2021-12-24
"Bell",0.123,3966,2021-12-24
"Bexar",0.13,66164,2021-12-24
"Blanco",0.137,200,2021-12-24
"Borden",0.333,4,2021-12-24
"Bosque",0.175,143,2021-12-24
"Bowie",0.13,527,2021-12-24
"Brazoria",0.274,8796,2021-12-24
"Brazos",0.164,4727,2021-12-24
"Brewster",0,21,2021-12-24
"Briscoe",0,13,2021-12-24
"Brooks",0.13,23,2021-12-24
"Brown",0.169,99,2021-12-24
"Burleson",0.113,274,2021-12-24
"Burnet",0.085,564,2021-12-24
"Caldwell",0.148,932,2021-12-24
"Calhoun",0.042,180,2021-12-24
"Callahan",0.172,83,2021-12-24
"Cameron",0.071,3990,2021-12-24
"Camp",0.172,119,2021-12-24
"Carson",0.25,48,2021-12-24
"Cass",0.22,181,2021-12-24
"Castro",0.109,248,2021-12-24
"Chambers",0.219,943,2021-12-24
"Cherokee",0.133,226,2021-12-24
"Childress",0.23,179,2021-12-24
"Clay",0.146,61,2021-12-24
"Cochran",0.095,42,2021-12-24
"Coke",0.6,18,2021-12-24
"Coleman",0.125,37,2021-12-24
"Collin",0.133,19064,2021-12-24
"Collingsworth",0.12,34,2021-12-24
"Colorado",0.167,157,2021-12-24
"Comal",0.132,2397,2021-12-24
"Comanche",0.077,93,2021-12-24
"Concho",0.4,66,2021-12-24
"Cooke",0.111,309,2021-12-24
"Coryell",0.06,697,2021-12-24
"Cottle",0.15,23,2021-12-24
"Crane",0.3,21,2021-12-24
"Crockett",0,6,2021-12-24
"Crosby",0.087,41,2021-12-24
"Culberson",0.235,31,2021-12-24
"Dallam",0.024,88,2021-12-24
"Dallas",0.169,42185,2021-12-24
"Dawson",0.07,105,2021-12-24
"Deaf Smith",0.151,78,2021-12-24
"Delta",0.226,47,2021-12-24
"Denton",0.13,14080,2021-12-24
"DeWitt",0.243,73,2021-12-24
"Dickens",0.333,4,2021-12-24
"Dimmit",0.058,606,2021-12-24
"Donley",0.167,43,2021-12-24
"Duval",0.035,93,2021-12-24
"Eastland",0.258,62,2021-12-24
"Ector",0.178,1232,2021-12-24
"Edwards",0.182,17,2021-12-24
"El Paso",0.124,12404,2021-12-24
"Ellis",0.202,1993,2021-12-24
"Erath",0.039,341,2021-12-24
"Falls",0.217,98,2021-12-24
"Fannin",0.044,384,2021-12-24
"Fayette",0.119,197,2021-12-24
"Fisher",0.25,10,2021-12-24
"Floyd",0.138,97,2021-12-24
"Foard",0,1,2021-12-24
"Fort Bend",0.241,23415,2021-12-24
"Franklin",0.157,59,2021-12-24
"Freestone",0.112,211,2021-12-24
"Frio",0.022,342,2021-12-24
"Gaines",0.109,66,2021-12-24
"Galveston",0.22,7793,2021-12-24
"Garza",0.012,83,2021-12-24
"Gillespie",0.141,224,2021-12-24
"Glasscock",1,4,2021-12-24
"Goliad",0.143,47,2021-12-24
"Gonzales",0.14,90,2021-12-24
"Gray",0.292,334,2021-12-24
"Grayson",0.12,1344,2021-12-24
"Gregg",0.085,539,2021-12-24
"Grimes",0.233,429,2021-12-24
"Guadalupe",0.155,1487,2021-12-24
"Hale",0.136,682,2021-12-24
"Hall",0.149,80,2021-12-24
"Hamilton",0.093,139,2021-12-24
"Hansford",0.333,21,2021-12-24
"Hardeman",0.038,28,2021-12-24
"Hardin",0.11,376,2021-12-24
"Harris",0.239,137159,2021-12-24
"Harrison",0.168,233,2021-12-24
"Hartley",0,2,2021-12-24
"Haskell",0.333,15,2021-12-24
"Hays",0.168,4658,2021-12-24
"Hemphill",0.167,15,2021-12-24
"Henderson",0.157,599,2021-12-24
"Hidalgo",0.11,6900,2021-12-24
"Hill",0.076,234,2021-12-24
"Hockley",0.11,500,2021-12-24
"Hood",0.136,774,2021-12-24
"Hopkins",0.077,175,2021-12-24
"Houston",0.226,85,2021-12-24
"Howard",0.157,81,2021-12-24
"Hudspeth",0,60,2021-12-24
"Hunt",0.123,728,2021-12-24
"Hutchinson",0.319,216,2021-12-24
"Irion",0.115,45,2021-12-24
"Jack",0.041,59,2021-12-24
"Jackson",0.079,59,2021-12-24
"Jasper",0.105,176,2021-12-24
"Jeff Davis",0,10,2021-12-24
"Jefferson",0.183,1845,2021-12-24
"Jim Hogg",0,15,2021-12-24
"Jim Wells",0.036,977,2021-12-24
"Johnson",0.143,1937,2021-12-24
"Jones",0.059,51,2021-12-24
"Karnes",0.14,78,2021-12-24
"Kaufman",0.165,1694,2021-12-24
"Kendall",0.094,437,2021-12-24
"Kenedy",0,0,2021-12-24
"Kent",0,4,2021-12-24
"Kerr",0.048,222,2021-12-24
"Kimble",0,9,2021-12-24
"King",0.2,3,2021-12-24
"Kinney",0,18,2021-12-24
"Kleberg",0.086,112,2021-12-24
"Knox",0.571,12,2021-12-24
"La Salle",0.087,27,2021-12-24
"Lamar",0.138,241,2021-12-24
"Lamb",0.203,137,2021-12-24
"Lampasas",0.098,269,2021-12-24
"Lavaca",0.102,122,2021-12-24
"Lee",0.057,110,2021-12-24
"Leon",0.167,149,2021-12-24
"Liberty",0.138,876,2021-12-24
"Limestone",0.282,259,2021-12-24
"Lipscomb",0.75,8,2021-12-24
"Live Oak",0,82,2021-12-24
"Llano",0.1,197,2021-12-24
"Loving",0.091,25,2021-12-24
"Lubbock",0.157,3983,2021-12-24
"Lynn",0.207,54,2021-12-24
"Madison",0.2,114,2021-12-24
"Marion",0.176,34,2021-12-24
"Martin",0.19,85,2021-12-24
"Mason",0.077,15,2021-12-24
"Matagorda",0.227,351,2021-12-24
"Maverick",0.133,684,2021-12-24
"McCulloch",0.057,53,2021-12-24
"McLennan",0.125,2390,2021-12-24
"McMullen",0,6,2021-12-24
"Medina",0.1,465,2021-12-24
"Menard",0,1,2021-12-24
"Midland",0.113,951,2021-12-24
"Milam",0.12,169,2021-12-24
"Mills",0.036,124,2021-12-24
"Mitchell",0.125,88,2021-12-24
"Montague",0.18,161,2021-12-24
"Montgomery",0.194,12082,2021-12-24
"Moore",0.065,95,2021-12-24
"Morris",0.079,63,2021-12-24
"Motley",0,6,2021-12-24
"Nacogdoches",0.116,555,2021-12-24
"Navarro",0.155,228,2021-12-24
"Newton",0.059,71,2021-12-24
"Nolan",0.091,28,2021-12-24
"Nueces",0.111,2297,2021-12-24
"Ochiltree",0.474,23,2021-12-24
"Oldham",0.125,16,2021-12-24
"Orange",0.084,400,2021-12-24
"Palo Pinto",0.101,350,2021-12-24
"Panola",0.178,86,2021-12-24
"Parker",0.14,2152,2021-12-24
"Parmer",0.167,29,2021-12-24
"Pecos",0.444,21,2021-12-24
"Polk",0.096,370,2021-12-24
"Potter",0.143,1764,2021-12-24
"Presidio",0.35,15,2021-12-24
"Rains",0,57,2021-12-24
"Randall",0.093,1233,2021-12-24
"Reagan",0,5,2021-12-24
"Real",0.136,15,2021-12-24
"Red River",0.189,68,2021-12-24
"Reeves",0.367,108,2021-12-24
"Refugio",0.037,69,2021-12-24
"Roberts",0,5,2021-12-24
"Robertson",0.105,167,2021-12-24
"Rockwall",0.139,1100,2021-12-24
"Runnels",0.028,47,2021-12-24
"Rusk",0.188,144,2021-12-24
