"County","TPR_CPR","Tests","Date"
"Anderson",0.037,1047,2021-03-27
"Andrews",0.034,38,2021-03-27
"Angelina",0.057,756,2021-03-27
"Aransas",0.211,149,2021-03-27
"Archer",0.125,26,2021-03-27
"Armstrong",0,7,2021-03-27
"Atascosa",0.045,482,2021-03-27
"Austin",0.16,303,2021-03-27
"Bailey",0.043,20,2021-03-27
"Bandera",0.075,145,2021-03-27
"Bastrop",0.079,877,2021-03-27
"Baylor",0,5,2021-03-27
"Bee",0.011,526,2021-03-27
"Bell",0.038,4552,2021-03-27
"Bexar",0.023,26652,2021-03-27
"Blanco",0.012,101,2021-03-27
"Borden",0,0,2021-03-27
"Bosque",0.033,171,2021-03-27
"Bowie",0.049,693,2021-03-27
"Brazoria",0.083,5474,2021-03-27
"Brazos",0.075,4701,2021-03-27
"Brewster",0.077,28,2021-03-27
"Briscoe",0,9,2021-03-27
"Brooks",0.003,162,2021-03-27
"Brown",0.033,124,2021-03-27
"Burleson",0.095,360,2021-03-27
"Burnet",0.043,744,2021-03-27
"Caldwell",0.094,644,2021-03-27
"Calhoun",0.067,137,2021-03-27
"Callahan",0.025,31,2021-03-27
"Cameron",0.084,4180,2021-03-27
"Camp",0.038,67,2021-03-27
"Carson",0.048,22,2021-03-27
"Cass",0.023,133,2021-03-27
"Castro",0,36,2021-03-27
"Chambers",0.08,405,2021-03-27
"Cherokee",0.018,458,2021-03-27
"Childress",0.035,20,2021-03-27
"Clay",0.034,34,2021-03-27
"Cochran",0.125,7,2021-03-27
"Coke",0,10,2021-03-27
"Coleman",0,10,2021-03-27
"Collin",0.042,11330,2021-03-27
"Collingsworth",0.293,18,2021-03-27
"Colorado",0.083,167,2021-03-27
"Comal",0.044,1677,2021-03-27
"Comanche",0,78,2021-03-27
"Concho",0,63,2021-03-27
"Cooke",0.068,257,2021-03-27
"Coryell",0.023,1329,2021-03-27
"Cottle",0,4,2021-03-27
"Crane",0,11,2021-03-27
"Crockett",0,5,2021-03-27
"Crosby",0,22,2021-03-27
"Culberson",0.143,4,2021-03-27
"Dallam",0,14,2021-03-27
"Dallas",0.042,31183,2021-03-27
"Dawson",0,84,2021-03-27
"Deaf Smith",0.111,50,2021-03-27
"Delta",0.125,24,2021-03-27
"Denton",0.043,9956,2021-03-27
"DeWitt",0.014,78,2021-03-27
"Dickens",0,3,2021-03-27
"Dimmit",0.137,692,2021-03-27
"Donley",0.182,11,2021-03-27
"Duval",0.018,123,2021-03-27
"Eastland",0,56,2021-03-27
"Ector",0.066,610,2021-03-27
"Edwards",0,4,2021-03-27
"El Paso",0.083,11685,2021-03-27
"Ellis",0.036,1757,2021-03-27
"Erath",0.034,372,2021-03-27
"Falls",0.052,135,2021-03-27
"Fannin",0.02,254,2021-03-27
"Fayette",0.119,276,2021-03-27
"Fisher",0.143,10,2021-03-27
"Floyd",0,33,2021-03-27
"Foard",0,0,2021-03-27
"Fort Bend",0.073,11398,2021-03-27
"Franklin",0.027,45,2021-03-27
"Freestone",0.01,109,2021-03-27
"Frio",0.028,215,2021-03-27
"Gaines",0,40,2021-03-27
"Galveston",0.084,5146,2021-03-27
"Garza",0.025,44,2021-03-27
