"County","TPR_CPR","Tests","Date"
"Anderson",0.076,438,2021-04-25
"Andrews",0,33,2021-04-25
"Angelina",0.063,1201,2021-04-25
"Aransas",0.049,131,2021-04-25
"Archer",0,17,2021-04-25
"Armstrong",0,6,2021-04-25
"Atascosa",0.006,1448,2021-04-25
"Austin",0.067,285,2021-04-25
"Bailey",0,25,2021-04-25
"Bandera",0.027,131,2021-04-25
"Bastrop",0.07,1047,2021-04-25
"Baylor",0,7,2021-04-25
"Bee",0.002,525,2021-04-25
"Bell",0.037,5100,2021-04-25
"Bexar",0.019,59260,2021-04-25
"Blanco",0.044,106,2021-04-25
"Borden",0,3,2021-04-25
"Bosque",0.05,120,2021-04-25
"Bowie",0.047,339,2021-04-25
"Brazoria",0.059,5206,2021-04-25
"Brazos",0.054,3884,2021-04-25
"Brewster",0.2,10,2021-04-25
"Briscoe",NA,3,2021-04-25
"Brooks",0.005,673,2021-04-25
"Brown",0.017,109,2021-04-25
"Burleson",0.043,312,2021-04-25
"Burnet",0.038,829,2021-04-25
"Caldwell",0.071,703,2021-04-25
"Calhoun",0.13,135,2021-04-25
"Callahan",0.042,44,2021-04-25
"Cameron",0.095,4216,2021-04-25
"Camp",0.167,45,2021-04-25
"Carson",0,19,2021-04-25
"Cass",0.065,76,2021-04-25
"Castro",0.023,66,2021-04-25
"Chambers",0.064,372,2021-04-25
"Cherokee",0.028,389,2021-04-25
"Childress",0.071,49,2021-04-25
"Clay",0,31,2021-04-25
"Cochran",0,22,2021-04-25
"Coke",0.25,7,2021-04-25
"Coleman",0,9,2021-04-25
"Collin",0.036,9705,2021-04-25
"Collingsworth",0.2,11,2021-04-25
"Colorado",0.115,112,2021-04-25
"Comal",0.059,1714,2021-04-25
"Comanche",0.059,73,2021-04-25
"Concho",0,5,2021-04-25
"Cooke",0.055,102,2021-04-25
"Coryell",0.012,819,2021-04-25
"Cottle",0,10,2021-04-25
"Crane",0,7,2021-04-25
"Crockett",NA,1,2021-04-25
"Crosby",0,17,2021-04-25
