"County","TPR_CPR","Tests","Date"
"Anderson",0.291,128,2022-07-04
"Andrews",0.417,19,2022-07-04
"Angelina",0.223,257,2022-07-04
"Aransas",0.335,230,2022-07-04
"Archer",0.263,48,2022-07-04
"Armstrong",0.312,20,2022-07-04
"Atascosa",0.296,335,2022-07-04
"Austin",0.265,206,2022-07-04
"Bailey",0.143,8,2022-07-04
"Bandera",0.242,106,2022-07-04
"Bastrop",0.289,516,2022-07-04
"Baylor",0,6,2022-07-04
"Bee",0.415,149,2022-07-04
"Bell",0.257,1948,2022-07-04
"Bexar",0.295,17020,2022-07-04
"Blanco",0.306,115,2022-07-04
"Borden",0,4,2022-07-04
"Bosque",0.113,47,2022-07-04
"Bowie",0.269,276,2022-07-04
"Brazoria",0.251,4247,2022-07-04
"Brazos",0.281,2068,2022-07-04
"Brewster",0.3,22,2022-07-04
"Briscoe",0,8,2022-07-04
"Brooks",0.06,75,2022-07-04
"Brown",0.347,65,2022-07-04
"Burleson",0.108,252,2022-07-04
"Burnet",0.308,334,2022-07-04
"Caldwell",0.386,536,2022-07-04
"Calhoun",0.237,110,2022-07-04
"Callahan",0.409,42,2022-07-04
"Cameron",0.318,3001,2022-07-04
"Camp",0.152,51,2022-07-04
"Carson",0.333,20,2022-07-04
"Cass",0.306,55,2022-07-04
"Castro",0,59,2022-07-04
"Chambers",0.332,488,2022-07-04
"Cherokee",0.223,117,2022-07-04
"Childress",0.23,59,2022-07-04
"Clay",0.341,46,2022-07-04
"Cochran",0.118,17,2022-07-04
"Coke",0.2,4,2022-07-04
"Coleman",1,9,2022-07-04
"Collin",0.256,6048,2022-07-04
"Collingsworth",0,2,2022-07-04
"Colorado",0.185,91,2022-07-04
"Comal",0.269,836,2022-07-04
"Comanche",0.304,30,2022-07-04
"Concho",0.5,1,2022-07-04
"Cooke",0.171,128,2022-07-04
"Coryell",0.279,254,2022-07-04
"Cottle",0.111,6,2022-07-04
"Crane",0.333,5,2022-07-04
"Crockett",0,5,2022-07-04
"Crosby",0.294,14,2022-07-04
"Culberson",0,5,2022-07-04
"Dallam",0.091,5,2022-07-04
"Dallas",0.272,14821,2022-07-04
"Dawson",0,5,2022-07-04
"Deaf Smith",0.269,41,2022-07-04
"Delta",0.2,16,2022-07-04
