Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Anderson,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Andrews,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Angelina,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Aransas,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Archer,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Armstrong,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Atascosa,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Austin,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bailey,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bandera,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bastrop,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Baylor,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bee,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bell,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bexar,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Blanco,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Borden,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bosque,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Bowie,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Brazoria,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Brazos,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Brewster,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Briscoe,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Brooks,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Brown,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Burleson,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Burnet,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Caldwell,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Calhoun,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Callahan,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Cameron,0,,,
2021-02-07,original-sources/historical/cpr_orig//cpr_2021-02-10.xlsx,Camp,0,,,
