"County","TPR_CPR","Tests","Date"
"Anderson",0.022,744,2021-05-22
"Andrews",0.061,41,2021-05-22
"Angelina",0.041,521,2021-05-22
"Aransas",0.044,144,2021-05-22
"Archer",0,15,2021-05-22
"Armstrong",0,6,2021-05-22
"Atascosa",0.01,1493,2021-05-22
"Austin",0.045,264,2021-05-22
"Bailey",0,22,2021-05-22
"Bandera",0.062,120,2021-05-22
"Bastrop",0.04,1258,2021-05-22
"Baylor",0,1,2021-05-22
"Bee",0.02,521,2021-05-22
"Bell",0.02,4802,2021-05-22
"Bexar",0.015,48017,2021-05-22
"Blanco",0.043,76,2021-05-22
"Borden",0,2,2021-05-22
"Bosque",0.022,102,2021-05-22
"Bowie",0.063,444,2021-05-22
"Brazoria",0.025,4641,2021-05-22
"Brazos",0.043,2893,2021-05-22
"Brewster",0.143,16,2021-05-22
"Briscoe",0,13,2021-05-22
"Brooks",0.012,1142,2021-05-22
"Brown",0.011,69,2021-05-22
"Burleson",0.017,427,2021-05-22
"Burnet",0.016,646,2021-05-22
"Caldwell",0.037,850,2021-05-22
"Calhoun",0.204,161,2021-05-22
"Callahan",0.111,43,2021-05-22
"Cameron",0.051,3609,2021-05-22
"Camp",0.043,34,2021-05-22
"Carson",0.111,23,2021-05-22
"Cass",0.027,103,2021-05-22
"Castro",0.053,46,2021-05-22
"Chambers",0.071,295,2021-05-22
"Cherokee",0.033,136,2021-05-22
"Childress",0.042,155,2021-05-22
"Clay",0,26,2021-05-22
"Cochran",0,7,2021-05-22
"Coke",0,10,2021-05-22
"Coleman",0,16,2021-05-22
"Collin",0.026,10174,2021-05-22
"Collingsworth",0,11,2021-05-22
"Colorado",0.026,106,2021-05-22
"Comal",0.053,1571,2021-05-22
"Comanche",0,39,2021-05-22
"Concho",0.143,8,2021-05-22
"Cooke",0.047,185,2021-05-22
"Coryell",0.012,1034,2021-05-22
"Cottle",0,17,2021-05-22
"Crane",0,3,2021-05-22
"Crockett",0,2,2021-05-22
"Crosby",0.048,21,2021-05-22
"Culberson",0,5,2021-05-22
"Dallam",0,11,2021-05-22
"Dallas",0.033,26235,2021-05-22
"Dawson",0.009,42,2021-05-22
"Deaf Smith",0.1,57,2021-05-22
"Delta",0.091,27,2021-05-22
"Denton",0.03,8014,2021-05-22
"DeWitt",0.066,252,2021-05-22
"Dickens",0,11,2021-05-22
"Dimmit",0.07,373,2021-05-22
"Donley",0,16,2021-05-22
"Duval",0.018,227,2021-05-22
"Eastland",0,46,2021-05-22
"Ector",0.058,380,2021-05-22
"Edwards",0,6,2021-05-22
"El Paso",0.045,8584,2021-05-22
"Ellis",0.042,1542,2021-05-22
"Erath",0.06,206,2021-05-22
"Falls",0.019,261,2021-05-22
"Fannin",0.009,190,2021-05-22
"Fayette",0.032,230,2021-05-22
"Fisher",0.143,11,2021-05-22
"Floyd",0.03,57,2021-05-22
"Foard",0,2,2021-05-22
"Fort Bend",0.041,8780,2021-05-22
"Franklin",0.111,31,2021-05-22
"Freestone",0.035,277,2021-05-22
"Frio",0.093,381,2021-05-22
"Gaines",0.133,34,2021-05-22
"Galveston",0.054,4870,2021-05-22
"Garza",0,39,2021-05-22
"Gillespie",0.098,79,2021-05-22
"Glasscock",NA,0,2021-05-22
"Goliad",0.24,31,2021-05-22
