"County","TPR_CPR","Tests","Date"
"Anderson",0.159,986,2021-01-07
"Andrews",0.318,66,2021-01-07
"Angelina",0.154,1378,2021-01-07
"Aransas",0.195,123,2021-01-07
"Archer",0.422,90,2021-01-07
"Armstrong",0.214,14,2021-01-07
"Atascosa",0.262,751,2021-01-07
"Austin",0.268,422,2021-01-07
"Bailey",0.235,17,2021-01-07
"Bandera",0.215,163,2021-01-07
"Bastrop",0.179,1470,2021-01-07
"Baylor",0.056,18,2021-01-07
"Bee",0.172,571,2021-01-07
"Bell",0.188,7841,2021-01-07
"Bexar",0.239,35496,2021-01-07
"Blanco",0.163,172,2021-01-07
"Borden",0,2,2021-01-07
"Bosque",0.219,279,2021-01-07
"Bowie",0.224,1119,2021-01-07
"Brazoria",0.194,5490,2021-01-07
"Brazos",0.13,8220,2021-01-07
"Brewster",0.127,55,2021-01-07
"Briscoe",0.333,12,2021-01-07
"Brooks",0.079,445,2021-01-07
"Brown",0.32,484,2021-01-07
"Burleson",0.233,557,2021-01-07
"Burnet",0.216,1046,2021-01-07
"Caldwell",0.259,915,2021-01-07
"Calhoun",0.113,301,2021-01-07
"Callahan",0.117,137,2021-01-07
"Cameron",0.213,4450,2021-01-07
"Camp",0.259,162,2021-01-07
"Carson",0.36,25,2021-01-07
"Cass",0.196,296,2021-01-07
"Castro",0.231,39,2021-01-07
"Chambers",0.228,368,2021-01-07
"Cherokee",0.138,412,2021-01-07
"Childress",0.366,82,2021-01-07
"Clay",0.256,129,2021-01-07
"Cochran",0.174,23,2021-01-07
"Coke",0.211,19,2021-01-07
"Coleman",0.469,113,2021-01-07
"Collin",0.186,19920,2021-01-07
"Collingsworth",0.278,36,2021-01-07
"Colorado",0.203,231,2021-01-07
"Comal",0.232,2459,2021-01-07
"Comanche",0.362,80,2021-01-07
"Concho",0.048,21,2021-01-07
"Cooke",0.27,793,2021-01-07
"Coryell",0.158,1500,2021-01-07
"Cottle",0.441,34,2021-01-07
"Crane",0.027,75,2021-01-07
"Crockett",0.4,5,2021-01-07
"Crosby",0.286,35,2021-01-07
"Culberson",0.355,31,2021-01-07
"Dallam",0,59,2021-01-07
"Dallas",0.213,41710,2021-01-07
"Dawson",0.149,74,2021-01-07
"Deaf Smith",0.2,35,2021-01-07
"Delta",0.178,45,2021-01-07
"Denton",0.204,17675,2021-01-07
"DeWitt",0.275,167,2021-01-07
"Dickens",0.2,10,2021-01-07
"Dimmit",0.303,201,2021-01-07
"Donley",0.077,26,2021-01-07
"Duval",0.166,175,2021-01-07
"Eastland",0.347,75,2021-01-07
"Ector",0.296,892,2021-01-07
"Edwards",0.214,14,2021-01-07
"El Paso",0.152,11636,2021-01-07
"Ellis",0.229,4205,2021-01-07
"Erath",0.167,281,2021-01-07
"Falls",0.238,319,2021-01-07
"Fannin",0.132,621,2021-01-07
"Fayette",0.289,311,2021-01-07
"Fisher",0.282,39,2021-01-07
"Floyd",0.267,30,2021-01-07
"Foard",0.182,11,2021-01-07
"Fort Bend",0.173,14342,2021-01-07
"Franklin",0.379,87,2021-01-07
"Freestone",0.093,204,2021-01-07
"Frio",0.246,284,2021-01-07
"Gaines",0.13,46,2021-01-07
"Galveston",0.196,7364,2021-01-07
"Garza",0.167,6,2021-01-07
"Gillespie",0.237,131,2021-01-07
"Glasscock",0,4,2021-01-07
"Goliad",0.231,52,2021-01-07
"Gonzales",0.425,275,2021-01-07
"Gray",0.182,154,2021-01-07
"Grayson",0.219,2585,2021-01-07
"Gregg",0.16,1467,2021-01-07
"Grimes",0.199,755,2021-01-07
"Guadalupe",0.242,1765,2021-01-07
"Hale",0.193,150,2021-01-07
"Hall",0.55,40,2021-01-07
"Hamilton",0.161,118,2021-01-07
"Hansford",0.278,18,2021-01-07
"Hardeman",0.409,22,2021-01-07
"Hardin",0.185,433,2021-01-07
"Harris",0.181,74923,2021-01-07
"Harrison",0.226,500,2021-01-07
"Hartley",0,1,2021-01-07
"Haskell",0.3,10,2021-01-07
"Hays",0.183,5716,2021-01-07
"Hemphill",0.5,2,2021-01-07
"Henderson",0.264,568,2021-01-07
"Hidalgo",0.211,6019,2021-01-07
"Hill",0.254,819,2021-01-07
"Hockley",0.34,159,2021-01-07
"Hood",0.313,571,2021-01-07
"Hopkins",0.148,392,2021-01-07
"Houston",0.106,302,2021-01-07
"Howard",0.1,251,2021-01-07
"Hudspeth",0.192,26,2021-01-07
"Hunt",0.249,1077,2021-01-07
"Hutchinson",0.172,58,2021-01-07
"Irion",0.333,6,2021-01-07
"Jack",0.168,101,2021-01-07
"Jackson",0.362,127,2021-01-07
"Jasper",0.169,325,2021-01-07
"Jeff Davis",0,4,2021-01-07
"Jefferson",0.147,3147,2021-01-07
"Jim Hogg",0.135,406,2021-01-07
"Jim Wells",0.139,755,2021-01-07
"Johnson",0.324,2970,2021-01-07
"Jones",0.133,180,2021-01-07
"Karnes",0.157,197,2021-01-07
"Kaufman",0.243,2371,2021-01-07
"Kendall",0.255,384,2021-01-07
"Kenedy",0,6,2021-01-07
"Kent",0,4,2021-01-07
"Kerr",0.165,436,2021-01-07
"Kimble",0.115,26,2021-01-07
"King",0.6,5,2021-01-07
"Kinney",0.413,63,2021-01-07
"Kleberg",0.115,616,2021-01-07
"Knox",0.2,10,2021-01-07
"La Salle",0.335,170,2021-01-07
"Lamar",0.188,516,2021-01-07
"Lamb",0.37,138,2021-01-07
"Lampasas",0.173,353,2021-01-07
"Lavaca",0.296,199,2021-01-07
"Lee",0.283,205,2021-01-07
"Leon",0.226,239,2021-01-07
"Liberty",0.206,777,2021-01-07
"Limestone",0.123,807,2021-01-07
"Lipscomb",0.333,3,2021-01-07
"Live Oak",0.293,157,2021-01-07
"Llano",0.209,378,2021-01-07
"Loving",0,1,2021-01-07
"Lubbock",0.154,3332,2021-01-07
"Lynn",0.409,66,2021-01-07
"Madison",0.147,225,2021-01-07
"Marion",0.303,89,2021-01-07
