"County","TPR_CPR","Tests","Date"
"Anderson",0.507,833,2022-01-16
"Andrews",0.534,82,2022-01-16
"Angelina",0.374,828,2022-01-16
"Aransas",0.389,506,2022-01-16
"Archer",0.567,231,2022-01-16
"Armstrong",0.4,23,2022-01-16
"Atascosa",0.345,2130,2022-01-16
"Austin",0.364,582,2022-01-16
"Bailey",0.389,20,2022-01-16
"Bandera",0.348,334,2022-01-16
"Bastrop",0.378,2673,2022-01-16
"Baylor",0.457,32,2022-01-16
"Bee",0.409,508,2022-01-16
"Bell",0.38,6746,2022-01-16
"Bexar",0.378,102958,2022-01-16
"Blanco",0.338,210,2022-01-16
"Borden",1,9,2022-01-16
"Bosque",0.457,193,2022-01-16
"Bowie",0.474,1275,2022-01-16
"Brazoria",0.339,14098,2022-01-16
"Brazos",0.351,9040,2022-01-16
"Brewster",0.406,34,2022-01-16
"Briscoe",0.468,100,2022-01-16
"Brooks",0.254,124,2022-01-16
"Brown",0.497,465,2022-01-16
"Burleson",0.366,541,2022-01-16
"Burnet",0.378,836,2022-01-16
"Caldwell",0.414,1819,2022-01-16
"Calhoun",0.461,462,2022-01-16
"Callahan",0.456,172,2022-01-16
"Cameron",0.398,8831,2022-01-16
"Camp",0.351,188,2022-01-16
"Carson",0.464,68,2022-01-16
"Cass",0.574,429,2022-01-16
"Castro",0.538,224,2022-01-16
"Chambers",0.354,1055,2022-01-16
"Cherokee",0.352,437,2022-01-16
"Childress",0.367,197,2022-01-16
"Clay",0.458,126,2022-01-16
"Cochran",0.559,62,2022-01-16
"Coke",0.517,37,2022-01-16
"Coleman",0.493,43,2022-01-16
"Collin",0.376,35795,2022-01-16
"Collingsworth",0.379,63,2022-01-16
"Colorado",0.338,428,2022-01-16
"Comal",0.371,3849,2022-01-16
"Comanche",0.452,310,2022-01-16
"Concho",0.4,18,2022-01-16
"Cooke",0.559,503,2022-01-16
"Coryell",0.388,1653,2022-01-16
"Cottle",0.381,38,2022-01-16
"Crane",0.552,32,2022-01-16
"Crockett",0.111,22,2022-01-16
"Crosby",0.314,54,2022-01-16
"Culberson",0.58,49,2022-01-16
"Dallam",0.364,36,2022-01-16
"Dallas",0.376,91922,2022-01-16
"Dawson",0.407,54,2022-01-16
"Deaf Smith",0.612,123,2022-01-16
"Delta",0.456,85,2022-01-16
"Denton",0.382,29314,2022-01-16
"DeWitt",0.521,414,2022-01-16
"Dickens",0.25,10,2022-01-16
"Dimmit",0.359,878,2022-01-16
"Donley",0.4,47,2022-01-16
"Duval",0.219,582,2022-01-16
"Eastland",0.39,117,2022-01-16
"Ector",0.494,2244,2022-01-16
"Edwards",0.4,19,2022-01-16
"El Paso",0.368,26217,2022-01-16
"Ellis",0.416,5359,2022-01-16
"Erath",0.417,715,2022-01-16
"Falls",0.552,355,2022-01-16
"Fannin",0.213,618,2022-01-16
"Fayette",0.379,359,2022-01-16
"Fisher",0.214,53,2022-01-16
"Floyd",0.556,134,2022-01-16
"Foard",0.4,9,2022-01-16
"Fort Bend",0.282,37752,2022-01-16
"Franklin",0.373,136,2022-01-16
"Freestone",0.39,489,2022-01-16
"Frio",0.46,405,2022-01-16
"Gaines",0.471,59,2022-01-16
"Galveston",0.379,14631,2022-01-16
"Garza",0.333,89,2022-01-16
"Gillespie",0.337,346,2022-01-16
"Glasscock",0.667,4,2022-01-16
"Goliad",0.351,154,2022-01-16
"Gonzales",0.452,243,2022-01-16
"Gray",0.422,195,2022-01-16
"Grayson",0.431,2779,2022-01-16
"Gregg",0.33,2288,2022-01-16
"Grimes",0.418,774,2022-01-16
"Guadalupe",0.383,3136,2022-01-16
"Hale",0.525,710,2022-01-16
"Hall",0.425,87,2022-01-16
"Hamilton",0.467,263,2022-01-16
"Hansford",0.571,32,2022-01-16
"Hardeman",0.444,39,2022-01-16
"Hardin",0.381,997,2022-01-16
"Harris",0.274,217756,2022-01-16
"Harrison",0.357,600,2022-01-16
"Hartley",0.667,5,2022-01-16
"Haskell",0.364,16,2022-01-16
"Hays",0.368,10247,2022-01-16
"Hemphill",0.5,19,2022-01-16
"Henderson",0.477,1305,2022-01-16
"Hidalgo",0.405,19578,2022-01-16
"Hill",0.357,587,2022-01-16
"Hockley",0.466,901,2022-01-16
"Hood",0.383,1176,2022-01-16
"Hopkins",0.475,437,2022-01-16
"Houston",0.383,354,2022-01-16
"Howard",0.448,296,2022-01-16
"Hudspeth",0.424,46,2022-01-16
"Hunt",0.45,1441,2022-01-16
"Hutchinson",0.752,293,2022-01-16
"Irion",0.265,65,2022-01-16
"Jack",0.554,136,2022-01-16
"Jackson",0.455,492,2022-01-16
"Jasper",0.339,698,2022-01-16
"Jeff Davis",0.444,12,2022-01-16
"Jefferson",0.371,3628,2022-01-16
"Jim Hogg",0.226,38,2022-01-16
"Jim Wells",0.203,1908,2022-01-16
"Johnson",0.436,4549,2022-01-16
"Jones",0.224,98,2022-01-16
"Karnes",0.443,158,2022-01-16
"Kaufman",0.418,3953,2022-01-16
"Kendall",0.324,796,2022-01-16
"Kenedy",0.333,5,2022-01-16
"Kent",0.5,1,2022-01-16
"Kerr",0.272,624,2022-01-16
"Kimble",0.55,54,2022-01-16
"King",0,6,2022-01-16
