"County","TPR_CPR","Tests","Date"
"Anderson",0.112,205,2022-12-09
"Andrews",0.533,21,2022-12-09
"Angelina",0.221,104,2022-12-09
"Aransas",0.238,113,2022-12-09
"Archer",0.276,32,2022-12-09
"Armstrong",0.083,11,2022-12-09
"Atascosa",0.142,156,2022-12-09
"Austin",0.277,115,2022-12-09
"Bailey",0.211,14,2022-12-09
"Bandera",0.122,58,2022-12-09
"Bastrop",0.19,336,2022-12-09
"Baylor",0.167,14,2022-12-09
"Bee",0.154,76,2022-12-09
"Bell",0.233,2028,2022-12-09
"Bexar",0.232,7221,2022-12-09
"Blanco",0.241,43,2022-12-09
"Borden",0,3,2022-12-09
"Bosque",0.077,60,2022-12-09
"Bowie",0.167,283,2022-12-09
"Brazoria",0.219,1672,2022-12-09
"Brazos",0.164,883,2022-12-09
"Brewster",0,4,2022-12-09
"Briscoe",0.167,17,2022-12-09
"Brooks",0.364,22,2022-12-09
"Brown",0.205,35,2022-12-09
"Burleson",0.131,135,2022-12-09
"Burnet",0.177,207,2022-12-09
"Caldwell",0.233,188,2022-12-09
"Calhoun",0.196,82,2022-12-09
"Callahan",0.143,13,2022-12-09
"Cameron",0.246,2111,2022-12-09
"Camp",0.1,32,2022-12-09
"Carson",0.083,10,2022-12-09
"Cass",0.316,68,2022-12-09
"Castro",0.307,98,2022-12-09
"Chambers",0.293,161,2022-12-09
"Cherokee",0.194,113,2022-12-09
"Childress",0.177,176,2022-12-09
"Clay",0.318,56,2022-12-09
"Cochran",0.182,19,2022-12-09
"Coke",0.333,3,2022-12-09
"Coleman",0.091,5,2022-12-09
"Collin",0.244,2899,2022-12-09
"Collingsworth",0.056,19,2022-12-09
"Colorado",0.322,68,2022-12-09
"Comal",0.233,444,2022-12-09
"Comanche",0.103,35,2022-12-09
"Concho",0.333,2,2022-12-09
"Cooke",0.22,69,2022-12-09
"Coryell",0.234,307,2022-12-09
"Cottle",0.143,21,2022-12-09
"Crane",0,7,2022-12-09
"Crockett",0,4,2022-12-09
"Crosby",0.222,13,2022-12-09
"Culberson",0.5,2,2022-12-09
"Dallam",0.5,8,2022-12-09
"Dallas",0.212,9074,2022-12-09
"Dawson",0.143,8,2022-12-09
"DeWitt",0.467,76,2022-12-09
"Deaf Smith",0.151,79,2022-12-09
"Delta",0.316,24,2022-12-09
"Denton",0.214,2348,2022-12-09
"Dickens",0.333,3,2022-12-09
"Dimmit",0.294,29,2022-12-09
"Donley",0.3,11,2022-12-09
