"County","TPR_CPR","Tests","Date"
"Anderson",0.039,755,2021-05-30
"Andrews",0.056,50,2021-05-30
"Angelina",0.014,504,2021-05-30
"Aransas",0.042,142,2021-05-30
"Archer",0,20,2021-05-30
"Armstrong",0,9,2021-05-30
"Atascosa",0.016,1523,2021-05-30
"Austin",0.06,218,2021-05-30
"Bailey",0.111,14,2021-05-30
"Bandera",0.014,106,2021-05-30
"Bastrop",0.027,1473,2021-05-30
"Baylor",0,1,2021-05-30
"Bee",0.009,467,2021-05-30
"Bell",0.03,4338,2021-05-30
"Bexar",0.013,52798,2021-05-30
"Blanco",0.096,189,2021-05-30
"Borden",NA,0,2021-05-30
"Bosque",0.011,130,2021-05-30
"Bowie",0.033,697,2021-05-30
"Brazoria",0.03,3915,2021-05-30
"Brazos",0.051,2774,2021-05-30
"Brewster",0,8,2021-05-30
"Briscoe",0,10,2021-05-30
"Brooks",0.003,419,2021-05-30
"Brown",0.093,197,2021-05-30
"Burleson",0.047,304,2021-05-30
"Burnet",0.02,842,2021-05-30
"Caldwell",0.021,958,2021-05-30
"Calhoun",0.155,119,2021-05-30
"Callahan",0.1,21,2021-05-30
"Cameron",0.043,3598,2021-05-30
"Camp",0.077,49,2021-05-30
"Carson",0.5,14,2021-05-30
"Cass",0.043,111,2021-05-30
"Castro",0,21,2021-05-30
"Chambers",0.064,318,2021-05-30
"Cherokee",0.007,380,2021-05-30
"Childress",0,8,2021-05-30
"Clay",0.048,25,2021-05-30
"Cochran",0,11,2021-05-30
"Coke",0,13,2021-05-30
"Coleman",0,16,2021-05-30
"Collin",0.022,11517,2021-05-30
"Collingsworth",0,6,2021-05-30
"Colorado",0.031,114,2021-05-30
"Comal",0.055,1464,2021-05-30
"Comanche",0,37,2021-05-30
"Concho",0.333,7,2021-05-30
"Cooke",0.008,190,2021-05-30
"Coryell",0.008,1236,2021-05-30
"Cottle",0,1,2021-05-30
"Crane",0.5,1,2021-05-30
"Crockett",0,8,2021-05-30
"Crosby",0.188,23,2021-05-30
"Culberson",0,6,2021-05-30
"Dallam",0,142,2021-05-30
"Dallas",0.025,25307,2021-05-30
"Dawson",0,87,2021-05-30
"Deaf Smith",0,40,2021-05-30
"Delta",0,19,2021-05-30
"Denton",0.027,8425,2021-05-30
"DeWitt",0.093,52,2021-05-30
"Dickens",0,2,2021-05-30
"Dimmit",0.051,605,2021-05-30
"Donley",0,10,2021-05-30
"Duval",0,47,2021-05-30
"Eastland",0.111,16,2021-05-30
"Ector",0.046,399,2021-05-30
"Edwards",0,1,2021-05-30
"El Paso",0.029,7067,2021-05-30
"Ellis",0.041,1556,2021-05-30
"Erath",0.014,144,2021-05-30
"Falls",0.022,119,2021-05-30
"Fannin",0.008,194,2021-05-30
