"County","TPR_CPR","Tests","Date"
"Anderson",0.014,363,2021-03-06
"Andrews",0,14,2021-03-06
"Angelina",0.06,331,2021-03-06
"Aransas",0.17,47,2021-03-06
"Archer",0,8,2021-03-06
"Armstrong",0,4,2021-03-06
"Atascosa",0.094,127,2021-03-06
"Austin",0.163,184,2021-03-06
"Bailey",0,6,2021-03-06
"Bandera",0.056,36,2021-03-06
"Bastrop",0.087,379,2021-03-06
"Baylor",0,6,2021-03-06
"Bee",0.073,273,2021-03-06
"Bell",0.035,2587,2021-03-06
"Bexar",0.088,9739,2021-03-06
"Blanco",0.021,48,2021-03-06
"Borden",NA,0,2021-03-06
"Bosque",0.049,61,2021-03-06
"Bowie",0.1,209,2021-03-06
"Brazoria",0.1,2290,2021-03-06
"Brazos",0.096,3068,2021-03-06
"Brewster",0,18,2021-03-06
"Briscoe",0,6,2021-03-06
"Brooks",0.019,266,2021-03-06
"Brown",0.03,101,2021-03-06
"Burleson",0.063,158,2021-03-06
"Burnet",0.082,401,2021-03-06
"Caldwell",0.076,290,2021-03-06
"Calhoun",0.227,44,2021-03-06
"Callahan",0.05,40,2021-03-06
"Cameron",0.109,1617,2021-03-06
"Camp",0.069,29,2021-03-06
"Carson",0,8,2021-03-06
"Cass",0.019,54,2021-03-06
"Castro",0.018,57,2021-03-06
"Chambers",0.069,188,2021-03-06
"Cherokee",0.022,226,2021-03-06
"Childress",0,92,2021-03-06
"Clay",0.067,15,2021-03-06
"Cochran",0,7,2021-03-06
"Coke",0,78,2021-03-06
"Coleman",0.16,25,2021-03-06
"Collin",0.067,5335,2021-03-06
"Collingsworth",0,13,2021-03-06
"Colorado",0.057,53,2021-03-06
"Comal",0.079,757,2021-03-06
"Comanche",0,21,2021-03-06
"Concho",0.111,9,2021-03-06
"Cooke",0.045,133,2021-03-06
"Coryell",0.036,665,2021-03-06
"Cottle",0,9,2021-03-06
"Crane",0.01,96,2021-03-06
"Crockett",0,3,2021-03-06
"Crosby",0,18,2021-03-06
"Culberson",0.125,16,2021-03-06
"Dallam",0,3,2021-03-06
"Dallas",0.07,12844,2021-03-06
"Dawson",0.02,51,2021-03-06
"Deaf Smith",0.08,25,2021-03-06
"Delta",0.077,13,2021-03-06
"Denton",0.075,4479,2021-03-06
"DeWitt",0.147,34,2021-03-06
"Dickens",0,2,2021-03-06
"Dimmit",0.131,198,2021-03-06
"Donley",0,5,2021-03-06
"Duval",0.044,91,2021-03-06
"Eastland",0.125,24,2021-03-06
"Ector",0.099,242,2021-03-06
"Edwards",0,2,2021-03-06
"El Paso",0.107,5490,2021-03-06
"Ellis",0.05,1124,2021-03-06
"Erath",0.05,179,2021-03-06
"Falls",0.062,80,2021-03-06
"Fannin",0.026,115,2021-03-06
"Fayette",0.183,93,2021-03-06
"Fisher",0,12,2021-03-06
"Floyd",0,9,2021-03-06
"Foard",0,2,2021-03-06
"Fort Bend",0.098,4797,2021-03-06
"Franklin",0.067,15,2021-03-06
"Freestone",0.064,47,2021-03-06
"Frio",0.051,237,2021-03-06
"Gaines",0.062,16,2021-03-06
"Galveston",0.111,2781,2021-03-06
"Garza",0.2,15,2021-03-06
"Gillespie",0.121,33,2021-03-06
"Glasscock",0,1,2021-03-06
"Goliad",0,16,2021-03-06
"Gonzales",0.13,54,2021-03-06
"Gray",0.034,117,2021-03-06
"Grayson",0.02,397,2021-03-06
"Gregg",0.051,370,2021-03-06
"Grimes",0.075,280,2021-03-06
"Guadalupe",0.06,579,2021-03-06
"Hale",0.039,103,2021-03-06
"Hall",0,13,2021-03-06
"Hamilton",0.071,56,2021-03-06
"Hansford",0,6,2021-03-06
"Hardeman",0,8,2021-03-06
"Hardin",0.088,227,2021-03-06
"Harris",0.089,29403,2021-03-06
"Harrison",0.032,190,2021-03-06
"Hartley",0,2,2021-03-06
"Haskell",0,7,2021-03-06
"Hays",0.062,2633,2021-03-06
"Hemphill",0,1,2021-03-06
"Henderson",0.103,136,2021-03-06
"Hidalgo",0.107,2588,2021-03-06
"Hill",0.044,113,2021-03-06
"Hockley",0,21,2021-03-06
"Hood",0.146,96,2021-03-06
"Hopkins",0.046,87,2021-03-06
"Houston",0.01,98,2021-03-06
"Howard",0.091,11,2021-03-06
"Hudspeth",0,11,2021-03-06
"Hunt",0.042,260,2021-03-06
"Hutchinson",0.083,36,2021-03-06
"Irion",0,2,2021-03-06
"Jack",0,15,2021-03-06
"Jackson",0.05,20,2021-03-06
"Jasper",0.034,88,2021-03-06
"Jeff Davis",0.3,10,2021-03-06
"Jefferson",0.069,858,2021-03-06
"Jim Hogg",0,37,2021-03-06
"Jim Wells",0.125,255,2021-03-06
"Johnson",0.129,564,2021-03-06
"Jones",0,57,2021-03-06
"Karnes",0.074,54,2021-03-06
"Kaufman",0.108,590,2021-03-06
"Kendall",0.102,108,2021-03-06
"Kenedy",NA,0,2021-03-06
"Kent",NA,0,2021-03-06
"Kerr",0.057,53,2021-03-06
"Kimble",0,2,2021-03-06
"King",NA,0,2021-03-06
"Kinney",0,11,2021-03-06
"Kleberg",0.09,189,2021-03-06
"Knox",0,3,2021-03-06
"La Salle",0.158,19,2021-03-06
"Lamar",0.114,175,2021-03-06
"Lamb",0,11,2021-03-06
"Lampasas",0.011,188,2021-03-06
"Lavaca",0.274,62,2021-03-06
"Lee",0.09,78,2021-03-06
"Leon",0.037,81,2021-03-06
"Liberty",0.088,331,2021-03-06
"Limestone",0.078,115,2021-03-06
"Lipscomb",NA,0,2021-03-06
"Live Oak",0,19,2021-03-06
"Llano",0.041,219,2021-03-06
"Loving",NA,0,2021-03-06
"Lubbock",0.024,1227,2021-03-06
"Lynn",0,12,2021-03-06
"Madison",0.039,77,2021-03-06
"Marion",0,17,2021-03-06
"Martin",0,3,2021-03-06
"Mason",0,4,2021-03-06
"Matagorda",0.145,124,2021-03-06
"Maverick",0.105,410,2021-03-06
"McCulloch",0,14,2021-03-06
"McLennan",0.052,1318,2021-03-06
"McMullen",0,1,2021-03-06
