"County","TPR_CPR","Tests","Date"
"Anderson",0.031,1091,2021-04-08
"Andrews",0.038,35,2021-04-08
"Angelina",0.067,650,2021-04-08
"Aransas",0.073,177,2021-04-08
"Archer",0.118,29,2021-04-08
"Armstrong",0.167,14,2021-04-08
"Atascosa",0.007,1757,2021-04-08
"Austin",0.109,277,2021-04-08
"Bailey",0,16,2021-04-08
"Bandera",0.076,154,2021-04-08
"Bastrop",0.079,963,2021-04-08
"Baylor",0,12,2021-04-08
"Bee",0.037,584,2021-04-08
"Bell",0.034,4914,2021-04-08
"Bexar",0.027,59372,2021-04-08
"Blanco",0.087,86,2021-04-08
"Borden",0,4,2021-04-08
"Bosque",0.056,126,2021-04-08
"Bowie",0.034,516,2021-04-08
"Brazoria",0.098,5550,2021-04-08
"Brazos",0.069,5843,2021-04-08
"Brewster",0.333,16,2021-04-08
"Briscoe",0,4,2021-04-08
"Brooks",0.044,358,2021-04-08
"Brown",0.008,209,2021-04-08
"Burleson",0.072,307,2021-04-08
"Burnet",0.045,713,2021-04-08
"Caldwell",0.059,593,2021-04-08
"Calhoun",0.149,154,2021-04-08
"Callahan",0,37,2021-04-08
"Cameron",0.09,4029,2021-04-08
"Camp",0.129,56,2021-04-08
"Carson",0,26,2021-04-08
"Cass",0.038,206,2021-04-08
"Castro",0,45,2021-04-08
"Chambers",0.067,360,2021-04-08
"Cherokee",0.005,237,2021-04-08
"Childress",0,25,2021-04-08
"Clay",0.083,55,2021-04-08
"Cochran",0,9,2021-04-08
"Coke",0,6,2021-04-08
"Coleman",0,12,2021-04-08
"Collin",0.052,11167,2021-04-08
"Collingsworth",0,13,2021-04-08
"Colorado",0.147,121,2021-04-08
"Comal",0.049,1849,2021-04-08
"Comanche",0.038,52,2021-04-08
"Concho",0,4,2021-04-08
"Cooke",0.039,223,2021-04-08
"Coryell",0.025,1146,2021-04-08
"Cottle",0,5,2021-04-08
"Crane",0,9,2021-04-08
"Crockett",NA,1,2021-04-08
"Crosby",0,24,2021-04-08
"Culberson",0.182,10,2021-04-08
"Dallam",0,138,2021-04-08
"Dallas",0.053,30287,2021-04-08
"Dawson",0.011,160,2021-04-08
"Deaf Smith",0.083,67,2021-04-08
"Delta",0,20,2021-04-08
"Denton",0.049,9646,2021-04-08
"DeWitt",0.042,95,2021-04-08
"Dickens",0.5,5,2021-04-08
"Dimmit",0.223,438,2021-04-08
"Donley",0,11,2021-04-08
"Duval",0.071,92,2021-04-08
"Eastland",0.048,41,2021-04-08
"Ector",0.114,512,2021-04-08
"Edwards",0,6,2021-04-08
"El Paso",0.104,11348,2021-04-08
"Ellis",0.053,1784,2021-04-08
"Erath",0.086,371,2021-04-08
"Falls",0.021,169,2021-04-08
"Fannin",0.042,271,2021-04-08
"Fayette",0.135,254,2021-04-08
"Fisher",0,23,2021-04-08
"Floyd",0.222,39,2021-04-08
"Foard",0,5,2021-04-08
"Fort Bend",0.072,10874,2021-04-08
"Franklin",0.048,33,2021-04-08
"Freestone",0,69,2021-04-08
"Frio",0.092,247,2021-04-08
"Gaines",0.04,31,2021-04-08
"Galveston",0.074,5401,2021-04-08
"Garza",0,48,2021-04-08
"Gillespie",0.039,123,2021-04-08
"Glasscock",0,3,2021-04-08
"Goliad",0.05,31,2021-04-08
"Gonzales",0.033,103,2021-04-08
"Gray",0.087,66,2021-04-08
"Grayson",0.052,1300,2021-04-08
"Gregg",0.025,562,2021-04-08
"Grimes",0.009,829,2021-04-08
"Guadalupe",0.047,1802,2021-04-08
"Hale",0.061,410,2021-04-08
"Hall",0,10,2021-04-08
"Hamilton",0,85,2021-04-08
"Hansford",0,8,2021-04-08
"Hardeman",0.3,18,2021-04-08
"Hardin",0.077,402,2021-04-08
"Harris",0.074,70623,2021-04-08
"Harrison",0.011,393,2021-04-08
"Hartley",0,1,2021-04-08
"Haskell",0,6,2021-04-08
"Hays",0.078,4840,2021-04-08
"Hemphill",0,6,2021-04-08
"Henderson",0.06,334,2021-04-08
"Hidalgo",0.075,6296,2021-04-08
"Hill",0.045,233,2021-04-08
"Hockley",0.068,124,2021-04-08
"Hood",0.041,289,2021-04-08
"Hopkins",0.025,135,2021-04-08
"Houston",0.01,178,2021-04-08
"Howard",0.008,159,2021-04-08
"Hudspeth",0.25,13,2021-04-08
"Hunt",0.105,441,2021-04-08
"Hutchinson",0.087,71,2021-04-08
"Irion",0,6,2021-04-08
"Jack",0,90,2021-04-08
"Jackson",0.146,62,2021-04-08
"Jasper",0.025,176,2021-04-08
"Jeff Davis",0,6,2021-04-08
"Jefferson",0.046,2514,2021-04-08
"Jim Hogg",0.013,108,2021-04-08
"Jim Wells",0.099,392,2021-04-08
"Johnson",0.045,1250,2021-04-08
"Jones",0.051,56,2021-04-08
"Karnes",0.072,327,2021-04-08
"Kaufman",0.055,1232,2021-04-08
"Kendall",0.022,428,2021-04-08
"Kenedy",0,5,2021-04-08
"Kent",0,3,2021-04-08
"Kerr",0.029,372,2021-04-08
"Kimble",NA,10,2021-04-08
"King",NA,0,2021-04-08
"Kinney",0,39,2021-04-08
"Kleberg",0.135,324,2021-04-08
"Knox",0,9,2021-04-08
"La Salle",0.009,69,2021-04-08
"Lamar",0.059,208,2021-04-08
"Lamb",0.077,47,2021-04-08
"Lampasas",0.059,241,2021-04-08
"Lavaca",0.072,158,2021-04-08
"Lee",0.037,125,2021-04-08
"Leon",0.045,139,2021-04-08
"Liberty",0.074,876,2021-04-08
"Limestone",0.038,140,2021-04-08
"Lipscomb",0,5,2021-04-08
"Live Oak",0.038,89,2021-04-08
"Llano",0.034,369,2021-04-08
"Loving",NA,0,2021-04-08
"Lubbock",0.017,2857,2021-04-08
"Lynn",0,33,2021-04-08
"Madison",0.013,107,2021-04-08
"Marion",0.105,39,2021-04-08
"Martin",0,16,2021-04-08
"Mason",0,5,2021-04-08
"Matagorda",0.152,606,2021-04-08
"Maverick",0.019,484,2021-04-08
"McCulloch",0,15,2021-04-08
"McLennan",0.033,2698,2021-04-08
"McMullen",0,3,2021-04-08
"Medina",0.052,482,2021-04-08
"Menard",0,4,2021-04-08
"Midland",0.062,619,2021-04-08
"Milam",0.036,297,2021-04-08
"Mills",0,46,2021-04-08
"Mitchell",0,46,2021-04-08
"Montague",0.04,101,2021-04-08
"Montgomery",0.082,7604,2021-04-08
"Moore",0.056,92,2021-04-08
"Morris",0,56,2021-04-08
"Motley",0.25,6,2021-04-08
"Nacogdoches",0.029,568,2021-04-08
"Navarro",0.024,201,2021-04-08
"Newton",0.028,55,2021-04-08
"Nolan",0.053,46,2021-04-08
"Nueces",0.069,2538,2021-04-08
"Ochiltree",0,5,2021-04-08
"Oldham",0,8,2021-04-08
"Orange",0.069,731,2021-04-08
"Palo Pinto",0.041,164,2021-04-08
"Panola",0,74,2021-04-08
"Parker",0.055,947,2021-04-08
"Parmer",0,38,2021-04-08
"Pecos",0,297,2021-04-08
"Polk",0.097,780,2021-04-08
"Potter",0.018,1127,2021-04-08
"Presidio",0,12,2021-04-08
"Rains",0.111,48,2021-04-08
"Randall",0.022,965,2021-04-08
"Reagan",0,5,2021-04-08
"Real",0,14,2021-04-08
"Red River",0,63,2021-04-08
"Reeves",0,74,2021-04-08
"Refugio",0.034,36,2021-04-08
"Roberts",NA,0,2021-04-08
"Robertson",0.042,165,2021-04-08
"Rockwall",0.042,1201,2021-04-08
"Runnels",0,35,2021-04-08
"Rusk",0,128,2021-04-08
"Sabine",0.094,89,2021-04-08
"San Augustine",0.147,49,2021-04-08
"San Jacinto",0.09,207,2021-04-08
"San Patricio",0.084,393,2021-04-08
"San Saba",0,40,2021-04-08
"Schleicher",0,3,2021-04-08
"Scurry",0.058,493,2021-04-08
"Shackelford",0,3,2021-04-08
"Shelby",0.074,138,2021-04-08
"Sherman",0,5,2021-04-08
"Smith",0.042,1437,2021-04-08
"Somervell",0.042,41,2021-04-08
"Starr",0.143,579,2021-04-08
"Stephens",0.071,18,2021-04-08
"Sterling",0,2,2021-04-08
"Stonewall",NA,1,2021-04-08
"Sutton",0,3,2021-04-08
"Swisher",0,62,2021-04-08
"Tarrant",0.057,22434,2021-04-08
"Taylor",0.063,439,2021-04-08
"Terrell",0,3,2021-04-08
"Terry",0.016,121,2021-04-08
"Throckmorton",NA,2,2021-04-08
"Titus",0,308,2021-04-08
"Tom Green",0.021,372,2021-04-08
"Travis",0.047,19773,2021-04-08
"Trinity",0.021,169,2021-04-08
"Tyler",0.058,121,2021-04-08
"Upshur",0.035,102,2021-04-08
"Upton",0,3,2021-04-08
"Uvalde",0.137,232,2021-04-08
"Val Verde",0.037,423,2021-04-08
"Van Zandt",0.036,202,2021-04-08
"Victoria",0.116,579,2021-04-08
"Walker",0.054,1979,2021-04-08
"Waller",0.056,778,2021-04-08
"Ward",0,40,2021-04-08
"Washington",0.049,607,2021-04-08
"Webb",0.048,3903,2021-04-08
"Wharton",0.06,339,2021-04-08
"Wheeler",0,6,2021-04-08
"Wichita",0.032,797,2021-04-08
"Wilbarger",0.02,112,2021-04-08
"Willacy",0.107,401,2021-04-08
"Williamson",0.056,8415,2021-04-08
"Wilson",0.04,560,2021-04-08
"Winkler",0,7,2021-04-08
"Wise",0.041,517,2021-04-08
"Wood",0.05,164,2021-04-08
"Yoakum",0,20,2021-04-08
"Young",0,92,2021-04-08
"Zapata",0.013,145,2021-04-08
"Zavala",0.055,60,2021-04-08
