"County","TPR_CPR","Tests","Date"
"Anderson",0.056,384,2021-06-07
"Andrews",0,24,2021-06-07
"Angelina",0.031,510,2021-06-07
"Aransas",0.073,96,2021-06-07
"Archer",0.25,11,2021-06-07
"Armstrong",0,2,2021-06-07
"Atascosa",0.075,320,2021-06-07
"Austin",0.047,171,2021-06-07
"Bailey",0,16,2021-06-07
"Bandera",0.017,77,2021-06-07
"Bastrop",0.016,1240,2021-06-07
"Baylor",0,1,2021-06-07
"Bee",0.032,181,2021-06-07
"Bell",0.014,3680,2021-06-07
"Bexar",0.012,41350,2021-06-07
"Blanco",0.026,95,2021-06-07
"Borden",NA,0,2021-06-07
"Bosque",0.014,79,2021-06-07
"Bowie",0.066,324,2021-06-07
"Brazoria",0.043,3038,2021-06-07
"Brazos",0.066,2127,2021-06-07
"Brewster",0,9,2021-06-07
"Briscoe",0,4,2021-06-07
"Brooks",0.044,251,2021-06-07
"Brown",0.086,68,2021-06-07
"Burleson",0.034,201,2021-06-07
"Burnet",0.023,620,2021-06-07
"Caldwell",0.015,757,2021-06-07
"Calhoun",0.091,120,2021-06-07
"Callahan",0.107,30,2021-06-07
"Cameron",0.053,2729,2021-06-07
"Camp",0,6,2021-06-07
"Carson",0,15,2021-06-07
"Cass",0.059,41,2021-06-07
"Castro",0,36,2021-06-07
"Chambers",0.073,235,2021-06-07
"Cherokee",0.103,133,2021-06-07
"Childress",0,83,2021-06-07
"Clay",0.091,12,2021-06-07
"Cochran",0,11,2021-06-07
"Coke",0,13,2021-06-07
"Coleman",0,5,2021-06-07
"Collin",0.015,8009,2021-06-07
"Collingsworth",0,14,2021-06-07
"Colorado",0,67,2021-06-07
"Comal",0.087,1269,2021-06-07
"Comanche",0,22,2021-06-07
"Concho",0,7,2021-06-07
"Cooke",0,125,2021-06-07
"Coryell",0.007,593,2021-06-07
"Cottle",0,5,2021-06-07
"Crane",0,6,2021-06-07
"Crockett",0,8,2021-06-07
"Crosby",0.062,15,2021-06-07
"Culberson",NA,6,2021-06-07
"Dallam",0,6,2021-06-07
"Dallas",0.027,17222,2021-06-07
"Dawson",0,31,2021-06-07
"Deaf Smith",0.059,32,2021-06-07
"Delta",0,9,2021-06-07
"Denton",0.022,6048,2021-06-07
"DeWitt",0.007,43,2021-06-07
"Dickens",0,3,2021-06-07
"Dimmit",0.07,519,2021-06-07
"Donley",0,1,2021-06-07
"Duval",0,43,2021-06-07
"Eastland",0,26,2021-06-07
"Ector",0.057,385,2021-06-07
"Edwards",0,4,2021-06-07
"El Paso",0.022,5284,2021-06-07
"Ellis",0.049,1094,2021-06-07
"Erath",0.042,98,2021-06-07
"Falls",0.006,100,2021-06-07
"Fannin",0.012,278,2021-06-07
"Fayette",0.021,205,2021-06-07
"Fisher",0,8,2021-06-07
"Floyd",0,39,2021-06-07
"Foard",0.5,3,2021-06-07
"Fort Bend",0.029,6206,2021-06-07
"Franklin",0,12,2021-06-07
"Freestone",0.005,238,2021-06-07
"Frio",0.047,88,2021-06-07
"Gaines",0.056,28,2021-06-07
"Galveston",0.04,3826,2021-06-07
"Garza",0,42,2021-06-07
"Gillespie",0.059,77,2021-06-07
"Glasscock",0,2,2021-06-07
"Goliad",0,33,2021-06-07
"Gonzales",0.032,99,2021-06-07
"Gray",0.007,114,2021-06-07
"Grayson",0.029,556,2021-06-07
"Gregg",0.043,447,2021-06-07
"Grimes",0.008,777,2021-06-07
"Guadalupe",0.051,1058,2021-06-07
"Hale",0.009,315,2021-06-07
"Hall",0,12,2021-06-07
"Hamilton",0,39,2021-06-07
"Hansford",0,4,2021-06-07
"Hardeman",0.062,15,2021-06-07
"Hardin",0.038,185,2021-06-07
"Harris",0.036,34179,2021-06-07
"Harrison",0.026,267,2021-06-07
"Hartley",NA,0,2021-06-07
"Haskell",0,8,2021-06-07
"Hays",0.033,3568,2021-06-07
"Hemphill",0,10,2021-06-07
"Henderson",0.048,190,2021-06-07
"Hidalgo",0.046,4469,2021-06-07
"Hill",0.033,141,2021-06-07
"Hockley",0,106,2021-06-07
"Hood",0.045,200,2021-06-07
"Hopkins",0.091,119,2021-06-07
"Houston",0.016,59,2021-06-07
"Howard",0.011,81,2021-06-07
"Hudspeth",0,13,2021-06-07
"Hunt",0.051,288,2021-06-07
"Hutchinson",0,30,2021-06-07
"Irion",NA,6,2021-06-07
"Jack",0.1,18,2021-06-07
"Jackson",0.032,49,2021-06-07
"Jasper",0.029,148,2021-06-07
"Jeff Davis",NA,1,2021-06-07
"Jefferson",0.03,1143,2021-06-07
"Jim Hogg",0,48,2021-06-07
"Jim Wells",0.072,162,2021-06-07
"Johnson",0.026,819,2021-06-07
"Jones",0.049,57,2021-06-07
"Karnes",0.051,43,2021-06-07
"Kaufman",0.048,755,2021-06-07
"Kendall",0.009,306,2021-06-07
"Kenedy",NA,0,2021-06-07
"Kent",NA,1,2021-06-07
"Kerr",0.031,176,2021-06-07
"Kimble",0.5,5,2021-06-07
"King",NA,0,2021-06-07
"Kinney",0,16,2021-06-07
"Kleberg",0.045,94,2021-06-07
"Knox",NA,0,2021-06-07
"La Salle",0.08,25,2021-06-07
"Lamar",0.122,127,2021-06-07
"Lamb",0,33,2021-06-07
"Lampasas",0.01,290,2021-06-07
"Lavaca",0.022,121,2021-06-07
"Lee",0.06,115,2021-06-07
"Leon",0.02,119,2021-06-07
"Liberty",0.058,478,2021-06-07
"Limestone",0.026,183,2021-06-07
"Lipscomb",NA,13,2021-06-07
"Live Oak",0.018,40,2021-06-07
"Llano",0.009,259,2021-06-07
"Loving",0,1,2021-06-07
"Lubbock",0.016,2029,2021-06-07
"Lynn",0,16,2021-06-07
"Madison",0.027,76,2021-06-07
"Marion",0.083,12,2021-06-07
"Martin",NA,2,2021-06-07
"Mason",0,23,2021-06-07
"Matagorda",0.056,166,2021-06-07
"Maverick",0.016,317,2021-06-07
"McCulloch",0.091,27,2021-06-07
"McLennan",0.013,2558,2021-06-07
"McMullen",0,0,2021-06-07
"Medina",0.016,333,2021-06-07
"Menard",0,2,2021-06-07
"Midland",0.04,374,2021-06-07
"Milam",0.017,195,2021-06-07
"Mills",0,33,2021-06-07
"Mitchell",0.071,185,2021-06-07
"Montague",0.139,55,2021-06-07
"Montgomery",0.051,4809,2021-06-07
"Moore",0,23,2021-06-07
