"County","TPR_CPR","Tests","Date"
"Anderson",0.035,128,2022-04-17
"Andrews",0,11,2022-04-17
"Angelina",0.012,156,2022-04-17
"Aransas",0.051,170,2022-04-17
"Archer",0,34,2022-04-17
"Armstrong",0,5,2022-04-17
"Atascosa",0.025,215,2022-04-17
"Austin",0.018,127,2022-04-17
"Bailey",0,8,2022-04-17
"Bandera",0.014,97,2022-04-17
"Bastrop",0.031,593,2022-04-17
"Baylor",0,8,2022-04-17
"Bee",0.042,126,2022-04-17
"Bell",0.021,1796,2022-04-17
"Bexar",0.049,13243,2022-04-17
"Blanco",0.016,76,2022-04-17
"Borden",0,3,2022-04-17
"Bosque",0,29,2022-04-17
"Bowie",0.021,223,2022-04-17
"Brazoria",0.033,2601,2022-04-17
"Brazos",0.048,1189,2022-04-17
"Brewster",0,27,2022-04-17
"Briscoe",0,6,2022-04-17
"Brooks",0,25,2022-04-17
"Brown",0,40,2022-04-17
"Burleson",0.056,86,2022-04-17
"Burnet",0.1,158,2022-04-17
"Caldwell",0.076,283,2022-04-17
"Calhoun",0,68,2022-04-17
"Callahan",0.077,16,2022-04-17
"Cameron",0.023,2099,2022-04-17
"Camp",0,44,2022-04-17
"Carson",0,9,2022-04-17
"Cass",0.013,80,2022-04-17
"Castro",0.077,16,2022-04-17
"Chambers",0.023,269,2022-04-17
"Cherokee",0.06,72,2022-04-17
"Childress",0,27,2022-04-17
"Clay",0,15,2022-04-17
"Cochran",0,12,2022-04-17
"Coke",0.5,3,2022-04-17
"Coleman",0,7,2022-04-17
"Collin",0.035,5031,2022-04-17
"Collingsworth",0,5,2022-04-17
"Colorado",0,71,2022-04-17
"Comal",0.071,715,2022-04-17
"Comanche",0.062,23,2022-04-17
"Concho",0,12,2022-04-17
"Cooke",0,129,2022-04-17
"Coryell",0.048,274,2022-04-17
"Cottle",0,6,2022-04-17
"Crane",0,4,2022-04-17
"Crockett",0,1,2022-04-17
"Crosby",0,14,2022-04-17
"Culberson",0.25,8,2022-04-17
"Dallam",0,2,2022-04-17
"Dallas",0.039,13341,2022-04-17
"Dawson",0.056,15,2022-04-17
"Deaf Smith",0,20,2022-04-17
"Delta",0.1,20,2022-04-17
"Denton",0.052,3318,2022-04-17
"DeWitt",0.054,50,2022-04-17
"Dickens",0,2,2022-04-17
"Dimmit",0.038,23,2022-04-17
"Donley",0,13,2022-04-17
"Duval",0.024,46,2022-04-17
"Eastland",0,16,2022-04-17
"Ector",0.033,338,2022-04-17
"Edwards",0,10,2022-04-17
"El Paso",0.039,5146,2022-04-17
"Ellis",0.034,700,2022-04-17
"Erath",0,100,2022-04-17
"Falls",0,42,2022-04-17
"Fannin",0.008,124,2022-04-17
"Fayette",0.016,89,2022-04-17
"Fisher",0,3,2022-04-17
"Floyd",0,22,2022-04-17
"Foard",0,1,2022-04-17
"Fort Bend",0.061,5547,2022-04-17
"Franklin",0.04,25,2022-04-17
"Freestone",0.043,49,2022-04-17
"Frio",0.008,257,2022-04-17
"Gaines",0,16,2022-04-17
"Galveston",0.051,2867,2022-04-17
"Garza",0,65,2022-04-17
"Gillespie",0.113,65,2022-04-17
"Glasscock",0,2,2022-04-17
"Goliad",0.059,13,2022-04-17
"Gonzales",0,47,2022-04-17
"Gray",0,26,2022-04-17
"Grayson",0.02,329,2022-04-17
"Gregg",0.025,208,2022-04-17
"Grimes",0,184,2022-04-17
"Guadalupe",0.059,575,2022-04-17
"Hale",0,132,2022-04-17
"Hall",0.133,17,2022-04-17
"Hamilton",0,46,2022-04-17
"Hansford",0,2,2022-04-17
"Hardeman",0,13,2022-04-17
"Hardin",0.025,194,2022-04-17
"Harris",0.039,37056,2022-04-17
"Harrison",0.009,132,2022-04-17
"Hartley",,1,2022-04-17
"Haskell",0,4,2022-04-17
"Hays",0.066,1239,2022-04-17
"Hemphill",,0,2022-04-17
"Henderson",0.022,202,2022-04-17
"Hidalgo",0.031,4043,2022-04-17
"Hill",0.061,79,2022-04-17
"Hockley",0.082,106,2022-04-17
"Hood",0.024,196,2022-04-17
"Hopkins",0.023,57,2022-04-17
"Houston",0,52,2022-04-17
"Howard",0.069,30,2022-04-17
"Hudspeth",0.111,29,2022-04-17
"Hunt",0.008,321,2022-04-17
"Hutchinson",0.125,19,2022-04-17
"Irion",0,14,2022-04-17
"Jack",0,14,2022-04-17
"Jackson",0.017,68,2022-04-17
"Jasper",0,105,2022-04-17
"Jeff Davis",0,3,2022-04-17
"Jefferson",0.027,629,2022-04-17
"Jim Hogg",0,9,2022-04-17
"Jim Wells",0.02,197,2022-04-17
"Johnson",0.023,569,2022-04-17
"Jones",0.03,69,2022-04-17
"Karnes",0.061,39,2022-04-17
"Kaufman",0.02,572,2022-04-17
"Kendall",0.045,207,2022-04-17
"Kenedy",,0,2022-04-17
"Kent",0,3,2022-04-17
"Kerr",0.077,136,2022-04-17
"Kimble",0,5,2022-04-17
"King",0,1,2022-04-17
"Kinney",0,5,2022-04-17
"Kleberg",0.069,65,2022-04-17
"Knox",0,4,2022-04-17
"La Salle",0,29,2022-04-17
"Lamar",0.029,66,2022-04-17
"Lamb",0.038,37,2022-04-17
"Lampasas",0.02,131,2022-04-17
"Lavaca",0,86,2022-04-17
"Lee",0,46,2022-04-17
"Leon",0.034,69,2022-04-17
"Liberty",0.02,360,2022-04-17
"Limestone",0.032,37,2022-04-17
"Lipscomb",0,8,2022-04-17
"Live Oak",0,43,2022-04-17
"Llano",0.042,78,2022-04-17
"Loving",0,13,2022-04-17
"Lubbock",0.017,940,2022-04-17
"Lynn",0,9,2022-04-17
"Madison",0,59,2022-04-17
"Marion",0,14,2022-04-17
"Martin",0,12,2022-04-17
"Mason",0,5,2022-04-17
"Matagorda",0.006,220,2022-04-17
"Maverick",0.02,170,2022-04-17
"McCulloch",,5,2022-04-17
"McLennan",0.03,828,2022-04-17
"McMullen",0,4,2022-04-17
"Medina",0.024,167,2022-04-17
"Menard",0,4,2022-04-17
"Midland",0.044,267,2022-04-17
"Milam",0.051,76,2022-04-17
"Mills",0,11,2022-04-17
"Mitchell",0,10,2022-04-17
"Montague",0,40,2022-04-17
"Montgomery",0.04,3570,2022-04-17
"Moore",0,23,2022-04-17
"Morris",0,37,2022-04-17
"Motley",0,7,2022-04-17
"Nacogdoches",0.028,299,2022-04-17
"Navarro",0.015,87,2022-04-17
"Newton",0,30,2022-04-17
"Nolan",0,4,2022-04-17
"Nueces",0.028,1461,2022-04-17
"Ochiltree",0,51,2022-04-17
"Oldham",0,9,2022-04-17
"Orange",0.023,217,2022-04-17
"Palo Pinto",0.036,39,2022-04-17
"Panola",0,60,2022-04-17
"Parker",0.02,458,2022-04-17
"Parmer",0.125,15,2022-04-17
"Pecos",0,35,2022-04-17
"Polk",0.022,171,2022-04-17
"Potter",0.029,356,2022-04-17
"Presidio",0,10,2022-04-17
"Rains",0,25,2022-04-17
"Randall",0.011,257,2022-04-17
"Reagan",0,2,2022-04-17
"Real",0.2,3,2022-04-17
"Red River",0,20,2022-04-17
"Reeves",0,45,2022-04-17
"Refugio",0,31,2022-04-17
"Roberts",0,1,2022-04-17
"Robertson",0.03,65,2022-04-17
"Rockwall",0.029,388,2022-04-17
"Runnels",0,5,2022-04-17
"Rusk",0.091,75,2022-04-17
"Sabine",0,33,2022-04-17
"San Augustine",0,25,2022-04-17
"San Jacinto",0.023,93,2022-04-17
"San Patricio",0.038,340,2022-04-17
"San Saba",0,6,2022-04-17
"Schleicher",,0,2022-04-17
"Scurry",0.036,120,2022-04-17
"Shackelford",,3,2022-04-17
"Shelby",0,110,2022-04-17
"Sherman",0,5,2022-04-17
"Smith",0.032,786,2022-04-17
"Somervell",0.05,22,2022-04-17
"Starr",0.027,247,2022-04-17
"Stephens",0.167,9,2022-04-17
"Sterling",,0,2022-04-17
"Stonewall",0,2,2022-04-17
"Sutton",0,1,2022-04-17
"Swisher",0,19,2022-04-17
"Tarrant",0.039,8144,2022-04-17
"Taylor",0.114,135,2022-04-17
"Terrell",0,3,2022-04-17
"Terry",0,19,2022-04-17
"Throckmorton",,2,2022-04-17
"Titus",0,108,2022-04-17
"Tom Green",0.021,109,2022-04-17
"Travis",0.082,7722,2022-04-17
"Trinity",0.135,48,2022-04-17
"Tyler",0.089,53,2022-04-17
"Upshur",0.026,44,2022-04-17
"Upton",0,3,2022-04-17
"Uvalde",0,108,2022-04-17
"Val Verde",0.03,199,2022-04-17
"Van Zandt",0.014,109,2022-04-17
"Victoria",0.027,300,2022-04-17
"Walker",0.02,611,2022-04-17
"Waller",0.035,303,2022-04-17
"Ward",0,25,2022-04-17
"Washington",0.039,119,2022-04-17
"Webb",0.034,1010,2022-04-17
"Wharton",0.023,166,2022-04-17
"Wheeler",0,8,2022-04-17
"Wichita",0.1,275,2022-04-17
"Wilbarger",0,68,2022-04-17
"Willacy",0.022,167,2022-04-17
"Williamson",0.082,2456,2022-04-17
"Wilson",0.032,156,2022-04-17
"Winkler",0.143,7,2022-04-17
"Wise",0.063,113,2022-04-17
"Wood",0.013,101,2022-04-17
"Yoakum",0,11,2022-04-17
"Young",0.037,45,2022-04-17
"Zapata",0,76,2022-04-17
"Zavala",0.026,40,2022-04-17
