"County","TPR_CPR","Tests","Date"
"Anderson",0,67,2022-04-30
"Andrews",0,6,2022-04-30
"Angelina",0.065,104,2022-04-30
"Aransas",0.116,96,2022-04-30
"Archer",0,19,2022-04-30
"Armstrong",,1,2022-04-30
"Atascosa",0.036,183,2022-04-30
"Austin",0.019,83,2022-04-30
"Bailey",0,4,2022-04-30
"Bandera",0.061,72,2022-04-30
"Bastrop",0.048,348,2022-04-30
"Baylor",0,5,2022-04-30
"Bee",0.081,62,2022-04-30
"Bell",0.03,1074,2022-04-30
"Bexar",0.07,9354,2022-04-30
"Blanco",0.036,59,2022-04-30
"Borden",,2,2022-04-30
"Bosque",0.067,15,2022-04-30
"Bowie",0.034,112,2022-04-30
"Brazoria",0.061,1869,2022-04-30
"Brazos",0.089,1024,2022-04-30
"Brewster",0,14,2022-04-30
"Briscoe",0,4,2022-04-30
"Brooks",0.211,37,2022-04-30
"Brown",0.167,18,2022-04-30
"Burleson",0.054,70,2022-04-30
"Burnet",0.057,163,2022-04-30
"Caldwell",0.084,229,2022-04-30
"Calhoun",0.075,54,2022-04-30
"Callahan",0,8,2022-04-30
"Cameron",0.061,1255,2022-04-30
"Camp",0,39,2022-04-30
"Carson",0,10,2022-04-30
"Cass",0.038,41,2022-04-30
"Castro",0.083,20,2022-04-30
"Chambers",0.022,187,2022-04-30
"Cherokee",0,50,2022-04-30
"Childress",0.036,28,2022-04-30
"Clay",0.125,9,2022-04-30
"Cochran",0,12,2022-04-30
"Coke",0,3,2022-04-30
"Coleman",0,5,2022-04-30
"Collin",0.064,3163,2022-04-30
"Collingsworth",0,5,2022-04-30
"Colorado",0,51,2022-04-30
"Comal",0.052,477,2022-04-30
"Comanche",0,11,2022-04-30
"Concho",,0,2022-04-30
"Cooke",0.094,77,2022-04-30
"Coryell",0.132,141,2022-04-30
"Cottle",0,9,2022-04-30
"Crane",0,2,2022-04-30
"Crockett",,0,2022-04-30
"Crosby",0,13,2022-04-30
"Culberson",0,3,2022-04-30
"Dallam",0,7,2022-04-30
"Dallas",0.063,7805,2022-04-30
"Dawson",0,8,2022-04-30
"Deaf Smith",0,19,2022-04-30
"Delta",0,11,2022-04-30
"Denton",0.087,2122,2022-04-30
"DeWitt",0,39,2022-04-30
"Dickens",0,2,2022-04-30
"Dimmit",0,25,2022-04-30
"Donley",0,5,2022-04-30
"Duval",0.056,33,2022-04-30
"Eastland",0,11,2022-04-30
"Ector",0.034,188,2022-04-30
"Edwards",0,4,2022-04-30
