"County","TPR_CPR","Tests","Date"
"Anderson",NA,322,2021-08-21
"Andrews",NA,27,2021-08-21
"Angelina",NA,292,2021-08-21
"Aransas",NA,78,2021-08-21
"Archer",NA,20,2021-08-21
"Armstrong",NA,5,2021-08-21
"Atascosa",NA,332,2021-08-21
"Austin",NA,184,2021-08-21
"Bailey",NA,7,2021-08-21
"Bandera",NA,64,2021-08-21
"Bastrop",NA,522,2021-08-21
"Baylor",NA,3,2021-08-21
"Bee",NA,236,2021-08-21
"Bell",NA,1503,2021-08-21
"Bexar",NA,22011,2021-08-21
"Blanco",NA,30,2021-08-21
"Borden",NA,4,2021-08-21
"Bosque",NA,29,2021-08-21
"Bowie",NA,211,2021-08-21
"Brazoria",NA,3283,2021-08-21
"Brazos",NA,1774,2021-08-21
"Brewster",NA,9,2021-08-21
"Briscoe",NA,3,2021-08-21
"Brooks",NA,32,2021-08-21
"Brown",NA,60,2021-08-21
"Burleson",NA,66,2021-08-21
"Burnet",NA,195,2021-08-21
"Caldwell",NA,349,2021-08-21
"Calhoun",NA,45,2021-08-21
"Callahan",NA,19,2021-08-21
"Cameron",NA,2186,2021-08-21
"Camp",NA,34,2021-08-21
"Carson",NA,8,2021-08-21
"Cass",NA,49,2021-08-21
"Castro",NA,17,2021-08-21
"Chambers",NA,296,2021-08-21
"Cherokee",NA,253,2021-08-21
"Childress",NA,8,2021-08-21
"Clay",NA,28,2021-08-21
"Cochran",NA,6,2021-08-21
"Coke",NA,12,2021-08-21
"Coleman",NA,15,2021-08-21
"Collin",NA,4270,2021-08-21
"Collingsworth",NA,9,2021-08-21
"Colorado",NA,67,2021-08-21
"Comal",NA,1304,2021-08-21
"Comanche",NA,56,2021-08-21
"Concho",NA,7,2021-08-21
"Cooke",NA,50,2021-08-21
"Coryell",NA,352,2021-08-21
"Cottle",NA,5,2021-08-21
"Crane",NA,4,2021-08-21
"Crockett",NA,3,2021-08-21
"Crosby",NA,12,2021-08-21
"Culberson",NA,1,2021-08-21
"Dallam",NA,109,2021-08-21
"Dallas",NA,13547,2021-08-21
"Dawson",NA,164,2021-08-21
"Deaf Smith",NA,33,2021-08-21
"Delta",NA,11,2021-08-21
"Denton",NA,3308,2021-08-21
"DeWitt",NA,98,2021-08-21
"Dickens",NA,9,2021-08-21
"Dimmit",NA,110,2021-08-21
"Donley",NA,7,2021-08-21
"Duval",NA,80,2021-08-21
"Eastland",NA,49,2021-08-21
"Ector",NA,195,2021-08-21
"Edwards",NA,0,2021-08-21
"El Paso",NA,3963,2021-08-21
"Ellis",NA,466,2021-08-21
"Erath",NA,105,2021-08-21
"Falls",NA,117,2021-08-21
"Fannin",NA,130,2021-08-21
"Fayette",NA,102,2021-08-21
"Fisher",NA,11,2021-08-21
"Floyd",NA,30,2021-08-21
"Foard",NA,8,2021-08-21
"Fort Bend",NA,4907,2021-08-21
"Franklin",NA,21,2021-08-21
"Freestone",NA,75,2021-08-21
"Frio",NA,218,2021-08-21
"Gaines",NA,29,2021-08-21
"Galveston",NA,4640,2021-08-21
"Garza",NA,52,2021-08-21
"Gillespie",NA,45,2021-08-21
"Glasscock",NA,2,2021-08-21
"Goliad",NA,37,2021-08-21
"Gonzales",NA,50,2021-08-21
"Gray",NA,50,2021-08-21
"Grayson",NA,311,2021-08-21
"Gregg",NA,709,2021-08-21
"Grimes",NA,323,2021-08-21
"Guadalupe",NA,690,2021-08-21
"Hale",NA,336,2021-08-21
"Hall",NA,5,2021-08-21
"Hamilton",NA,81,2021-08-21
"Hansford",NA,1,2021-08-21
"Hardeman",NA,11,2021-08-21
"Hardin",NA,209,2021-08-21
"Harris",NA,34182,2021-08-21
"Harrison",NA,121,2021-08-21
"Hartley",NA,1,2021-08-21
"Haskell",NA,5,2021-08-21
"Hays",NA,4087,2021-08-21
"Hemphill",NA,2,2021-08-21
"Henderson",NA,271,2021-08-21
"Hidalgo",NA,4302,2021-08-21
"Hill",NA,83,2021-08-21
"Hockley",NA,172,2021-08-21
"Hood",NA,92,2021-08-21
"Hopkins",NA,27,2021-08-21
"Houston",NA,82,2021-08-21
"Howard",NA,86,2021-08-21
"Hudspeth",NA,5,2021-08-21
"Hunt",NA,235,2021-08-21
"Hutchinson",NA,31,2021-08-21
"Irion",NA,3,2021-08-21
"Jack",NA,119,2021-08-21
"Jackson",NA,60,2021-08-21
"Jasper",NA,110,2021-08-21
"Jeff Davis",NA,0,2021-08-21
