Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Anderson,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Andrews,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Angelina,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Aransas,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Archer,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Armstrong,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Atascosa,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Austin,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bailey,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bandera,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bastrop,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Baylor,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bee,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bell,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bexar,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Blanco,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Borden,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bosque,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Bowie,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Brazoria,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Brazos,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Brewster,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Briscoe,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Brooks,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Brown,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Burleson,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Burnet,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Caldwell,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Calhoun,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Callahan,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Cameron,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Camp,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Carson,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Cass,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Castro,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Chambers,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Cherokee,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Childress,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Clay,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Cochran,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Coke,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Coleman,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Collin,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Collingsworth,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Colorado,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Comal,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Comanche,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Concho,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Cooke,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Coryell,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Cottle,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Crane,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Crockett,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Crosby,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Culberson,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Dallam,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Dallas,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Dawson,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,DeWitt,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Deaf Smith,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Delta,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Denton,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Dickens,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Dimmit,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Donley,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Duval,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Eastland,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Ector,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Edwards,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,El Paso,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Ellis,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Erath,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Falls,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Fannin,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Fayette,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Fisher,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Floyd,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Foard,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Fort Bend,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Franklin,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Freestone,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Frio,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Gaines,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Galveston,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Garza,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Gillespie,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Glasscock,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Goliad,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Gonzales,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Gray,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Grayson,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Gregg,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Grimes,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Guadalupe,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Hale,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Hall,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Hamilton,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Hansford,0,,,
2021-02-05,original-sources/historical/cpr_orig//cpr_2021-02-08.xlsx,Hardeman,0,,,
