"County","TPR_CPR","Tests","Date"
"Anderson",0.083,516,2021-01-25
"Andrews",0.075,53,2021-01-25
"Angelina",0.138,1394,2021-01-25
"Aransas",0.173,156,2021-01-25
"Archer",0.109,64,2021-01-25
"Armstrong",0.1,10,2021-01-25
"Atascosa",0.099,2022,2021-01-25
"Austin",0.165,405,2021-01-25
"Bailey",0,1,2021-01-25
"Bandera",0.149,194,2021-01-25
"Bastrop",0.131,1406,2021-01-25
"Baylor",0.133,15,2021-01-25
"Bee",0.112,672,2021-01-25
"Bell",0.108,5869,2021-01-25
"Bexar",0.118,72618,2021-01-25
"Blanco",0.142,162,2021-01-25
"Borden",0,4,2021-01-25
"Bosque",0.198,212,2021-01-25
"Bowie",0.114,1153,2021-01-25
"Brazoria",0.141,5523,2021-01-25
"Brazos",0.126,6348,2021-01-25
"Brewster",0.138,58,2021-01-25
"Briscoe",0.125,8,2021-01-25
"Brooks",0.023,257,2021-01-25
"Brown",0.145,345,2021-01-25
"Burleson",0.145,324,2021-01-25
"Burnet",0.112,750,2021-01-25
"Caldwell",0.198,1013,2021-01-25
"Calhoun",0.096,365,2021-01-25
"Callahan",0.068,88,2021-01-25
"Cameron",0.179,4549,2021-01-25
"Camp",0.16,150,2021-01-25
"Carson",0.111,18,2021-01-25
"Cass",0.112,214,2021-01-25
"Castro",0.103,39,2021-01-25
"Chambers",0.136,427,2021-01-25
"Cherokee",0.08,503,2021-01-25
"Childress",0.172,58,2021-01-25
"Clay",0.173,75,2021-01-25
"Cochran",0,7,2021-01-25
"Coke",0.042,24,2021-01-25
"Coleman",0.217,69,2021-01-25
"Collin",0.158,16991,2021-01-25
"Collingsworth",0.231,26,2021-01-25
"Colorado",0.193,259,2021-01-25
"Comal",0.175,2813,2021-01-25
"Comanche",0.145,55,2021-01-25
"Concho",0.136,22,2021-01-25
"Cooke",0.181,480,2021-01-25
"Coryell",0.054,1378,2021-01-25
"Cottle",0,8,2021-01-25
"Crane",0,114,2021-01-25
"Crockett",0.211,19,2021-01-25
"Crosby",0.062,32,2021-01-25
"Culberson",0.308,39,2021-01-25
"Dallam",0.034,29,2021-01-25
"Dallas",0.161,47976,2021-01-25
"Dawson",0.012,170,2021-01-25
"Deaf Smith",0.031,32,2021-01-25
"Delta",0.053,57,2021-01-25
"Denton",0.149,16362,2021-01-25
"DeWitt",0.22,159,2021-01-25
"Dickens",0,5,2021-01-25
"Dimmit",0.235,179,2021-01-25
"Donley",0.045,22,2021-01-25
"Duval",0.088,454,2021-01-25
"Eastland",0.167,42,2021-01-25
"Ector",0.188,643,2021-01-25
"Edwards",0.042,24,2021-01-25
"El Paso",0.139,14589,2021-01-25
"Ellis",0.154,4118,2021-01-25
"Erath",0.11,418,2021-01-25
"Falls",0.121,256,2021-01-25
"Fannin",0.115,572,2021-01-25
"Fayette",0.152,269,2021-01-25
"Fisher",0.379,29,2021-01-25
"Floyd",0.045,22,2021-01-25
"Foard",0,3,2021-01-25
"Fort Bend",0.15,17071,2021-01-25
"Franklin",0.108,65,2021-01-25
"Freestone",0.092,272,2021-01-25
"Frio",0.152,230,2021-01-25
"Gaines",0.188,32,2021-01-25
"Galveston",0.134,4803,2021-01-25
"Garza",0.05,60,2021-01-25
"Gillespie",0.107,206,2021-01-25
"Glasscock",0,1,2021-01-25
"Goliad",0.225,71,2021-01-25
"Gonzales",0.299,298,2021-01-25
"Gray",0.18,61,2021-01-25
"Grayson",0.125,2453,2021-01-25
"Gregg",0.11,1450,2021-01-25
"Grimes",0.123,561,2021-01-25
"Guadalupe",0.115,2794,2021-01-25
"Hale",0.18,122,2021-01-25
"Hall",0.278,36,2021-01-25
"Hamilton",0.044,183,2021-01-25
"Hansford",0.222,9,2021-01-25
"Hardeman",0.143,14,2021-01-25
"Hardin",0.133,429,2021-01-25
"Harris",0.149,80932,2021-01-25
"Harrison",0.151,518,2021-01-25
"Hartley",0,2,2021-01-25
"Haskell",0.091,11,2021-01-25
"Hays",0.153,6691,2021-01-25
"Hemphill",0,1,2021-01-25
"Henderson",0.205,620,2021-01-25
"Hidalgo",0.198,7031,2021-01-25
"Hill",0.187,390,2021-01-25
"Hockley",0.129,85,2021-01-25
"Hood",0.223,637,2021-01-25
"Hopkins",0.098,346,2021-01-25
"Houston",0.101,198,2021-01-25
"Howard",0.144,499,2021-01-25
"Hudspeth",0.048,21,2021-01-25
"Hunt",0.177,1137,2021-01-25
"Hutchinson",0.156,109,2021-01-25
"Irion",0.25,12,2021-01-25
"Jack",0.245,49,2021-01-25
"Jackson",0.293,181,2021-01-25
"Jasper",0.177,305,2021-01-25
"Jeff Davis",0,4,2021-01-25
"Jefferson",0.145,2856,2021-01-25
"Jim Hogg",0.134,238,2021-01-25
"Jim Wells",0.137,822,2021-01-25
"Johnson",0.196,2515,2021-01-25
"Jones",0.066,91,2021-01-25
"Karnes",0.129,233,2021-01-25
"Kaufman",0.179,2544,2021-01-25
"Kendall",0.136,603,2021-01-25
"Kenedy",0,1,2021-01-25
"Kent",0,3,2021-01-25
"Kerr",0.059,576,2021-01-25
"Kimble",0.071,14,2021-01-25
"King",0,1,2021-01-25
"Kinney",0.24,75,2021-01-25
"Kleberg",0.196,515,2021-01-25
"Knox",0.25,8,2021-01-25
"La Salle",0.114,114,2021-01-25
"Lamar",0.113,389,2021-01-25
"Lamb",0.039,51,2021-01-25
"Lampasas",0.168,345,2021-01-25
"Lavaca",0.217,267,2021-01-25
"Lee",0.111,162,2021-01-25
"Leon",0.114,324,2021-01-25
"Liberty",0.205,806,2021-01-25
"Limestone",0.086,767,2021-01-25
"Lipscomb",0,3,2021-01-25
"Live Oak",0.098,214,2021-01-25
"Llano",0.116,302,2021-01-25
"Loving",NA,0,2021-01-25
"Lubbock",0.067,2063,2021-01-25
"Lynn",0.121,33,2021-01-25
"Madison",0.115,148,2021-01-25
"Marion",0.179,67,2021-01-25
"Martin",0.077,13,2021-01-25
"Mason",0.132,38,2021-01-25
"Matagorda",0.148,539,2021-01-25
"Maverick",0.238,1321,2021-01-25
"McCulloch",0.051,39,2021-01-25
"McLennan",0.083,2426,2021-01-25
"McMullen",0,3,2021-01-25
"Medina",0.155,709,2021-01-25
"Menard",0.045,89,2021-01-25
"Midland",0.125,650,2021-01-25
"Milam",0.097,495,2021-01-25
"Mills",0.103,146,2021-01-25
"Mitchell",0.135,37,2021-01-25
"Montague",0.161,230,2021-01-25
"Montgomery",0.164,7376,2021-01-25
"Moore",0,103,2021-01-25
"Morris",0.128,117,2021-01-25
"Motley",NA,0,2021-01-25
"Nacogdoches",0.078,743,2021-01-25
"Navarro",0.119,488,2021-01-25
"Newton",0.074,148,2021-01-25
"Nolan",0.208,130,2021-01-25
"Nueces",0.15,3202,2021-01-25
"Ochiltree",0.167,6,2021-01-25
"Oldham",0,9,2021-01-25
"Orange",0.118,634,2021-01-25
"Palo Pinto",0.267,315,2021-01-25
"Panola",0.136,250,2021-01-25
"Parker",0.216,1436,2021-01-25
"Parmer",0.16,25,2021-01-25
"Pecos",0.048,209,2021-01-25
"Polk",0.099,467,2021-01-25
"Potter",0.081,939,2021-01-25
"Presidio",0.538,13,2021-01-25
"Rains",0.2,50,2021-01-25
"Randall",0.076,804,2021-01-25
"Reagan",0,5,2021-01-25
"Real",0.038,78,2021-01-25
"Red River",0.074,135,2021-01-25
"Reeves",0.099,152,2021-01-25
"Refugio",0.156,77,2021-01-25
"Roberts",0,2,2021-01-25
"Robertson",0.194,268,2021-01-25
"Rockwall",0.127,3297,2021-01-25
"Runnels",0.106,123,2021-01-25
"Rusk",0.222,243,2021-01-25
"Sabine",0.078,103,2021-01-25
"San Augustine",0.049,103,2021-01-25
"San Jacinto",0.141,135,2021-01-25
"San Patricio",0.235,629,2021-01-25
"San Saba",0.196,56,2021-01-25
"Schleicher",0.261,23,2021-01-25
"Scurry",0.206,247,2021-01-25
"Shackelford",0,7,2021-01-25
"Shelby",0.105,352,2021-01-25
"Sherman",0,2,2021-01-25
"Smith",0.131,2565,2021-01-25
"Somervell",0.163,43,2021-01-25
"Starr",0.223,1318,2021-01-25
"Stephens",0.088,34,2021-01-25
"Sterling",0,10,2021-01-25
"Stonewall",0,2,2021-01-25
"Sutton",0.571,14,2021-01-25
"Swisher",0.167,42,2021-01-25
"Tarrant",0.205,36356,2021-01-25
"Taylor",0.066,1095,2021-01-25
"Terrell",0.667,3,2021-01-25
"Terry",0.118,17,2021-01-25
"Throckmorton",0.667,6,2021-01-25
"Titus",0.079,509,2021-01-25
"Tom Green",0.058,1698,2021-01-25
"Travis",0.103,25254,2021-01-25
"Trinity",0.078,294,2021-01-25
"Tyler",0.155,129,2021-01-25
"Upshur",0.113,301,2021-01-25
"Upton",0.2,10,2021-01-25
"Uvalde",0.246,768,2021-01-25
"Val Verde",0.262,1126,2021-01-25
"Van Zandt",0.191,383,2021-01-25
"Victoria",0.156,758,2021-01-25
"Walker",0.139,1086,2021-01-25
"Waller",0.112,1140,2021-01-25
"Ward",0.107,122,2021-01-25
"Washington",0.117,1016,2021-01-25
"Webb",0.205,13761,2021-01-25
"Wharton",0.26,907,2021-01-25
"Wheeler",0.214,14,2021-01-25
"Wichita",0.098,1453,2021-01-25
"Wilbarger",0.193,135,2021-01-25
"Willacy",0.162,587,2021-01-25
"Williamson",0.14,11225,2021-01-25
"Wilson",0.138,990,2021-01-25
"Winkler",0.318,22,2021-01-25
"Wise",0.198,1181,2021-01-25
"Wood",0.259,309,2021-01-25
"Yoakum",0.077,13,2021-01-25
"Young",0.148,81,2021-01-25
