"County","TPR_CPR","Tests","Date"
"Anderson",0.023,740,2021-04-04
"Andrews",0.097,40,2021-04-04
"Angelina",0.061,652,2021-04-04
"Aransas",0.109,192,2021-04-04
"Archer",0,17,2021-04-04
"Armstrong",0,8,2021-04-04
"Atascosa",0.012,1622,2021-04-04
"Austin",0.091,326,2021-04-04
"Bailey",0,17,2021-04-04
"Bandera",0.041,148,2021-04-04
"Bastrop",0.073,934,2021-04-04
"Baylor",0.111,6,2021-04-04
"Bee",0.018,288,2021-04-04
"Bell",0.035,4913,2021-04-04
"Bexar",0.021,59351,2021-04-04
"Blanco",0.106,74,2021-04-04
"Borden",0,2,2021-04-04
"Bosque",0.024,135,2021-04-04
"Bowie",0.044,536,2021-04-04
"Brazoria",0.088,5320,2021-04-04
"Brazos",0.054,6635,2021-04-04
"Brewster",0.154,19,2021-04-04
"Briscoe",0,5,2021-04-04
"Brooks",0.014,417,2021-04-04
"Brown",0.026,116,2021-04-04
"Burleson",0.065,348,2021-04-04
"Burnet",0.062,677,2021-04-04
"Caldwell",0.075,589,2021-04-04
"Calhoun",0.213,147,2021-04-04
"Callahan",0.2,33,2021-04-04
"Cameron",0.073,4391,2021-04-04
"Camp",0.029,40,2021-04-04
"Carson",0,22,2021-04-04
"Cass",0.035,194,2021-04-04
"Castro",0.031,43,2021-04-04
"Chambers",0.074,365,2021-04-04
"Cherokee",0.005,161,2021-04-04
"Childress",0,46,2021-04-04
"Clay",0.048,52,2021-04-04
"Cochran",0.143,6,2021-04-04
"Coke",0,34,2021-04-04
"Coleman",0,12,2021-04-04
"Collin",0.048,11193,2021-04-04
"Collingsworth",0,60,2021-04-04
"Colorado",0.157,97,2021-04-04
"Comal",0.054,1675,2021-04-04
"Comanche",0,55,2021-04-04
"Concho",0.25,9,2021-04-04
"Cooke",0.065,222,2021-04-04
"Coryell",0.019,1142,2021-04-04
"Cottle",0,8,2021-04-04
"Crane",0.167,6,2021-04-04
"Crockett",NA,1,2021-04-04
"Crosby",0,19,2021-04-04
"Culberson",0.1,11,2021-04-04
"Dallam",0.015,19,2021-04-04
"Dallas",0.042,30789,2021-04-04
"Dawson",0.028,17,2021-04-04
"Deaf Smith",0.17,63,2021-04-04
"Delta",0,19,2021-04-04
"Denton",0.044,9219,2021-04-04
"DeWitt",0.064,239,2021-04-04
"Dickens",0,3,2021-04-04
"Dimmit",0.185,683,2021-04-04
"Donley",0.111,27,2021-04-04
"Duval",0.028,230,2021-04-04
"Eastland",0.032,49,2021-04-04
"Ector",0.109,544,2021-04-04
"Edwards",0,6,2021-04-04
"El Paso",0.094,11350,2021-04-04
"Ellis",0.038,1768,2021-04-04
