"County","TPR_CPR","Tests","Date"
"Anderson",0.074,404,2021-01-28
"Andrews",0.082,49,2021-01-28
"Angelina",0.11,1358,2021-01-28
"Aransas",0.18,128,2021-01-28
"Archer",0.053,19,2021-01-28
"Armstrong",0,6,2021-01-28
"Atascosa",0.063,1799,2021-01-28
"Austin",0.138,320,2021-01-28
"Bailey",0,3,2021-01-28
"Bandera",0.113,141,2021-01-28
"Bastrop",0.111,1079,2021-01-28
"Baylor",0.182,11,2021-01-28
"Bee",0.087,482,2021-01-28
"Bell",0.11,3980,2021-01-28
"Bexar",0.097,59447,2021-01-28
"Blanco",0.142,120,2021-01-28
"Borden",0,4,2021-01-28
"Bosque",0.069,130,2021-01-28
"Bowie",0.118,693,2021-01-28
"Brazoria",0.109,4402,2021-01-28
"Brazos",0.123,4863,2021-01-28
"Brewster",0.214,14,2021-01-28
"Briscoe",0,3,2021-01-28
"Brooks",0.081,62,2021-01-28
"Brown",0.107,252,2021-01-28
"Burleson",0.115,340,2021-01-28
"Burnet",0.138,759,2021-01-28
"Caldwell",0.128,919,2021-01-28
"Calhoun",0.142,141,2021-01-28
"Callahan",0.067,105,2021-01-28
"Cameron",0.158,3153,2021-01-28
"Camp",0.143,91,2021-01-28
"Carson",0.111,18,2021-01-28
"Cass",0.101,159,2021-01-28
"Castro",0.032,93,2021-01-28
"Chambers",0.107,346,2021-01-28
"Cherokee",0.066,319,2021-01-28
"Childress",0.197,61,2021-01-28
"Clay",0.111,36,2021-01-28
"Cochran",0.111,9,2021-01-28
"Coke",0.05,20,2021-01-28
"Coleman",0.12,50,2021-01-28
"Collin",0.12,13278,2021-01-28
"Collingsworth",0,10,2021-01-28
"Colorado",0.158,203,2021-01-28
"Comal",0.152,1999,2021-01-28
"Comanche",0.048,42,2021-01-28
"Concho",0.167,12,2021-01-28
"Cooke",0.145,387,2021-01-28
"Coryell",0.043,863,2021-01-28
"Cottle",0,9,2021-01-28
"Crane",0,59,2021-01-28
"Crockett",0.214,14,2021-01-28
"Crosby",0.08,25,2021-01-28
"Culberson",0.222,18,2021-01-28
"Dallam",0.013,79,2021-01-28
"Dallas",0.126,36397,2021-01-28
"Dawson",0.01,98,2021-01-28
"Deaf Smith",0,34,2021-01-28
"Delta",0.109,46,2021-01-28
"Denton",0.13,12412,2021-01-28
"DeWitt",0.101,119,2021-01-28
"Dickens",0,2,2021-01-28
"Dimmit",0.215,279,2021-01-28
"Donley",0.278,18,2021-01-28
"Duval",0.124,113,2021-01-28
"Eastland",0.028,36,2021-01-28
"Ector",0.122,491,2021-01-28
"Edwards",0,10,2021-01-28
"El Paso",0.088,12350,2021-01-28
"Ellis",0.125,3145,2021-01-28
"Erath",0.093,356,2021-01-28
"Falls",0.098,194,2021-01-28
"Fannin",0.072,402,2021-01-28
"Fayette",0.151,212,2021-01-28
"Fisher",0.2,10,2021-01-28
"Floyd",0.059,17,2021-01-28
"Foard",0.5,2,2021-01-28
"Fort Bend",0.121,14304,2021-01-28
"Franklin",0.091,55,2021-01-28
"Freestone",0.052,329,2021-01-28
"Frio",0.169,172,2021-01-28
"Gaines",0.093,43,2021-01-28
"Galveston",0.125,3294,2021-01-28
"Garza",0.043,46,2021-01-28
"Gillespie",0.159,82,2021-01-28
"Glasscock",0,2,2021-01-28
"Goliad",0.22,50,2021-01-28
"Gonzales",0.35,254,2021-01-28
"Gray",0.116,43,2021-01-28
"Grayson",0.138,1637,2021-01-28
"Gregg",0.085,918,2021-01-28
"Grimes",0.126,428,2021-01-28
"Guadalupe",0.103,2078,2021-01-28
"Hale",0.043,94,2021-01-28
"Hall",0.333,36,2021-01-28
"Hamilton",0.035,142,2021-01-28
"Hansford",0.056,18,2021-01-28
"Hardeman",0.071,14,2021-01-28
"Hardin",0.102,284,2021-01-28
"Harris",0.131,68820,2021-01-28
"Harrison",0.106,433,2021-01-28
"Hartley",0,3,2021-01-28
"Haskell",0,10,2021-01-28
"Hays",0.12,5479,2021-01-28
"Hemphill",NA,0,2021-01-28
"Henderson",0.147,373,2021-01-28
"Hidalgo",0.181,5620,2021-01-28
"Hill",0.042,307,2021-01-28
"Hockley",0.091,77,2021-01-28
"Hood",0.133,422,2021-01-28
"Hopkins",0.066,320,2021-01-28
"Houston",0.109,147,2021-01-28
"Howard",0.103,533,2021-01-28
"Hudspeth",0.111,18,2021-01-28
"Hunt",0.171,853,2021-01-28
"Hutchinson",0.023,43,2021-01-28
"Irion",0.167,6,2021-01-28
"Jack",0.077,39,2021-01-28
"Jackson",0.313,99,2021-01-28
"Jasper",0.148,290,2021-01-28
"Jeff Davis",0,4,2021-01-28
"Jefferson",0.099,2073,2021-01-28
"Jim Hogg",0.041,270,2021-01-28
"Jim Wells",0.11,656,2021-01-28
"Johnson",0.157,2114,2021-01-28
"Jones",0.059,68,2021-01-28
"Karnes",0.114,202,2021-01-28
"Kaufman",0.132,1650,2021-01-28
"Kendall",0.101,447,2021-01-28
"Kenedy",0,1,2021-01-28
"Kent",0.5,2,2021-01-28
"Kerr",0.059,426,2021-01-28
"Kimble",0.091,11,2021-01-28
"King",0,1,2021-01-28
"Kinney",0.182,33,2021-01-28
"Kleberg",0.102,382,2021-01-28
"Knox",0,5,2021-01-28
"La Salle",0.128,78,2021-01-28
"Lamar",0.137,284,2021-01-28
"Lamb",0.046,65,2021-01-28
"Lampasas",0.124,259,2021-01-28
"Lavaca",0.207,208,2021-01-28
"Lee",0.108,139,2021-01-28
"Leon",0.039,231,2021-01-28
"Liberty",0.167,729,2021-01-28
"Limestone",0.029,1020,2021-01-28
"Lipscomb",0,4,2021-01-28
"Live Oak",0.092,196,2021-01-28
"Llano",0.1,280,2021-01-28
"Loving",NA,0,2021-01-28
"Lubbock",0.047,2611,2021-01-28
"Lynn",0.12,25,2021-01-28
"Madison",0.076,172,2021-01-28
"Marion",0.213,47,2021-01-28
"Martin",0.091,11,2021-01-28
"Mason",0.038,26,2021-01-28
"Matagorda",0.188,362,2021-01-28
"Maverick",0.241,1205,2021-01-28
"McCulloch",0.138,29,2021-01-28
"McLennan",0.081,1684,2021-01-28
"McMullen",0,3,2021-01-28
"Medina",0.149,617,2021-01-28
"Menard",0.053,57,2021-01-28
"Midland",0.161,566,2021-01-28
"Milam",0.125,289,2021-01-28
"Mills",0.143,70,2021-01-28
"Mitchell",0.156,32,2021-01-28
"Montague",0.134,179,2021-01-28
"Montgomery",0.128,6347,2021-01-28
"Moore",0,53,2021-01-28
"Morris",0.097,72,2021-01-28
"Motley",0,1,2021-01-28
"Nacogdoches",0.06,551,2021-01-28
"Navarro",0.071,311,2021-01-28
"Newton",0.079,89,2021-01-28
"Nolan",0.159,82,2021-01-28
"Nueces",0.123,2632,2021-01-28
"Ochiltree",0,5,2021-01-28
"Oldham",0,4,2021-01-28
"Orange",0.094,392,2021-01-28
"Palo Pinto",0.196,199,2021-01-28
"Panola",0.174,109,2021-01-28
"Parker",0.155,976,2021-01-28
"Parmer",0.107,28,2021-01-28
"Pecos",0.025,119,2021-01-28
"Polk",0.12,533,2021-01-28
"Potter",0.084,651,2021-01-28
"Presidio",0,2,2021-01-28
"Rains",0.171,41,2021-01-28
"Randall",0.053,550,2021-01-28
"Reagan",0.333,3,2021-01-28
"Real",0.089,56,2021-01-28
"Red River",0.039,102,2021-01-28
"Reeves",0.037,81,2021-01-28
"Refugio",0.188,32,2021-01-28
"Roberts",0,1,2021-01-28
"Robertson",0.12,191,2021-01-28
"Rockwall",0.128,2453,2021-01-28
"Runnels",0.111,81,2021-01-28
"Rusk",0.164,122,2021-01-28
"Sabine",0.148,54,2021-01-28
"San Augustine",0.098,61,2021-01-28
"San Jacinto",0.095,189,2021-01-28
"San Patricio",0.174,432,2021-01-28
"San Saba",0.197,76,2021-01-28
"Schleicher",0.067,15,2021-01-28
"Scurry",0.16,238,2021-01-28
"Shackelford",0.2,10,2021-01-28
"Shelby",0.051,237,2021-01-28
"Sherman",0,4,2021-01-28
"Smith",0.085,2009,2021-01-28
"Somervell",0.105,38,2021-01-28
"Starr",0.184,1396,2021-01-28
"Stephens",0.125,32,2021-01-28
"Sterling",0,15,2021-01-28
"Stonewall",0.333,3,2021-01-28
"Sutton",0.312,16,2021-01-28
"Swisher",0.222,27,2021-01-28
"Tarrant",0.162,28980,2021-01-28
"Taylor",0.047,1119,2021-01-28
"Terrell",NA,0,2021-01-28
"Terry",0.026,39,2021-01-28
"Throckmorton",0.667,3,2021-01-28
"Titus",0.081,395,2021-01-28
"Tom Green",0.034,1391,2021-01-28
"Travis",0.119,17653,2021-01-28
"Trinity",0.065,232,2021-01-28
"Tyler",0.09,100,2021-01-28
"Upshur",0.085,246,2021-01-28
"Upton",0.286,14,2021-01-28
"Uvalde",0.215,655,2021-01-28
"Val Verde",0.176,762,2021-01-28
"Van Zandt",0.129,279,2021-01-28
"Victoria",0.138,666,2021-01-28
"Walker",0.101,1269,2021-01-28
"Waller",0.096,991,2021-01-28
"Ward",0.081,62,2021-01-28
"Washington",0.091,880,2021-01-28
"Webb",0.159,11638,2021-01-28
"Wharton",0.195,467,2021-01-28
"Wheeler",0.231,13,2021-01-28
"Wichita",0.064,543,2021-01-28
"Wilbarger",0.275,91,2021-01-28
"Willacy",0.116,509,2021-01-28
"Williamson",0.11,8451,2021-01-28
"Wilson",0.11,916,2021-01-28
"Winkler",0.077,13,2021-01-28
"Wise",0.212,758,2021-01-28
"Wood",0.151,245,2021-01-28
"Yoakum",0.062,16,2021-01-28
"Young",0.061,49,2021-01-28
"Zapata",0.165,387,2021-01-28
"Zavala",0.266,241,2021-01-28
