"County","TPR_CPR","Tests","Date"
"Anderson",0.023,810,2021-03-22
"Andrews",0.128,34,2021-03-22
"Angelina",0.055,640,2021-03-22
"Aransas",0.136,163,2021-03-22
"Archer",0.143,22,2021-03-22
"Armstrong",0,9,2021-03-22
"Atascosa",0.05,636,2021-03-22
"Austin",0.14,347,2021-03-22
"Bailey",0.125,15,2021-03-22
"Bandera",0.068,140,2021-03-22
"Bastrop",0.061,940,2021-03-22
"Baylor",0,2,2021-03-22
"Bee",0.014,791,2021-03-22
"Bell",0.033,5000,2021-03-22
"Bexar",0.046,26098,2021-03-22
"Blanco",0.014,102,2021-03-22
"Borden",0,1,2021-03-22
"Bosque",0.053,170,2021-03-22
"Bowie",0.025,881,2021-03-22
"Brazoria",0.096,5806,2021-03-22
"Brazos",0.079,4955,2021-03-22
"Brewster",0.154,22,2021-03-22
"Briscoe",0,5,2021-03-22
"Brooks",0.021,137,2021-03-22
"Brown",0.039,213,2021-03-22
"Burleson",0.038,321,2021-03-22
"Burnet",0.046,746,2021-03-22
"Caldwell",0.102,531,2021-03-22
"Calhoun",0.133,147,2021-03-22
"Callahan",0,33,2021-03-22
"Cameron",0.071,4771,2021-03-22
"Camp",0.052,79,2021-03-22
"Carson",0.111,29,2021-03-22
"Cass",0.024,151,2021-03-22
"Castro",0.067,42,2021-03-22
"Chambers",0.093,390,2021-03-22
"Cherokee",0.017,537,2021-03-22
"Childress",0.158,19,2021-03-22
"Clay",0.1,32,2021-03-22
"Cochran",0.333,6,2021-03-22
"Coke",0,53,2021-03-22
"Coleman",0,31,2021-03-22
"Collin",0.043,12832,2021-03-22
"Collingsworth",0.722,11,2021-03-22
"Colorado",0.111,157,2021-03-22
"Comal",0.042,1896,2021-03-22
"Comanche",0.048,62,2021-03-22
"Concho",0.131,23,2021-03-22
"Cooke",0.064,234,2021-03-22
"Coryell",0.011,1672,2021-03-22
"Cottle",0.25,5,2021-03-22
"Crane",0,11,2021-03-22
"Crockett",0.2,6,2021-03-22
"Crosby",0.091,26,2021-03-22
"Culberson",0,17,2021-03-22
"Dallam",0.1,20,2021-03-22
"Dallas",0.042,37352,2021-03-22
"Dawson",0,111,2021-03-22
"Deaf Smith",0.167,58,2021-03-22
"Delta",0.111,24,2021-03-22
"Denton",0.041,11664,2021-03-22
"DeWitt",0.03,86,2021-03-22
"Dickens",0,6,2021-03-22
"Dimmit",0.14,797,2021-03-22
"Donley",0.25,13,2021-03-22
"Duval",0.016,144,2021-03-22
"Eastland",0.04,62,2021-03-22
"Ector",0.093,626,2021-03-22
"Edwards",0,5,2021-03-22
"El Paso",0.098,12874,2021-03-22
"Ellis",0.057,2192,2021-03-22
"Erath",0.013,294,2021-03-22
"Falls",0.028,135,2021-03-22
"Fannin",0.021,454,2021-03-22
"Fayette",0.126,285,2021-03-22
"Fisher",0,9,2021-03-22
"Floyd",0,11,2021-03-22
"Foard",0,4,2021-03-22
"Fort Bend",0.074,13079,2021-03-22
"Franklin",0,45,2021-03-22
"Freestone",0.014,139,2021-03-22
"Frio",0.057,248,2021-03-22
"Gaines",0.057,38,2021-03-22
"Galveston",0.089,5501,2021-03-22
"Garza",0.095,44,2021-03-22
"Gillespie",0.033,199,2021-03-22
"Glasscock",0,3,2021-03-22
"Goliad",0,51,2021-03-22
"Gonzales",0.211,128,2021-03-22
"Gray",0.057,58,2021-03-22
"Grayson",0.055,1060,2021-03-22
"Gregg",0.037,996,2021-03-22
"Grimes",0.017,867,2021-03-22
"Guadalupe",0.039,1278,2021-03-22
"Hale",0.026,143,2021-03-22
"Hall",0,8,2021-03-22
"Hamilton",0.007,168,2021-03-22
"Hansford",0,20,2021-03-22
