"County","TPR_CPR","Tests","Date"
"Anderson",0.039,668,2021-03-09
"Andrews",0,25,2021-03-09
"Angelina",0.068,588,2021-03-09
"Aransas",0.058,103,2021-03-09
"Archer",0,8,2021-03-09
"Armstrong",0,4,2021-03-09
"Atascosa",0.135,304,2021-03-09
"Austin",0.132,266,2021-03-09
"Bailey",0.059,17,2021-03-09
"Bandera",0.077,104,2021-03-09
"Bastrop",0.075,708,2021-03-09
"Baylor",0,8,2021-03-09
"Bee",0.073,261,2021-03-09
"Bell",0.039,3710,2021-03-09
"Bexar",0.062,19174,2021-03-09
"Blanco",0,63,2021-03-09
"Borden",0,3,2021-03-09
"Bosque",0.075,134,2021-03-09
"Bowie",0.073,395,2021-03-09
"Brazoria",0.097,4581,2021-03-09
"Brazos",0.095,4217,2021-03-09
"Brewster",0,6,2021-03-09
"Briscoe",0,2,2021-03-09
"Brooks",0.008,358,2021-03-09
"Brown",0.048,146,2021-03-09
"Burleson",0.102,274,2021-03-09
"Burnet",0.077,686,2021-03-09
"Caldwell",0.075,451,2021-03-09
"Calhoun",0.176,125,2021-03-09
"Callahan",0.036,55,2021-03-09
"Cameron",0.089,3469,2021-03-09
"Camp",0.068,44,2021-03-09
"Carson",0,19,2021-03-09
"Cass",0.048,62,2021-03-09
"Castro",0,26,2021-03-09
"Chambers",0.084,320,2021-03-09
"Cherokee",0.037,217,2021-03-09
"Childress",0.009,117,2021-03-09
"Clay",0.036,28,2021-03-09
"Cochran",0,7,2021-03-09
"Coke",0.017,58,2021-03-09
"Coleman",0.132,38,2021-03-09
"Collin",0.056,10902,2021-03-09
"Collingsworth",0,16,2021-03-09
"Colorado",0.074,122,2021-03-09
"Comal",0.054,1319,2021-03-09
"Comanche",0.136,59,2021-03-09
"Concho",0,8,2021-03-09
"Cooke",0.058,277,2021-03-09
"Coryell",0.029,999,2021-03-09
"Cottle",0,15,2021-03-09
"Crane",0,4,2021-03-09
"Crockett",0,4,2021-03-09
"Crosby",0,14,2021-03-09
"Culberson",0,15,2021-03-09
"Dallam",0,3,2021-03-09
"Dallas",0.061,25341,2021-03-09
"Dawson",0,17,2021-03-09
"Deaf Smith",0.073,55,2021-03-09
"Delta",0.105,19,2021-03-09
"Denton",0.061,8962,2021-03-09
"DeWitt",0.016,243,2021-03-09
"Dickens",0,6,2021-03-09
"Dimmit",0.083,169,2021-03-09
"Donley",0,7,2021-03-09
"Duval",0.044,251,2021-03-09
"Eastland",0.029,68,2021-03-09
"Ector",0.089,403,2021-03-09
"Edwards",0,2,2021-03-09
"El Paso",0.106,10860,2021-03-09
"Ellis",0.048,1876,2021-03-09
"Erath",0.049,283,2021-03-09
"Falls",0.04,201,2021-03-09
"Fannin",0.028,462,2021-03-09
"Fayette",0.14,150,2021-03-09
"Fisher",0.048,21,2021-03-09
"Floyd",0,21,2021-03-09
"Foard",0,2,2021-03-09
"Fort Bend",0.091,9469,2021-03-09
"Franklin",0.048,42,2021-03-09
"Freestone",0.003,305,2021-03-09
"Frio",0.048,438,2021-03-09
"Gaines",0.042,24,2021-03-09
"Galveston",0.107,4705,2021-03-09
"Garza",0,80,2021-03-09
"Gillespie",0.039,76,2021-03-09
"Glasscock",0,1,2021-03-09
