"County","TPR_CPR","Tests","Date"
"Anderson",0.12,351,2021-12-11
"Andrews",0,40,2021-12-11
"Angelina",0.064,482,2021-12-11
"Aransas",0.044,157,2021-12-11
"Archer",0.13,92,2021-12-11
"Armstrong",0.333,28,2021-12-11
"Atascosa",0.018,1488,2021-12-11
"Austin",0.071,336,2021-12-11
"Bailey",0.133,26,2021-12-11
"Bandera",0.063,190,2021-12-11
"Bastrop",0.069,1071,2021-12-11
"Baylor",0.077,21,2021-12-11
"Bee",0.06,297,2021-12-11
"Bell",0.045,4164,2021-12-11
"Bexar",0.043,70499,2021-12-11
"Blanco",0.122,197,2021-12-11
"Borden",0,6,2021-12-11
"Bosque",0.052,108,2021-12-11
"Bowie",0.083,582,2021-12-11
"Brazoria",0.064,5974,2021-12-11
"Brazos",0.027,3879,2021-12-11
"Brewster",0,30,2021-12-11
"Briscoe",0.263,44,2021-12-11
"Brooks",0.006,355,2021-12-11
"Brown",0.141,178,2021-12-11
"Burleson",0.055,201,2021-12-11
"Burnet",0.083,608,2021-12-11
"Caldwell",0.074,848,2021-12-11
"Calhoun",0.041,108,2021-12-11
"Callahan",0.191,99,2021-12-11
"Cameron",0.036,3782,2021-12-11
"Camp",0.105,119,2021-12-11
"Carson",0.235,34,2021-12-11
"Cass",0.108,144,2021-12-11
"Castro",0.143,286,2021-12-11
"Chambers",0.048,549,2021-12-11
"Cherokee",0.011,190,2021-12-11
"Childress",0.041,153,2021-12-11
"Clay",0.043,69,2021-12-11
"Cochran",0.2,49,2021-12-11
"Coke",0,19,2021-12-11
"Coleman",0.333,50,2021-12-11
"Collin",0.067,17334,2021-12-11
"Collingsworth",0.043,27,2021-12-11
"Colorado",0.087,189,2021-12-11
"Comal",0.082,2181,2021-12-11
"Comanche",0.089,91,2021-12-11
"Concho",0.167,11,2021-12-11
"Cooke",0.124,295,2021-12-11
"Coryell",0.092,555,2021-12-11
"Cottle",0,18,2021-12-11
"Crane",0.368,28,2021-12-11
"Crockett",0,5,2021-12-11
"Crosby",0.194,37,2021-12-11
"Culberson",0,18,2021-12-11
"Dallam",0.154,16,2021-12-11
"Dallas",0.064,38187,2021-12-11
"Dawson",0.111,44,2021-12-11
"Deaf Smith",0.214,68,2021-12-11
"Delta",0.179,79,2021-12-11
"Denton",0.067,12392,2021-12-11
"DeWitt",0.082,84,2021-12-11
"Dickens",0,10,2021-12-11
"Dimmit",0.016,510,2021-12-11
"Donley",0.258,45,2021-12-11
"Duval",0.061,129,2021-12-11
"Eastland",0.196,83,2021-12-11
"Ector",0.214,1265,2021-12-11
"Edwards",0,6,2021-12-11
"El Paso",0.164,16024,2021-12-11
"Ellis",0.1,1858,2021-12-11
"Erath",0.146,436,2021-12-11
"Falls",0.052,92,2021-12-11
"Fannin",0.114,263,2021-12-11
"Fayette",0.035,193,2021-12-11
"Fisher",0,16,2021-12-11
"Floyd",0.228,122,2021-12-11
"Foard",0,7,2021-12-11
"Fort Bend",0.072,14432,2021-12-11
"Franklin",0.232,70,2021-12-11
"Freestone",0.136,197,2021-12-11
"Frio",0.05,290,2021-12-11
"Gaines",0.027,62,2021-12-11
"Galveston",0.056,6230,2021-12-11
"Garza",0.027,89,2021-12-11
"Gillespie",0.115,287,2021-12-11
"Glasscock",0,9,2021-12-11
"Goliad",0,32,2021-12-11
"Gonzales",0.155,79,2021-12-11
"Gray",0.416,165,2021-12-11
"Grayson",0.079,1534,2021-12-11
"Gregg",0.048,727,2021-12-11
"Grimes",0.101,439,2021-12-11
"Guadalupe",0.097,1626,2021-12-11
"Hale",0.142,440,2021-12-11
"Hall",0.193,54,2021-12-11
"Hamilton",0.065,133,2021-12-11
"Hansford",0.556,18,2021-12-11
"Hardeman",0,33,2021-12-11
"Hardin",0.029,361,2021-12-11
"Harris",0.051,77755,2021-12-11
"Harrison",0.17,214,2021-12-11
"Hartley",1,4,2021-12-11
"Haskell",0.167,44,2021-12-11
"Hays",0.068,3959,2021-12-11
"Hemphill",0.429,10,2021-12-11
"Henderson",0.097,514,2021-12-11
"Hidalgo",0.059,6713,2021-12-11
"Hill",0.095,253,2021-12-11
"Hockley",0.125,407,2021-12-11
"Hood",0.103,578,2021-12-11
"Hopkins",0.044,229,2021-12-11
"Houston",0.109,97,2021-12-11
"Howard",0.098,73,2021-12-11
"Hudspeth",0.211,31,2021-12-11
"Hunt",0.085,747,2021-12-11
"Hutchinson",0.413,193,2021-12-11
"Irion",0.083,21,2021-12-11
"Jack",0.053,97,2021-12-11
"Jackson",0.023,93,2021-12-11
"Jasper",0.075,212,2021-12-11
"Jeff Davis",0,3,2021-12-11
"Jefferson",0.043,1273,2021-12-11
"Jim Hogg",0.1,32,2021-12-11
"Jim Wells",0.016,834,2021-12-11
"Johnson",0.113,1983,2021-12-11
"Jones",0.026,228,2021-12-11
"Karnes",0.306,90,2021-12-11
"Kaufman",0.096,1561,2021-12-11
"Kendall",0.043,425,2021-12-11
"Kenedy",0,4,2021-12-11
"Kent",0,3,2021-12-11
"Kerr",0.055,307,2021-12-11
"Kimble",0,9,2021-12-11
"King",NA,0,2021-12-11
"Kinney",0.083,19,2021-12-11
"Kleberg",0.025,178,2021-12-11
"Knox",0.25,9,2021-12-11
"La Salle",0.12,101,2021-12-11
"Lamar",0.062,256,2021-12-11
"Lamb",0.127,100,2021-12-11
"Lampasas",0.138,310,2021-12-11
"Lavaca",0.026,140,2021-12-11
"Lee",0.071,128,2021-12-11
"Leon",0.017,151,2021-12-11
"Liberty",0.052,726,2021-12-11
"Limestone",0.06,230,2021-12-11
"Lipscomb",0.5,10,2021-12-11
"Live Oak",0.019,93,2021-12-11
"Llano",0.111,231,2021-12-11
"Loving",0.188,15,2021-12-11
"Lubbock",0.1,3550,2021-12-11
"Lynn",0.182,25,2021-12-11
"Madison",0.059,91,2021-12-11
"Marion",0.095,29,2021-12-11
"Martin",0.24,71,2021-12-11
"Mason",0.4,18,2021-12-11
"Matagorda",0.06,299,2021-12-11
"Maverick",0.118,469,2021-12-11
"McCulloch",0,13,2021-12-11
"McLennan",0.032,3671,2021-12-11
"McMullen",0,5,2021-12-11
"Medina",0.058,514,2021-12-11
"Menard",0,4,2021-12-11
"Midland",0.151,1035,2021-12-11
"Milam",0.101,206,2021-12-11
"Mills",0.363,72,2021-12-11
"Mitchell",0.25,51,2021-12-11
"Montague",0.141,143,2021-12-11
"Montgomery",0.054,8358,2021-12-11
"Moore",0.029,121,2021-12-11
"Morris",0.071,82,2021-12-11
"Motley",0,10,2021-12-11
"Nacogdoches",0.066,455,2021-12-11
"Navarro",0.075,258,2021-12-11
"Newton",0.139,56,2021-12-11
"Nolan",0,32,2021-12-11
"Nueces",0.062,2623,2021-12-11
"Ochiltree",0.455,40,2021-12-11
"Oldham",0.154,15,2021-12-11
"Orange",0.028,386,2021-12-11
"Palo Pinto",0.193,257,2021-12-11
"Panola",0.037,208,2021-12-11
"Parker",0.098,2070,2021-12-11
"Parmer",0.265,42,2021-12-11
"Pecos",0.211,19,2021-12-11
"Polk",0.118,334,2021-12-11
"Potter",0.193,1857,2021-12-11
"Presidio",0.083,10,2021-12-11
"Rains",0.073,87,2021-12-11
"Randall",0.123,1306,2021-12-11
"Reagan",0,9,2021-12-11
"Real",0.667,14,2021-12-11
"Red River",0.146,76,2021-12-11
"Reeves",0.185,121,2021-12-11
"Refugio",0,48,2021-12-11
"Roberts",0.333,4,2021-12-11
"Robertson",0.036,137,2021-12-11
"Rockwall",0.062,1200,2021-12-11
"Runnels",0.154,46,2021-12-11
"Rusk",0.111,210,2021-12-11
"Sabine",0.097,62,2021-12-11
"San Augustine",0,32,2021-12-11
"San Jacinto",0.085,163,2021-12-11
"San Patricio",0.067,375,2021-12-11
"San Saba",0.043,29,2021-12-11
"Schleicher",0,14,2021-12-11
"Scurry",0.086,429,2021-12-11
"Shackelford",0.167,7,2021-12-11
"Shelby",0.035,184,2021-12-11
"Sherman",0,9,2021-12-11
"Smith",0.064,1973,2021-12-11
"Somervell",0.055,86,2021-12-11
"Starr",0.09,486,2021-12-11
"Stephens",0.13,32,2021-12-11
"Sterling",0.333,5,2021-12-11
"Stonewall",1,2,2021-12-11
"Sutton",0.5,5,2021-12-11
"Swisher",0.084,95,2021-12-11
"Tarrant",0.07,30649,2021-12-11
"Taylor",0.11,441,2021-12-11
"Terrell",1,3,2021-12-11
"Terry",0.143,39,2021-12-11
"Throckmorton",NA,1,2021-12-11
"Titus",0.051,322,2021-12-11
"Tom Green",0.055,530,2021-12-11
"Travis",0.05,20717,2021-12-11
"Trinity",0.059,92,2021-12-11
"Tyler",0.062,116,2021-12-11
"Upshur",0.093,102,2021-12-11
"Upton",0.071,22,2021-12-11
"Uvalde",0.138,236,2021-12-11
"Val Verde",0.059,627,2021-12-11
"Van Zandt",0.125,333,2021-12-11
"Victoria",0.021,488,2021-12-11
"Walker",0.05,906,2021-12-11
"Waller",0.048,724,2021-12-11
"Ward",0.333,34,2021-12-11
"Washington",0.064,421,2021-12-11
"Webb",0.047,4414,2021-12-11
"Wharton",0.089,303,2021-12-11
"Wheeler",0.484,46,2021-12-11
"Wichita",0.109,1006,2021-12-11
"Wilbarger",0.222,228,2021-12-11
"Willacy",0.031,477,2021-12-11
"Williamson",0.076,8404,2021-12-11
"Wilson",0.059,509,2021-12-11
"Winkler",0.389,43,2021-12-11
"Wise",0.182,666,2021-12-11
"Wood",0.098,280,2021-12-11
"Yoakum",0,13,2021-12-11
"Young",0.103,60,2021-12-11
"Zapata",0.167,71,2021-12-11
"Zavala",0.265,68,2021-12-11
