"County","TPR_CPR","Tests","Date"
"Anderson",0.09,172,2022-11-14
"Andrews",0,12,2022-11-14
"Angelina",0.039,92,2022-11-14
"Aransas",0.02,49,2022-11-14
"Archer",0.25,19,2022-11-14
"Armstrong",0,4,2022-11-14
"Atascosa",0.074,129,2022-11-14
"Austin",0.046,104,2022-11-14
"Bailey",0,9,2022-11-14
"Bandera",0.097,44,2022-11-14
"Bastrop",0.084,438,2022-11-14
"Baylor",0.167,8,2022-11-14
"Bee",0.021,46,2022-11-14
"Bell",0.067,2245,2022-11-14
"Bexar",0.073,8850,2022-11-14
"Blanco",0.154,44,2022-11-14
"Borden",0,1,2022-11-14
"Bosque",0,55,2022-11-14
"Bowie",0.093,280,2022-11-14
"Brazoria",0.045,2431,2022-11-14
"Brazos",0.061,1360,2022-11-14
"Brewster",0.208,68,2022-11-14
"Briscoe",0.368,23,2022-11-14
"Brooks",0,4,2022-11-14
"Brown",0,23,2022-11-14
"Burleson",0.023,126,2022-11-14
"Burnet",0.052,257,2022-11-14
"Caldwell",0.073,236,2022-11-14
"Calhoun",0.174,27,2022-11-14
"Callahan",0.333,4,2022-11-14
"Cameron",0.042,1187,2022-11-14
"Camp",0,19,2022-11-14
"Carson",0.154,13,2022-11-14
"Cass",0.062,68,2022-11-14
"Castro",0,26,2022-11-14
"Chambers",0.086,166,2022-11-14
"Cherokee",0.039,142,2022-11-14
"Childress",0,121,2022-11-14
"Clay",0,27,2022-11-14
"Cochran",0.143,13,2022-11-14
"Coke",0,1,2022-11-14
"Coleman",0.15,29,2022-11-14
"Collin",0.104,3887,2022-11-14
"Collingsworth",0,8,2022-11-14
"Colorado",0.086,46,2022-11-14
"Comal",0.064,480,2022-11-14
"Comanche",0.125,25,2022-11-14
"Concho",0.375,6,2022-11-14
"Cooke",0.077,61,2022-11-14
"Coryell",0.062,655,2022-11-14
"Cottle",0,16,2022-11-14
"Crane",0,6,2022-11-14
"Crockett",0,4,2022-11-14
"Crosby",0.2,5,2022-11-14
"Culberson",0,1,2022-11-14
"Dallam",,3,2022-11-14
"Dallas",0.071,10966,2022-11-14
"Dawson",0,12,2022-11-14
"Deaf Smith",0,96,2022-11-14
"Delta",0.125,10,2022-11-14
"Denton",0.102,2887,2022-11-14
"DeWitt",0.021,44,2022-11-14
"Dickens",0,7,2022-11-14
"Dimmit",0,14,2022-11-14
"Donley",0,4,2022-11-14
"Duval",0,39,2022-11-14
"Eastland",0.047,64,2022-11-14
"Ector",0.082,492,2022-11-14
"Edwards",,2,2022-11-14
"El Paso",0.17,4099,2022-11-14
"Ellis",0.052,665,2022-11-14
"Erath",0.075,96,2022-11-14
"Falls",0.044,61,2022-11-14
"Fannin",0.125,73,2022-11-14
"Fayette",0.034,42,2022-11-14
"Fisher",0,4,2022-11-14
"Floyd",0,33,2022-11-14
"Foard",0.333,3,2022-11-14
"Fort Bend",0.07,3014,2022-11-14
"Franklin",0.111,18,2022-11-14
