"County","TPR_CPR","Tests","Date"
"Anderson",0.205,133,2022-07-02
"Andrews",0.308,20,2022-07-02
"Angelina",0.167,241,2022-07-02
"Aransas",0.316,186,2022-07-02
"Archer",0.261,62,2022-07-02
"Armstrong",0.364,19,2022-07-02
"Atascosa",0.256,318,2022-07-02
"Austin",0.248,197,2022-07-02
"Bailey",0.143,9,2022-07-02
"Bandera",0.131,113,2022-07-02
"Bastrop",0.278,484,2022-07-02
"Baylor",0,6,2022-07-02
"Bee",0.373,130,2022-07-02
"Bell",0.267,1973,2022-07-02
"Bexar",0.287,16556,2022-07-02
"Blanco",0.182,107,2022-07-02
"Borden",0,5,2022-07-02
"Bosque",0.094,55,2022-07-02
"Bowie",0.274,243,2022-07-02
"Brazoria",0.259,4050,2022-07-02
"Brazos",0.276,2055,2022-07-02
"Brewster",0.3,24,2022-07-02
"Briscoe",0,4,2022-07-02
"Brooks",0.143,65,2022-07-02
"Brown",0.348,60,2022-07-02
"Burleson",0.154,200,2022-07-02
"Burnet",0.404,331,2022-07-02
"Caldwell",0.411,590,2022-07-02
"Calhoun",0.156,130,2022-07-02
"Callahan",0.375,48,2022-07-02
"Cameron",0.315,3161,2022-07-02
"Camp",0.138,34,2022-07-02
"Carson",0.429,18,2022-07-02
"Cass",0.243,67,2022-07-02
"Castro",0,96,2022-07-02
"Chambers",0.385,436,2022-07-02
"Cherokee",0.172,118,2022-07-02
"Childress",0.271,61,2022-07-02
"Clay",0.306,47,2022-07-02
"Cochran",0.25,4,2022-07-02
"Coke",,7,2022-07-02
"Coleman",0.5,14,2022-07-02
"Collin",0.288,5966,2022-07-02
"Collingsworth",0,3,2022-07-02
"Colorado",0.159,81,2022-07-02
"Comal",0.291,845,2022-07-02
"Comanche",0.214,25,2022-07-02
"Concho",0.5,2,2022-07-02
"Cooke",0.102,137,2022-07-02
"Coryell",0.245,288,2022-07-02
"Cottle",0.143,8,2022-07-02
"Crane",0.5,6,2022-07-02
"Crockett",0.667,5,2022-07-02
"Crosby",0.4,10,2022-07-02
"Culberson",0,6,2022-07-02
"Dallam",0,11,2022-07-02
"Dallas",0.272,14930,2022-07-02
"Dawson",0,5,2022-07-02
"Deaf Smith",0.188,47,2022-07-02
"Delta",0.333,16,2022-07-02
"Denton",0.283,4212,2022-07-02
"DeWitt",0.538,91,2022-07-02
"Dickens",0.667,2,2022-07-02
"Dimmit",0.464,45,2022-07-02
"Donley",0.4,9,2022-07-02
"Duval",0.417,74,2022-07-02
"Eastland",0.5,15,2022-07-02
"Ector",0.313,310,2022-07-02
"Edwards",0,26,2022-07-02
"El Paso",0.303,5965,2022-07-02
"Ellis",0.208,911,2022-07-02
"Erath",0.342,76,2022-07-02
"Falls",0.227,80,2022-07-02
"Fannin",0.111,92,2022-07-02
"Fayette",0.295,61,2022-07-02
"Fisher",0,2,2022-07-02
"Floyd",0.267,22,2022-07-02
"Foard",0.4,10,2022-07-02
"Fort Bend",0.321,8136,2022-07-02
"Franklin",0.125,34,2022-07-02
"Freestone",0.382,90,2022-07-02
"Frio",0.148,345,2022-07-02
"Gaines",0.4,12,2022-07-02
"Galveston",0.32,3996,2022-07-02
"Garza",0.545,10,2022-07-02
"Gillespie",0.212,104,2022-07-02
"Glasscock",,3,2022-07-02
"Goliad",0.333,35,2022-07-02
"Gonzales",0.333,67,2022-07-02
"Gray",0.25,24,2022-07-02
"Grayson",0.195,370,2022-07-02
"Gregg",0.338,283,2022-07-02
"Grimes",0.248,307,2022-07-02
"Guadalupe",0.276,610,2022-07-02
"Hale",0.392,69,2022-07-02
"Hall",0,21,2022-07-02
"Hamilton",0.222,46,2022-07-02
"Hansford",0.667,18,2022-07-02
"Hardeman",0.143,11,2022-07-02
"Hardin",0.27,211,2022-07-02
"Harris",0.288,39095,2022-07-02
"Harrison",0.255,135,2022-07-02
"Hartley",0,3,2022-07-02
"Haskell",0.667,8,2022-07-02
"Hays",0.357,1861,2022-07-02
"Hemphill",0.667,5,2022-07-02
"Henderson",0.258,235,2022-07-02
"Hidalgo",0.353,5841,2022-07-02
"Hill",0.259,94,2022-07-02
"Hockley",0.289,115,2022-07-02
"Hood",0.33,199,2022-07-02
"Hopkins",0.238,97,2022-07-02
"Houston",0.1,43,2022-07-02
"Howard",0.37,22,2022-07-02
"Hudspeth",0.214,23,2022-07-02
"Hunt",0.268,278,2022-07-02
"Hutchinson",0.818,27,2022-07-02
"Irion",0.333,25,2022-07-02
"Jack",0.222,21,2022-07-02
"Jackson",0.271,82,2022-07-02
"Jasper",0.264,180,2022-07-02
"Jeff Davis",0,10,2022-07-02
"Jefferson",0.29,1154,2022-07-02
"Jim Hogg",0,2,2022-07-02
"Jim Wells",0.266,331,2022-07-02
"Johnson",0.263,813,2022-07-02
"Jones",0.049,62,2022-07-02
"Karnes",0.094,45,2022-07-02
"Kaufman",0.264,767,2022-07-02
"Kendall",0.197,219,2022-07-02
"Kenedy",,0,2022-07-02
"Kent",,1,2022-07-02
"Kerr",0.104,121,2022-07-02
"Kimble",0.143,7,2022-07-02
"King",,0,2022-07-02
"Kinney",0.2,11,2022-07-02
"Kleberg",0.443,140,2022-07-02
"Knox",0,5,2022-07-02
"La Salle",0.091,16,2022-07-02
"Lamar",0.333,91,2022-07-02
"Lamb",0.308,111,2022-07-02
"Lampasas",0.283,129,2022-07-02
"Lavaca",0.333,75,2022-07-02
"Lee",0.346,37,2022-07-02
"Leon",0.174,92,2022-07-02
"Liberty",0.292,516,2022-07-02
"Limestone",0.278,84,2022-07-02
"Lipscomb",1,3,2022-07-02
"Live Oak",0.467,30,2022-07-02
"Llano",0.475,101,2022-07-02
"Loving",0.308,10,2022-07-02
"Lubbock",0.314,1095,2022-07-02
"Lynn",0.2,6,2022-07-02
"Madison",0.259,54,2022-07-02
"Marion",0,8,2022-07-02
"Martin",0.25,38,2022-07-02
"Mason",0.222,12,2022-07-02
"Matagorda",0.297,258,2022-07-02
"Maverick",0.409,309,2022-07-02
"McCulloch",0.545,11,2022-07-02
"McLennan",0.246,1210,2022-07-02
"McMullen",0,0,2022-07-02
"Medina",0.179,175,2022-07-02
"Menard",0.333,2,2022-07-02
"Midland",0.281,322,2022-07-02
"Milam",0.175,186,2022-07-02
"Mills",0.4,9,2022-07-02
"Mitchell",0.125,7,2022-07-02
"Montague",0.276,53,2022-07-02
"Montgomery",0.27,4115,2022-07-02
"Moore",0.222,23,2022-07-02
"Morris",0.059,34,2022-07-02
"Motley",0,2,2022-07-02
"Nacogdoches",0.111,301,2022-07-02
"Navarro",0.291,92,2022-07-02
"Newton",0.368,36,2022-07-02
"Nolan",0,11,2022-07-02
"Nueces",0.319,2484,2022-07-02
"Ochiltree",0.353,18,2022-07-02
"Oldham",0,7,2022-07-02
"Orange",0.265,294,2022-07-02
"Palo Pinto",0.327,103,2022-07-02
"Panola",0.311,65,2022-07-02
"Parker",0.287,707,2022-07-02
"Parmer",0.357,19,2022-07-02
"Pecos",0.455,64,2022-07-02
"Polk",0.256,177,2022-07-02
"Potter",0.244,491,2022-07-02
"Presidio",0,11,2022-07-02
"Rains",0.364,22,2022-07-02
"Randall",0.197,276,2022-07-02
"Reagan",,0,2022-07-02
"Real",0.5,35,2022-07-02
"Red River",0.333,16,2022-07-02
"Reeves",0.448,102,2022-07-02
"Refugio",0.333,27,2022-07-02
"Roberts",1,1,2022-07-02
"Robertson",0.328,82,2022-07-02
"Rockwall",0.204,383,2022-07-02
"Runnels",0.429,21,2022-07-02
"Rusk",0.205,89,2022-07-02
"Sabine",0.088,48,2022-07-02
"San Augustine",0.111,17,2022-07-02
"San Jacinto",0.209,117,2022-07-02
"San Patricio",0.333,468,2022-07-02
"San Saba",0.267,14,2022-07-02
"Schleicher",,1,2022-07-02
"Scurry",0.241,111,2022-07-02
"Shackelford",0,2,2022-07-02
"Shelby",0.127,76,2022-07-02
"Sherman",,0,2022-07-02
"Smith",0.214,873,2022-07-02
"Somervell",0.25,10,2022-07-02
"Starr",0.229,164,2022-07-02
"Stephens",0,5,2022-07-02
"Sterling",0,0,2022-07-02
"Stonewall",,0,2022-07-02
"Sutton",0,0,2022-07-02
"Swisher",0.4,20,2022-07-02
"Tarrant",0.256,11193,2022-07-02
"Taylor",0.415,208,2022-07-02
"Terrell",0,1,2022-07-02
"Terry",0.273,9,2022-07-02
"Throckmorton",,1,2022-07-02
"Titus",0.156,115,2022-07-02
"Tom Green",0.365,270,2022-07-02
"Travis",0.269,10969,2022-07-02
"Trinity",0.245,50,2022-07-02
"Tyler",0.36,88,2022-07-02
"Upshur",0.286,40,2022-07-02
"Upton",0.182,15,2022-07-02
"Uvalde",0.343,126,2022-07-02
"Val Verde",0.089,516,2022-07-02
"Van Zandt",0.17,122,2022-07-02
"Victoria",0.333,456,2022-07-02
"Walker",0.198,591,2022-07-02
"Waller",0.288,285,2022-07-02
"Ward",0,25,2022-07-02
"Washington",0.387,226,2022-07-02
"Webb",0.32,919,2022-07-02
"Wharton",0.252,202,2022-07-02
"Wheeler",0.5,7,2022-07-02
"Wichita",0.332,416,2022-07-02
"Wilbarger",0.239,114,2022-07-02
"Willacy",0.312,197,2022-07-02
"Williamson",0.294,4475,2022-07-02
"Wilson",0.326,180,2022-07-02
"Winkler",0.429,14,2022-07-02
"Wise",0.237,171,2022-07-02
"Wood",0.308,85,2022-07-02
"Yoakum",0,6,2022-07-02
"Young",0.136,53,2022-07-02
"Zapata",0.217,39,2022-07-02
"Zavala",0.261,35,2022-07-02
