Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Anderson,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Andrews,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Angelina,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Aransas,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Archer,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Armstrong,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Atascosa,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Austin,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bailey,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bandera,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bastrop,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Baylor,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bee,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bell,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bexar,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Blanco,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Borden,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bosque,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Bowie,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Brazoria,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Brazos,0,,,
2021-02-04,original-sources/historical/cpr_orig//cpr_2021-02-07.xlsx,Brewster,0,,,
