"County","TPR_CPR","Tests","Date"
"Anderson",0.225,657,2021-01-16
"Andrews",0.149,74,2021-01-16
"Angelina",0.139,1804,2021-01-16
"Aransas",0.158,202,2021-01-16
"Archer",0.171,76,2021-01-16
"Armstrong",0.067,15,2021-01-16
"Atascosa",0.135,2365,2021-01-16
"Austin",0.217,545,2021-01-16
"Bailey",0.056,18,2021-01-16
"Bandera",0.198,268,2021-01-16
"Bastrop",0.167,1804,2021-01-16
"Baylor",0.13,23,2021-01-16
"Bee",0.171,678,2021-01-16
"Bell",0.161,9003,2021-01-16
"Bexar",0.158,75163,2021-01-16
"Blanco",0.19,179,2021-01-16
"Borden",0,2,2021-01-16
"Bosque",0.252,210,2021-01-16
"Bowie",0.178,1566,2021-01-16
"Brazoria",0.142,6808,2021-01-16
"Brazos",0.137,8354,2021-01-16
"Brewster",0.089,202,2021-01-16
"Briscoe",0.059,17,2021-01-16
"Brooks",0.049,698,2021-01-16
"Brown",0.116,986,2021-01-16
"Burleson",0.151,542,2021-01-16
"Burnet",0.178,1191,2021-01-16
"Caldwell",0.197,1364,2021-01-16
"Calhoun",0.198,207,2021-01-16
"Callahan",0.069,174,2021-01-16
"Cameron",0.214,6257,2021-01-16
"Camp",0.151,179,2021-01-16
"Carson",0.125,32,2021-01-16
"Cass",0.144,347,2021-01-16
"Castro",0.184,49,2021-01-16
"Chambers",0.163,441,2021-01-16
"Cherokee",0.088,339,2021-01-16
"Childress",0.176,125,2021-01-16
"Clay",0.217,120,2021-01-16
"Cochran",0.167,18,2021-01-16
"Coke",0.118,34,2021-01-16
"Coleman",0.221,113,2021-01-16
"Collin",0.163,24072,2021-01-16
"Collingsworth",0.206,34,2021-01-16
"Colorado",0.184,250,2021-01-16
"Comal",0.187,3582,2021-01-16
"Comanche",0.2,55,2021-01-16
"Concho",0.057,35,2021-01-16
"Cooke",0.178,970,2021-01-16
"Coryell",0.155,928,2021-01-16
"Cottle",0.32,25,2021-01-16
"Crane",0.018,112,2021-01-16
"Crockett",0.25,8,2021-01-16
"Crosby",0.22,50,2021-01-16
"Culberson",0.321,28,2021-01-16
"Dallam",0,17,2021-01-16
"Dallas",0.19,70480,2021-01-16
"Dawson",0.086,93,2021-01-16
"Deaf Smith",0.18,50,2021-01-16
"Delta",0.113,53,2021-01-16
"Denton",0.179,23365,2021-01-16
"DeWitt",0.329,146,2021-01-16
"Dickens",0,6,2021-01-16
"Dimmit",0.348,325,2021-01-16
"Donley",0.136,22,2021-01-16
"Duval",0.079,596,2021-01-16
"Eastland",0.234,77,2021-01-16
"Ector",0.188,1153,2021-01-16
"Edwards",0.03,33,2021-01-16
"El Paso",0.155,18203,2021-01-16
"Ellis",0.196,5509,2021-01-16
"Erath",0.161,310,2021-01-16
"Falls",0.155,316,2021-01-16
"Fannin",0.13,813,2021-01-16
"Fayette",0.18,361,2021-01-16
"Fisher",0.25,36,2021-01-16
"Floyd",0.141,64,2021-01-16
"Foard",0.222,9,2021-01-16
"Fort Bend",0.165,22111,2021-01-16
"Franklin",0.224,98,2021-01-16
"Freestone",0.078,219,2021-01-16
"Frio",0.231,312,2021-01-16
"Gaines",0.29,62,2021-01-16
"Galveston",0.16,6602,2021-01-16
"Garza",0.089,45,2021-01-16
"Gillespie",0.133,805,2021-01-16
"Glasscock",0,1,2021-01-16
"Goliad",0.28,75,2021-01-16
"Gonzales",0.341,390,2021-01-16
"Gray",0.088,148,2021-01-16
"Grayson",0.183,3434,2021-01-16
"Gregg",0.123,2242,2021-01-16
"Grimes",0.178,859,2021-01-16
"Guadalupe",0.163,3083,2021-01-16
"Hale",0.1,479,2021-01-16
"Hall",0.3,80,2021-01-16
"Hamilton",0.122,180,2021-01-16
"Hansford",0.143,21,2021-01-16
"Hardeman",0.171,35,2021-01-16
"Hardin",0.183,531,2021-01-16
"Harris",0.169,103953,2021-01-16
"Harrison",0.151,630,2021-01-16
"Hartley",0,1,2021-01-16
"Haskell",0.069,29,2021-01-16
"Hays",0.156,9975,2021-01-16
"Hemphill",0.167,6,2021-01-16
"Henderson",0.254,875,2021-01-16
"Hidalgo",0.178,11800,2021-01-16
"Hill",0.21,591,2021-01-16
"Hockley",0.218,174,2021-01-16
"Hood",0.286,748,2021-01-16
"Hopkins",0.073,440,2021-01-16
"Houston",0.092,239,2021-01-16
"Howard",0.198,642,2021-01-16
"Hudspeth",0.154,26,2021-01-16
"Hunt",0.176,1521,2021-01-16
"Hutchinson",0.177,158,2021-01-16
"Irion",0.143,7,2021-01-16
"Jack",0.226,62,2021-01-16
"Jackson",0.26,123,2021-01-16
"Jasper",0.195,328,2021-01-16
"Jeff Davis",0.105,105,2021-01-16
"Jefferson",0.151,2952,2021-01-16
"Jim Hogg",0.144,647,2021-01-16
"Jim Wells",0.133,1242,2021-01-16
"Johnson",0.261,3653,2021-01-16
"Jones",0.086,187,2021-01-16
"Karnes",0.152,224,2021-01-16
"Kaufman",0.202,3119,2021-01-16
"Kendall",0.14,721,2021-01-16
"Kenedy",0,4,2021-01-16
"Kent",0,3,2021-01-16
"Kerr",0.117,818,2021-01-16
"Kimble",0.333,24,2021-01-16
"King",0.5,2,2021-01-16
"Kinney",0.31,87,2021-01-16
"Kleberg",0.094,849,2021-01-16
"Knox",0.609,23,2021-01-16
"La Salle",0.228,316,2021-01-16
"Lamar",0.168,579,2021-01-16
"Lamb",0.092,87,2021-01-16
"Lampasas",0.202,347,2021-01-16
"Lavaca",0.276,232,2021-01-16
"Lee",0.061,578,2021-01-16
"Leon",0.159,264,2021-01-16
"Liberty",0.207,1011,2021-01-16
"Limestone",0.094,823,2021-01-16
"Lipscomb",0.2,5,2021-01-16
"Live Oak",0.219,178,2021-01-16
"Llano",0.144,493,2021-01-16
"Loving",0,1,2021-01-16
"Lubbock",0.103,3686,2021-01-16
"Lynn",0.148,27,2021-01-16
"Madison",0.143,245,2021-01-16
"Marion",0.183,82,2021-01-16
"Martin",0.154,13,2021-01-16
"Mason",0.2,65,2021-01-16
"Matagorda",0.216,647,2021-01-16
"Maverick",0.225,2472,2021-01-16
"McCulloch",0.065,31,2021-01-16
"McLennan",0.134,4897,2021-01-16
"McMullen",0.2,10,2021-01-16
"Medina",0.175,1029,2021-01-16
"Menard",0,49,2021-01-16
"Midland",0.174,956,2021-01-16
"Milam",0.092,519,2021-01-16
"Mills",0.239,88,2021-01-16
"Mitchell",0.156,77,2021-01-16
"Montague",0.202,362,2021-01-16
"Montgomery",0.179,11488,2021-01-16
"Moore",0.035,115,2021-01-16
"Morris",0.167,138,2021-01-16
