"County","TPR_CPR","Tests","Date"
"Anderson",0.516,782,2022-01-15
"Andrews",0.533,41,2022-01-15
"Angelina",0.363,840,2022-01-15
"Aransas",0.416,453,2022-01-15
"Archer",0.523,221,2022-01-15
"Armstrong",0.368,21,2022-01-15
"Atascosa",0.38,2165,2022-01-15
"Austin",0.357,569,2022-01-15
"Bailey",0.412,20,2022-01-15
"Bandera",0.336,305,2022-01-15
"Bastrop",0.404,2315,2022-01-15
"Baylor",0.407,29,2022-01-15
"Bee",0.413,523,2022-01-15
"Bell",0.39,6686,2022-01-15
"Bexar",0.384,105059,2022-01-15
"Blanco",0.306,201,2022-01-15
"Borden",0.875,12,2022-01-15
"Bosque",0.486,194,2022-01-15
"Bowie",0.486,1324,2022-01-15
"Brazoria",0.346,14112,2022-01-15
"Brazos",0.352,10507,2022-01-15
"Brewster",0.424,34,2022-01-15
"Briscoe",0.45,100,2022-01-15
"Brooks",0.264,96,2022-01-15
"Brown",0.478,467,2022-01-15
"Burleson",0.355,549,2022-01-15
"Burnet",0.356,753,2022-01-15
"Caldwell",0.43,2275,2022-01-15
"Calhoun",0.485,469,2022-01-15
"Callahan",0.457,162,2022-01-15
"Cameron",0.388,8726,2022-01-15
"Camp",0.315,187,2022-01-15
"Carson",0.431,63,2022-01-15
"Cass",0.576,401,2022-01-15
"Castro",0.493,260,2022-01-15
"Chambers",0.373,1051,2022-01-15
"Cherokee",0.396,397,2022-01-15
"Childress",0.371,181,2022-01-15
"Clay",0.45,135,2022-01-15
"Cochran",0.576,59,2022-01-15
"Coke",0.48,34,2022-01-15
"Coleman",0.465,38,2022-01-15
"Collin",0.38,34774,2022-01-15
"Collingsworth",0.328,61,2022-01-15
"Colorado",0.356,430,2022-01-15
"Comal",0.375,3958,2022-01-15
"Comanche",0.429,328,2022-01-15
"Concho",0.357,57,2022-01-15
"Cooke",0.556,470,2022-01-15
"Coryell",0.407,1696,2022-01-15
"Cottle",0.34,36,2022-01-15
"Crane",0.647,28,2022-01-15
"Crockett",0.167,21,2022-01-15
"Crosby",0.281,54,2022-01-15
"Culberson",0.542,48,2022-01-15
"Dallam",0.4,37,2022-01-15
"Dallas",0.382,90563,2022-01-15
"Dawson",0.367,43,2022-01-15
"Deaf Smith",0.614,148,2022-01-15
"Delta",0.561,80,2022-01-15
"Denton",0.383,28806,2022-01-15
"DeWitt",0.526,354,2022-01-15
"Dickens",0.167,9,2022-01-15
"Dimmit",0.367,860,2022-01-15
"Donley",0.413,51,2022-01-15
"Duval",0.21,468,2022-01-15
"Eastland",0.402,96,2022-01-15
"Ector",0.494,2131,2022-01-15
"Edwards",0.357,20,2022-01-15
"El Paso",0.363,27037,2022-01-15
"Ellis",0.425,5491,2022-01-15
"Erath",0.431,715,2022-01-15
"Falls",0.447,338,2022-01-15
"Fannin",0.188,563,2022-01-15
"Fayette",0.37,342,2022-01-15
"Fisher",0.353,22,2022-01-15
"Floyd",0.582,141,2022-01-15
"Foard",0.333,6,2022-01-15
"Fort Bend",0.293,38340,2022-01-15
"Franklin",0.432,134,2022-01-15
"Freestone",0.429,503,2022-01-15
"Frio",0.388,382,2022-01-15
"Gaines",0.391,73,2022-01-15
"Galveston",0.382,14927,2022-01-15
"Garza",0.362,55,2022-01-15
"Gillespie",0.337,360,2022-01-15
"Glasscock",1,1,2022-01-15
"Goliad",0.33,138,2022-01-15
"Gonzales",0.439,237,2022-01-15
"Gray",0.424,193,2022-01-15
"Grayson",0.421,3262,2022-01-15
"Gregg",0.327,2060,2022-01-15
"Grimes",0.428,842,2022-01-15
"Guadalupe",0.39,3126,2022-01-15
"Hale",0.523,734,2022-01-15
"Hall",0.41,82,2022-01-15
"Hamilton",0.439,271,2022-01-15
"Hansford",0.609,31,2022-01-15
"Hardeman",0.437,37,2022-01-15
"Hardin",0.378,1018,2022-01-15
"Harris",0.283,223262,2022-01-15
"Harrison",0.355,545,2022-01-15
"Hartley",0.5,11,2022-01-15
"Haskell",0.375,13,2022-01-15
"Hays",0.369,12662,2022-01-15
