"County","TPR_CPR","Tests","Date"
"Anderson",0.201,765,2021-01-17
"Andrews",0.175,80,2021-01-17
"Angelina",0.142,1850,2021-01-17
"Aransas",0.098,408,2021-01-17
"Archer",0.176,74,2021-01-17
"Armstrong",0.111,18,2021-01-17
"Atascosa",0.133,2452,2021-01-17
"Austin",0.222,649,2021-01-17
"Bailey",0.062,16,2021-01-17
"Bandera",0.189,280,2021-01-17
"Bastrop",0.159,1933,2021-01-17
"Baylor",0.125,24,2021-01-17
"Bee",0.174,772,2021-01-17
"Bell",0.158,9652,2021-01-17
"Bexar",0.157,83590,2021-01-17
"Blanco",0.148,183,2021-01-17
"Borden",0,2,2021-01-17
"Bosque",0.222,239,2021-01-17
"Bowie",0.177,1659,2021-01-17
"Brazoria",0.139,7671,2021-01-17
"Brazos",0.136,8190,2021-01-17
"Brewster",0.106,179,2021-01-17
"Briscoe",0.053,19,2021-01-17
"Brooks",0.054,819,2021-01-17
"Brown",0.107,1007,2021-01-17
"Burleson",0.153,528,2021-01-17
"Burnet",0.175,1169,2021-01-17
"Caldwell",0.195,1435,2021-01-17
"Calhoun",0.205,254,2021-01-17
"Callahan",0.098,174,2021-01-17
"Cameron",0.205,6348,2021-01-17
"Camp",0.146,206,2021-01-17
"Carson",0.098,41,2021-01-17
"Cass",0.114,414,2021-01-17
"Castro",0.2,45,2021-01-17
"Chambers",0.172,505,2021-01-17
"Cherokee",0.088,479,2021-01-17
"Childress",0.159,126,2021-01-17
"Clay",0.225,129,2021-01-17
"Cochran",0.182,22,2021-01-17
"Coke",0.172,29,2021-01-17
"Coleman",0.256,121,2021-01-17
"Collin",0.162,25989,2021-01-17
"Collingsworth",0.152,33,2021-01-17
"Colorado",0.178,292,2021-01-17
"Comal",0.18,3845,2021-01-17
"Comanche",0.233,60,2021-01-17
"Concho",0.061,33,2021-01-17
"Cooke",0.172,997,2021-01-17
"Coryell",0.155,1014,2021-01-17
"Cottle",0.28,25,2021-01-17
"Crane",0.027,112,2021-01-17
"Crockett",0.286,7,2021-01-17
"Crosby",0.236,55,2021-01-17
"Culberson",0.258,31,2021-01-17
"Dallam",0.048,21,2021-01-17
"Dallas",0.188,76084,2021-01-17
"Dawson",0.077,91,2021-01-17
"Deaf Smith",0.17,53,2021-01-17
"Delta",0.1,60,2021-01-17
"Denton",0.174,25897,2021-01-17
"DeWitt",0.32,169,2021-01-17
"Dickens",0,6,2021-01-17
"Dimmit",0.21,615,2021-01-17
"Donley",0.174,23,2021-01-17
"Duval",0.089,649,2021-01-17
"Eastland",0.232,82,2021-01-17
"Ector",0.171,910,2021-01-17
"Edwards",0.1,30,2021-01-17
"El Paso",0.145,22381,2021-01-17
"Ellis",0.201,5737,2021-01-17
"Erath",0.168,315,2021-01-17
"Falls",0.167,390,2021-01-17
"Fannin",0.098,769,2021-01-17
"Fayette",0.185,356,2021-01-17
"Fisher",0.25,40,2021-01-17
"Floyd",0.148,61,2021-01-17
"Foard",0.2,10,2021-01-17
"Fort Bend",0.167,23943,2021-01-17
"Franklin",0.175,103,2021-01-17
"Freestone",0.066,258,2021-01-17
"Frio",0.239,330,2021-01-17
"Gaines",0.246,57,2021-01-17
"Galveston",0.149,6784,2021-01-17
"Garza",0.018,55,2021-01-17
"Gillespie",0.125,918,2021-01-17
"Glasscock",0,1,2021-01-17
"Goliad",0.344,90,2021-01-17
"Gonzales",0.322,404,2021-01-17
"Gray",0.093,151,2021-01-17
"Grayson",0.171,3470,2021-01-17
"Gregg",0.12,2284,2021-01-17
"Grimes",0.156,749,2021-01-17
"Guadalupe",0.153,3224,2021-01-17
"Hale",0.096,467,2021-01-17
"Hall",0.247,77,2021-01-17
"Hamilton",0.116,181,2021-01-17
"Hansford",0.087,23,2021-01-17
"Hardeman",0.216,37,2021-01-17
"Hardin",0.174,581,2021-01-17
"Harris",0.169,115809,2021-01-17
"Harrison",0.128,663,2021-01-17
"Hartley",0,1,2021-01-17
"Haskell",0.091,22,2021-01-17
"Hays",0.148,9348,2021-01-17
"Hemphill",0.167,6,2021-01-17
"Henderson",0.248,903,2021-01-17
"Hidalgo",0.174,12280,2021-01-17
"Hill",0.187,599,2021-01-17
"Hockley",0.242,182,2021-01-17
"Hood",0.259,808,2021-01-17
"Hopkins",0.068,428,2021-01-17
"Houston",0.102,244,2021-01-17
"Howard",0.21,625,2021-01-17
"Hudspeth",0.214,28,2021-01-17
"Hunt",0.183,1555,2021-01-17
"Hutchinson",0.151,159,2021-01-17
"Irion",0.143,7,2021-01-17
"Jack",0.224,58,2021-01-17
"Jackson",0.217,143,2021-01-17
"Jasper",0.178,360,2021-01-17
"Jeff Davis",0.075,67,2021-01-17
"Jefferson",0.139,3190,2021-01-17
"Jim Hogg",0.107,560,2021-01-17
"Jim Wells",0.142,1201,2021-01-17
"Johnson",0.252,3967,2021-01-17
"Jones",0.069,218,2021-01-17
"Karnes",0.148,223,2021-01-17
"Kaufman",0.195,3351,2021-01-17
"Kendall",0.126,784,2021-01-17
"Kenedy",0,3,2021-01-17
"Kent",0,4,2021-01-17
"Kerr",0.122,901,2021-01-17
"Kimble",0.308,26,2021-01-17
"King",0.667,3,2021-01-17
"Kinney",0.302,126,2021-01-17
"Kleberg",0.097,849,2021-01-17
"Knox",0.609,23,2021-01-17
"La Salle",0.227,326,2021-01-17
"Lamar",0.144,626,2021-01-17
"Lamb",0.111,90,2021-01-17
"Lampasas",0.205,370,2021-01-17
"Lavaca",0.265,253,2021-01-17
"Lee",0.075,599,2021-01-17
"Leon",0.163,258,2021-01-17
"Liberty",0.2,1102,2021-01-17
"Limestone",0.07,961,2021-01-17
"Lipscomb",0.25,4,2021-01-17
"Live Oak",0.211,227,2021-01-17
"Llano",0.132,509,2021-01-17
"Loving",0,1,2021-01-17
"Lubbock",0.101,3806,2021-01-17
"Lynn",0.16,25,2021-01-17
"Madison",0.138,247,2021-01-17
"Marion",0.185,92,2021-01-17
"Martin",0.118,17,2021-01-17
"Mason",0.157,70,2021-01-17
"Matagorda",0.203,699,2021-01-17
"Maverick",0.209,2556,2021-01-17
"McCulloch",0.081,37,2021-01-17
"McLennan",0.118,5343,2021-01-17
"McMullen",0.111,9,2021-01-17
"Medina",0.159,1053,2021-01-17
"Menard",0,47,2021-01-17
"Midland",0.148,1008,2021-01-17
"Milam",0.091,585,2021-01-17
"Mills",0.267,90,2021-01-17
"Mitchell",0.177,79,2021-01-17
"Montague",0.196,363,2021-01-17
"Montgomery",0.18,12756,2021-01-17
"Moore",0.048,125,2021-01-17
"Morris",0.152,138,2021-01-17
"Motley",0.125,8,2021-01-17
"Nacogdoches",0.142,819,2021-01-17
"Navarro",0.163,680,2021-01-17
"Newton",0.147,75,2021-01-17
"Nolan",0.185,178,2021-01-17
"Nueces",0.124,5686,2021-01-17
"Ochiltree",0.222,18,2021-01-17
"Oldham",0.4,10,2021-01-17
"Orange",0.116,821,2021-01-17
"Palo Pinto",0.269,453,2021-01-17
"Panola",0.132,325,2021-01-17
"Parker",0.253,2431,2021-01-17
"Parmer",0.077,26,2021-01-17
"Pecos",0.125,321,2021-01-17
"Polk",0.149,638,2021-01-17
"Potter",0.103,1283,2021-01-17
"Presidio",0.108,83,2021-01-17
"Rains",0.184,76,2021-01-17
"Randall",0.092,1060,2021-01-17
"Reagan",0,8,2021-01-17
"Real",0.165,79,2021-01-17
"Red River",0.037,216,2021-01-17
"Reeves",0.047,193,2021-01-17
"Refugio",0.319,91,2021-01-17
"Roberts",0.2,5,2021-01-17
"Robertson",0.216,365,2021-01-17
"Rockwall",0.138,4217,2021-01-17
"Runnels",0.183,126,2021-01-17
"Rusk",0.195,369,2021-01-17
"Sabine",0.086,81,2021-01-17
"San Augustine",0.051,196,2021-01-17
"San Jacinto",0.129,326,2021-01-17
"San Patricio",0.168,927,2021-01-17
"San Saba",0.222,36,2021-01-17
"Schleicher",0.176,17,2021-01-17
"Scurry",0.199,356,2021-01-17
"Shackelford",0.24,25,2021-01-17
"Shelby",0.073,395,2021-01-17
"Sherman",0.429,7,2021-01-17
"Smith",0.133,3839,2021-01-17
"Somervell",0.346,78,2021-01-17
"Starr",0.212,2533,2021-01-17
"Stephens",0.1,90,2021-01-17
"Sterling",0.158,19,2021-01-17
"Stonewall",0,4,2021-01-17
"Sutton",0.308,26,2021-01-17
"Swisher",0.068,73,2021-01-17
"Tarrant",0.229,60878,2021-01-17
"Taylor",0.074,2095,2021-01-17
"Terrell",0.143,7,2021-01-17
"Terry",0.172,87,2021-01-17
"Throckmorton",0.222,18,2021-01-17
"Titus",0.092,848,2021-01-17
"Tom Green",0.084,2355,2021-01-17
"Travis",0.116,34902,2021-01-17
"Trinity",0.078,515,2021-01-17
"Tyler",0.199,161,2021-01-17
"Upshur",0.123,415,2021-01-17
"Upton",0.077,13,2021-01-17
"Uvalde",0.241,1215,2021-01-17
"Val Verde",0.257,2281,2021-01-17
"Van Zandt",0.213,553,2021-01-17
"Victoria",0.22,890,2021-01-17
"Walker",0.106,3031,2021-01-17
"Waller",0.127,1514,2021-01-17
"Ward",0.196,148,2021-01-17
"Washington",0.124,1703,2021-01-17
"Webb",0.198,19643,2021-01-17
"Wharton",0.199,899,2021-01-17
"Wheeler",0.226,31,2021-01-17
